#"+ESI Scan (rt: 2.027-3.309 min, 78 scans) Frag=225.0V frag WW.d  Deconvoluted (Isotope Width=11.4)"
#Point,X(Daltons),Y(Counts)
9836,14836.00,454.045745849609
9837,14837.00,319.274353027344
9838,14838.00,211.362152099609
9839,14839.00,131.594772338867
9840,14840.00,77.4865798950195
9841,14841.00,43.8766822814941
9842,14842.00,24.611400604248
9843,14843.00,14.2348041534424
9844,14844.00,8.86154556274414
9845,14845.00,6.14533281326294
9846,14846.00,4.81977796554565
9847,14847.00,4.23598384857178
9848,14848.00,4.04824638366699
9849,14849.00,4.04034185409546
9850,14850.00,4.05541324615479
9851,14851.00,3.99642467498779
9852,14852.00,3.85034680366516
9853,14853.00,3.68651962280273
9854,14854.00,3.62307500839233
9855,14855.00,3.80214905738831
9856,14856.00,4.41284990310669
9857,14857.00,5.77745342254639
9858,14858.00,8.51406288146973
9859,14859.00,13.789137840271
9860,14860.00,23.6015968322754
9861,14861.00,40.8200950622559
9862,14862.00,68.4169921875
9863,14863.00,107.493270874023
9864,14864.00,154.804504394531
9865,14865.00,201.92253112793
9866,14866.00,237.850296020508
9867,14867.00,254.129669189453
9868,14868.00,248.922271728516
9869,14869.00,227.240036010742
9870,14870.00,197.710174560547
9871,14871.00,168.598175048828
9872,14872.00,145.492324829102
9873,14873.00,131.18717956543
9874,14874.00,126.858428955078
9875,14875.00,133.380874633789
9876,14876.00,152.055389404297
9877,14877.00,184.271987915039
9878,14878.00,229.613586425781
9879,14879.00,282.426574707031
9880,14880.00,329.086334228516
9881,14881.00,350.811004638672
9882,14882.00,334.265686035156
9883,14883.00,282.327423095703
9884,14884.00,213.015899658203
9885,14885.00,146.81884765625
9886,14886.00,95.5425262451172
9887,14887.00,60.939884185791
9888,14888.00,39.4340286254883
9889,14889.00,26.5473136901855
9890,14890.00,18.8268089294434
9891,14891.00,14.0800275802612
9892,14892.00,11.0481147766113
9893,14893.00,9.0571231842041
9894,14894.00,7.77619171142578
9895,14895.00,7.07501125335693
9896,14896.00,6.96259927749634
9897,14897.00,7.61020374298096
9898,14898.00,9.50438404083252
9899,14899.00,13.901406288147
9900,14900.00,24.1352825164795
9901,14901.00,49.476634979248
9902,14902.00,116.444953918457
9903,14903.00,299.879333496094
9904,14904.00,796.347839355469
9905,14905.00,2053.79028320313
9906,14906.00,4884.48046875
9907,14907.00,10306.7861328125
9908,14908.00,18839.79296875
9909,14909.00,29530.91796875
9910,14910.00,39755.6796875
9911,14911.00,46450.47265625
9912,14912.00,47867.73046875
9913,14913.00,44291.94140625
9914,14914.00,37376.51171875
9915,14915.00,29049.2421875
9916,14916.00,20847.845703125
9917,14917.00,13770.5966796875
9918,14918.00,8329.5732421875
9919,14919.00,4609.19921875
9920,14920.00,2353.5068359375
9921,14921.00,1133.65258789063
9922,14922.00,533.923706054688
9923,14923.00,257.320373535156
9924,14924.00,132.993896484375
9925,14925.00,76.5582809448242
9926,14926.00,50.0734748840332
9927,14927.00,37.1516151428223
9928,14928.00,30.6512565612793
9929,14929.00,27.2907047271729
9930,14930.00,25.4335689544678
9931,14931.00,24.2114181518555
9932,14932.00,23.1697883605957
9933,14933.00,22.0891304016113
9934,14934.00,20.8605194091797
9935,14935.00,19.4050483703613
9936,14936.00,17.6513710021973
9937,14937.00,15.5655431747437
9938,14938.00,13.1979742050171
9939,14939.00,10.6993761062622
9940,14940.00,8.27982616424561
9941,14941.00,6.13261699676514
9942,14942.00,4.37329387664795
9943,14943.00,3.02576279640198
9944,14944.00,2.04748296737671
9945,14945.00,1.36588311195374
9946,14946.00,0.905723869800568
9947,14947.00,0.602654039859772
9948,14948.00,0.406973451375961
9949,14949.00,0.282685935497284
9950,14950.00,0.204978585243225
9951,14951.00,0.157512307167053
9952,14952.00,0.130056202411652
9953,14953.00,0.11666963249445
9954,14954.00,0.114488251507282
9955,14955.00,0.123094365000725
9956,14956.00,0.14443139731884
9957,14957.00,0.183210164308548
9958,14958.00,0.247627779841423
9959,14959.00,0.349739283323288
9960,14960.00,0.503730356693268
9961,14961.00,0.719017088413239
9962,14962.00,0.986033618450165
9963,14963.00,1.26016449928284
9964,14964.00,1.46196377277374
9965,14965.00,1.51104772090912
9966,14966.00,1.37897825241089
9967,14967.00,1.11285865306854
9968,14968.00,0.803038775920868
9969,14969.00,0.527601599693298
9970,14970.00,0.322453022003174
9971,14971.00,0.18720518052578
9972,14972.00,0.105098955333233
9973,14973.00,0.057901669293642
9974,14974.00,0.0317714400589466
9975,14975.00,0.0177232064306736
9976,14976.00,0.0103724775835872
9977,14977.00,0.00665611308068037
9978,14978.00,0.00493263825774193
9979,14979.00,0.00442746467888355
9980,14980.00,0.00495017459616065
9981,14981.00,0.00686913169920444
9982,14982.00,0.0113941356539726
9983,14983.00,0.0212181396782398
9984,14984.00,0.0412592105567455
9985,14985.00,0.0783917680382729
9986,14986.00,0.138549208641052
9987,14987.00,0.221836939454079
9988,14988.00,0.320669740438461
9989,14989.00,0.425134837627411
9990,14990.00,0.531674981117249
9991,14991.00,0.64721667766571
9992,14992.00,0.786455750465393
9993,14993.00,0.965015828609467
9994,14994.00,1.18969476222992
9995,14995.00,1.44549345970154
9996,14996.00,1.68480181694031
9997,14997.00,1.83361434936523
9998,14998.00,1.82545244693756
9999,14999.00,1.6454154253006
10000,15000.00,1.34454250335693
10001,15001.00,1.00840532779694
10002,15002.00,0.70966500043869
10003,15003.00,0.48282516002655
10004,15004.00,0.3287633061409
10005,15005.00,0.232022985816002
10006,15006.00,0.174816057085991
10007,15007.00,0.143205836415291
10008,15008.00,0.127910137176514
10009,15009.00,0.122953832149506
10010,15010.00,0.123985566198826
10011,15011.00,0.127033412456512
10012,15012.00,0.12815922498703
10013,15013.00,0.124214485287666
10014,15014.00,0.114140309393406
10015,15015.00,0.0995220020413399
10016,15016.00,0.0836203172802925
10017,15017.00,0.0696306601166725
10018,15018.00,0.0595808587968349
10019,15019.00,0.0544051937758923
10020,15020.00,0.0547361448407173
10021,15021.00,0.0618778690695763
10022,15022.00,0.0788827762007713
10023,15023.00,0.111986994743347
10024,15024.00,0.172600522637367
10025,15025.00,0.279394686222076
10026,15026.00,0.458542197942734
10027,15027.00,0.738357663154602
10028,15028.00,1.13492250442505
10029,15029.00,1.63120830059052
10030,15030.00,2.16277384757996
10031,15031.00,2.62808012962341
10032,15032.00,2.92863702774048
10033,15033.00,3.01785683631897
10034,15034.00,2.92379856109619
10035,15035.00,2.73022532463074
10036,15036.00,2.53540134429932
10037,15037.00,2.42120575904846
10038,15038.00,2.44732475280762
10039,15039.00,2.66158103942871
10040,15040.00,3.10671854019165
10041,15041.00,3.80197501182556
10042,15042.00,4.68286085128784
10043,15043.00,5.52080678939819
10044,15044.00,5.93012475967407
10045,15045.00,5.58298015594482
10046,15046.00,4.51227283477783
10047,15047.00,3.13614726066589
10048,15048.00,1.92284214496613
10049,15049.00,1.09021425247192
10050,15050.00,0.608593583106995
10051,15051.00,0.358014106750488
10052,15052.00,0.235639244318008
10053,15053.00,0.180434092879295
10054,15054.00,0.162446707487106
10055,15055.00,0.16904528439045
10056,15056.00,0.195959523320198
10057,15057.00,0.241635128855705
10058,15058.00,0.30262291431427
10059,15059.00,0.369656950235367
10060,15060.00,0.426504611968994
10061,15061.00,0.45427680015564
10062,15062.00,0.440491944551468
10063,15063.00,0.386814117431641
10064,15064.00,0.308606952428818
10065,15065.00,0.22619192302227
10066,15066.00,0.155027151107788
10067,15067.00,0.101548001170158
10068,15068.00,0.0650136768817902
10069,15069.00,0.0414771512150764
10070,15070.00,0.0267313793301582
10071,15071.00,0.0175368692725897
10072,15072.00,0.0117557980120182
10073,15073.00,0.00808604341000319
10074,15074.00,0.00575994607061148
10075,15075.00,0.00432471698150039
10076,15076.00,0.00351354409940541
10077,15077.00,0.00318524846807122
10078,15078.00,0.00331095838919282
10079,15079.00,0.00400058040395379
10080,15080.00,0.00557863665744662
10081,15081.00,0.00872275978326797
10082,15082.00,0.014643706381321
10083,15083.00,0.0252069849520922
10084,15084.00,0.0428864918649197
10085,15085.00,0.0707337260246277
10086,15086.00,0.11307880282402
10087,15087.00,0.17784920334816
10088,15088.00,0.281010746955872
10089,15089.00,0.453309684991837
10090,15090.00,0.748518884181976
10091,15091.00,1.24743378162384
10092,15092.00,2.04110789299011
10093,15093.00,3.17208218574524
10094,15094.00,4.54501819610596
10095,15095.00,5.889892578125
10096,15096.00,6.86894273757935
10097,15097.00,7.27450466156006
10098,15098.00,7.13443803787231
10099,15099.00,6.64012670516968
10100,15100.00,5.99996852874756
10101,15101.00,5.34668254852295
10102,15102.00,4.72642946243286
10103,15103.00,4.13197565078735
10104,15104.00,3.54295349121094
10105,15105.00,2.95434832572937
10106,15106.00,2.38500165939331
10107,15107.00,1.86716425418854
10108,15108.00,1.42853140830994
10109,15109.00,1.0805447101593
10110,15110.00,0.818137407302856
10111,15111.00,0.626540064811707
10112,15112.00,0.488574922084808
10113,15113.00,0.389086335897446
10114,15114.00,0.316444009542465
10115,15115.00,0.262303084135056
10116,15116.00,0.220711842179298
10117,15117.00,0.187236860394478
10118,15118.00,0.15844202041626
10119,15119.00,0.131828084588051
10120,15120.00,0.106110617518425
10121,15121.00,0.081448458135128
10122,15122.00,0.0591454729437828
10123,15123.00,0.0407425947487354
10124,15124.00,0.0270609948784113
10125,15125.00,0.0178703758865595
10126,15126.00,0.0122486092150211
10127,15127.00,0.00915707089006901
10128,15128.00,0.00782528519630432
10129,15129.00,0.00789555534720421
10130,15130.00,0.00947750266641378
10131,15131.00,0.0132491383701563
10132,15132.00,0.0206150226294994
10133,15133.00,0.0337003394961357
10134,15134.00,0.0546784289181232
10135,15135.00,0.0840548425912857
10136,15136.00,0.118650890886784
10137,15137.00,0.151398688554764
10138,15138.00,0.174359247088432
10139,15139.00,0.183236852288246
10140,15140.00,0.179718345403671
10141,15141.00,0.170012265443802
10142,15142.00,0.161540925502777
10143,15143.00,0.160757377743721
10144,15144.00,0.173223719000816
10145,15145.00,0.2050491720438
10146,15146.00,0.263862282037735
10147,15147.00,0.356764405965805
10148,15148.00,0.482210010290146
10149,15149.00,0.616756439208984
10150,15150.00,0.71013730764389
10151,15151.00,0.708801746368408
10152,15152.00,0.600091397762299
10153,15153.00,0.428963899612427
10154,15154.00,0.261996954679489
10155,15155.00,0.140441924333572
10156,15156.00,0.0687623620033264
10157,15157.00,0.032352339476347
10158,15158.00,0.0155075844377279
10159,15159.00,0.0080477949231863
10160,15160.00,0.00477672182023525
10161,15161.00,0.00336896674707532
10162,15162.00,0.00285602989606559
10163,15163.00,0.0028524964582175
10164,15164.00,0.00320048094727099
10165,15165.00,0.0037870102096349
10166,15166.00,0.00443402491509914
10167,15167.00,0.00487886881455779
10168,15168.00,0.00488754361867905
10169,15169.00,0.00442011561244726
10170,15170.00,0.00366453244350851
10171,15171.00,0.00289243902079761
10172,15172.00,0.0022987867705524
10173,15173.00,0.00196366244927049
10174,15174.00,0.0019143606768921
10175,15175.00,0.00221116398461163
10176,15176.00,0.00303071807138622
10177,15177.00,0.00475330092012882
10178,15178.00,0.00800510309636593
10179,15179.00,0.0134681006893516
10180,15180.00,0.0212627574801445
10181,15181.00,0.0302378907799721
10182,15182.00,0.038170337677002
10183,15183.00,0.0431738421320915
10184,15184.00,0.0449400097131729
10185,15185.00,0.0445709638297558
10186,15186.00,0.0435443557798862
10187,15187.00,0.0429478287696838
10188,15188.00,0.0433142110705376
10189,15189.00,0.0447859019041061
10190,15190.00,0.0473605543375015
10191,15191.00,0.0511557050049305
10192,15192.00,0.056709710508585
10193,15193.00,0.0653619468212128
10194,15194.00,0.0798615291714668
10195,15195.00,0.105618551373482
10196,15196.00,0.153478875756264
10197,15197.00,0.245629921555519
10198,15198.00,0.426955223083496
10199,15199.00,0.78306120634079
10200,15200.00,1.45882177352905
10201,15201.00,2.65449547767639
10202,15202.00,4.56370162963867
10203,15203.00,7.2448263168335
10204,15204.00,10.4923534393311
10205,15205.00,13.8170442581177
10206,15206.00,16.5764694213867
10207,15207.00,18.1891822814941
10208,15208.00,18.3331184387207
10209,15209.00,17.0572986602783
10210,15210.00,14.7597160339355
10211,15211.00,12.0246181488037
10212,15212.00,9.3964958190918
10213,15213.00,7.218918800354
10214,15214.00,5.60843706130981
10215,15215.00,4.52769231796265
10216,15216.00,3.87723255157471
10217,15217.00,3.55551314353943
10218,15218.00,3.48144459724426
10219,15219.00,3.59572577476501
10220,15220.00,3.85918498039246
10221,15221.00,4.26009273529053
10222,15222.00,4.83238077163696
10223,15223.00,5.67824125289917
10224,15224.00,6.98891496658325
10225,15225.00,9.05982685089111
10226,15226.00,12.2815628051758
10227,15227.00,17.0618476867676
10228,15228.00,23.6618404388428
10229,15229.00,32.0904884338379
10230,15230.00,42.3613700866699
10231,15231.00,55.2299385070801
10232,15232.00,73.1275482177734
10233,15233.00,101.051666259766
10234,15234.00,147.389236450195
10235,15235.00,223.667205810547
10236,15236.00,339.531585693359
10237,15237.00,488.583190917969
10238,15238.00,632.094970703125
10239,15239.00,708.061340332031
10240,15240.00,678.185974121094
10241,15241.00,564.411376953125
10242,15242.00,425.733947753906
10243,15243.00,309.152954101563
10244,15244.00,230.807800292969
10245,15245.00,187.266159057617
10246,15246.00,170.193878173828
10247,15247.00,172.672729492188
10248,15248.00,188.97021484375
10249,15249.00,211.795791625977
10250,15250.00,230.733596801758
10251,15251.00,234.946746826172
10252,15252.00,219.145095825195
10253,15253.00,186.825149536133
10254,15254.00,147.095092773438
10255,15255.00,108.706771850586
10256,15256.00,76.6316986083984
10257,15257.00,52.1925735473633
10258,15258.00,34.673656463623
10259,15259.00,22.6709899902344
10260,15260.00,14.7613983154297
10261,15261.00,9.72897434234619
10262,15262.00,6.61794137954712
10263,15263.00,4.72896385192871
10264,15264.00,3.58425164222717
10265,15265.00,2.87359094619751
10266,15266.00,2.40027785301208
10267,15267.00,2.04217290878296
10268,15268.00,1.73102104663849
10269,15269.00,1.4414039850235
10270,15270.00,1.17740178108215
10271,15271.00,0.954125285148621
10272,15272.00,0.782117426395416
10273,15273.00,0.661565124988556
10274,15274.00,0.584281980991364
10275,15275.00,0.53722733259201
10276,15276.00,0.5042764544487
10277,15277.00,0.467654764652252
10278,15278.00,0.412548750638962
10279,15279.00,0.335033267736435
10280,15280.00,0.24608026444912
10281,15281.00,0.164328783750534
10282,15282.00,0.10308837890625
10283,15283.00,0.0645178556442261
10284,15284.00,0.0436766892671585
10285,15285.00,0.0348817706108093
10286,15286.00,0.0352765321731567
10287,15287.00,0.0466760285198689
10288,15288.00,0.079362690448761
10289,15289.00,0.162629246711731
10290,15290.00,0.366674691438675
10291,15291.00,0.827838182449341
10292,15292.00,1.72930824756622
10293,15293.00,3.16316270828247
10294,15294.00,4.91349267959595
10295,15295.00,6.41655302047729
10296,15296.00,7.08094310760498
10297,15297.00,6.70775032043457
10298,15298.00,5.5830340385437
10299,15299.00,4.20628452301025
10300,15300.00,2.97476410865784
10301,15301.00,2.0612940788269
10302,15302.00,1.46719527244568
10303,15303.00,1.12369441986084
10304,15304.00,0.961320519447327
10305,15305.00,0.937374353408813
10306,15306.00,1.04067468643188
10307,15307.00,1.29057025909424
10308,15308.00,1.73901677131653
10309,15309.00,2.48201298713684
10310,15310.00,3.68958950042725
10311,15311.00,5.66551542282104
10312,15312.00,8.93941116333008
10313,15313.00,14.3566665649414
10314,15314.00,23.0315341949463
10315,15315.00,35.8768310546875
10316,15316.00,52.468505859375
10317,15317.00,69.7448577880859
10318,15318.00,82.2327575683594
10319,15319.00,85.0205612182617
10320,15320.00,77.4185104370117
10321,15321.00,63.396541595459
10322,15322.00,48.3921966552734
10323,15323.00,36.0908737182617
10324,15324.00,27.6859645843506
10325,15325.00,22.887393951416
10326,15326.00,21.0550708770752
10327,15327.00,21.7929935455322
10328,15328.00,25.1055145263672
10329,15329.00,31.3230762481689
10330,15330.00,40.8672370910645
10331,15331.00,53.8543281555176
10332,15332.00,69.6059722900391
10333,15333.00,86.2756805419922
10334,15334.00,100.892234802246
10335,15335.00,110.070098876953
10336,15336.00,111.339988708496
10337,15337.00,104.476257324219
10338,15338.00,91.8067092895508
10339,15339.00,77.0708999633789
10340,15340.00,63.6702041625977
10341,15341.00,53.6110801696777
10342,15342.00,47.5595207214355
10343,15343.00,45.4505920410156
10344,15344.00,46.9699974060059
10345,15345.00,51.5844345092773
10346,15346.00,58.138858795166
10347,15347.00,64.4333038330078
10348,15348.00,67.6377792358398
10349,15349.00,65.9728393554688
10350,15350.00,60.3003768920898
10351,15351.00,53.6844215393066
10352,15352.00,49.4908409118652
10353,15353.00,50.3994445800781
10354,15354.00,59.1428451538086
10355,15355.00,79.8816757202148
10356,15356.00,118.273513793945
10357,15357.00,176.974014282227
10358,15358.00,244.856826782227
10359,15359.00,291.025451660156
10360,15360.00,284.263153076172
10361,15361.00,225.845962524414
10362,15362.00,149.132110595703
10363,15363.00,85.7513275146484
10364,15364.00,45.667179107666
10365,15365.00,24.0338706970215
10366,15366.00,13.2240591049194
10367,15367.00,7.91166210174561
10368,15368.00,5.2464165687561
10369,15369.00,3.86442613601685
10370,15370.00,3.13602805137634
10371,15371.00,2.770911693573
10372,15372.00,2.63527822494507
10373,15373.00,2.66876769065857
10374,15374.00,2.8436131477356
10375,15375.00,3.14011549949646
10376,15376.00,3.52943587303162
10377,15377.00,3.96664762496948
10378,15378.00,4.40368700027466
10379,15379.00,4.82442808151245
10380,15380.00,5.28527450561523
10381,15381.00,5.94229459762573
10382,15382.00,7.07633972167969
10383,15383.00,9.16021251678467
10384,15384.00,13.0090551376343
10385,15385.00,19.9970092773438
10386,15386.00,32.1577796936035
10387,15387.00,51.690975189209
10388,15388.00,79.3269195556641
10389,15389.00,111.997383117676
10390,15390.00,142.137969970703
10391,15391.00,160.849411010742
10392,15392.00,163.21533203125
10393,15393.00,150.907836914063
10394,15394.00,129.962158203125
10395,15395.00,106.585411071777
10396,15396.00,84.6088714599609
10397,15397.00,65.3781509399414
10398,15398.00,48.8645515441895
10399,15399.00,34.7808303833008
10400,15400.00,23.1420364379883
10401,15401.00,14.1934261322021
10402,15402.00,8.00161933898926
10403,15403.00,4.19893217086792
10404,15404.00,2.11126685142517
10405,15405.00,1.06196987628937
10406,15406.00,0.563119411468506
10407,15407.00,0.332566052675247
10408,15408.00,0.229912430047989
10409,15409.00,0.192968264222145
10410,15410.00,0.199696406722069
10411,15411.00,0.252041101455688
10412,15412.00,0.37343093752861
10413,15413.00,0.611453294754028
10414,15414.00,1.02866637706757
10415,15415.00,1.65075933933258
10416,15416.00,2.36493158340454
10417,15417.00,2.87175893783569
10418,15418.00,2.85702347755432
10419,15419.00,2.29528856277466
10420,15420.00,1.49728274345398
10421,15421.00,0.813007771968842
10422,15422.00,0.383299201726913
10423,15423.00,0.165909558534622
10424,15424.00,0.0702609866857529
10425,15425.00,0.0310362670570612
10426,15426.00,0.0151412757113576
10427,15427.00,0.00853738933801651
10428,15428.00,0.00574961677193642
10429,15429.00,0.00473231263458729
10430,15430.00,0.00483728805556893
10431,15431.00,0.00619664276018739
10432,15432.00,0.00992410909384489
10433,15433.00,0.0194741804152727
10434,15434.00,0.044933807104826
10435,15435.00,0.114906936883926
10436,15436.00,0.3042012155056
10437,15437.00,0.780242383480072
10438,15438.00,1.83426904678345
10439,15439.00,3.79761266708374
10440,15440.00,6.76035976409912
10441,15441.00,10.2400512695313
10442,15442.00,13.1866083145142
10443,15443.00,14.5062446594238
10444,15444.00,13.7379941940308
10445,15445.00,11.3098402023315
10446,15446.00,8.19825458526611
10447,15447.00,5.33141326904297
10448,15448.00,3.19919037818909
10449,15449.00,1.84457755088806
10450,15450.00,1.07778263092041
10451,15451.00,0.67881041765213
10452,15452.00,0.489305645227432
10453,15453.00,0.421555817127228
10454,15454.00,0.439796596765518
10455,15455.00,0.543230414390564
10456,15456.00,0.754260003566742
10457,15457.00,1.10113275051117
10458,15458.00,1.58218348026276
10459,15459.00,2.12132215499878
10460,15460.00,2.56477022171021
10461,15461.00,2.75957036018372
10462,15462.00,2.65897536277771
10463,15463.00,2.3458468914032
10464,15464.00,1.95825922489166
10465,15465.00,1.60526359081268
10466,15466.00,1.33749747276306
10467,15467.00,1.16212522983551
10468,15468.00,1.06670105457306
10469,15469.00,1.03372991085052
10470,15470.00,1.04517042636871
10471,15471.00,1.0817836523056
10472,15472.00,1.12192463874817
10473,15473.00,1.14275968074799
10474,15474.00,1.12473273277283
10475,15475.00,1.05764865875244
10476,15476.00,0.945057511329651
10477,15477.00,0.80378919839859
10478,15478.00,0.657837271690369
10479,15479.00,0.529553771018982
10480,15480.00,0.433405727148056
10481,15481.00,0.375656574964523
10482,15482.00,0.359032571315765
10483,15483.00,0.389283031225204
10484,15484.00,0.481500178575516
10485,15485.00,0.664358615875244
10486,15486.00,0.975860118865967
10487,15487.00,1.43619585037231
10488,15488.00,1.99003934860229
10489,15489.00,2.45998740196228
10490,15490.00,2.60722398757935
10491,15491.00,2.31492447853088
10492,15492.00,1.71134316921234
10493,15493.00,1.06467592716217
10494,15494.00,0.572820246219635
10495,15495.00,0.278345376253128
10496,15496.00,0.129462227225304
10497,15497.00,0.0617745816707611
10498,15498.00,0.0325715243816376
10499,15499.00,0.0203537438064814
10500,15500.00,0.0159294921904802
10501,15501.00,0.0161042921245098
10502,15502.00,0.0210588835179806
10503,15503.00,0.0346491560339928
10504,15504.00,0.0682323798537254
10505,15505.00,0.151110634207726
10506,15506.00,0.353195786476135
10507,15507.00,0.824308693408966
10508,15508.00,1.84452414512634
10509,15509.00,3.87022018432617
10510,15510.00,7.58723592758179
10511,15511.00,14.065731048584
10512,15512.00,25.1965637207031
10513,15513.00,44.6198234558105
10514,15514.00,79.3371429443359
10515,15515.00,141.9365234375
10516,15516.00,252.118392944336
10517,15517.00,433.282836914063
10518,15518.00,697.616149902344
10519,15519.00,1020.08148193359
10520,15520.00,1323.01000976563
10521,15521.00,1503.59399414063
10522,15522.00,1498.46081542969
10523,15523.00,1325.98449707031
10524,15524.00,1064.36669921875
10525,15525.00,795.455200195313
10526,15526.00,568.142639160156
10527,15527.00,396.605194091797
10528,15528.00,275.270538330078
10529,15529.00,192.451217651367
10530,15530.00,137.194732666016
10531,15531.00,101.208183288574
10532,15532.00,78.7121353149414
10533,15533.00,65.8686065673828
10534,15534.00,60.3270797729492
10535,15535.00,60.9130935668945
10536,15536.00,67.3330154418945
10537,15537.00,79.7125549316406
10538,15538.00,97.7592926025391
10539,15539.00,119.537216186523
10540,15540.00,140.479507446289
10541,15541.00,153.926147460938
10542,15542.00,153.902420043945
10543,15543.00,138.6767578125
10544,15544.00,112.130714416504
10545,15545.00,81.5790634155273
10546,15546.00,53.8840827941895
10547,15547.00,32.812068939209
10548,15548.00,18.8403587341309
10549,15549.00,10.5188770294189
10550,15550.00,5.9378662109375
10551,15551.00,3.54700016975403
10552,15552.00,2.35124611854553
10553,15553.00,1.80366408824921
10554,15554.00,1.6445734500885
10555,15555.00,1.78669345378876
10556,15556.00,2.25250053405762
10557,15557.00,3.12861323356628
10558,15558.00,4.48054695129395
10559,15559.00,6.19432401657104
10560,15560.00,7.84636259078979
10561,15561.00,8.83763599395752
10562,15562.00,8.80891895294189
10563,15563.00,7.91231155395508
10564,15564.00,6.62623023986816
10565,15565.00,5.38051986694336
10566,15566.00,4.37306070327759
10567,15567.00,3.60739660263062
10568,15568.00,2.99497151374817
10569,15569.00,2.435471534729
10570,15570.00,1.87153482437134
10571,15571.00,1.31636703014374
10572,15572.00,0.833545804023743
10573,15573.00,0.478578120470047
10574,15574.00,0.258137196302414
10575,15575.00,0.139455258846283
10576,15576.00,0.0822899490594864
10577,15577.00,0.058331374078989
10578,15578.00,0.0538939125835896
10579,15579.00,0.0678314864635468
10580,15580.00,0.11529403924942
10581,15581.00,0.249206840991974
10582,15582.00,0.623261451721191
10583,15583.00,1.62319374084473
10584,15584.00,3.99700784683228
10585,15585.00,8.622727394104
10586,15586.00,15.4648199081421
10587,15587.00,22.3779563903809
10588,15588.00,25.8345718383789
10589,15589.00,23.8805389404297
10590,15590.00,17.9451885223389
10591,15591.00,11.2368650436401
10592,15592.00,6.05962944030762
10593,15593.00,2.92904686927795
10594,15594.00,1.32762575149536
10595,15595.00,0.591394484043121
10596,15596.00,0.270679116249084
10597,15597.00,0.132242560386658
10598,15598.00,0.0710665658116341
10599,15599.00,0.0430018380284309
10600,15600.00,0.0299095921218395
10601,15601.00,0.0244394838809967
10602,15602.00,0.0240139551460743
10603,15603.00,0.0289477184414864
10604,15604.00,0.0431364327669144
10605,15605.00,0.078388549387455
10606,15606.00,0.167295828461647
10607,15607.00,0.396421015262604
10608,15608.00,0.979068338871002
10609,15609.00,2.37686729431152
10610,15610.00,5.41474390029907
10611,15611.00,11.212664604187
10612,15612.00,20.7152843475342
10613,15613.00,33.8494682312012
10614,15614.00,48.8162651062012
10615,15615.00,62.228702545166
10616,15616.00,70.3419418334961
10617,15617.00,70.7923126220703
10618,15618.00,63.7824821472168
10619,15619.00,51.9218444824219
10620,15620.00,38.8125534057617
10621,15621.00,27.3629302978516
10622,15622.00,18.9177131652832
10623,15623.00,13.4761800765991
10624,15624.00,10.4267597198486
10625,15625.00,9.15721702575684
10626,15626.00,9.33703899383545
10627,15627.00,10.9732437133789
10628,15628.00,14.3286476135254
10629,15629.00,19.6324577331543
10630,15630.00,26.4741611480713
10631,15631.00,33.1819496154785
10632,15632.00,37.1430511474609
10633,15633.00,36.5130043029785
10634,15634.00,31.7559070587158
10635,15635.00,25.1394672393799
10636,15636.00,18.9056148529053
10637,15637.00,14.1689291000366
10638,15638.00,11.0567493438721
10639,15639.00,9.2837553024292
10640,15640.00,8.55128860473633
10641,15641.00,8.71007251739502
10642,15642.00,9.82488250732422
10643,15643.00,12.2644920349121
10644,15644.00,16.9157390594482
10645,15645.00,25.645809173584
10646,15646.00,42.1753463745117
10647,15647.00,73.4051895141602
10648,15648.00,130.543273925781
10649,15649.00,227.767486572266
10650,15650.00,375.043731689453
10651,15651.00,565.564636230469
10652,15652.00,768.289611816406
10653,15653.00,939.148864746094
10654,15654.00,1046.97790527344
10655,15655.00,1090.85852050781
10656,15656.00,1094.33630371094
10657,15657.00,1086.40368652344
10658,15658.00,1085.767578125
10659,15659.00,1093.70141601563
10660,15660.00,1093.10876464844
10661,15661.00,1054.52136230469
10662,15662.00,953.049255371094
10663,15663.00,790.398498535156
10664,15664.00,600.527954101563
10665,15665.00,427.770202636719
10666,15666.00,299.364532470703
10667,15667.00,218.770080566406
10668,15668.00,176.935485839844
10669,15669.00,164.219207763672
10670,15670.00,175.333908081055
10671,15671.00,208.992279052734
10672,15672.00,264.821655273438
10673,15673.00,339.228302001953
10674,15674.00,423.18115234375
10675,15675.00,505.327728271484
10676,15676.00,579.361145019531
10677,15677.00,649.626708984375
10678,15678.00,731.448120117188
10679,15679.00,849.122192382813
10680,15680.00,1036.21105957031
10681,15681.00,1339.26635742188
10682,15682.00,1821.46459960938
10683,15683.00,2557.62451171875
10684,15684.00,3607.73071289063
10685,15685.00,4960.630859375
10686,15686.00,6464.9130859375
10687,15687.00,7803.18505859375
10688,15688.00,8574.6748046875
10689,15689.00,8483.466796875
10690,15690.00,7519.1025390625
10691,15691.00,5981.26416015625
10692,15692.00,4313.64208984375
10693,15693.00,2876.94653320313
10694,15694.00,1827.90380859375
10695,15695.00,1147.98767089844
10696,15696.00,740.222412109375
10697,15697.00,505.156280517578
10698,15698.00,370.357025146484
10699,15699.00,290.557922363281
10700,15700.00,239.094116210938
10701,15701.00,200.609191894531
10702,15702.00,167.029327392578
10703,15703.00,135.487396240234
10704,15704.00,106.446083068848
10705,15705.00,81.5144500732422
10706,15706.00,61.7321739196777
10707,15707.00,46.999698638916
