#"+ESI Scan (rt: 2.027-3.309 min, 78 scans) Frag=225.0V frag WW.d  Deconvoluted (Isotope Width=11.4)"
#Point,X(Daltons),Y(Counts)
454,5454.00,0.953939616680145
455,5455.00,0.445260405540466
456,5456.00,0.216484129428864
457,5457.00,0.120476014912128
458,5458.00,0.0842178836464882
459,5459.00,0.079664558172226
460,5460.00,0.105314761400223
461,5461.00,0.189076364040375
462,5462.00,0.422265142202377
463,5463.00,1.03917741775513
464,5464.00,2.50268793106079
465,5465.00,5.40281772613525
466,5466.00,9.99889755249023
467,5467.00,15.8025770187378
468,5468.00,21.8806610107422
469,5469.00,27.6220932006836
470,5470.00,33.0412216186523
471,5471.00,38.3754005432129
472,5472.00,43.4348831176758
473,5473.00,47.1914443969727
474,5474.00,48.0198974609375
475,5475.00,44.7430114746094
476,5476.00,37.7502861022949
477,5477.00,28.9669914245605
478,5478.00,20.6038417816162
479,5479.00,13.9893569946289
480,5480.00,9.37750053405762
481,5481.00,6.41082382202148
482,5482.00,4.59350728988647
483,5483.00,3.51975417137146
484,5484.00,2.91666674613953
485,5485.00,2.61195278167725
486,5486.00,2.48641872406006
487,5487.00,2.43252635002136
488,5488.00,2.3358039855957
489,5489.00,2.1017918586731
490,5490.00,1.71690356731415
491,5491.00,1.26624882221222
492,5492.00,0.86284327507019
493,5493.00,0.566305637359619
494,5494.00,0.372407376766205
495,5495.00,0.248964875936508
496,5496.00,0.165330395102501
497,5497.00,0.103178828954697
498,5498.00,0.0566066578030586
499,5499.00,0.0259209405630827
500,5500.00,0.00975140184164047
501,5501.00,0.00310719013214111
502,5502.00,0.000902256986591965
503,5503.00,0.000263077643467113
504,5504.00,8.43572488520294E-05
505,5505.00,3.14915741910227E-05
506,5506.00,1.38782907015411E-05
507,5507.00,7.11988377588568E-06
508,5508.00,4.18910576627241E-06
509,5509.00,2.83421400126826E-06
510,5510.00,2.24665018322412E-06
511,5511.00,2.12340319194482E-06
512,5512.00,2.39096266341221E-06
513,5513.00,3.14027693093522E-06
514,5514.00,4.68416783405701E-06
515,5515.00,7.8382336141658E-06
516,5516.00,1.48859535329393E-05
517,5517.00,3.29398244502954E-05
518,5518.00,8.63254826981574E-05
519,5519.00,0.000263084133621305
520,5520.00,0.000878289109095931
521,5521.00,0.00295142200775445
522,5522.00,0.00921973306685686
523,5523.00,0.0255352780222893
524,5524.00,0.0626334995031357
525,5525.00,0.141806274652481
526,5526.00,0.315371632575989
527,5527.00,0.72363954782486
528,5528.00,1.72230362892151
529,5529.00,4.05334615707397
530,5530.00,8.6782693862915
531,5531.00,15.5045642852783
532,5532.00,21.7764549255371
533,5533.00,23.6577548980713
534,5534.00,20.4768810272217
535,5535.00,15.0813627243042
536,5536.00,10.2768697738647
537,5537.00,7.01269102096558
538,5538.00,5.06425285339355
539,5539.00,3.95976424217224
540,5540.00,3.33113479614258
541,5541.00,2.93538331985474
542,5542.00,2.60408115386963
543,5543.00,2.21849250793457
544,5544.00,1.7295628786087
545,5545.00,1.18544173240662
546,5546.00,0.698327958583832
547,5547.00,0.35370472073555
548,5548.00,0.157564714550972
549,5549.00,0.0641229450702667
550,5550.00,0.0248953327536583
551,5551.00,0.00960235204547644
552,5552.00,0.00381489866413176
553,5553.00,0.00162069709040225
554,5554.00,0.000771941035054624
555,5555.00,0.000437685375800356
556,5556.00,0.000314241304295138
557,5557.00,0.000297143473289907
558,5558.00,0.000367026514140889
559,5559.00,0.000556000391952693
560,5560.00,0.000935221964027733
561,5561.00,0.00157711561769247
562,5562.00,0.00247726961970329
563,5563.00,0.00352409132756293
564,5564.00,0.00461399788036942
565,5565.00,0.00579818151891232
566,5566.00,0.00727043719962239
567,5567.00,0.009180030785501
568,5568.00,0.011335183866322
569,5569.00,0.0130003746598959
570,5570.00,0.0132982125505805
571,5571.00,0.0121764792129397
572,5572.00,0.0106592196971178
573,5573.00,0.0100471349433064
574,5574.00,0.011624283157289
575,5575.00,0.0179335381835699
576,5576.00,0.0365361571311951
577,5577.00,0.0891260281205177
578,5578.00,0.226641446352005
579,5579.00,0.530253052711487
580,5580.00,1.05480909347534
581,5581.00,1.73882830142975
582,5582.00,2.42317771911621
583,5583.00,3.01003503799438
584,5584.00,3.5833625793457
585,5585.00,4.41251134872437
586,5586.00,5.97289991378784
587,5587.00,9.11667442321777
588,5588.00,15.3457937240601
589,5589.00,26.6469287872314
590,5590.00,43.4830436706543
591,5591.00,60.6357307434082
592,5592.00,67.0212097167969
593,5593.00,56.3274459838867
594,5594.00,35.9245681762695
595,5595.00,18.05153465271
596,5596.00,7.67935562133789
597,5597.00,3.04506516456604
598,5598.00,1.25017714500427
599,5599.00,0.584427416324615
600,5600.00,0.332447707653046
601,5601.00,0.235983580350876
602,5602.00,0.205325439572334
603,5603.00,0.208079621195793
604,5604.00,0.229607328772545
605,5605.00,0.258132368326187
606,5606.00,0.280511260032654
607,5607.00,0.285508543252945
608,5608.00,0.269759744405746
609,5609.00,0.238962396979332
610,5610.00,0.202591821551323
611,5611.00,0.167938590049744
612,5612.00,0.138234287500381
613,5613.00,0.1141512170434
614,5614.00,0.0958335921168327
615,5615.00,0.0838658660650253
616,5616.00,0.0793378576636314
617,5617.00,0.0838773474097252
618,5618.00,0.0997446924448013
619,5619.00,0.128338903188705
620,5620.00,0.164304092526436
621,5621.00,0.187823638319969
622,5622.00,0.173016026616096
623,5623.00,0.119763039052486
624,5624.00,0.0611806288361549
625,5625.00,0.0241199713200331
626,5626.00,0.00819296110421419
627,5627.00,0.00282587786205113
628,5628.00,0.00118997960817069
629,5629.00,0.000708756735548377
630,5630.00,0.000630425580311567
631,5631.00,0.000794391904491931
632,5632.00,0.00125883996952325
633,5633.00,0.00222249911166728
634,5634.00,0.00404686713591218
635,5635.00,0.00743001978844404
636,5636.00,0.0139556378126144
637,5637.00,0.0274041630327702
638,5638.00,0.0564339309930801
639,5639.00,0.118824198842049
640,5640.00,0.244259655475616
641,5641.00,0.466466397047043
642,5642.00,0.798304855823517
643,5643.00,1.21053183078766
644,5644.00,1.65466034412384
645,5645.00,2.12721538543701
646,5646.00,2.72269654273987
647,5647.00,3.6590039730072
648,5648.00,5.31167125701904
649,5649.00,8.23845958709717
650,5650.00,12.9873876571655
651,5651.00,19.3350715637207
652,5652.00,25.224479675293
653,5653.00,27.2488555908203
654,5654.00,23.73655128479
655,5655.00,16.8058700561523
656,5656.00,10.0704832077026
657,5657.00,5.45890378952026
658,5658.00,2.90631675720215
659,5659.00,1.65167188644409
660,5660.00,1.07041966915131
661,5661.00,0.815751671791077
662,5662.00,0.719502687454224
663,5663.00,0.692054986953735
664,5664.00,0.666532516479492
665,5665.00,0.589948177337646
666,5666.00,0.450765788555145
667,5667.00,0.290540009737015
668,5668.00,0.161689057946205
669,5669.00,0.0830230638384819
670,5670.00,0.0432546511292458
671,5671.00,0.0252287909388542
672,5672.00,0.0176729150116444
673,5673.00,0.0151010164991021
674,5674.00,0.014999863691628
675,5675.00,0.0157199520617723
676,5676.00,0.0154934050515294
677,5677.00,0.0129722766578197
678,5678.00,0.00863638613373041
679,5679.00,0.00449032010510564
680,5680.00,0.00189209543168545
681,5681.00,0.000710084452293813
682,5682.00,0.000274002552032471
683,5683.00,0.000128113082610071
684,5684.00,8.29017371870577E-05
685,5685.00,7.79258771217428E-05
686,5686.00,0.000100886332802474
687,5687.00,0.000159180679474957
688,5688.00,0.000266971066594124
689,5689.00,0.000426676793722436
690,5690.00,0.000608928909059614
691,5691.00,0.000758853275328875
692,5692.00,0.000835256360005587
693,5693.00,0.000842371489852667
694,5694.00,0.00082376558566466
695,5695.00,0.000838871987070888
696,5696.00,0.000958793447352946
697,5697.00,0.00130298954900354
698,5698.00,0.00213791127316654
699,5699.00,0.00406454550102353
700,5700.00,0.00820067618042231
701,5701.00,0.0158219020813704
702,5702.00,0.0268078278750181
703,5703.00,0.038290087133646
704,5704.00,0.0466271415352821
705,5705.00,0.0510786287486553
706,5706.00,0.0540979541838169
707,5707.00,0.0588641501963139
708,5708.00,0.0675940588116646
709,5709.00,0.0808928310871124
710,5710.00,0.0969659462571144
711,5711.00,0.111226826906204
712,5712.00,0.118191182613373
713,5713.00,0.115313306450844
714,5714.00,0.104857303202152
715,5715.00,0.091697983443737
716,5716.00,0.0799495503306389
717,5717.00,0.0715651735663414
718,5718.00,0.0668174177408218
719,5719.00,0.0652405843138695
720,5720.00,0.0663401931524277
721,5721.00,0.0700924172997475
722,5722.00,0.0773756206035614
723,5723.00,0.0903892368078232
724,5724.00,0.113095223903656
725,5725.00,0.151488661766052
726,5726.00,0.212433591485023
727,5727.00,0.298027962446213
728,5728.00,0.393869310617447
729,5729.00,0.46166855096817
730,5730.00,0.459051758050919
731,5731.00,0.380931228399277
732,5732.00,0.268410176038742
733,5733.00,0.16841347515583
734,5734.00,0.100497059524059
735,5735.00,0.0609903559088707
736,5736.00,0.0397230945527554
737,5737.00,0.0287590101361275
738,5738.00,0.0236662458628416
739,5739.00,0.0225879214704037
740,5740.00,0.0256253201514482
741,5741.00,0.0353913046419621
742,5742.00,0.0599445551633835
743,5743.00,0.121231876313686
744,5744.00,0.273718267679214
745,5745.00,0.625376164913177
746,5746.00,1.29466831684113
747,5747.00,2.19021153450012
748,5748.00,2.79508185386658
749,5749.00,2.57698321342468
750,5750.00,1.72424721717834
751,5751.00,0.888395488262177
752,5752.00,0.39460825920105
753,5753.00,0.1757742613554
754,5754.00,0.0918440893292427
755,5755.00,0.063418485224247
756,5756.00,0.0607635974884033
757,5757.00,0.0789107903838158
758,5758.00,0.129861161112785
759,5759.00,0.251232862472534
760,5760.00,0.537226736545563
761,5761.00,1.21231079101563
762,5762.00,2.77700734138489
763,5763.00,6.21644496917725
764,5764.00,13.0985660552979
765,5765.00,25.1446571350098
766,5766.00,42.9580001831055
767,5767.00,64.4546508789063
768,5768.00,84.4253234863281
769,5769.00,96.2675476074219
770,5770.00,95.3869476318359
771,5771.00,82.1866760253906
772,5772.00,62.0795860290527
773,5773.00,42.0167617797852
774,5774.00,26.5205459594727
775,5775.00,16.5258274078369
776,5776.00,10.8465709686279
777,5777.00,7.93259620666504
778,5778.00,6.66274356842041
779,5779.00,6.38786554336548
780,5780.00,6.71938276290894
781,5781.00,7.30915880203247
782,5782.00,7.72808837890625
783,5783.00,7.53705644607544
784,5784.00,6.53335666656494
785,5785.00,4.93286228179932
786,5786.00,3.23767495155334
787,5787.00,1.88311374187469
788,5788.00,1.01448369026184
789,5789.00,0.543569087982178
790,5790.00,0.318069696426392
791,5791.00,0.224715664982796
792,5792.00,0.207778722047806
793,5793.00,0.25967675447464
794,5794.00,0.425297260284424
795,5795.00,0.837712287902832
796,5796.00,1.76726353168488
797,5797.00,3.5446879863739
798,5798.00,6.09650802612305
799,5799.00,8.3203821182251
800,5800.00,8.58868503570557
801,5801.00,6.59286785125732
802,5802.00,3.82286667823792
803,5803.00,1.76044642925262
804,5804.00,0.700363218784332
805,5805.00,0.268942266702652
806,5806.00,0.112249530851841
807,5807.00,0.0561100319027901
808,5808.00,0.0352163501083851
809,5809.00,0.0274283308535814
810,5810.00,0.0251392871141434
811,5811.00,0.0255226865410805
812,5812.00,0.0276423562318087
813,5813.00,0.0318479053676128
814,5814.00,0.0398992076516151
815,5815.00,0.0555127523839474
816,5816.00,0.0852830559015274
817,5817.00,0.138608694076538
818,5818.00,0.222721725702286
819,5819.00,0.330995589494705
820,5820.00,0.437000036239624
821,5821.00,0.512712240219116
822,5822.00,0.556110322475433
823,5823.00,0.59332412481308
824,5824.00,0.659777820110321
825,5825.00,0.786440849304199
826,5826.00,0.991338074207306
827,5827.00,1.26059556007385
828,5828.00,1.52530288696289
829,5829.00,1.67889225482941
830,5830.00,1.65475714206696
831,5831.00,1.48261392116547
832,5832.00,1.24928176403046
833,5833.00,1.02407443523407
834,5834.00,0.831085443496704
835,5835.00,0.665223360061646
836,5836.00,0.515897154808044
837,5837.00,0.380381196737289
838,5838.00,0.264173030853271
839,5839.00,0.173520937561989
840,5840.00,0.109332554042339
841,5841.00,0.0671859383583069
842,5842.00,0.0407418087124825
843,5843.00,0.0244785062968731
844,5844.00,0.0145612293854356
845,5845.00,0.00858973246067762
846,5846.00,0.00508221331983805
847,5847.00,0.0030931169167161
848,5848.00,0.00201349100098014
849,5849.00,0.00147217209450901
850,5850.00,0.00127417454496026
851,5851.00,0.00136785511858761
852,5852.00,0.00187098002061248
853,5853.00,0.00323019386269152
854,5854.00,0.00665505137294531
855,5855.00,0.0148343024775386
856,5856.00,0.0317191332578659
857,5857.00,0.0578301325440407
858,5858.00,0.0817736983299255
859,5859.00,0.0845595002174377
860,5860.00,0.0629300400614738
861,5861.00,0.0347457863390446
862,5862.00,0.0153946364298463
863,5863.00,0.00620288774371147
864,5864.00,0.00267504598014057
865,5865.00,0.00147514301352203
866,5866.00,0.00121090863831341
867,5867.00,0.00159645371604711
868,5868.00,0.00327122607268393
