Cycle=15_Fc=2-1_X	Cycle=15_Fc=2-1_Y	Cycle=16_Fc=2-1_X	Cycle=16_Fc=2-1_Y	Cycle=17_Fc=2-1_X	Cycle=17_Fc=2-1_Y	Cycle=18_Fc=2-1_X	Cycle=18_Fc=2-1_Y	Cycle=19_Fc=2-1_X	Cycle=19_Fc=2-1_Y	Cycle=20_Fc=2-1_X	Cycle=20_Fc=2-1_Y	Cycle=21_Fc=2-1_X	Cycle=21_Fc=2-1_Y	Cycle=22_Fc=2-1_X	Cycle=22_Fc=2-1_Y	Cycle=23_Fc=2-1_X	Cycle=23_Fc=2-1_Y	Cycle=24_Fc=2-1_X	Cycle=24_Fc=2-1_Y	Cycle=25_Fc=2-1_X	Cycle=25_Fc=2-1_Y	Cycle=26_Fc=2-1_X	Cycle=26_Fc=2-1_Y	Cycle=27_Fc=2-1_X	Cycle=27_Fc=2-1_Y	Cycle=28_Fc=2-1_X	Cycle=28_Fc=2-1_Y	Cycle=29_Fc=2-1_X	Cycle=29_Fc=2-1_Y	Cycle=30_Fc=2-1_X	Cycle=30_Fc=2-1_Y
525,3	0,737488	525,3	0,46991	525,3	0,154297	525,3	0,333984	525,3	0,347656	525,3	0,279297	525,3	0,239441	525,3	0,153503	525,3	0,261719	525,3	0,21875	525,3	0,290222	525,3	0,149597	525,3	0,233582	525,3	0,1203	525,3	0,335938	525,3	0,292969
525,4	0,763672	525,4	0,466797	525,4	0,184753	525,4	0,319519	525,4	0,319519	525,4	0,255066	525,4	0,203125	525,4	0,169922	525,4	0,255066	525,4	0,223816	525,4	0,302734	525,4	0,116394	525,4	0,232422	525,4	0,102722	525,4	0,304688	525,4	0,278503
525,5	0,786316	525,5	0,46991	525,5	0,193359	525,5	0,283203	525,5	0,277344	525,5	0,224609	525,5	0,178894	525,5	0,176941	525,5	0,224609	525,5	0,21875	525,5	0,306641	525,5	0,0722656	525,5	0,216003	525,5	0,0722656	525,5	0,266785	525,5	0,269531
525,6	0,835938	525,6	0,455078	525,6	0,247253	525,6	0,268738	525,6	0,27655	525,6	0,239441	525,6	0,158203	525,6	0,183594	525,6	0,210144	525,6	0,194519	525,6	0,303894	525,6	0,0761719	525,6	0,1828	525,6	0,0605469	525,6	0,251953	525,6	0,298828
525,7	0,835938	525,7	0,419922	525,7	0,253906	525,7	0,242188	525,7	0,244141	525,7	0,212891	525,7	0,141785	525,7	0,163269	525,7	0,173828	525,7	0,167969	525,7	0,275391	525,7	0,0898438	525,7	0,164063	525,7	0,0742188	525,7	0,240234	525,7	0,314453
525,8	0,823425	525,8	0,395691	525,8	0,27655	525,8	0,204285	525,8	0,255859	525,8	0,208984	525,8	0,134766	525,8	0,132813	525,8	0,133972	525,8	0,15155	525,8	0,272644	525,8	0,0957031	525,8	0,179688	525,8	0,0917969	525,8	0,232422	525,8	0,304688
525,9	0,791016	525,9	0,349609	525,9	0,25	525,9	0,177734	525,9	0,238281	525,9	0,169128	525,9	0,143372	525,9	0,107422	525,9	0,105469	525,9	0,130859	525,9	0,232422	525,9	0,0722656	525,9	0,177734	525,9	0,046875	525,9	0,199219	525,9	0,285156
526	0,761719	526	0,318359	526	0,21991	526	0,126953	526	0,224609	526	0,107422	526	0,132019	526	0,0636597	526	0,0839844	526	0,0898438	526	0,197266	526	0,0488281	526	0,178528	526	0,0410156	526	0,185547	526	0,279297
526,1	0,722656	526,1	0,284363	526,1	0,181641	526,1	0,107422	526,1	0,224609	526,1	0,0878906	526,1	0,119141	526,1	0,0449219	526,1	0,0664063	526,1	0,0605469	526,1	0,180847	526,1	0,03125	526,1	0,185547	526,1	0,0449219	526,1	0,183594	526,1	0,269531
526,2	0,673035	526,2	0,271484	526,2	0,114441	526,2	0,0800781	526,2	0,203125	526,2	0,0761719	526,2	0,109375	526,2	0,0253906	526,2	0,0605469	526,2	0,0332031	526,2	0,150391	526,2	0,0195313	526,2	0,179688	526,2	0,0742188	526,2	0,169922	526,2	0,283203
526,3	0,662109	526,3	0,28125	526,3	0,09375	526,3	0,0957031	526,3	0,21875	526,3	0,0683594	526,3	0,140625	526,3	0,0273438	526,3	0,0761719	526,3	0,0664063	526,3	0,128906	526,3	0,0214844	526,3	0,177734	526,3	0,0859375	526,3	0,179688	526,3	0,294922
526,4	0,636719	526,4	0,267578	526,4	0,0703125	526,4	0,0859375	526,4	0,205078	526,4	0,0371094	526,4	0,134766	526,4	5,85938e-3	526,4	0,0527344	526,4	0,0625	526,4	0,111328	526,4	5,85938e-3	526,4	0,15625	526,4	0,0761719	526,4	0,160156	526,4	0,275391
526,5	0,625	526,5	0,271484	526,5	0,0644531	526,5	0,0898438	526,5	0,199219	526,5	0,0253906	526,5	0,128906	526,5	-0,0136719	526,5	0,0527344	526,5	0,0527344	526,5	0,109375	526,5	0	526,5	0,140625	526,5	0,0761719	526,5	0,158203	526,5	0,273438
526,6	0,621094	526,6	0,291016	526,6	0,0996094	526,6	0,0996094	526,6	0,208984	526,6	0,0546875	526,6	0,138672	526,6	9,76563e-3	526,6	0,0859375	526,6	0,0703125	526,6	0,128906	526,6	0,0195313	526,6	0,160156	526,6	0,09375	526,6	0,169922	526,6	0,289063
526,7	0,608582	526,7	0,28125	526,7	0,0617065	526,7	0,085144	526,7	0,18866	526,7	0,0460815	526,7	0,104675	526,7	-0,0164185	526,7	0,0890503	526,7	0,0441284	526,7	0,108582	526,7	0,0148315	526,7	0,145691	526,7	0,0949097	526,7	0,165222	526,7	0,278503
526,8	0,595703	526,8	0,28125	526,8	0,0488281	526,8	0,0664063	526,8	0,1875	526,8	9,76563e-3	526,8	0,09375	526,8	-0,03125	526,8	0,0859375	526,8	0,0351563	526,8	0,103516	526,8	0	526,8	0,146484	526,8	0,0761719	526,8	0,144531	526,8	0,244141
526,9	0,582031	526,9	0,28125	526,9	0,0429688	526,9	0,0488281	526,9	0,167969	526,9	-9,76563e-3	526,9	0,0730591	526,9	-0,0410156	526,9	0,078125	526,9	0,0214844	526,9	0,078125	526,9	-0,0117188	526,9	0,128906	526,9	0,0585938	526,9	0,142578	526,9	0,232422
527	0,607422	527	0,294922	527	0,046875	527	0,0371094	527	0,175781	527	1,95313e-3	527	0,0917969	527	-0,0527344	527	0,0878906	527	0,0410156	527	0,0800781	527	-1,95313e-3	527	0,128906	527	0,0878906	527	0,150391	527	0,236328
527,1	0,619141	527,1	0,296875	527,1	0,0351563	527,1	0,0585938	527,1	0,183594	527,1	0,0292969	527,1	0,105469	527,1	-0,0519409	527,1	0,0839844	527,1	0,0644531	527,1	0,09375	527,1	0,0195313	527,1	0,138672	527,1	0,105469	527,1	0,173828	527,1	0,244141
527,2	0,625	527,2	0,302734	527,2	0,0449219	527,2	0,0410156	527,2	0,188293	527,2	0,015625	527,2	0,0957031	527,2	-0,0429688	527,2	0,0898438	527,2	0,078125	527,2	0,09375	527,2	0,0351563	527,2	0,123047	527,2	0,0859375	527,2	0,158203	527,2	0,253906
527,3	0,619141	527,3	0,291016	527,3	0,0488281	527,3	0,0488281	527,3	0,176941	527,3	9,76563e-3	527,3	0,0859375	527,3	-0,0546875	527,3	0,0898438	527,3	0,0742188	527,3	0,0976563	527,3	0,0390625	527,3	0,119141	527,3	0,0800781	527,3	0,134766	527,3	0,239075
527,4	0,597656	527,4	0,271484	527,4	0,0390625	527,4	0,0351563	527,4	0,144531	527,4	-0,0109253	527,4	0,0605469	527,4	-0,0800781	527,4	0,0644531	527,4	0,0527344	527,4	0,0839844	527,4	0,0253906	527,4	0,0898438	527,4	0,0546875	527,4	0,119141	527,4	0,214844
527,5	0,609375	527,5	0,285156	527,5	0,0437622	527,5	0,0605469	527,5	0,152344	527,5	-6,65283e-3	527,5	0,0664063	527,5	-0,0644531	527,5	0,0644531	527,5	0,0390625	527,5	0,0925903	527,5	0,0527344	527,5	0,113281	527,5	0,0703125	527,5	0,142578	527,5	0,212097
527,6	0,638672	527,6	0,289063	527,6	0,0703125	527,6	0,0410156	527,6	0,164063	527,6	0	527,6	0,0480347	527,6	-0,0449219	527,6	0,078125	527,6	0,0195313	527,6	0,0957031	527,6	0,0527344	527,6	0,130859	527,6	0,078125	527,6	0,154297	527,6	0,197266
527,7	0,644531	527,7	0,267578	527,7	0,0566406	527,7	0,03125	527,7	0,149231	527,7	0,0203247	527,7	0,039856	527,7	-0,0703125	527,7	0,0625	527,7	5,85938e-3	527,7	0,0812378	527,7	0,0253906	527,7	0,121094	527,7	0,0410156	527,7	0,146484	527,7	0,185547
527,8	0,635925	527,8	0,260925	527,8	0,0499878	527,8	0,0285034	527,8	0,149597	527,8	7,01904e-3	527,8	0,0460815	527,8	-0,0906372	527,8	0,038269	527,8	0,0167847	527,8	0,0636597	527,8	-7,93457e-4	527,8	0,104675	527,8	0,0460815	527,8	0,147644	527,8	0,177734
527,9	0,626953	527,9	0,279297	527,9	0,0644531	527,9	0,0546875	527,9	0,154297	527,9	0,0195313	527,9	0,0664063	527,9	-0,0644531	527,9	0,0429688	527,9	0,0183716	527,9	0,0671997	527,9	3,90625e-3	527,9	0,119141	527,9	0,0585938	527,9	0,154297	527,9	0,205078
528	0,640625	528	0,283203	528	0,0644531	528	0,0722656	528	0,171875	528	0,0390625	528	0,0820313	528	-0,0566406	528	0,046875	528	0,0273438	528	0,078125	528	0,0117188	528	0,130859	528	0,078125	528	0,169922	528	0,222656
528,1	0,644531	528,1	0,275391	528,1	0,0761719	528,1	0,0839844	528,1	0,185547	528,1	0,0507813	528,1	0,0761719	528,1	-0,0410156	528,1	0,0585938	528,1	0,0195313	528,1	0,0898438	528,1	0,0136719	528,1	0,148438	528,1	0,078125	528,1	0,173828	528,1	0,238281
528,2	0,637512	528,2	0,270325	528,2	0,0742188	528,2	0,0839844	528,2	0,1875	528,2	0,0761719	528,2	0,0742188	528,2	-0,015625	528,2	0,0769653	528,2	0,0234375	528,2	0,0976563	528,2	7,8125e-3	528,2	0,164063	528,2	0,0976563	528,2	0,15625	528,2	0,253906
528,3	0,642578	528,3	0,294922	528,3	0,0742188	528,3	0,101563	528,3	0,189453	528,3	0,09375	528,3	0,09375	528,3	-5,85938e-3	528,3	0,09375	528,3	0,0332031	528,3	0,113281	528,3	0,0175781	528,3	0,181641	528,3	0,109375	528,3	0,167969	528,3	0,248047
528,4	0,625	528,4	0,287109	528,4	0,0449219	528,4	0,0644531	528,4	0,183594	528,4	0,0664063	528,4	0,0859375	528,4	-0,0253906	528,4	0,0742188	528,4	0,0136719	528,4	0,09375	528,4	-0,0117188	528,4	0,154297	528,4	0,0839844	528,4	0,157043	528,4	0,238281
528,5	0,634766	528,5	0,277344	528,5	0,0253906	528,5	0,0390625	528,5	0,183594	528,5	0,0449219	528,5	0,0703125	528,5	-0,0449219	528,5	0,0742188	528,5	0	528,5	0,0800781	528,5	-0,03125	528,5	0,162109	528,5	0,0800781	528,5	0,150391	528,5	0,240234
528,6	0,634766	528,6	0,287109	528,6	0,0585938	528,6	0,0488281	528,6	0,195313	528,6	0,0898438	528,6	0,0898438	528,6	-0,0351563	528,6	0,0761719	528,6	5,85938e-3	528,6	0,078125	528,6	-0,0117188	528,6	0,164063	528,6	0,0839844	528,6	0,144531	528,6	0,257813
528,7	0,625	528,7	0,296875	528,7	0,0507813	528,7	0,0800781	528,7	0,193359	528,7	0,0859375	528,7	0,121094	528,7	-0,015625	528,7	0,0644531	528,7	0,0449219	528,7	0,0898438	528,7	9,76563e-3	528,7	0,162903	528,7	0,0898438	528,7	0,164063	528,7	0,259766
528,8	0,625	528,8	0,292969	528,8	0,0390625	528,8	0,0691528	528,8	0,208984	528,8	0,0664063	528,8	0,105469	528,8	0	528,8	0,0664063	528,8	0,0449219	528,8	0,0996094	528,8	-1,15967e-3	528,8	0,175781	528,8	0,0996094	528,8	0,146484	528,8	0,269531
528,9	0,623047	528,9	0,300781	528,9	0,0292969	528,9	0,0742188	528,9	0,212891	528,9	0,0527344	528,9	0,0996094	528,9	0,0117188	528,9	0,0625	528,9	0,0332031	528,9	0,0976563	528,9	0,0195313	528,9	0,169922	528,9	0,0917969	528,9	0,123047	528,9	0,267578
529	0,636719	529	0,292969	529	0,03125	529	0,0703125	529	0,224609	529	0,0613403	529	0,0800781	529	-0,0136719	529	0,0605469	529	0,0292969	529	0,0761719	529	7,8125e-3	529	0,146484	529	0,0906372	529	0,130859	529	0,246094
529,1	0,652344	529,1	0,304688	529,1	0,0234375	529,1	0,0605469	529,1	0,238281	529,1	0,0527344	529,1	0,0898438	529,1	-0,0167847	529,1	0,0625	529,1	0,0234375	529,1	0,0625	529,1	-5,85938e-3	529,1	0,130859	529,1	0,0898438	529,1	0,119141	529,1	0,238281
529,2	0,65155	529,2	0,327332	529,2	0,0371094	529,2	0,0656128	529,2	0,236328	529,2	0,038269	529,2	0,112488	529,2	-0,0125122	529,2	0,0617065	529,2	0,0402222	529,2	0,0656128	529,2	0,0167847	529,2	0,12616	529,2	0,0929565	529,2	0,122253	529,2	0,225769
529,3	0,636719	529,3	0,316406	529,3	0,0253906	529,3	0,0722656	529,3	0,255859	529,3	0,0292969	529,3	0,0976563	529,3	-0,0371094	529,3	0,046875	529,3	0,0175781	529,3	0,0527344	529,3	0,0253906	529,3	0,09375	529,3	0,0800781	529,3	0,128906	529,3	0,212891
529,4	0,636719	529,4	0,304688	529,4	0,015625	529,4	0,0644531	529,4	0,263672	529,4	0	529,4	0,0917969	529,4	-0,0527344	529,4	0,0273438	529,4	0,0183716	529,4	0,0281372	529,4	-1,95313e-3	529,4	0,078125	529,4	0,0546875	529,4	0,123047	529,4	0,193359
529,5	0,644531	529,5	0,320313	529,5	0,0410156	529,5	0,0742188	529,5	0,257813	529,5	5,85938e-3	529,5	0,09375	529,5	-0,0546875	529,5	0,0429688	529,5	0,0371094	529,5	0,0332031	529,5	0,0234375	529,5	0,109375	529,5	0,0605469	529,5	0,123047	529,5	0,177734
529,6	0,652344	529,6	0,330078	529,6	0,0605469	529,6	0,103516	529,6	0,283203	529,6	0,0429688	529,6	0,119141	529,6	-0,0410156	529,6	0,0613403	529,6	0,0800781	529,6	0,0644531	529,6	0,0625	529,6	0,119141	529,6	0,0703125	529,6	0,133606	529,6	0,189453
529,7	0,668762	529,7	0,326172	529,7	0,0507813	529,7	0,0839844	529,7	0,285156	529,7	0,0292969	529,7	0,115234	529,7	-0,0410156	529,7	0,09375	529,7	0,0683594	529,7	0,0742188	529,7	0,0546875	529,7	0,123047	529,7	0,0703125	529,7	0,150391	529,7	0,18634
529,8	0,664063	529,8	0,309387	529,8	0,0488281	529,8	0,0683594	529,8	0,287109	529,8	0,0292969	529,8	0,0789185	529,8	-0,0566406	529,8	0,09375	529,8	0,0546875	529,8	0,0546875	529,8	0,0371094	529,8	0,126953	529,8	0,0449219	529,8	0,134766	529,8	0,199219
529,9	0,654297	529,9	0,326172	529,9	0,0546875	529,9	0,0945435	529,9	0,298828	529,9	0,0390625	529,9	0,0917969	529,9	-0,0761719	529,9	0,0976563	529,9	0,0429688	529,9	0,0234375	529,9	0,0390625	529,9	0,119141	529,9	0,0234375	529,9	0,130859	529,9	0,203125
530	0,664063	530	0,341797	530	0,0820313	530	0,0957031	530	0,296875	530	0,0644531	530	0,0957031	530	-0,0566406	530	0,103516	530	0,0644531	530	0,0488281	530	0,0527344	530	0,136719	530	0,0449219	530	0,138672	530	0,224609
530,1	0,622253	530,1	0,335144	530,1	0,0773315	530,1	0,069519	530,1	0,292969	530,1	0,0285034	530,1	0,0890503	530,1	-0,0789185	530,1	0,0910034	530,1	0,0617065	530,1	0,0167847	530,1	0,0410156	530,1	0,121094	530,1	7,01904e-3	530,1	0,137878	530,1	0,212097
530,2	0,585938	530,2	0,322266	530,2	0,0507813	530,2	0,0507813	530,2	0,287109	530,2	7,93457e-4	530,2	0,0371094	530,2	-0,115234	530,2	0,0644531	530,2	0,0449219	530,2	-0,0136719	530,2	0,0273438	530,2	0,117188	530,2	-0,0292969	530,2	0,143372	530,2	0,185547
530,3	0,566406	530,3	0,283203	530,3	1,95313e-3	530,3	0,0214844	530,3	0,289063	530,3	-0,015625	530,3	-0,0117188	530,3	-0,143738	530,3	0,0359497	530,3	0,0253906	530,3	-0,0449219	530,3	-7,8125e-3	530,3	0,121094	530,3	-0,0449219	530,3	0,132813	530,3	0,164856
530,4	0,571472	530,4	0,302734	530,4	-0,0183716	530,4	0,0128784	530,4	0,289063	530,4	-4,69971e-3	530,4	1,15967e-3	530,4	-0,133606	530,4	0,0324097	530,4	0,0273438	530,4	-0,055481	530,4	-4,69971e-3	530,4	0,124207	530,4	-0,0390625	530,4	0,12616	530,4	0,173035
530,5	0,582031	530,5	0,339844	530,5	-0,0410156	530,5	0,0234375	530,5	0,287109	530,5	3,90625e-3	530,5	0,0332031	530,5	-0,115234	530,5	0,0605469	530,5	0,0664063	530,5	-0,0421753	530,5	0,046875	530,5	0,145325	530,5	0,0136719	530,5	0,117188	530,5	0,189453
530,6	0,599609	530,6	0,351563	530,6	-0,046875	530,6	0,0429688	530,6	0,292969	530,6	8,60596e-3	530,6	0,0644531	530,6	-0,0722656	530,6	0,0878906	530,6	0,0839844	530,6	-0,0195313	530,6	0,0632935	530,6	0,169922	530,6	0,0371094	530,6	0,140625	530,6	0,203125
530,7	0,596497	530,7	0,326965	530,7	-0,0742188	530,7	-7,01904e-3	530,7	0,267578	530,7	-0,0234375	530,7	0,024231	530,7	-0,0949097	530,7	0,0703125	530,7	0,0351563	530,7	-0,0410156	530,7	0,03125	530,7	0,130859	530,7	5,85938e-3	530,7	0,119141	530,7	0,183594
530,8	0,634766	530,8	0,310547	530,8	-0,0870972	530,8	3,90625e-3	530,8	0,28595	530,8	5,85938e-3	530,8	0,0429688	530,8	-0,0957031	530,8	0,0808716	530,8	0,0273438	530,8	-0,0429688	530,8	0,0371094	530,8	0,136719	530,8	6,65283e-3	530,8	0,137512	530,8	0,185547
530,9	0,658203	530,9	0,314453	530,9	-0,0683594	530,9	0,0253906	530,9	0,289063	530,9	0,0253906	530,9	0,0906372	530,9	-0,117188	530,9	0,0839844	530,9	0,0105591	530,9	-0,0527344	530,9	0,0273438	530,9	0,107422	530,9	0,0253906	530,9	0,140625	530,9	0,180481
531	0,680481	531	0,318359	531	-0,0390625	531	0,0691528	531	0,264832	531	0,0261841	531	0,126953	531	-0,0917969	531	0,0957031	531	0,0429688	531	-0,0187378	531	0,0437622	531	0,0996094	531	0,0722656	531	0,133972	531	0,195313
531,1	0,701965	531,1	0,34845	531,1	9,39941e-3	531,1	0,112122	531,1	0,262512	531,1	0,0691528	531,1	0,162903	531,1	-0,0394287	531,1	0,114075	531,1	0,0808716	531,1	0,0300903	531,1	0,0808716	531,1	0,145325	531,1	0,110168	531,1	0,109375	531,1	0,229309
531,2	0,78009	531,2	0,438293	531,2	0,0984497	531,2	0,1875	531,2	0,271484	531,2	0,121094	531,2	0,235168	531,2	0,0574341	531,2	0,18634	531,2	0,168762	531,2	0,0964966	531,2	0,166809	531,2	0,211731	531,2	0,200012	531,2	0,146484	531,2	0,326965
531,3	0,841797	531,3	0,476563	531,3	0,132813	531,3	0,197266	531,3	0,241394	531,3	0,108582	531,3	0,258972	531,3	0,112488	531,3	0,242188	531,3	0,191406	531,3	0,148438	531,3	0,198425	531,3	0,259766	531,3	0,210144	531,3	0,150391	531,3	0,341003
531,4	0,899231	531,4	0,513672	531,4	0,180481	531,4	0,216797	531,4	0,228516	531,4	0,101563	531,4	0,267578	531,4	0,103516	531,4	0,274231	531,4	0,197266	531,4	0,160156	531,4	0,200012	531,4	0,295715	531,4	0,207031	531,4	0,152344	531,4	0,369934
531,5	0,912109	531,5	0,483582	531,5	0,221497	531,5	0,206238	531,5	0,212891	531,5	0,0722656	531,5	0,222656	531,5	0,078125	531,5	0,253113	531,5	0,162109	531,5	0,122253	531,5	0,155457	531,5	0,257019	531,5	0,153503	531,5	0,125	531,5	0,337097
531,6	0,887878	531,6	0,4375	531,6	0,273438	531,6	0,166016	531,6	0,216797	531,6	0,0460815	531,6	0,171082	531,6	0,0499878	531,6	0,206238	531,6	0,108582	531,6	0,0859375	531,6	0,115234	531,6	0,217957	531,6	0,103516	531,6	0,144531	531,6	0,311707
531,7	0,855469	531,7	0,443359	531,7	0,328918	531,7	0,177734	531,7	0,214844	531,7	0,0613403	531,7	0,157043	531,7	0,0390625	531,7	0,205078	531,7	0,0898438	531,7	0,09375	531,7	0,109375	531,7	0,182434	531,7	0,102356	531,7	0,148438	531,7	0,307434
531,8	0,853516	531,8	0,480469	531,8	0,387878	531,8	0,212891	531,8	0,226563	531,8	0,109375	531,8	0,196472	531,8	0,0664063	531,8	0,224609	531,8	0,101563	531,8	0,121094	531,8	0,123047	531,8	0,227722	531,8	0,164063	531,8	0,154297	531,8	0,328125
531,9	0,8078	531,9	0,482422	531,9	0,357422	531,9	0,195313	531,9	0,197266	531,9	0,085144	531,9	0,189453	531,9	0,078125	531,9	0,184753	531,9	0,0917969	531,9	0,0976563	531,9	0,111328	531,9	0,193359	531,9	0,145691	531,9	0,15625	531,9	0,301941
532	0,769531	532	0,460144	532	0,315613	532	0,136719	532	0,169922	532	0,0253906	532	0,130066	532	0,0558472	532	0,160156	532	0,0714722	532	0,0675659	532	0,085144	532	0,199219	532	0,09375	532	0,128906	532	0,248047
532,1	0,726929	532,1	0,364441	532,1	0,264832	532,1	0,104675	532,1	0,149597	532,1	7,01904e-3	532,1	0,0734253	532,1	7,01904e-3	532,1	0,0882568	532,1	7,01904e-3	532,1	0,022644	532,1	0,0421753	532,1	0,15271	532,1	0,038269	532,1	0,119141	532,1	0,21991
532,2	0,652344	532,2	0,314453	532,2	0,178894	532,2	0,0800781	532,2	0,137512	532,2	-0,0488281	532,2	0,0261841	532,2	-0,0664063	532,2	-3,90625e-3	532,2	-0,0429688	532,2	-0,0429688	532,2	-0,0214844	532,2	0,0332031	532,2	-0,0175781	532,2	0,106262	532,2	0,169922
532,3	0,55896	532,3	0,262878	532,3	0,0667725	532,3	0,0304565	532,3	0,121094	532,3	-0,0683594	532,3	-0,024231	532,3	-0,114075	532,3	-0,0515747	532,3	-0,0964966	532,3	-0,055481	532,3	-0,0828247	532,3	-0,0164185	532,3	-0,0742188	532,3	0,0878906	532,3	0,1203
532,4	0,476563	532,4	0,239075	532,4	3,90625e-3	532,4	0,039856	532,4	0,126953	532,4	-0,053894	532,4	-0,022644	532,4	-0,149597	532,4	-0,0929565	532,4	-0,102722	532,4	-0,0870972	532,4	-0,126953	532,4	-0,0402222	532,4	-0,0859375	532,4	0,106262	532,4	0,116028
532,5	0,460144	532,5	0,258972	532,5	-0,024231	532,5	0,0449219	532,5	0,154297	532,5	5,85938e-3	532,5	0,0195313	532,5	-0,110168	532,5	-0,0847778	532,5	-0,0789185	532,5	-0,0410156	532,5	-0,0898438	532,5	-0,0351563	532,5	-0,0800781	532,5	0,145691	532,5	0,138672
532,6	0,449219	532,6	0,268372	532,6	-0,0828247	532,6	0,0750122	532,6	0,1922	532,6	0,0418091	532,6	0,0593872	532,6	-0,104675	532,6	-0,0753784	532,6	-0,0617065	532,6	-8,97217e-3	532,6	-0,0597534	532,6	7,93457e-4	532,6	-0,0402222	532,6	0,188293	532,6	0,184387
532,7	0,441406	532,7	0,28125	532,7	-0,143372	532,7	0,101563	532,7	0,198425	532,7	0,078125	532,7	0,103516	532,7	-0,0957031	532,7	-0,0847778	532,7	-0,0410156	532,7	0,0292969	532,7	-0,0261841	532,7	0,0136719	532,7	-5,85938e-3	532,7	0,202332	532,7	0,222656
532,8	0,446106	532,8	0,255859	532,8	-0,186707	532,8	0,119934	532,8	0,18634	532,8	0,0558472	532,8	0,149231	532,8	-0,106628	532,8	-0,1203	532,8	-0,0625	532,8	0,039856	532,8	-0,053894	532,8	0,0574341	532,8	6,65283e-3	532,8	0,182434	532,8	0,242981
532,9	0,458191	532,9	0,255066	532,9	-0,211731	532,9	0,135925	532,9	0,15155	532,9	7,01904e-3	532,9	0,143738	532,9	-0,106262	532,9	-0,133606	532,9	-0,0527344	532,9	0,0714722	532,9	-0,0750122	532,9	0,0617065	532,9	0,0187378	532,9	0,15155	532,9	0,278503
533	0,472656	533	0,303528	533	-0,180847	533	0,15625	533	0,173828	533	7,93457e-4	533	0,162109	533	-0,0597534	533	-0,0988159	533	4,69971e-3	533	0,1297	533	-0,0390625	533	0,117981	533	0,0613403	533	0,150391	533	0,275391
533,1	0,489075	533,1	0,355469	533,1	-0,122253	533,1	0,175781	533,1	0,195313	533,1	0,0253906	533,1	0,162109	533,1	1,95313e-3	533,1	-0,0480347	533,1	0,0585938	533,1	0,154297	533,1	0,0125122	533,1	0,162109	533,1	0,0878906	533,1	0,166016	533,1	0,298828
533,2	0,501953	533,2	0,407043	533,2	-0,0859375	533,2	0,167969	533,2	0,212891	533,2	0,0253906	533,2	0,158203	533,2	0,0261841	533,2	-5,85938e-3	533,2	0,0886841	533,2	0,138672	533,2	0,0390625	533,2	0,158203	533,2	0,0878906	533,2	0,171875	533,2	0,307434
533,3	0,548828	533,3	0,431641	533,3	-0,0234375	533,3	0,201172	533,3	0,248047	533,3	0,0429688	533,3	0,181641	533,3	0,0761719	533,3	0,0605469	533,3	0,136719	533,3	0,162109	533,3	0,100403	533,3	0,212891	533,3	0,136719	533,3	0,232422	533,3	0,367188
533,4	0,576965	533,4	0,453125	533,4	2,74658e-3	533,4	0,224609	533,4	0,261719	533,4	0,0605469	533,4	0,185547	533,4	0,0859375	533,4	0,112122	533,4	0,158203	533,4	0,167969	533,4	0,158203	533,4	0,224609	533,4	0,169922	533,4	0,257813	533,4	0,398438
533,5	0,580078	533,5	0,457031	533,5	-5,85938e-3	533,5	0,209778	533,5	0,257813	533,5	0,0507813	533,5	0,162903	533,5	0,0488281	533,5	0,0996094	533,5	0,134766	533,5	0,154297	533,5	0,148438	533,5	0,189453	533,5	0,148438	533,5	0,24884	533,5	0,375
533,6	0,62384	533,6	0,453125	533,6	0,0175781	533,6	0,222656	533,6	0,266418	533,6	0,0566406	533,6	0,169922	533,6	0,0722656	533,6	0,105469	533,6	0,121094	533,6	0,146484	533,6	0,146484	533,6	0,195313	533,6	0,151184	533,6	0,267578	533,6	0,380859
533,7	0,632813	533,7	0,445313	533,7	0,0457153	533,7	0,210938	533,7	0,267578	533,7	0,0644531	533,7	0,140625	533,7	0,0644531	533,7	0,109375	533,7	0,113281	533,7	0,142578	533,7	0,152344	533,7	0,199219	533,7	0,154297	533,7	0,253906	533,7	0,382813
533,8	0,677734	533,8	0,458984	533,8	0,0898438	533,8	0,216797	533,8	0,287109	533,8	0,0664063	533,8	0,171875	533,8	0,0859375	533,8	0,123047	533,8	0,130859	533,8	0,169922	533,8	0,184387	533,8	0,220703	533,8	0,150391	533,8	0,271484	533,8	0,410156
533,9	0,697266	533,9	0,464844	533,9	0,112122	533,9	0,21875	533,9	0,283203	533,9	0,0507813	533,9	0,150391	533,9	0,0878906	533,9	0,113281	533,9	0,164063	533,9	0,193359	533,9	0,193359	533,9	0,21875	533,9	0,134766	533,9	0,292969	533,9	0,412109
534	0,697266	534	0,446472	534	0,141785	534	0,21405	534	0,288269	534	0,0390625	534	0,149597	534	0,0831909	534	0,085144	534	0,15741	534	0,163269	534	0,178894	534	0,208191	534	0,118347	534	0,264832	534	0,374207
534,1	0,689453	534,1	0,434387	534,1	0,166016	534,1	0,212891	534,1	0,273438	534,1	0,0449219	534,1	0,142578	534,1	0,0769653	534,1	0,078125	534,1	0,162903	534,1	0,153137	534,1	0,171875	534,1	0,201965	534,1	0,123047	534,1	0,261719	534,1	0,371887
