Cycle=2_Fc=2-1_X	Cycle=2_Fc=2-1_Y	Cycle=3_Fc=2-1_X	Cycle=3_Fc=2-1_Y	Cycle=4_Fc=2-1_X	Cycle=4_Fc=2-1_Y	Cycle=5_Fc=2-1_X	Cycle=5_Fc=2-1_Y	Cycle=6_Fc=2-1_X	Cycle=6_Fc=2-1_Y	Cycle=7_Fc=2-1_X	Cycle=7_Fc=2-1_Y	Cycle=8_Fc=2-1_X	Cycle=8_Fc=2-1_Y	Cycle=9_Fc=2-1_X	Cycle=9_Fc=2-1_Y	Cycle=10_Fc=2-1_X	Cycle=10_Fc=2-1_Y	Cycle=11_Fc=2-1_X	Cycle=11_Fc=2-1_Y	Cycle=12_Fc=2-1_X	Cycle=12_Fc=2-1_Y	Cycle=13_Fc=2-1_X	Cycle=13_Fc=2-1_Y	Cycle=14_Fc=2-1_X	Cycle=14_Fc=2-1_Y
9,5	-5,20117	9,5	-5,94141	9,5	-4,21289	9,5	-2,70117	9,5	-0,228516	9,5	0,408203	9,5	1,88086	9,5	2,43945	9,5	2,35938	9,5	2,95117	9,5	2,15039	9,5	2,99023	9,5	3,05078
9,6	-5,20117	9,6	-5,93164	9,6	-4,22266	9,6	-2,70117	9,6	-0,238281	9,6	0,408203	9,6	1,88086	9,6	2,42969	9,6	2,34961	9,6	2,95117	9,6	2,14063	9,6	3,00977	9,6	3,05078
9,7	-5,20117	9,7	-5,94141	9,7	-4,23242	9,7	-2,70117	9,7	-0,228516	9,7	0,408203	9,7	1,88086	9,7	2,43945	9,7	2,35938	9,7	2,95117	9,7	2,13086	9,7	3,00977	9,7	3,05078
9,8	-5,2207	9,8	-5,95117	9,8	-4,2207	9,8	-2,72266	9,8	-0,238281	9,8	0,408203	9,8	1,86133	9,8	2,42969	9,8	2,35938	9,8	2,94141	9,8	2,13086	9,8	3,00977	9,8	3,05078
9,9	-5,21875	9,9	-5,95898	9,9	-4,23047	9,9	-2,7207	9,9	-0,248047	9,9	0,410156	9,9	1,86328	9,9	2,43164	9,9	2,35156	9,9	2,94336	9,9	2,14258	9,9	3,00195	9,9	3,04297
10	-5,23047	10	-5,9707	10	-4,24219	10	-2,74414	10	-0,259766	10	0,378906	10	1,85156	10	2,41016	10	2,33008	10	2,92188	10	2,12109	10	2,99023	10	3,03125
10,1	-5,24023	10,1	-5,9707	10,1	-4,24219	10,1	-2,75391	10,1	-0,259766	10,1	0,369141	10,1	1,8418	10,1	2,41016	10,1	2,33984	10,1	2,91016	10,1	2,12109	10,1	2,99023	10,1	3,03125
10,2	-5,2207	10,2	-5,96094	10,2	-4,23242	10,2	-2,74414	10,2	-0,25	10,2	0,378906	10,2	1,86133	10,2	2,42969	10,2	2,33984	10,2	2,91992	10,2	2,13086	10,2	3	10,2	3,04102
10,3	-5,2207	10,3	-5,96094	10,3	-4,22266	10,3	-2,74414	10,3	-0,238281	10,3	0,388672	10,3	1,86133	10,3	2,43945	10,3	2,35938	10,3	2,92969	10,3	2,11133	10,3	3	10,3	3,04102
10,4	-5,2207	10,4	-5,95117	10,4	-4,21094	10,4	-2,72266	10,4	-0,238281	10,4	0,388672	10,4	1,86133	10,4	2,43945	10,4	2,35938	10,4	2,94141	10,4	2,13086	10,4	3,00977	10,4	3,06055
10,5	-5,21094	10,5	-5,96094	10,5	-4,21094	10,5	-2,72266	10,5	-0,238281	10,5	0,398438	10,5	1,87109	10,5	2,43945	10,5	2,34961	10,5	2,92969	10,5	2,12109	10,5	3,00977	10,5	3,05078
10,6	-5,21094	10,6	-5,96094	10,6	-4,20117	10,6	-2,71289	10,6	-0,228516	10,6	0,408203	10,6	1,87109	10,6	2,43945	10,6	2,35938	10,6	2,93945	10,6	2,12109	10,6	3,01953	10,6	3,07031
10,7	-5,2207	10,7	-5,95898	10,7	-4,21094	10,7	-2,73242	10,7	-0,25	10,7	0,398438	10,7	1,85156	10,7	2,44141	10,7	2,34961	10,7	2,92969	10,7	2,11133	10,7	3,01172	10,7	3,05078
10,8	-5,23047	10,8	-5,9707	10,8	-4,2207	10,8	-2,74219	10,8	-0,25	10,8	0,388672	10,8	1,86133	10,8	2,44141	10,8	2,33984	10,8	2,92969	10,8	2,11133	10,8	3,01172	10,8	3,05078
10,9	-5,21875	10,9	-5,96875	10,9	-4,20898	10,9	-2,73047	10,9	-0,238281	10,9	0,400391	10,9	1,86328	10,9	2,42969	10,9	2,35156	10,9	2,94141	10,9	2,12305	10,9	3,02344	10,9	3,0625
11	-5,2207	11	-5,9707	11	-4,2207	11	-2,73242	11	-0,25	11	0,398438	11	1,85156	11	2,43945	11	2,34961	11	2,92969	11	2,11914	11	3,00977	11	3,05078
11,1	-5,2207	11,1	-5,96094	11,1	-4,21094	11,1	-2,73242	11,1	-0,230469	11,1	0,408203	11,1	1,86133	11,1	2,44922	11,1	2,35938	11,1	2,92969	11,1	2,11914	11,1	3,01953	11,1	3,07031
11,2	-5,2207	11,2	-5,9707	11,2	-4,21094	11,2	-2,74219	11,2	-0,240234	11,2	0,398438	11,2	1,86133	11,2	2,43945	11,2	2,34766	11,2	2,93945	11,2	2,11914	11,2	3,01953	11,2	3,07031
11,3	-5,23047	11,3	-5,99023	11,3	-4,2207	11,3	-2,75195	11,3	-0,259766	11,3	0,388672	11,3	1,83984	11,3	2,41992	11,3	2,33789	11,3	2,91992	11,3	2,11914	11,3	3,00977	11,3	3,05078
11,4	-5,23047	11,4	-5,98047	11,4	-4,21094	11,4	-2,74219	11,4	-0,25	11,4	0,388672	11,4	1,85938	11,4	2,42969	11,4	2,34766	11,4	2,92969	11,4	2,11914	11,4	3,01953	11,4	3,07031
11,5	-5,23047	11,5	-5,98047	11,5	-4,21094	11,5	-2,74219	11,5	-0,240234	11,5	0,398438	11,5	1,84961	11,5	2,43945	11,5	2,33789	11,5	2,91992	11,5	2,11914	11,5	3,01953	11,5	3,06055
11,6	-5,23828	11,6	-5,98828	11,6	-4,22852	11,6	-2,75	11,6	-0,257813	11,6	0,380859	11,6	1,85156	11,6	2,42188	11,6	2,33008	11,6	2,91406	11,6	2,11133	11,6	3,01172	11,6	3,05273
11,7	-5,23828	11,7	-5,99805	11,7	-4,22852	11,7	-2,75	11,7	-0,257813	11,7	0,380859	11,7	1,85156	11,7	2,42188	11,7	2,33008	11,7	2,91406	11,7	2,12109	11,7	3,00195	11,7	3,05273
11,8	-5,24023	11,8	-6	11,8	-4,2207	11,8	-2,76172	11,8	-0,269531	11,8	0,388672	11,8	1,83984	11,8	2,41992	11,8	2,33789	11,8	2,91211	11,8	2,11914	11,8	3,00977	11,8	3,05078
11,9	-5,24023	11,9	-6	11,9	-4,23047	11,9	-2,76172	11,9	-0,269531	11,9	0,388672	11,9	1,83984	11,9	2,41992	11,9	2,33789	11,9	2,91211	11,9	2,11914	11,9	3,00977	11,9	3,05078
12	-5,24023	12	-6	12	-4,2207	12	-2,76172	12	-0,259766	12	0,388672	12	1,83984	12	2,41992	12	2,33789	12	2,92188	12	2,12891	12	3,00977	12	3,06055
12,1	-5,23047	12,1	-5,99023	12,1	-4,21094	12,1	-2,75195	12,1	-0,240234	12,1	0,398438	12,1	1,85938	12,1	2,42969	12,1	2,35742	12,1	2,93164	12,1	2,13867	12,1	3,0293	12,1	3,07031
12,2	-5,24023	12,2	-6	12,2	-4,2207	12,2	-2,76172	12,2	-0,25	12,2	0,398438	12,2	1,84961	12,2	2,41992	12,2	2,34766	12,2	2,92188	12,2	2,14063	12,2	3,01953	12,2	3,07031
12,3	-5,22852	12,3	-5,98828	12,3	-4,20898	12,3	-2,74023	12,3	-0,238281	12,3	0,400391	12,3	1,86133	12,3	2,43164	12,3	2,34961	12,3	2,92383	12,3	2,14258	12,3	3,03125	12,3	3,0918
12,4	-5,22852	12,4	-5,98828	12,4	-4,20898	12,4	-2,75195	12,4	-0,238281	12,4	0,400391	12,4	1,86133	12,4	2,43164	12,4	2,35938	12,4	2,91406	12,4	2,14258	12,4	3,03125	12,4	3,0918
12,5	-5,22852	12,5	-5,98828	12,5	-4,19922	12,5	-2,75195	12,5	-0,238281	12,5	0,410156	12,5	1,86133	12,5	2,44141	12,5	2,34961	12,5	2,91406	12,5	2,13086	12,5	3,04102	12,5	3,0918
12,6	-5,24023	12,6	-6,01172	12,6	-4,21094	12,6	-2,76367	12,6	-0,25	12,6	0,398438	12,6	1,83984	12,6	2,42969	12,6	2,33789	12,6	2,92188	12,6	2,10938	12,6	3,03906	12,6	3,08008
12,7	-5,24023	12,7	-6,01172	12,7	-4,21094	12,7	-2,76367	12,7	-0,25	12,7	0,398438	12,7	1,83984	12,7	2,42969	12,7	2,33789	12,7	2,91211	12,7	2,10938	12,7	3,03906	12,7	3,08008
12,8	-5,24023	12,8	-6,01172	12,8	-4,21094	12,8	-2,76367	12,8	-0,25	12,8	0,398438	12,8	1,83984	12,8	2,42969	12,8	2,34766	12,8	2,91211	12,8	2,10938	12,8	3,03906	12,8	3,08008
12,9	-5,24023	12,9	-6,01172	12,9	-4,21094	12,9	-2,75391	12,9	-0,25	12,9	0,398438	12,9	1,83008	12,9	2,41992	12,9	2,34766	12,9	2,92188	12,9	2,10938	12,9	3,03906	12,9	3,08984
13	-5,24023	13	-6,01172	13	-4,21094	13	-2,75391	13	-0,259766	13	0,386719	13	1,82031	13	2,41992	13	2,33789	13	2,91211	13	2,12109	13	3,03906	13	3,08984
13,1	-5,23047	13,1	-6,02148	13,1	-4,20117	13,1	-2,75391	13,1	-0,259766	13,1	0,386719	13,1	1,83008	13,1	2,42969	13,1	2,33789	13,1	2,91211	13,1	2,11914	13,1	3,03906	13,1	3,08984
13,2	-5,24023	13,2	-6,03125	13,2	-4,21094	13,2	-2,76367	13,2	-0,259766	13,2	0,388672	13,2	1,82031	13,2	2,42969	13,2	2,32813	13,2	2,90234	13,2	2,11914	13,2	3,03906	13,2	3,08984
13,3	-5,23047	13,3	-6,02148	13,3	-4,20117	13,3	-2,75391	13,3	-0,25	13,3	0,410156	13,3	1,84961	13,3	2,43945	13,3	2,33789	13,3	2,92188	13,3	2,12891	13,3	3,04883	13,3	3,09961
13,4	-5,24023	13,4	-6,03125	13,4	-4,21094	13,4	-2,76367	13,4	-0,259766	13,4	0,400391	13,4	1,83984	13,4	2,42969	13,4	2,33789	13,4	2,91211	13,4	2,11914	13,4	3,04883	13,4	3,08984
13,5	-5,23047	13,5	-6,02148	13,5	-4,21094	13,5	-2,75391	13,5	-0,259766	13,5	0,400391	13,5	1,83984	13,5	2,42969	13,5	2,33789	13,5	2,91211	13,5	2,14063	13,5	3,04883	13,5	3,08984
13,6	-5,2207	13,6	-6,02148	13,6	-4,20117	13,6	-2,76367	13,6	-0,259766	13,6	0,400391	13,6	1,84961	13,6	2,42969	13,6	2,33789	13,6	2,91211	13,6	2,14063	13,6	3,04883	13,6	3,08984
13,7	-5,2207	13,7	-6,01172	13,7	-4,20117	13,7	-2,76367	13,7	-0,269531	13,7	0,410156	13,7	1,85938	13,7	2,42969	13,7	2,33789	13,7	2,92188	13,7	2,14063	13,7	3,03906	13,7	3,08984
13,8	-5,23047	13,8	-6	13,8	-4,20117	13,8	-2,76367	13,8	-0,259766	13,8	0,410156	13,8	1,85938	13,8	2,42969	13,8	2,34766	13,8	2,92188	13,8	2,13867	13,8	3,03906	13,8	3,09961
13,9	-5,23047	13,9	-5,99023	13,9	-4,19141	13,9	-2,75391	13,9	-0,259766	13,9	0,410156	13,9	1,86914	13,9	2,42969	13,9	2,34766	13,9	2,92188	13,9	2,13867	13,9	3,03906	13,9	3,10938
14	-5,23047	14	-5,99023	14	-4,19141	14	-2,76367	14	-0,25	14	0,419922	14	1,86914	14	2,42969	14	2,34766	14	2,92188	14	2,13867	14	3,04883	14	3,10938
14,1	-5,23047	14,1	-6	14,1	-4,21094	14,1	-2,77344	14,1	-0,25	14,1	0,419922	14,1	1,85938	14,1	2,42969	14,1	2,33789	14,1	2,91211	14,1	2,14063	14,1	3,03906	14,1	3,09961
14,2	-5,23047	14,2	-5,99023	14,2	-4,20117	14,2	-2,76172	14,2	-0,25	14,2	0,419922	14,2	1,87109	14,2	2,42969	14,2	2,33789	14,2	2,92188	14,2	2,15039	14,2	3,03906	14,2	3,09961
14,3	-5,24219	14,3	-6,00195	14,3	-4,21289	14,3	-2,77344	14,3	-0,25	14,3	0,408203	14,3	1,84961	14,3	2,42773	14,3	2,33789	14,3	2,91016	14,3	2,13867	14,3	3,02734	14,3	3,08789
14,4	-5,23242	14,4	-5,99219	14,4	-4,20313	14,4	-2,76367	14,4	-0,240234	14,4	0,427734	14,4	1,85938	14,4	2,4375	14,4	2,34766	14,4	2,91992	14,4	2,1582	14,4	3,04883	14,4	3,09766
14,5	-5,24219	14,5	-6,01172	14,5	-4,21094	14,5	-2,77344	14,5	-0,240234	14,5	0,417969	14,5	1,84961	14,5	2,43945	14,5	2,33789	14,5	2,91992	14,5	2,13867	14,5	3,02734	14,5	3,09766
14,6	-5,23242	14,6	-6,00195	14,6	-4,19141	14,6	-2,76367	14,6	-0,240234	14,6	0,427734	14,6	1,86914	14,6	2,44922	14,6	2,34766	14,6	2,92969	14,6	2,14844	14,6	3,03711	14,6	3,10742
14,7	-5,24219	14,7	-6,01172	14,7	-4,19141	14,7	-2,77344	14,7	-0,25	14,7	0,417969	14,7	1,84961	14,7	2,43945	14,7	2,33789	14,7	2,92969	14,7	2,13867	14,7	3,03906	14,7	3,09766
14,8	-5,24023	14,8	-6,00977	14,8	-4,18945	14,8	-2,77148	14,8	-0,248047	14,8	0,419922	14,8	1,86133	14,8	2,44141	14,8	2,33984	14,8	2,93164	14,8	2,15039	14,8	3,04102	14,8	3,09961
14,9	-5,24023	14,9	-6,00977	14,9	-4,18945	14,9	-2,77148	14,9	-0,257813	14,9	0,419922	14,9	1,85156	14,9	2,44141	14,9	2,33984	14,9	2,92188	14,9	2,15039	14,9	3,04102	14,9	3,09961
15	-5,25195	15	-6	15	-4,18945	15	-2,77148	15	-0,267578	15	0,410156	15	1,85156	15	2,44141	15	2,33008	15	2,92188	15	2,14063	15	3,03125	15	3,09961
15,1	-5,25195	15,1	-6	15,1	-4,19922	15,1	-2,77148	15,1	-0,257813	15,1	0,410156	15,1	1,83984	15,1	2,42969	15,1	2,33008	15,1	2,93164	15,1	2,15039	15,1	3,04102	15,1	3,09961
15,2	-5,25195	15,2	-6	15,2	-4,19922	15,2	-2,78125	15,2	-0,267578	15,2	0,400391	15,2	1,84961	15,2	2,42969	15,2	2,33008	15,2	2,92188	15,2	2,16016	15,2	3,04102	15,2	3,08984
15,3	-5,26172	15,3	-5,99023	15,3	-4,19922	15,3	-2,79102	15,3	-0,257813	15,3	0,400391	15,3	1,85156	15,3	2,42969	15,3	2,33008	15,3	2,92188	15,3	2,16016	15,3	3,03125	15,3	3,10156
15,4	-5,24023	15,4	-5,98047	15,4	-4,20898	15,4	-2,77148	15,4	-0,257813	15,4	0,390625	15,4	1,86133	15,4	2,42969	15,4	2,33984	15,4	2,92188	15,4	2,16016	15,4	3,03125	15,4	3,08984
15,5	-5,25	15,5	-5,99023	15,5	-4,21875	15,5	-2,80078	15,5	-0,257813	15,5	0,380859	15,5	1,85156	15,5	2,42969	15,5	2,33984	15,5	2,92188	15,5	2,16016	15,5	3,02148	15,5	3,08008
15,6	-5,25195	15,6	-5,9707	15,6	-4,2207	15,6	-2,78125	15,6	-0,248047	15,6	0,390625	15,6	1,86133	15,6	2,44141	15,6	2,35938	15,6	2,93164	15,6	2,17969	15,6	3,03125	15,6	3,08984
15,7	-5,24023	15,7	-5,96094	15,7	-4,20898	15,7	-2,78125	15,7	-0,259766	15,7	0,400391	15,7	1,87109	15,7	2,44141	15,7	2,35938	15,7	2,93164	15,7	2,19141	15,7	3,03125	15,7	3,10156
15,8	-5,25195	15,8	-5,9707	15,8	-4,2207	15,8	-2,78125	15,8	-0,259766	15,8	0,400391	15,8	1,87109	15,8	2,44141	15,8	2,35938	15,8	2,93164	15,8	2,19141	15,8	3,04102	15,8	3,10156
15,9	-5,25195	15,9	-5,96875	15,9	-4,21875	15,9	-2,78125	15,9	-0,259766	15,9	0,380859	15,9	1,86133	15,9	2,43164	15,9	2,35938	15,9	2,92188	15,9	2,18164	15,9	3,03125	15,9	3,08984
16	-5,25195	16	-5,96875	16	-4,21875	16	-2,78125	16	-0,259766	16	0,380859	16	1,86133	16	2,44141	16	2,35938	16	2,92188	16	2,18164	16	3,03125	16	3,10156
16,1	-5,25195	16,1	-5,96875	16,1	-4,21875	16,1	-2,79102	16,1	-0,269531	16,1	0,390625	16,1	1,86133	16,1	2,44141	16,1	2,34961	16,1	2,93164	16,1	2,19141	16,1	3,04102	16,1	3,10156
16,2	-5,27148	16,2	-5,97852	16,2	-4,22852	16,2	-2,80078	16,2	-0,269531	16,2	0,380859	16,2	1,86133	16,2	2,44141	16,2	2,34961	16,2	2,91211	16,2	2,18164	16,2	3,03125	16,2	3,10156
16,3	-5,25195	16,3	-5,95898	16,3	-4,21875	16,3	-2,78125	16,3	-0,25	16,3	0,390625	16,3	1,86133	16,3	2,43164	16,3	2,34961	16,3	2,93164	16,3	2,18164	16,3	3,03125	16,3	3,11133
16,4	-5,26172	16,4	-5,94922	16,4	-4,23047	16,4	-2,78125	16,4	-0,240234	16,4	0,400391	16,4	1,86133	16,4	2,44141	16,4	2,35938	16,4	2,93164	16,4	2,17188	16,4	3,03125	16,4	3,09961
16,5	-5,25195	16,5	-5,94922	16,5	-4,2207	16,5	-2,78125	16,5	-0,240234	16,5	0,400391	16,5	1,86133	16,5	2,44141	16,5	2,35938	16,5	2,93164	16,5	2,17188	16,5	3,03125	16,5	3,09961
16,6	-5,26367	16,6	-5,96094	16,6	-4,23242	16,6	-2,7832	16,6	-0,251953	16,6	0,398438	16,6	1,84961	16,6	2,42969	16,6	2,33789	16,6	2,91992	16,6	2,14844	16,6	3,0293	16,6	3,09961
16,7	-5,26367	16,7	-5,9707	16,7	-4,23242	16,7	-2,7832	16,7	-0,242188	16,7	0,398438	16,7	1,84961	16,7	2,42969	16,7	2,33789	16,7	2,92969	16,7	2,14844	16,7	3,0293	16,7	3,09961
16,8	-5,27344	16,8	-5,96094	16,8	-4,22266	16,8	-2,7832	16,8	-0,251953	16,8	0,386719	16,8	1,84961	16,8	2,42969	16,8	2,34766	16,8	2,92969	16,8	2,14844	16,8	3,0293	16,8	3,10938
16,9	-5,26367	16,9	-5,96094	16,9	-4,22266	16,9	-2,77344	16,9	-0,251953	16,9	0,396484	16,9	1,84961	16,9	2,43945	16,9	2,35742	16,9	2,93945	16,9	2,14844	16,9	3,0293	16,9	3,10938
17	-5,27344	17	-5,9707	17	-4,21289	17	-2,77344	17	-0,251953	17	0,40625	17	1,85938	17	2,43945	17	2,36719	17	2,94141	17	2,16016	17	3,03906	17	3,11914
17,1	-5,27148	17,1	-5,98047	17,1	-4,23242	17,1	-2,7832	17,1	-0,261719	17,1	0,396484	17,1	1,85938	17,1	2,43945	17,1	2,36719	17,1	2,93164	17,1	2,15039	17,1	3,0293	17,1	3,11914
17,2	-5,27148	17,2	-5,9707	17,2	-4,22266	17,2	-2,77344	17,2	-0,261719	17,2	0,40625	17,2	1,85938	17,2	2,43945	17,2	2,35742	17,2	2,94141	17,2	2,15039	17,2	3,03125	17,2	3,11914
17,3	-5,27148	17,3	-5,9707	17,3	-4,22266	17,3	-2,76367	17,3	-0,261719	17,3	0,40625	17,3	1,85938	17,3	2,44922	17,3	2,35742	17,3	2,94141	17,3	2,14063	17,3	3,03125	17,3	3,12891
17,4	-5,26172	17,4	-5,9707	17,4	-4,23242	17,4	-2,76367	17,4	-0,261719	17,4	0,40625	17,4	1,85938	17,4	2,44922	17,4	2,36914	17,4	2,93164	17,4	2,15039	17,4	3,03125	17,4	3,12891
17,5	-5,28125	17,5	-5,98047	17,5	-4,24219	17,5	-2,7832	17,5	-0,271484	17,5	0,396484	17,5	1,84961	17,5	2,43945	17,5	2,35938	17,5	2,92188	17,5	2,14063	17,5	3,03125	17,5	3,10938
17,6	-5,28125	17,6	-5,9707	17,6	-4,24219	17,6	-2,7832	17,6	-0,28125	17,6	0,386719	17,6	1,84961	17,6	2,42969	17,6	2,34961	17,6	2,93164	17,6	2,14063	17,6	3,03125	17,6	3,10938
17,7	-5,28125	17,7	-5,9707	17,7	-4,24219	17,7	-2,77148	17,7	-0,28125	17,7	0,398438	17,7	1,84961	17,7	2,42969	17,7	2,36914	17,7	2,93164	17,7	2,15039	17,7	3,03125	17,7	3,11914
17,8	-5,27148	17,8	-5,98242	17,8	-4,23242	17,8	-2,77148	17,8	-0,271484	17,8	0,398438	17,8	1,84961	17,8	2,42969	17,8	2,35938	17,8	2,94141	17,8	2,15039	17,8	3,03125	17,8	3,11914
17,9	-5,26172	17,9	-5,96289	17,9	-4,23242	17,9	-2,76172	17,9	-0,259766	17,9	0,408203	17,9	1,84961	17,9	2,43945	17,9	2,36914	17,9	2,95117	17,9	2,16992	17,9	3,04102	17,9	3,12891
18	-5,27148	18	-5,97266	18	-4,24219	18	-2,76172	18	-0,259766	18	0,398438	18	1,84961	18	2,42969	18	2,35938	18	2,93164	18	2,16016	18	3,03125	18	3,11914
18,1	-5,28125	18,1	-5,97266	18,1	-4,24219	18,1	-2,76172	18,1	-0,269531	18,1	0,408203	18,1	1,84961	18,1	2,43945	18,1	2,35938	18,1	2,94141	18,1	2,15039	18,1	3,03125	18,1	3,11914
18,2	-5,26953	18,2	-5,9707	18,2	-4,24023	18,2	-2,76172	18,2	-0,279297	18,2	0,410156	18,2	1,85156	18,2	2,44141	18,2	2,36133	18,2	2,94336	18,2	2,15234	18,2	3,0332	18,2	3,12109
18,3	-5,26953	18,3	-5,9707	18,3	-4,24023	18,3	-2,76172	18,3	-0,257813	18,3	0,410156	18,3	1,85156	18,3	2,44141	18,3	2,36133	18,3	2,94336	18,3	2,15234	18,3	3,0332	18,3	3,13086
18,4	-5,2793	18,4	-5,99023	18,4	-4,25	18,4	-2,77148	18,4	-0,267578	18,4	0,410156	18,4	1,8418	18,4	2,44141	18,4	2,35156	18,4	2,93359	18,4	2,14258	18,4	3,02344	18,4	3,11133
18,5	-5,28906	18,5	-6	18,5	-4,25977	18,5	-2,78125	18,5	-0,277344	18,5	0,400391	18,5	1,83203	18,5	2,44141	18,5	2,35156	18,5	2,92383	18,5	2,13281	18,5	3,01367	18,5	3,11133
18,6	-5,30078	18,6	-6,00195	18,6	-4,25195	18,6	-2,77344	18,6	-0,279297	18,6	0,398438	18,6	1,83008	18,6	2,43945	18,6	2,34961	18,6	2,92188	18,6	2,13086	18,6	3,01172	18,6	3,10938
18,7	-5,30078	18,7	-6,00195	18,7	-4,25195	18,7	-2,77344	18,7	-0,279297	18,7	0,398438	18,7	1,83984	18,7	2,44922	18,7	2,34961	18,7	2,92188	18,7	2,13086	18,7	3,01172	18,7	3,11914
18,8	-5,29102	18,8	-5,99219	18,8	-4,24219	18,8	-2,76367	18,8	-0,259766	18,8	0,408203	18,8	1,85938	18,8	2,45898	18,8	2,35938	18,8	2,94141	18,8	2,15039	18,8	3,02148	18,8	3,12891
18,9	-5,28125	18,9	-5,99219	18,9	-4,24219	18,9	-2,76367	18,9	-0,271484	18,9	0,417969	18,9	1,85938	18,9	2,45898	18,9	2,36914	18,9	2,94141	18,9	2,13086	18,9	3,02148	18,9	3,12891
19	-5,28125	19	-5,99219	19	-4,24219	19	-2,76367	19	-0,271484	19	0,408203	19	1,85938	19	2,45898	19	2,35938	19	2,94141	19	2,13086	19	3,02148	19	3,12891
19,1	-5,27148	19,1	-5,99219	19,1	-4,24219	19,1	-2,75391	19,1	-0,271484	19,1	0,408203	19,1	1,85938	19,1	2,45898	19,1	2,36914	19,1	2,94141	19,1	2,14063	19,1	3,02148	19,1	3,12891
19,2	-5,27148	19,2	-5,99219	19,2	-4,25195	19,2	-2,75391	19,2	-0,271484	19,2	0,417969	19,2	1,85938	19,2	2,46875	19,2	2,37891	19,2	2,95117	19,2	2,14063	19,2	3,02148	19,2	3,13867
19,3	-5,28125	19,3	-5,99219	19,3	-4,23047	19,3	-2,75391	19,3	-0,261719	19,3	0,408203	19,3	1,85938	19,3	2,46875	19,3	2,36914	19,3	2,95117	19,3	2,14063	19,3	3,02148	19,3	3,13867
19,4	-5,28125	19,4	-6,00195	19,4	-4,24023	19,4	-2,76367	19,4	-0,271484	19,4	0,398438	19,4	1,84961	19,4	2,45898	19,4	2,35938	19,4	2,94141	19,4	2,14063	19,4	3,01172	19,4	3,12891
19,5	-5,27148	19,5	-5,98242	19,5	-4,24023	19,5	-2,74414	19,5	-0,261719	19,5	0,408203	19,5	1,86914	19,5	2,46875	19,5	2,36914	19,5	2,95117	19,5	2,15039	19,5	3,03125	19,5	3,13867
19,6	-5,27148	19,6	-5,98242	19,6	-4,23047	19,6	-2,74414	19,6	-0,261719	19,6	0,417969	19,6	1,86914	19,6	2,49023	19,6	2,37891	19,6	2,95117	19,6	2,15039	19,6	3,04102	19,6	3,14844
19,7	-5,28125	19,7	-6,00195	19,7	-4,24023	19,7	-2,75391	19,7	-0,259766	19,7	0,408203	19,7	1,85938	19,7	2,48047	19,7	2,36914	19,7	2,94141	19,7	2,14063	19,7	3,03125	19,7	3,13867
19,8	-5,27148	19,8	-5,99219	19,8	-4,23047	19,8	-2,73242	19,8	-0,259766	19,8	0,417969	19,8	1,85938	19,8	2,49023	19,8	2,37891	19,8	2,96094	19,8	2,13867	19,8	3,04102	19,8	3,16016
19,9	-5,28125	19,9	-6,00195	19,9	-4,24023	19,9	-2,74219	19,9	-0,269531	19,9	0,417969	19,9	1,86133	19,9	2,49023	19,9	2,36914	19,9	2,95117	19,9	2,15039	19,9	3,03125	19,9	3,15039
20	-5,28125	20	-6,00195	20	-4,24023	20	-2,74219	20	-0,269531	20	0,417969	20	1,86133	20	2,49023	20	2,36914	20	2,94141	20	2,13867	20	3,03125	20	3,13867
20,1	-5,29102	20,1	-6,01172	20,1	-4,25	20,1	-2,75195	20,1	-0,279297	20,1	0,417969	20,1	1,86133	20,1	2,49023	20,1	2,35938	20,1	2,94141	20,1	2,14063	20,1	3,03125	20,1	3,12891
20,2	-5,29102	20,2	-6,01172	20,2	-4,25	20,2	-2,74219	20,2	-0,279297	20,2	0,417969	20,2	1,86133	20,2	2,49023	20,2	2,35938	20,2	2,94141	20,2	2,14063	20,2	3,04102	20,2	3,14063
20,3	-5,29102	20,3	-6,01172	20,3	-4,25	20,3	-2,74219	20,3	-0,269531	20,3	0,427734	20,3	1,86133	20,3	2,5	20,3	2,36914	20,3	2,96094	20,3	2,14063	20,3	3,04102	20,3	3,15234
20,4	-5,29102	20,4	-6,01172	20,4	-4,24023	20,4	-2,75391	20,4	-0,259766	20,4	0,427734	20,4	1,86133	20,4	2,5	20,4	2,36914	20,4	2,96094	20,4	2,14063	20,4	3,04102	20,4	3,15234
20,5	-5,30078	20,5	-6,02148	20,5	-4,25	20,5	-2,75391	20,5	-0,279297	20,5	0,417969	20,5	1,86133	20,5	2,5	20,5	2,35938	20,5	2,95117	20,5	2,14258	20,5	3,03125	20,5	3,14258
20,6	-5,29102	20,6	-6,02148	20,6	-4,25	20,6	-2,74219	20,6	-0,269531	20,6	0,427734	20,6	1,86133	20,6	2,5	20,6	2,35938	20,6	2,95117	20,6	2,14258	20,6	3,03125	20,6	3,14258
20,7	-5,28125	20,7	-6,02148	20,7	-4,24023	20,7	-2,75391	20,7	-0,269531	20,7	0,427734	20,7	1,86133	20,7	2,50977	20,7	2,35938	20,7	2,96094	20,7	2,14258	20,7	3,03125	20,7	3,14258
