Cycle=1_Fc=2-1_X	Cycle=1_Fc=2-1_Y	Cycle=2_Fc=2-1_X	Cycle=2_Fc=2-1_Y	Cycle=3_Fc=2-1_X	Cycle=3_Fc=2-1_Y	Cycle=4_Fc=2-1_X	Cycle=4_Fc=2-1_Y	Cycle=5_Fc=2-1_X	Cycle=5_Fc=2-1_Y	Cycle=6_Fc=2-1_X	Cycle=6_Fc=2-1_Y	Cycle=7_Fc=2-1_X	Cycle=7_Fc=2-1_Y	Cycle=8_Fc=2-1_X	Cycle=8_Fc=2-1_Y	Cycle=9_Fc=2-1_X	Cycle=9_Fc=2-1_Y	Cycle=10_Fc=2-1_X	Cycle=10_Fc=2-1_Y	Cycle=11_Fc=2-1_X	Cycle=11_Fc=2-1_Y	Cycle=12_Fc=2-1_X	Cycle=12_Fc=2-1_Y	Cycle=13_Fc=2-1_X	Cycle=13_Fc=2-1_Y	Cycle=14_Fc=2-1_X	Cycle=14_Fc=2-1_Y	Cycle=15_Fc=2-1_X	Cycle=15_Fc=2-1_Y	Cycle=16_Fc=2-1_X	Cycle=16_Fc=2-1_Y
5.3	0	5.3	16.3809	5.3	24.4004	5.3	27.0977	5.3	28.457	5.3	29.0059	5.3	30.2891	5.3	30.4609	5.3	31.0898	5.3	32.2324	5.3	33.7402	5.3	34.0488	5.3	35.8301	5.3	36.8477	5.3	38.6367	5.3	40.0313
5.4	0	5.4	16.4199	5.4	24.459	5.4	27.1504	5.4	28.4766	5.4	29.0156	5.4	30.2891	5.4	30.4609	5.4	31.1699	5.4	32.2422	5.4	33.7305	5.4	34.0605	5.4	35.8398	5.4	36.8574	5.4	38.707	5.4	40.0703
5.5	0	5.5	16.4512	5.5	24.4902	5.5	27.1816	5.5	28.5273	5.5	29.0078	5.5	30.3516	5.5	30.5313	5.5	31.2129	5.5	32.2734	5.5	33.7305	5.5	34.0801	5.5	35.8711	5.5	36.8789	5.5	38.7188	5.5	40.0918
5.6	0	5.6	16.4316	5.6	24.543	5.6	27.1816	5.6	28.5176	5.6	29.0273	5.6	30.332	5.6	30.5215	5.6	31.2031	5.6	32.2715	5.6	33.7227	5.6	34.0605	5.6	35.8711	5.6	36.8594	5.6	38.709	5.6	40.082
5.7	0	5.7	16.4395	5.7	24.5391	5.7	27.1895	5.7	28.5059	5.7	29.0352	5.7	30.3398	5.7	30.5195	5.7	31.2207	5.7	32.2813	5.7	33.7305	5.7	34.0703	5.7	35.8691	5.7	36.8574	5.7	38.707	5.7	40.0996
5.8	0	5.8	16.4102	5.8	24.541	5.8	27.1699	5.8	28.498	5.8	29.0273	5.8	30.3203	5.8	30.5098	5.8	31.2207	5.8	32.2617	5.8	33.6992	5.8	34.0605	5.8	35.8301	5.8	36.8379	5.8	38.6875	5.8	40.0703
5.9	0	5.9	16.3691	5.9	24.5488	5.9	27.1367	5.9	28.4766	5.9	29.0156	5.9	30.2891	5.9	30.5195	5.9	31.2188	5.9	32.2402	5.9	33.6973	5.9	34.0488	5.9	35.8184	5.9	36.8262	5.9	38.6973	5.9	40.1484
6	0	6	16.3613	6	24.5508	6	27.1191	6	28.4688	6	29.0273	6	30.3105	6	30.5215	6	31.2207	6	32.2324	6	33.7207	6	34.0605	6	35.8008	6	36.8086	6	38.6992	6	40.1406
6.1	0	6.1	16.3086	6.1	24.5391	6.1	27.0586	6.1	28.4668	6.1	29.0352	6.1	30.2988	6.1	30.5293	6.1	31.1992	6.1	32.1914	6.1	33.6992	6.1	34.0703	6.1	35.9277	6.1	36.7773	6.1	38.6875	6.1	40.1406
6.2	0	6.2	16.2988	6.2	24.5488	6.2	27.2695	6.2	28.4785	6.2	29.0586	6.2	30.2793	6.2	30.541	6.2	31.2305	6.2	32.1914	6.2	33.6992	6.2	34.0898	6.2	35.959	6.2	36.7871	6.2	38.709	6.2	40.1602
6.3	0	6.3	16.791	6.3	24.7109	6.3	27.459	6.3	28.5488	6.3	29.5293	6.3	30.4199	6.3	30.6426	6.3	31.3516	6.3	32.2012	6.3	34.2715	6.3	34.1504	6.3	36.1797	6.3	37.2383	6.3	38.8301	6.3	40.293
6.4	0	6.4	16.5098	6.4	23.9688	6.4	27.0996	6.4	27.7285	6.4	29.2266	6.4	29.5703	6.4	29.582	6.4	30.5898	6.4	31.5215	6.4	34.0703	6.4	33.0195	6.4	35.7695	6.4	36.9277	6.4	38.1484	6.4	39.7422
6.5	0	6.5	16.4883	6.5	25.209	6.5	27.3789	6.5	29.3164	6.5	29.166	6.5	31.0391	6.5	30.9902	6.5	31.9199	6.5	33.5293	6.5	33.8301	6.5	35.459	6.5	36.2207	6.5	36.9668	6.5	39.4277	6.5	40.5117
6.6	0	6.6	16.3398	6.6	24.3496	6.6	26.8789	6.6	28.2188	6.6	29.1367	6.6	30.1895	6.6	31.2617	6.6	31.1211	6.6	32.082	6.6	33.5703	6.6	33.9805	6.6	35.8008	6.6	36.6504	6.6	38.5098	6.6	39.752
6.7	0	6.7	16.3594	6.7	24.9004	6.7	27.3086	6.7	28.959	6.7	29.0781	6.7	30.6309	6.7	31.0117	6.7	31.5527	6.7	32.5234	6.7	33.8105	6.7	34.6309	6.7	36.2402	6.7	36.9102	6.7	39.0996	6.7	40.3926
6.8	0	6.8	16.3379	6.8	24.6875	6.8	27.0781	6.8	28.8066	6.8	29.0156	6.8	30.5	6.8	31.6387	6.8	31.3301	6.8	33.0117	6.8	33.7891	6.8	34.7891	6.8	35.8379	6.8	36.707	6.8	38.9473	6.8	40.0996
6.9	0	6.9	16.3105	6.9	24.4805	6.9	27.0586	6.9	28.207	6.9	29.0684	6.9	30.0605	6.9	30.8008	6.9	30.9531	6.9	32.1836	6.9	33.6406	6.9	33.9102	6.9	35.7207	6.9	36.7188	6.9	38.5684	6.9	39.9121
7	0	7	16.2813	7	24.3809	7	26.998	7	28.3066	7	28.957	7	30.1602	7	30.3008	7	30.9824	7	32.1426	7	33.5898	7	34.0684	7	35.7285	7	36.6777	7	38.457	7	39.8203
7.1	0	7.1	16.1016	7.1	24.1426	7.1	26.8711	7.1	28.168	7.1	28.8398	7.1	30.041	7.1	30.2227	7.1	30.9336	7.1	32.0039	7.1	33.5215	7.1	33.8711	7.1	35.6309	7.1	36.5098	7.1	38.4082	7.1	39.6426
7.2	0	7.2	16.2598	7.2	24.2188	7.2	26.959	7.2	27.9863	7.2	29.0762	7.2	29.9277	7.2	30.0313	7.2	30.8906	7.2	31.791	7.2	33.6602	7.2	33.6875	7.2	35.6582	7.2	36.6973	7.2	38.2656	7.2	39.8105
7.3	0	7.3	16.1602	7.3	23.9199	7.3	26.9199	7.3	28.0293	7.3	28.6289	7.3	29.9004	7.3	30.0137	7.3	30.7617	7.3	31.7832	7.3	33.4395	7.3	33.7305	7.3	35.6602	7.3	36.3789	7.3	38.3086	7.3	39.7617
7.4	0	7.4	16.6895	7.4	24.2695	7.4	27	7.4	28.1973	7.4	29.2969	7.4	30.0605	7.4	30.0313	7.4	30.9121	7.4	31.7109	7.4	34.0313	7.4	33.8398	7.4	35.6992	7.4	37.0371	7.4	38.457	7.4	39.8613
7.5	0	7.5	16.5605	7.5	24.6387	7.5	27.25	7.5	28.5684	7.5	29.3379	7.5	30.4883	7.5	30.3008	7.5	31.1211	7.5	32.3418	7.5	33.9199	7.5	34.25	7.5	35.9199	7.5	36.9375	7.5	38.8086	7.5	40.2109
7.6	0	7.6	16.3906	7.6	24.541	7.6	27.1211	7.6	28.4492	7.6	29.1875	7.6	30.3906	7.6	30.4023	7.6	31.082	7.6	32.2422	7.6	33.7715	7.6	34.1504	7.6	35.9199	7.6	36.7891	7.6	38.6602	7.6	40.082
7.7	0	7.7	16.3516	7.7	24.5	7.7	27.1016	7.7	28.3984	7.7	29.1484	7.7	30.3008	7.7	30.5723	7.7	31.0918	7.7	32.1934	7.7	33.7324	7.7	34.1016	7.7	35.9512	7.7	36.7695	7.7	38.5996	7.7	39.9922
