Cycle: 18  gp33 Y4F  98 nM_X	Cycle: 18  gp33 Y4F  98 nM_Y	Cycle: 19  gp33 Y4F  195 nM_X	Cycle: 19  gp33 Y4F  195 nM_Y	Cycle: 20  gp33 Y4F  390 nM_X	Cycle: 20  gp33 Y4F  390 nM_Y	Cycle: 21  gp33 Y4F  390 nM_X	Cycle: 21  gp33 Y4F  390 nM_Y	Cycle: 22  gp33 Y4F  780 nM_X	Cycle: 22  gp33 Y4F  780 nM_Y	Cycle: 23  gp33 Y4F  1560 nM_X	Cycle: 23  gp33 Y4F  1560 nM_Y	Cycle: 24  gp33 Y4F  3125 nM_X	Cycle: 24  gp33 Y4F  3125 nM_Y	Cycle: 25  gp33 Y4F  3125 nM_X	Cycle: 25  gp33 Y4F  3125 nM_Y	Cycle: 26  gp33 Y4F  6250 nM_X	Cycle: 26  gp33 Y4F  6250 nM_Y	Cycle: 27  gp33 Y4F  12500 nM_X	Cycle: 27  gp33 Y4F  12500 nM_Y	Cycle: 28  gp33 Y4F  25000 nM_X	Cycle: 28  gp33 Y4F  25000 nM_Y	Cycle: 29  gp33 Y4F  25000 nM_X	Cycle: 29  gp33 Y4F  25000 nM_Y	Cycle: 30  gp33 Y4F  50000 nM_X	Cycle: 30  gp33 Y4F  50000 nM_Y	Cycle: 31  gp33 Y4F  100000 nM_X	Cycle: 31  gp33 Y4F  100000 nM_Y
53,04	-0,482224	53,14	0,0537648	53,04	0,455917	53,14	0,403191	53,04	0,972122	53,14	2,01128	53,14	3,11434	53,14	3,14227	53,14	6,64162	53,14	14,8618	53,04	27,3088	53,14	27,2577	53,04	51,2691	53,04	96,8306
53,14	-0,482215	53,24	0,0518098	53,1401	0,459825	53,2401	0,39537	53,14	0,979546	53,24	2,00542	53,24	3,12606	53,24	3,14733	53,2401	6,65138	53,2401	14,8482	53,14	27,2881	53,24	27,2616	53,14	51,2625	53,14	96,8282
53,2401	-0,48027	53,34	0,0225067	53,2401	0,459824	53,34	0,379745	53,2401	0,99556	53,34	2,01323	53,34	3,11043	53,34	3,12077	53,34	6,62404	53,34	14,856	53,2401	27,2803	53,34	27,2459	53,2401	51,2578	53,2401	96,8177
53,34	-0,478317	53,44	0,0322757	53,34	0,446152	53,44	0,377796	53,34	0,974869	53,44	1,99565	53,44	3,12215	53,44	3,10125	53,44	6,61037	53,44	14,8298	53,34	27,2549	53,44	27,2342	53,34	51,2281	53,34	96,7818
53,4401	-0,474411	53,54	0,020555	53,4401	0,428574	53,54	0,381699	53,4401	0,973679	53,54	2,00932	53,54	3,14168	53,54	3,11687	53,54	6,62794	53,54	14,8208	53,4401	27,253	53,54	27,2205	53,4401	51,2195	53,4401	96,7767
53,54	-0,476364	53,64	0,0391054	53,54	0,45787	53,64	0,40611	53,54	0,992447	53,64	2,03959	53,64	3,15437	53,64	3,11198	53,64	6,65236	53,64	14,8276	53,54	27,2569	53,64	27,2352	53,54	51,2285	53,54	96,7544
53,64	-0,465625	53,74	0,0156837	53,6401	0,464701	53,7401	0,376816	53,64	1,0149	53,74	2,03375	53,74	3,12314	53,74	3,10028	53,7401	6,6465	53,7401	14,8296	53,64	27,2637	53,74	27,245	53,64	51,2303	53,64	96,7503
53,7401	-0,459763	53,84	0,0166473	53,7401	0,423691	53,84	0,353561	53,7401	0,993423	53,84	2,0269	53,84	3,12605	53,84	3,1032	53,84	6,63771	53,84	14,8384	53,7401	27,2512	53,84	27,2303	53,7401	51,1939	53,7401	96,721
53,84	-0,433395	53,94	-4,83465e-3	53,84	0,425827	53,94	0,357073	53,84	0,976028	53,94	2,03392	53,94	3,11434	53,94	3,12078	53,94	6,62795	53,94	14,8489	53,84	27,2334	53,94	27,2244	53,84	51,1926	53,84	96,7025
53,9401	-0,42363	54,04	-0,0134358	53,9401	0,429337	54,04	0,36412	53,9401	0,980728	54,04	2,02495	54,04	3,1202	54,04	3,12077	54,04	6,63966	54,04	14,8532	53,9401	27,2295	54,04	27,2186	53,9401	51,1863	53,9401	96,6954
54,04	-0,439255	54,14	-6,78968e-3	54,04	0,429733	54,14	0,351609	54,04	0,983444	54,14	2,02885	54,14	3,11433	54,14	3,12389	54,14	6,64943	54,14	14,8548	54,04	27,2354	54,14	27,2108	54,04	51,1812	54,04	96,6978
54,14	-0,429489	54,24	-0,0243611	54,1401	0,422713	54,2401	0,33873	54,14	1,01198	54,24	2,02105	54,24	3,12606	54,24	3,12469	54,2401	6,65529	54,2401	14,8657	54,14	27,2217	54,24	27,2088	54,14	51,1863	54,14	96,6771
54,2401	-0,443161	54,34	-0,027298	54,2401	0,403183	54,34	0,324081	54,2401	1,00142	54,34	2,01616	54,34	3,1075	54,34	3,14323	54,34	6,65236	54,34	14,8902	54,2401	27,2159	54,34	27,2215	54,2401	51,1844	54,2401	96,6458
54,34	-0,437119	54,44	-0,0438895	54,34	0,3983	54,44	0,330927	54,34	0,979752	54,44	1,99957	54,44	3,10458	54,44	3,13836	54,44	6,64163	54,44	14,8794	54,34	27,2149	54,44	27,1991	54,34	51,1553	54,34	96,6312
54,4401	-0,450974	54,54	-0,0429139	54,4401	0,36998	54,54	0,308456	54,4401	0,978775	54,54	1,99272	54,54	3,08602	54,54	3,14323	54,54	6,62892	54,54	14,8921	54,4401	27,2034	54,54	27,1934	54,4401	51,1414	54,4401	96,6216
54,54	-0,465622	54,64	-0,0497522	54,54	0,364304	54,64	0,311393	54,54	0,969986	54,64	1,97613	54,64	3,07528	54,64	3,14812	54,64	6,61544	54,64	14,8794	54,54	27,1817	54,64	27,1932	54,54	51,117	54,54	96,5726
54,64	-0,45292	54,74	-0,0634284	54,6401	0,368027	54,7401	0,311386	54,64	0,970969	54,74	1,96245	54,74	3,0909	54,74	3,15007	54,7401	6,60646	54,7401	14,9009	54,64	27,1807	54,74	27,1815	54,64	51,1082	54,64	96,5431
54,7401	-0,444351	54,84	-0,0620575	54,7401	0,36998	54,84	0,318619	54,7401	0,969009	54,84	1,96773	54,84	3,12352	54,84	3,15144	54,84	6,59221	54,84	14,8905	54,7401	27,1885	54,84	27,1711	54,7401	51,1043	54,7401	96,5415
54,84	-0,417191	54,94	-0,0771008	54,84	0,388931	54,94	0,328966	54,84	0,99968	54,94	1,98393	54,94	3,13973	54,94	3,15788	54,94	6,60842	54,94	14,8931	54,84	27,1743	54,94	27,1854	54,84	51,0959	54,84	96,5038
54,9401	-0,425583	55,04	-0,0784502	54,9401	0,393417	55,04	0,3237	54,9401	1,02956	55,04	1,98257	55,04	3,13758	55,04	3,15652	55,04	6,61096	55,04	14,8878	54,9401	27,169	55,04	27,1918	54,9401	51,0859	54,9401	96,5013
55,04	-0,462097	55,14	-0,0936928	55,04	0,366669	55,14	0,300655	55,04	1,02234	55,14	1,97515	55,14	3,10751	55,14	3,13153	55,14	6,59378	55,14	14,8667	55,04	27,1461	55,14	27,1649	55,04	51,0736	55,04	96,4812
55,14	-0,483189	55,24	-0,0932984	55,1401	0,347515	55,2401	0,293228	55,14	0,997341	55,24	1,98141	55,24	3,10595	55,24	3,13503	55,2401	6,59221	55,2401	14,8566	55,14	27,1055	55,24	27,1536	55,14	51,0389	55,14	96,4632
55,2401	-0,502335	55,34	-0,098587	55,2401	0,330338	55,34	0,334824	55,2401	0,986008	55,34	1,98979	55,34	3,11238	55,34	3,13835	55,34	6,61037	55,34	14,8677	55,2401	27,0961	55,34	27,1717	55,2401	51,0217	55,2401	96,4316
55,34	-0,493942	55,44	-0,0825644	55,34	0,348495	55,44	0,360612	55,34	1,01003	55,44	1,98824	55,44	3,1284	55,44	3,15437	55,44	6,61858	55,44	14,8486	55,34	27,1135	55,44	27,1623	55,34	51,032	55,34	96,4251
55,4401	-0,507217	55,54	-0,0946722	55,4401	0,354752	55,54	0,348495	55,4401	1,028	55,54	1,99956	55,54	3,1202	55,54	3,15398	55,54	6,60841	55,54	14,8384	55,4401	27,0913	55,54	27,158	55,4401	51,009	55,4401	96,4267
55,54	-0,515427	55,64	-0,0936985	55,54	0,354355	55,64	0,349478	55,54	1,01979	55,64	2,01616	55,64	3,12118	55,64	3,16863	55,64	6,61526	55,64	14,8511	55,54	27,0909	55,64	27,1395	55,54	50,9871	55,54	96,3861
55,64	-0,518351	55,74	-0,0624576	55,6401	0,369007	55,7401	0,365097	55,64	1,03054	55,74	2,04741	55,74	3,13289	55,74	3,1862	55,7401	6,64455	55,7401	14,8726	55,64	27,0977	55,74	27,1492	55,64	50,9873	55,64	96,4027
55,7401	-0,506638	55,84	-0,0458527	55,7401	0,396347	55,84	0,368027	55,7401	1,04616	55,84	2,04643	55,84	3,10457	55,84	3,18718	55,84	6,64162	55,84	14,8403	55,7401	27,1016	55,84	27,1338	55,7401	50,9928	55,7401	96,4202
55,84	-0,507614	55,94	-0,0331497	55,84	0,379745	55,94	0,365105	55,84	1,03151	55,94	2,04937	55,94	3,09383	55,94	3,19012	55,94	6,64065	55,94	14,857	55,84	27,0987	55,94	27,1102	55,84	50,991	55,84	96,4036
55,9401	-0,520309	56,04	-0,0292463	55,9401	0,36705	56,04	0,378769	55,9401	1,03639	56,04	2,04546	56,04	3,08992	56,04	3,1823	56,04	6,63087	56,04	14,8542	55,9401	27,0782	56,04	27,1043	55,9401	50,9998	55,9401	96,3995
56,04	-0,51445	56,14	-0,0302205	56,04	0,36705	56,14	0,373893	56,04	1,02077	56,14	2,03472	56,14	3,06942	56,14	3,1618	56,14	6,60451	56,14	14,8618	56,04	27,0723	56,14	27,0858	56,04	50,9756	56,04	96,3823
56,14	-0,505654	56,24	-0,0312014	56,1401	0,385602	56,2401	0,361191	56,14	0,99636	56,24	2,04546	56,24	3,06374	56,24	3,17644	56,2401	6,60353	56,2401	14,8589	56,14	27,0655	56,24	27,0828	56,14	50,9683	56,14	96,3587
56,2401	-0,506638	56,34	-0,0224152	56,2401	0,380722	56,34	0,403183	56,2401	1,00124	56,34	2,06596	56,34	3,05769	56,34	3,18327	56,34	6,61623	56,34	14,8501	56,2401	27,086	56,34	27,0916	56,2401	50,9627	56,2401	96,3265
56,34	-0,490036	56,44	-0,0233803	56,34	0,387558	56,44	0,389706	56,34	1,03932	56,44	2,07867	56,44	3,04696	56,44	3,17059	56,44	6,58908	56,44	14,8316	56,34	27,0967	56,44	27,0711	56,34	50,9629	56,34	96,3247
56,4401	-0,479294	56,54	-0,0350995	56,4401	0,399063	56,54	0,369766	56,4401	1,03053	56,54	2,08061	56,54	3,03915	56,54	3,13542	56,54	6,584	56,54	14,8394	56,4401	27,084	56,54	27,0567	56,4401	50,9393	56,4401	96,3077
56,54	-0,479294	56,64	-0,0106997	56,54	0,405319	56,64	0,380902	56,54	1,00514	56,64	2,0886	56,64	3,04597	56,64	3,12468	56,64	6,60255	56,64	14,8462	56,54	27,0977	56,64	27,0389	56,54	50,9393	56,54	96,2761
56,64	-0,458789	56,74	-0,0263109	56,6401	0,405131	56,7401	0,379745	56,64	1,01002	56,74	2,06011	56,74	3,02841	56,74	3,10907	56,7401	6,59474	56,7401	14,8247	56,64	27,1006	56,74	27,033	56,64	50,9527	56,64	96,2591
56,7401	-0,464645	56,84	-0,0331573	56,7401	0,389511	56,84	0,40416	56,7401	1,01979	56,84	2,03374	56,84	3,02742	56,84	3,09636	56,84	6,57423	56,84	14,8257	56,7401	27,0772	56,84	27,0262	56,7401	50,9355	56,7401	96,2337
56,84	-0,485153	56,94	-0,0321765	56,84	0,36705	56,94	0,407094	56,84	1,01295	56,94	2,03667	56,94	3,03621	56,94	3,08562	56,94	6,54592	56,94	14,8404	56,84	27,091	56,94	27,0389	56,84	50,9342	56,84	96,2113
56,9401	-0,484177	57,04	-0,0468178	56,9401	0,366074	57,04	0,396347	56,9401	1,01118	57,04	2,02007	57,04	3,02548	57,04	3,07683	57,04	6,54689	57,04	14,8355	56,9401	27,0694	57,04	27,0184	56,9401	50,9148	56,9401	96,1966
57,04	-0,495712	57,14	-0,0556173	57,04	0,333847	57,14	0,379746	57,04	0,99028	57,14	2,00932	57,14	2,99831	57,14	3,06609	57,14	6,5381	57,14	14,8364	57,04	27,0606	57,14	26,9998	57,04	50,8752	57,04	96,1734
57,14	-0,507613	57,24	-0,0653782	57,1401	0,326212	57,2401	0,383652	57,14	1,02174	57,24	1,9937	57,24	2,99401	57,24	3,06609	57,2401	6,52834	57,2401	14,8111	57,14	27,0499	57,24	26,9971	57,14	50,8765	57,14	96,1603
57,2401	-0,507614	57,34	-0,0616608	57,2401	0,30748	57,34	0,408859	57,2401	1,019	57,34	1,98766	57,34	3,03603	57,34	3,08543	57,34	6,53011	57,34	14,8206	57,2401	27,0518	57,34	26,9996	57,2401	50,8758	57,2401	96,1411
57,34	-0,511703	57,44	-0,0604968	57,34	0,311203	57,44	0,40807	57,34	1,01765	57,44	1,98296	57,44	3,05086	57,44	3,08855	57,44	6,5176	57,44	14,8296	57,34	27,036	57,44	26,9977	57,34	50,8736	57,34	96,1456
57,4401	-0,500778	57,54	-0,045845	57,4401	0,320175	57,54	0,371933	57,4401	1,00905	57,54	1,9644	57,54	3,02254	57,54	3,09734	57,54	6,51387	57,54	14,8267	57,4401	27,0332	57,54	27,0069	57,4401	50,8642	57,4401	96,139
57,54	-0,501755	57,64	-0,0644078	57,54	0,30748	57,64	0,36119	57,54	1,01003	57,64	1,95561	57,64	3,03914	57,64	3,11198	57,64	6,50859	57,64	14,8179	57,54	27,0159	57,64	26,9774	57,54	50,825	57,54	96,1263
57,64	-0,500779	57,74	-0,0829568	57,6401	0,302591	57,7401	0,356308	57,64	1,02272	57,74	1,94097	57,74	3,03621	57,74	3,12859	57,7401	6,51662	57,7401	14,8306	57,64	27,0176	57,74	26,9803	57,64	50,8064	57,64	96,1011
57,7401	-0,503708	57,84	-0,0849152	57,7401	0,293808	57,84	0,344589	57,7401	1,01198	57,84	1,93901	57,84	3,02449	57,84	3,11687	57,84	6,5041	57,84	14,813	57,7401	26,9991	57,84	27,0057	57,7401	50,7977	57,7401	96,0939
57,84	-0,534958	57,94	-0,107181	57,84	0,272324	57,94	0,317257	57,84	0,982681	57,94	1,93902	57,94	3,01864	57,94	3,10907	57,94	6,49319	57,94	14,8142	57,84	26,9717	57,94	26,9979	57,84	50,7742	57,84	96,0677
57,9401	-0,538864	58,04	-0,0978203	57,9401	0,27037	58,04	0,317245	57,9401	0,974869	58,04	1,93901	58,04	3,04207	58,04	3,12193	58,04	6,52443	58,04	14,7993	57,9401	26,9424	58,04	26,9959	57,9401	50,7613	57,9401	96,0482
58,04	-0,545517	58,14	-0,102314	58,04	0,282089	58,14	0,314312	58,04	0,976822	58,14	1,95561	58,14	3,0489	58,14	3,1237	58,14	6,51564	58,14	14,7944	58,04	26,9541	58,14	27,0203	58,04	50,7656	58,04	96,0376
58,14	-0,545703	58,24	-0,10151	58,1401	0,314311	58,2401	0,301804	58,14	0,985608	58,24	1,95562	58,24	3,05672	58,24	3,1159	58,2401	6,51173	58,2401	14,7925	58,14	26,9766	58,24	27,0203	58,14	50,7752	58,14	96,0199
58,2401	-0,561325	58,34	-0,0819855	58,2401	0,316269	58,34	0,306503	58,2401	0,964127	58,34	1,98491	58,34	3,06648	58,34	3,11198	58,34	6,52931	58,34	14,8081	58,2401	26,9766	58,34	27,0262	58,2401	50,7603	58,2401	96,0011
58,34	-0,561325	58,44	-0,0714569	58,34	0,343613	58,44	0,306503	58,34	0,964127	58,44	2,00639	58,44	3,0782	58,44	3,12175	58,44	6,53908	58,44	14,8198	58,34	26,9668	58,44	27,025	58,34	50,7451	58,34	95,9995
58,4401	-0,543747	58,54	-0,0614724	58,4401	0,369003	58,54	0,291855	58,4401	0,983658	58,54	1,98589	58,54	3,087	58,54	3,1032	58,54	6,54982	58,54	14,8064	58,4401	26,9727	58,54	27,0244	58,4401	50,7642	58,4401	95,9972
58,54	-0,562302	58,64	-0,0712295	58,54	0,373886	58,64	0,302397	58,54	0,990494	58,64	1,99567	58,64	3,09482	58,64	3,10126	58,64	6,53616	58,64	14,8013	58,54	26,9834	58,64	26,994	58,54	50,7754	58,54	95,9954
58,64	-0,581819	58,74	-0,0624514	58,6401	0,379751	58,7401	0,333847	58,64	0,992461	58,74	2,00249	58,74	3,11531	58,74	3,10027	58,7401	6,54298	58,7401	14,8101	58,64	26,9952	58,74	27,0125	58,64	50,7809	58,64	95,9927
58,7401	-0,57695	58,84	-0,0425262	58,7401	0,396347	58,84	0,347916	58,7401	0,973892	58,84	2,02827	58,84	3,13719	58,84	3,10457	58,84	6,52776	58,84	14,8066	58,7401	26,9942	58,84	27,0266	58,7401	50,7783	58,7401	96,0089
58,84	-0,564835	58,94	-0,037643	58,84	0,422134	58,94	0,364518	58,84	0,980148	58,94	2,02339	58,94	3,15184	58,94	3,11336	58,94	6,51897	58,94	14,8056	58,84	27,0004	58,94	27,01	58,84	50,792	58,84	96,0136
58,9401	-0,509171	59,04	-0,0438957	58,9401	0,425064	59,04	0,371933	58,9401	0,990891	59,04	2,02104	59,04	3,14559	59,04	3,11296	59,04	6,5381	59,04	14,8032	58,9401	26,9917	59,04	27,0076	58,9401	50,7883	58,9401	96,029
59,04	-0,497849	59,14	-0,060873	59,04	0,43248	59,14	0,384256	59,04	0,992447	59,14	2,01774	59,14	3,12666	59,14	3,12409	59,14	6,54142	59,14	14,8175	59,04	27,0206	59,14	27,0004	59,04	50,7851	59,04	96,0033
59,14	-0,477713	59,24	-0,0474148	59,1401	0,436986	59,2401	0,407486	59,14	0,991098	59,24	2,02729	59,24	3,14207	59,24	3,136	59,2401	6,55998	59,2401	14,8075	59,14	27,0153	59,24	26,9866	59,14	50,7709	59,14	96,0007
59,2401	-0,469345	59,34	-0,0686951	59,2401	0,440689	59,34	0,438934	59,2401	1,00847	59,34	2,01968	59,34	3,12469	59,34	3,12408	59,34	6,56799	59,34	14,798	59,2401	27,019	59,34	26,9692	59,2401	50,7773	59,2401	95,9861
59,34	-0,448425	59,44	-0,0946708	59,34	0,41745	59,44	0,446162	59,34	1,01257	59,44	2,01049	59,44	3,10769	59,44	3,12664	59,44	6,55178	59,44	14,7896	59,34	27,0329	59,44	26,96	59,34	50,7635	59,34	95,9894
59,4401	-0,425583	59,54	-0,140218	59,4401	0,387558	59,54	0,454941	59,4401	1,00883	59,54	2,03059	59,54	3,11531	59,54	3,13542	59,54	6,58009	59,54	14,8101	59,4401	27,0245	59,54	26,9793	59,4401	50,7352	59,4401	95,9536
59,54	-0,385544	59,64	-0,176713	59,54	0,391647	59,64	0,46022	59,54	1,011	59,64	1,95735	59,64	3,0862	59,64	3,12117	59,64	6,61543	59,64	14,7911	59,54	27,0235	59,64	26,8869	59,54	50,7115	59,54	95,9085
59,64	-0,475968	59,74	0,0800929	59,6401	0,327412	59,7401	0,436188	59,64	0,980331	59,74	2,07591	59,74	3,08757	59,74	3,12721	59,7401	6,58633	59,7401	14,698	59,64	27,0522	59,74	26,8566	59,64	50,5394	59,64	95,8423
59,7401	-0,491028	59,84	0,171738	59,7401	0,455719	59,84	0,482101	59,7401	1,16177	59,84	2,22612	59,84	3,01198	59,84	3,04576	59,84	6,52678	59,84	14,6568	59,7401	27,0172	59,84	26,8545	59,7401	50,7303	59,7401	95,814
59,84	-0,392776	59,94	0,679925	59,84	0,30748	59,94	0,716851	59,84	1,2155	59,94	2,37182	59,94	3,12682	59,94	3,0602	59,94	6,44082	59,94	14,9388	59,84	26,8663	59,94	27,5748	59,84	50,8223	59,84	95,9341
59,9401	-0,347275	60,04	-2,24496	59,9401	0,415482	60,04	-0,478073	59,9401	1,77898	60,04	-2,21959	60,04	4,06446	60,04	6,05125	60,04	8,18303	60,04	27,3564	59,9401	28,027	60,04	10,2483	59,9401	64,7291	59,9401	95,4202
60,04	-1,26347	60,14	2,88851	60,04	0,175461	60,14	2,45043	60,04	-2,66887	60,14	3,78939	60,14	-2,00053	60,14	-3,64368	60,14	-2,70292	60,14	-9,20185	60,04	20,917	60,14	-7,55759	60,04	-128,759	60,04	-140,057
60,14	0,249779	60,24	1,48535	60,1401	1,1127	60,2401	1,84477	60,14	4,9764	60,24	10,6608	60,24	20,4975	60,24	19,8418	60,2401	41,0129	60,2401	78,0612	60,14	-7,14393	60,24	140,543	60,14	185,653	60,14	-405,675
60,2401	-0,0796967	60,34	0,622314	60,2401	2,06548	60,34	1,12488	60,2401	6,94966	60,34	7,51031	60,34	16,6544	60,34	16,8972	60,34	33,318	60,34	64,814	60,2401	136,564	60,34	114,389	60,2401	253,215	60,2401	436,6
60,34	-0,321472	60,44	0,118968	60,34	1,41235	60,44	0,585582	60,34	4,72195	60,44	4,79875	60,44	10,7717	60,44	10,6645	60,44	20,9955	60,44	41,7134	60,34	111,974	60,44	71,6744	60,34	181,225	60,34	432,289
60,4401	-0,563278	60,54	-0,135101	60,4401	0,952591	60,54	0,47818	60,4401	2,57857	60,54	2,6312	60,54	5,94656	60,54	5,64774	60,54	11,5108	60,54	22,8829	60,4401	71,2965	60,54	37,9576	60,4401	106,4	60,4401	300,339
60,54	-0,450958	60,64	-0,289632	60,54	0,624664	60,64	0,0824685	60,54	1,27487	60,64	1,214	60,64	2,80339	60,64	2,73326	60,64	5,5373	60,64	10,9954	60,54	38,8776	60,64	18,0642	60,54	55,2609	60,54	172,449
60,64	-0,657644	60,74	-0,384362	60,6401	0,244611	60,7401	-0,122009	60,64	0,572123	60,74	0,55323	60,74	0,983253	60,74	1,16978	60,7401	2,44611	60,7401	4,86124	60,64	18,8217	60,74	7,87031	60,64	25,6715	60,64	86,5806
60,7401	-0,586334	60,84	-0,416565	60,7401	-0,0212402	60,84	-0,0690918	60,7401	0,285614	60,84	0,217529	60,84	0,388947	60,84	0,407501	60,84	0,916229	60,84	1,83997	60,7401	8,52075	60,84	3,1557	60,7401	10,965	60,7401	39,1237
60,84	-0,606842	60,94	-0,498019	60,84	-8,54492e-3	60,94	-0,0802336	60,84	0,0307312	60,94	0,193479	60,94	0,0797396	60,94	0,123288	60,94	0,489072	60,94	0,597562	60,84	3,49319	60,94	0,978147	60,84	4,21875	60,84	17,0298
60,9401	-0,553513	61,04	-0,509328	60,9401	-0,0118561	61,04	-0,134521	60,9401	-0,030014	61,04	0,071228	61,04	-0,0807695	61,04	-0,179047	61,04	0,0664063	61,04	0,0315552	60,9401	1,20668	61,04	-0,0910034	60,9401	1,09315	60,9401	6,74721
61,04	-0,52774	61,14	-0,480218	61,04	-0,0661621	61,14	-0,0808043	61,04	-0,120636	61,14	-0,0168395	61,14	-0,195032	61,14	-0,147577	61,14	-0,15722	61,14	-0,351831	61,04	0,135193	61,14	-0,575159	61,04	-0,295502	61,04	1,78741
61,14	-0,544336	61,24	-0,440382	61,1401	-0,0456557	61,2401	-0,049942	61,14	-0,0852904	61,24	0,017138	61,24	-0,153242	61,24	-0,142103	61,2401	-0,0880585	61,2401	-0,831131	61,14	-0,392725	61,24	-0,698591	61,14	-0,998834	61,14	-0,681116
61,2401	-0,527145	61,34	-0,427094	61,2401	-0,0206451	61,34	-0,073761	61,2401	-0,0641937	61,34	-0,0117798	61,34	-0,152069	61,34	-0,133911	61,34	-0,169708	61,34	-0,870605	61,2401	-0,668106	61,34	-0,894714	61,2401	-1,46913	61,2401	-1,76118
61,34	-0,559967	61,44	-0,409128	61,34	-0,0397949	61,44	-0,0850921	61,34	-0,0845032	61,44	0,0230012	61,44	-0,127847	61,44	-0,110452	61,44	-0,188455	61,44	-0,836984	61,34	-0,724762	61,44	-0,924387	61,34	-1,63321	61,34	-2,39752
61,4401	-0,564255	61,54	-0,411289	61,4401	-0,0233612	61,54	-0,0997467	61,4401	-0,0602875	61,54	0,0294342	61,54	-0,155399	61,54	-0,109909	61,54	-0,215225	61,54	-0,823135	61,4401	-0,811081	61,54	-0,940231	61,4401	-1,6664	61,4401	-2,47603
61,54	-0,544937	61,64	-0,405226	61,54	-0,0579681	61,64	-0,0987682	61,54	-0,0663605	61,64	0,0620594	61,64	-0,193068	61,64	-0,129225	61,64	-0,207991	61,64	-0,746748	61,54	-0,805038	61,64	-0,917341	61,54	-1,83809	61,54	-2,70671
61,64	-0,523237	61,74	-0,405966	61,6401	-0,0577669	61,7401	-0,122971	61,64	-0,0583324	61,74	0,0496006	61,74	-0,24111	61,74	-0,133108	61,7401	-0,266586	61,7401	-0,7444	61,64	-0,829054	61,74	-0,976706	61,64	-1,68553	61,64	-2,83699
61,7401	-0,531815	61,84	-0,421066	61,7401	-0,0800018	61,84	-0,141953	61,7401	-0,0720062	61,84	0,032547	61,84	-0,287033	61,84	-0,182938	61,84	-0,287094	61,84	-0,753616	61,7401	-0,873184	61,84	-0,978897	61,7401	-1,50313	61,7401	-3,00182
61,84	-0,554703	61,94	-0,4343	61,84	-0,0950775	61,94	-0,136845	61,84	-0,100327	61,94	0,0212665	61,94	-0,292881	61,94	-0,182927	61,94	-0,318333	61,94	-0,760991	61,84	-0,906204	61,94	-0,952305	61,84	-1,65764	61,84	-2,73915
61,9401	-0,571091	62,04	-0,447425	61,9401	-0,112228	62,04	-0,165176	61,9401	-0,0964203	62,04	0,0159454	62,04	-0,29972	62,04	-0,185867	62,04	-0,285355	62,04	-0,764359	61,9401	-0,908157	62,04	-0,98259	61,9401	-1,74825	61,9401	-2,71217
62,04	-0,57402	62,14	-0,439784	62,04	-0,10582	62,14	-0,136469	62,04	-0,110306	62,14	0,0138297	62,14	-0,321803	62,14	-0,176692	62,14	-0,285517	62,14	-0,77038	62,04	-0,891556	62,14	-0,980036	62,04	-1,73479	62,04	-2,70418
62,14	-0,586329	62,24	-0,459525	62,1401	-0,121615	62,2401	-0,124542	62,14	-0,102656	62,24	5,8074e-3	62,24	-0,321585	62,24	-0,188193	62,2401	-0,301361	62,2401	-0,766693	62,14	-0,927302	62,24	-0,97515	62,14	-1,74395	62,14	-2,67819
62,2401	-0,580261	62,34	-0,456009	62,2401	-0,126495	62,34	-0,121445	62,2401	-0,11731	62,34	0,0190887	62,34	-0,295059	62,34	-0,185867	62,34	-0,286118	62,34	-0,761215	62,2401	-0,911469	62,34	-0,974777	62,2401	-1,7496	62,2401	-2,6362
62,34	-0,57988	62,44	-0,46382	62,34	-0,111679	62,44	-0,108535	62,34	-0,104446	62,44	0,0386209	62,44	-0,284102	62,44	-0,177291	62,44	-0,267776	62,44	-0,765121	62,34	-0,860306	62,44	-0,951339	62,34	-1,76213	62,34	-2,63777
62,4401	-0,567398	62,54	-0,465559	62,4401	-0,0929108	62,54	-0,0966034	62,4401	-0,103256	62,54	0,0591278	62,54	-0,2917	62,54	-0,175888	62,54	-0,26442	62,54	-0,757095	62,4401	-0,844681	62,54	-0,939407	62,4401	-1,74532	62,4401	-2,65691
62,54	-0,554276	62,64	-0,451334	62,54	-0,0919342	62,64	-0,105814	62,54	-0,0964203	62,64	0,0366721	62,64	-0,265757	62,64	-0,183909	62,64	-0,266581	62,64	-0,767069	62,54	-0,844467	62,64	-0,927897	62,54	-1,71776	62,54	-2,65514
62,64	-0,563487	62,74	-0,463817	62,6401	-0,0733814	62,7401	-0,0909576	62,64	-0,105204	62,74	0,0249529	62,74	-0,268474	62,74	-0,189769	62,7401	-0,252914	62,7401	-0,774124	62,64	-0,821238	62,74	-0,923991	62,64	-1,71601	62,64	-2,69596
62,7401	-0,570114	62,84	-0,439026	62,7401	-0,0733795	62,84	-0,0864563	62,7401	-0,111069	62,84	0,0458374	62,84	-0,244446	62,84	-0,196228	62,84	-0,24765	62,84	-0,752808	62,7401	-0,832962	62,84	-0,911682	62,7401	-1,69572	62,7401	-2,70107
62,84	-0,579285	62,94	-0,427079	62,84	-0,0505371	62,94	-0,100327	62,84	-0,0948486	62,94	0,0363002	62,94	-0,25441	62,94	-0,194046	62,94	-0,247422	62,94	-0,777207	62,84	-0,808929	62,94	-0,926316	62,84	-1,68027	62,84	-2,6778
