Cycle: 18  gp33 Y4F  98 nM_X	Cycle: 18  gp33 Y4F  98 nM_Y	Cycle: 19  gp33 Y4F  195 nM_X	Cycle: 19  gp33 Y4F  195 nM_Y	Cycle: 20  gp33 Y4F  390 nM_X	Cycle: 20  gp33 Y4F  390 nM_Y	Cycle: 21  gp33 Y4F  390 nM_X	Cycle: 21  gp33 Y4F  390 nM_Y	Cycle: 22  gp33 Y4F  780 nM_X	Cycle: 22  gp33 Y4F  780 nM_Y	Cycle: 23  gp33 Y4F  1560 nM_X	Cycle: 23  gp33 Y4F  1560 nM_Y	Cycle: 24  gp33 Y4F  3125 nM_X	Cycle: 24  gp33 Y4F  3125 nM_Y	Cycle: 25  gp33 Y4F  3125 nM_X	Cycle: 25  gp33 Y4F  3125 nM_Y	Cycle: 26  gp33 Y4F  6250 nM_X	Cycle: 26  gp33 Y4F  6250 nM_Y	Cycle: 27  gp33 Y4F  12500 nM_X	Cycle: 27  gp33 Y4F  12500 nM_Y	Cycle: 28  gp33 Y4F  25000 nM_X	Cycle: 28  gp33 Y4F  25000 nM_Y	Cycle: 29  gp33 Y4F  25000 nM_X	Cycle: 29  gp33 Y4F  25000 nM_Y	Cycle: 30  gp33 Y4F  50000 nM_X	Cycle: 30  gp33 Y4F  50000 nM_Y	Cycle: 31  gp33 Y4F  100000 nM_X	Cycle: 31  gp33 Y4F  100000 nM_Y
112,64	-1,033	112,74	-0,820078	112,64	-0,159318	112,74	-0,210892	112,64	-0,226296	112,74	-0,116465	112,74	-0,32902	112,74	-0,224924	112,74	-0,197067	112,74	-0,505356	112,64	-0,438424	112,74	-0,650553	112,64	-1,13984	112,64	-2,34049
112,74	-1,03886	112,84	-0,823196	112,74	-0,139786	112,84	-0,210098	112,74	-0,232162	112,84	-0,114914	112,84	-0,329025	112,84	-0,214005	112,84	-0,16893	112,84	-0,485825	112,74	-0,44899	112,84	-0,640793	112,74	-1,12227	112,74	-2,31316
112,84	-1,0291	112,94	-0,821235	112,84	-0,13002	112,94	-0,233527	112,84	-0,241928	112,94	-0,106696	112,94	-0,329017	112,94	-0,217109	112,94	-0,157203	112,94	-0,483863	112,84	-0,461868	112,94	-0,641578	112,84	-1,12032	112,84	-2,29948
112,94	-1,02324	113,04	-0,821235	112,94	-0,133926	113,04	-0,237442	112,94	-0,265366	113,04	-0,105911	113,04	-0,317298	113,04	-0,25618	113,04	-0,16893	113,04	-0,485825	112,94	-0,469681	113,04	-0,654465	112,94	-1,13985	112,94	-2,30339
113,04	-1,04668	113,14	-0,816541	113,04	-0,13002	113,14	-0,269849	113,04	-0,289597	113,14	-0,126599	113,14	-0,302838	113,14	-0,263196	113,14	-0,160321	113,14	-0,481915	113,04	-0,487259	113,14	-0,63609	113,04	-1,13985	113,04	-2,31511
113,14	-1,03026	113,24	-0,802691	113,14	-0,113603	113,24	-0,254044	113,14	-0,313397	113,24	-0,106891	113,24	-0,287036	113,24	-0,249347	113,24	-0,152328	113,24	-0,461411	113,14	-0,513806	113,24	-0,626147	113,14	-1,1371	113,14	-2,32408
113,24	-1,01836	113,34	-0,784134	113,24	-0,122025	113,34	-0,247208	113,24	-0,311264	113,34	-0,102005	113,34	-0,294662	113,34	-0,242508	113,34	-0,14238	113,34	-0,472153	113,24	-0,511673	113,34	-0,617355	113,24	-1,10646	113,24	-2,29344
113,34	-1,00566	113,44	-0,799755	113,34	-0,141739	113,44	-0,253857	113,34	-0,296616	113,44	-0,0883293	113,44	-0,311443	113,44	-0,235485	113,44	-0,141582	113,44	-0,46629	113,34	-0,521255	113,44	-0,621258	113,34	-1,1125	113,34	-2,31902
113,44	-1,01543	113,54	-0,811284	113,44	-0,16127	113,54	-0,265762	113,44	-0,282944	113,54	-0,105728	113,54	-0,326085	113,54	-0,251297	113,54	-0,142563	113,54	-0,463364	113,44	-0,524368	113,54	-0,639816	113,44	-1,13985	113,44	-2,33073
113,54	-1,03282	113,64	-0,824175	113,54	-0,168106	113,64	-0,257952	113,54	-0,28392	113,64	-0,110796	113,64	-0,330004	113,64	-0,23958	113,64	-0,162096	113,64	-0,469225	113,54	-0,539017	113,64	-0,649584	113,54	-1,14278	113,54	-2,36766
113,64	-1,03984	113,74	-0,83686	113,64	-0,173975	113,74	-0,243301	113,64	-0,280016	113,74	-0,117621	113,74	-0,338782	113,74	-0,254218	113,74	-0,186508	113,74	-0,480759	113,64	-0,546831	113,74	-0,646644	113,64	-1,15059	113,64	-2,3864
113,74	-1,04082	113,84	-0,833542	113,74	-0,184708	113,84	-0,210678	113,74	-0,304428	113,84	-0,135788	113,84	-0,328445	113,84	-0,237228	113,84	-0,172256	113,84	-0,478592	113,74	-0,547806	113,84	-0,628494	113,74	-1,16212	113,74	-2,40105
113,84	-1,03749	113,94	-0,834312	113,84	-0,188034	113,94	-0,211449	113,84	-0,283524	113,94	-0,138512	113,94	-0,340141	113,94	-0,261436	113,94	-0,180046	113,94	-0,481316	113,84	-0,528854	113,94	-0,642143	113,84	-1,16582	113,84	-2,40944
113,94	-1,04022	114,04	-0,84135	113,94	-0,195831	114,04	-0,208725	113,94	-0,280396	114,04	-0,145554	114,04	-0,33546	114,04	-0,269272	114,04	-0,179276	114,04	-0,492264	113,94	-0,52182	114,04	-0,629654	113,94	-1,14902	113,94	-2,42389
114,04	-1,0414	114,14	-0,828084	114,04	-0,208725	114,14	-0,211873	114,04	-0,258133	114,14	-0,164327	114,14	-0,369069	114,14	-0,239583	114,14	-0,179677	114,14	-0,496572	114,04	-0,510117	114,14	-0,633962	114,04	-1,13457	114,04	-2,42702
114,14	-1,04766	114,24	-0,844674	114,14	-0,211079	114,24	-0,19838	114,14	-0,246816	114,24	-0,162545	114,24	-0,371987	114,24	-0,246408	114,24	-0,192368	114,24	-0,49559	114,14	-0,511678	114,24	-0,642739	114,14	-1,13772	114,14	-2,4204
114,24	-1,07091	114,34	-0,827682	114,24	-0,212051	114,34	-0,220444	114,24	-0,236069	114,34	-0,165085	114,34	-0,379227	114,34	-0,254807	114,34	-0,183182	114,34	-0,49501	114,24	-0,524368	114,34	-0,658951	114,24	-1,15352	114,24	-2,44792
114,34	-1,07851	114,44	-0,833937	114,34	-0,198959	114,44	-0,228651	114,34	-0,243301	114,44	-0,149855	114,44	-0,372969	114,44	-0,243483	114,44	-0,175764	114,44	-0,482893	114,34	-0,524948	114,44	-0,662092	114,34	-1,17754	114,34	-2,44069
114,44	-1,09453	114,54	-0,82985	114,44	-0,196243	114,54	-0,208145	114,44	-0,254623	114,54	-0,143021	114,54	-0,360276	114,54	-0,236649	114,54	-0,16893	114,54	-0,479965	114,44	-0,523392	114,54	-0,644699	114,44	-1,16426	114,44	-2,42155
114,54	-1,08183	114,64	-0,824167	114,54	-0,190567	114,64	-0,211069	114,54	-0,249741	114,64	-0,16157	114,64	-0,365152	114,64	-0,229807	114,64	-0,167948	114,64	-0,490702	114,54	-0,515396	114,64	-0,631998	114,54	-1,16719	114,54	-2,403
114,64	-1,06913	114,74	-0,832952	114,64	-0,175919	114,74	-0,241348	114,64	-0,264383	114,74	-0,188725	114,74	-0,368077	114,74	-0,240544	114,74	-0,176743	114,74	-0,487778	114,64	-0,511667	114,74	-0,63297	114,64	-1,16816	114,64	-2,39616
114,74	-1,07402	114,84	-0,842331	114,74	-0,182755	114,84	-0,241745	114,74	-0,279831	114,84	-0,17778	114,84	-0,340347	114,84	-0,215561	114,84	-0,139236	114,84	-0,463943	114,74	-0,514603	114,84	-0,616959	114,74	-1,15938	114,74	-2,39128
114,84	-1,07167	114,94	-0,809526	114,84	-0,149155	114,94	-0,239397	114,84	-0,268875	114,94	-0,141069	114,94	-0,321215	114,94	-0,222979	114,94	-0,12285	114,94	-0,460436	114,84	-0,5103	114,94	-0,607592	114,84	-1,13634	114,84	-2,38307
114,94	-1,05138	115,04	-0,807169	114,94	-0,131973	115,04	-0,238998	114,94	-0,2556	115,04	-0,144577	115,04	-0,301279	115,04	-0,210861	115,04	-0,126755	115,04	-0,476456	114,94	-0,522415	115,04	-0,616959	114,94	-1,12422	114,94	-2,38542
115,04	-1,05605	115,14	-0,82222	115,04	-0,121811	115,14	-0,2267	115,04	-0,263016	115,14	-0,143997	115,14	-0,314377	115,14	-0,220047	115,14	-0,137497	115,14	-0,469223	115,04	-0,5103	115,14	-0,632004	115,04	-1,13945	115,04	-2,38582
115,14	-1,06328	115,24	-0,837258	115,14	-0,125143	115,24	-0,215561	115,14	-0,278854	115,24	-0,138711	115,24	-0,31495	115,24	-0,224526	115,24	-0,115799	115,24	-0,465897	115,14	-0,512466	115,24	-0,630624	115,14	-1,16231	115,14	-2,39616
115,24	-1,05995	115,34	-0,843704	115,24	-0,113998	115,34	-0,199356	115,24	-0,276688	115,34	-0,136185	115,34	-0,322189	115,34	-0,223953	115,34	-0,101547	115,34	-0,453598	115,24	-0,523972	115,34	-0,623032	115,24	-1,18242	115,24	-2,4026
115,34	-1,04179	115,44	-0,847209	115,34	-0,1064	115,44	-0,216533	115,34	-0,272202	115,44	-0,114299	115,44	-0,340159	115,44	-0,216533	115,44	-0,103099	115,44	-0,473521	115,34	-0,50386	115,44	-0,612071	115,34	-1,16621	115,34	-2,36882
115,44	-1,03358	115,54	-0,849559	115,44	-0,107162	115,54	-0,228653	115,44	-0,263992	115,54	-0,125259	115,54	-0,33781	115,54	-0,223953	115,54	-0,117172	115,54	-0,469223	115,44	-0,511276	115,54	-0,602707	115,44	-1,16191	115,44	-2,36452
115,54	-1,03203	115,64	-0,859141	115,54	-0,0802155	115,64	-0,21284	115,54	-0,274155	115,64	-0,129344	115,64	-0,323161	115,64	-0,228831	115,64	-0,114238	115,64	-0,44871	115,54	-0,496048	115,64	-0,582194	115,54	-1,15254	115,54	-2,38835
115,64	-1,02012	115,74	-0,826715	115,64	-0,0675144	115,74	-0,199936	115,64	-0,255595	115,74	-0,0832758	115,74	-0,303246	115,74	-0,212823	115,74	-0,0912018	115,74	-0,442459	115,64	-0,502879	115,74	-0,558373	115,64	-1,13594	115,64	-2,39714
115,74	-1,02284	115,84	-0,840378	115,74	-0,0573578	115,84	-0,19017	115,74	-0,237625	115,84	-0,0613861	115,84	-0,289566	115,84	-0,208908	115,84	-0,0943146	115,84	-0,446365	115,74	-0,486862	115,84	-0,581802	115,74	-1,11211	115,74	-2,3694
115,84	-1,03065	115,94	-0,852486	115,84	-0,0671234	115,94	-0,1847	115,84	-0,233719	115,94	-0,0629349	115,94	-0,307533	115,94	-0,221016	115,94	-0,122047	115,94	-0,443642	115,84	-0,487656	115,94	-0,604469	115,84	-1,1129	115,84	-2,36043
115,94	-1,0584	116,04	-0,874952	115,94	-0,074173	116,04	-0,168106	115,94	-0,234116	116,04	-0,0756378	116,04	-0,319075	116,04	-0,210281	116,04	-0,142563	116,04	-0,453598	115,94	-0,50679	116,04	-0,598801	115,94	-1,1125	115,94	-2,35612
116,04	-1,06718	116,14	-0,876909	116,04	-0,0763092	116,14	-0,194292	116,04	-0,238998	116,14	-0,0893116	116,14	-0,355394	116,14	-0,192705	116,14	-0,132799	116,14	-0,451647	116,04	-0,498001	116,14	-0,596849	116,04	-1,12129	116,04	-2,34343
116,14	-1,05156	116,24	-0,879647	116,14	-0,0880337	116,24	-0,222794	116,14	-0,227282	116,24	-0,0932093	116,24	-0,365151	116,24	-0,204415	116,24	-0,126938	116,24	-0,43602	116,14	-0,519487	116,24	-0,620278	116,14	-1,12715	116,14	-2,34343
116,24	-1,05742	116,34	-0,872604	116,24	-0,0938873	116,34	-0,222397	116,24	-0,233932	116,34	-0,0916595	116,34	-0,366714	116,34	-0,207932	116,34	-0,135147	116,34	-0,437576	116,24	-0,544876	116,34	-0,624588	116,24	-1,11543	116,24	-2,3239
116,34	-1,05782	116,44	-0,857373	116,34	-0,103256	116,44	-0,238416	116,34	-0,230026	116,44	-0,0951662	116,44	-0,357343	116,44	-0,204419	116,44	-0,156232	116,44	-0,447736	116,34	-0,534714	116,44	-0,620282	116,34	-1,10136	116,34	-2,3235
116,44	-1,06328	116,54	-0,840776	116,44	-0,103653	116,54	-0,225723	116,44	-0,198776	116,54	-0,103958	116,54	-0,333727	116,54	-0,180801	116,54	-0,153305	116,54	-0,459274	116,44	-0,522232	116,54	-0,60173	116,44	-1,08223	116,44	-2,33836
116,54	-1,05568	116,64	-0,832961	116,54	-0,0890045	116,64	-0,22261	116,54	-0,189194	116,64	-0,0922384	116,64	-0,334884	116,64	-0,187819	116,64	-0,16307	116,64	-0,472152	116,54	-0,51265	116,64	-0,603683	116,54	-1,04805	116,54	-2,34245
116,64	-1,06309	116,74	-0,829052	116,64	-0,103475	116,74	-0,237442	116,64	-0,189193	116,74	-0,093029	116,74	-0,31535	116,74	-0,18977	116,74	-0,155258	116,74	-0,460434	116,64	-0,530227	116,74	-0,617352	116,64	-1,05391	116,64	-2,32487
116,74	-1,05254	116,84	-0,833542	116,74	-0,10463	116,84	-0,259506	116,74	-0,200912	116,84	-0,122116	116,84	-0,341324	116,84	-0,213791	116,84	-0,157791	116,84	-0,470779	116,74	-0,526321	116,84	-0,629654	116,74	-1,05196	116,74	-2,32097
116,84	-1,04726	116,94	-0,815379	116,84	-0,118881	116,94	-0,27064	116,84	-0,21907	116,94	-0,127391	116,94	-0,338786	116,94	-0,217113	116,94	-0,149394	116,94	-0,476054	116,84	-0,53862	116,94	-0,621257	116,84	-1,07872	116,84	-2,34303
116,94	-1,04082	117,04	-0,781211	116,94	-0,114395	117,04	-0,261856	116,94	-0,214584	117,04	-0,118607	117,04	-0,338614	117,04	-0,200516	117,04	-0,123032	117,04	-0,475082	116,94	-0,527115	117,04	-0,581223	116,94	-1,09492	116,94	-2,34441
117,04	-0,994919	117,14	-0,76908	117,04	-0,0997467	117,14	-0,280982	117,04	-0,184311	117,14	-0,104529	117,14	-0,35694	117,14	-0,215735	117,14	-0,11872	117,14	-0,484443	117,04	-0,513626	117,14	-0,595283	117,04	-1,07832	117,04	-2,34422
117,14	-1,00623	117,24	-0,762644	117,14	-0,118882	117,24	-0,275345	117,14	-0,183906	117,24	-0,098093	117,24	-0,352457	117,24	-0,221018	117,24	-0,134567	117,24	-0,484665	117,14	-0,522986	117,24	-0,601725	117,14	-1,07401	117,14	-2,35203
117,24	-1,01738	117,34	-0,763626	117,24	-0,114395	117,34	-0,297012	117,24	-0,207565	117,34	-0,101822	117,34	-0,34758	117,34	-0,214188	117,34	-0,142563	117,34	-0,504379	117,24	-0,497025	117,34	-0,590988	117,24	-1,06172	117,24	-2,33934
117,34	-1,01329	117,44	-0,78177	117,34	-0,110306	117,44	-0,319062	117,34	-0,213608	117,44	-0,113313	117,44	-0,350099	117,44	-0,233125	117,44	-0,168519	117,44	-0,532289	117,34	-0,496048	117,44	-0,599366	117,34	-1,07521	117,34	-2,36296
117,44	-1,02089	117,54	-0,778277	117,44	-0,119858	117,54	-0,313614	117,44	-0,233719	117,54	-0,0836639	117,54	-0,345447	117,54	-0,209305	117,54	-0,122055	117,54	-0,528793	117,44	-0,523972	117,54	-0,590012	117,44	-1,11211	117,44	-2,39479
117,54	-1,00175	117,64	-0,784128	117,54	-0,102676	117,64	-0,319468	117,54	-0,216537	117,64	-0,0969334	117,64	-0,368082	117,64	-0,23469	117,64	-0,141581	117,64	-0,519022	117,54	-0,516556	117,64	-0,609537	117,54	-1,12422	117,54	-2,37956
117,64	-1,02714	117,74	-0,811284	117,64	-0,135889	117,74	-0,322403	117,64	-0,232157	117,74	-0,128362	117,74	-0,378819	117,74	-0,239568	117,74	-0,142563	117,74	-0,520004	117,64	-0,518503	117,74	-0,622228	117,64	-1,175	117,64	-2,39128
117,74	-1,03868	117,84	-0,832962	117,74	-0,1689	117,84	-0,303848	117,74	-0,235092	117,84	-0,119583	117,84	-0,397385	117,84	-0,226883	117,84	-0,14238	117,84	-0,534653	117,74	-0,526138	117,84	-0,611496	117,74	-1,18459	117,74	-2,40007
117,84	-1,05254	117,94	-0,841754	117,84	-0,182755	117,94	-0,271625	117,84	-0,209518	117,94	-0,0951719	117,94	-0,384692	117,94	-0,229815	117,94	-0,142566	117,94	-0,511035	117,84	-0,534134	117,94	-0,600757	117,84	-1,19258	117,84	-2,40575
117,94	-1,0457	118,04	-0,859725	117,94	-0,168106	118,04	-0,269272	117,94	-0,199936	118,04	-0,0811005	118,04	-0,394851	118,04	-0,218491	118,04	-0,149979	118,04	-0,494217	117,94	-0,533157	118,04	-0,603104	117,94	-1,18379	117,94	-2,39226
118,04	-1,05116	118,14	-0,868113	118,04	-0,152084	118,14	-0,267527	118,04	-0,197586	118,14	-0,0863743	118,14	-0,407145	118,14	-0,217112	118,14	-0,159159	118,14	-0,491678	118,04	-0,530807	118,14	-0,613443	118,04	-1,16972	118,04	-2,39186
118,14	-1,07401	118,24	-0,892127	118,14	-0,165178	118,24	-0,277084	118,14	-0,208719	118,24	-0,107276	118,24	-0,396003	118,24	-0,215735	118,24	-0,157791	118,24	-0,490311	118,14	-0,536081	118,24	-0,621833	118,14	-1,18672	118,14	-2,40495
118,24	-1,0746	118,34	-0,899368	118,24	-0,173569	118,34	-0,270645	118,24	-0,227676	118,34	-0,111771	118,34	-0,383713	118,34	-0,228836	118,34	-0,153305	118,34	-0,497543	118,24	-0,536667	118,34	-0,623215	118,24	-1,21153	118,24	-2,40553
118,34	-1,0963	118,44	-0,9189	118,34	-0,178848	118,44	-0,256973	118,34	-0,234116	118,44	-0,125443	118,44	-0,373947	118,44	-0,21907	118,44	-0,156052	118,44	-0,49559	118,34	-0,5439	118,44	-0,613449	118,34	-1,22578	118,34	-2,403
118,44	-1,09355	118,54	-0,928483	118,44	-0,175735	118,54	-0,235703	118,44	-0,208725	118,54	-0,126419	118,54	-0,376878	118,54	-0,206375	118,54	-0,154282	118,54	-0,486801	118,44	-0,520462	118,54	-0,598801	118,44	-1,20625	118,44	-2,39519
118,54	-1,08672	118,64	-0,933535	118,54	-0,181778	118,64	-0,223574	118,54	-0,213608	118,64	-0,134218	118,64	-0,38077	118,64	-0,230593	118,64	-0,165987	118,64	-0,46805	118,54	-0,498001	118,64	-0,587069	118,54	-1,18379	118,54	-2,38445
118,64	-1,10037	118,74	-0,933158	118,64	-0,18177	118,74	-0,204819	118,64	-0,240938	118,74	-0,11901	118,74	-0,366721	118,74	-0,218894	118,74	-0,134354	118,74	-0,459061	118,64	-0,501894	118,74	-0,566001	118,64	-1,18378	118,64	-2,39108
118,74	-1,0746	118,84	-0,920273	118,74	-0,167709	118,84	-0,183334	118,74	-0,230789	118,84	-0,0928192	118,84	-0,343277	118,84	-0,179428	118,84	-0,136307	118,84	-0,439529	118,74	-0,492538	118,84	-0,555435	118,74	-1,15019	118,74	-2,3528
118,84	-1,07265	118,94	-0,884942	118,84	-0,118881	118,94	-0,184716	118,84	-0,201492	118,94	-0,0688105	118,94	-0,315362	118,94	-0,180017	118,94	-0,133782	118,94	-0,409661	118,84	-0,47731	118,94	-0,521661	118,84	-1,11504	118,84	-2,34108
118,94	-1,07011	119,04	-0,862249	118,94	-0,0792389	119,04	-0,19252	118,94	-0,1978	119,04	-0,0941925	119,04	-0,325109	119,04	-0,185867	119,04	-0,14238	119,04	-0,435043	118,94	-0,44899	119,04	-0,535324	118,94	-1,07735	118,94	-2,31902
119,04	-1,06425	119,14	-0,874365	119,04	-0,0890045	119,14	-0,208532	119,04	-0,206772	119,14	-0,0937862	119,14	-0,32276	119,14	-0,189367	119,14	-0,150946	119,14	-0,454168	119,04	-0,456009	119,14	-0,54273	119,04	-1,08791	119,04	-2,33543
119,14	-1,05213	119,24	-0,860312	119,14	-0,116743	119,24	-0,212051	119,14	-0,218084	119,24	-0,0805273	119,24	-0,299735	119,24	-0,148765	119,24	-0,129868	119,24	-0,427231	119,14	-0,486853	119,24	-0,551749	119,14	-1,11014	119,14	-2,34595
119,24	-1,03496	119,34	-0,855026	119,24	-0,116348	119,34	-0,204819	119,24	-0,234116	119,34	-0,0674286	119,34	-0,279617	119,34	-0,129807	119,34	-0,136307	119,34	-0,419998	119,24	-0,473587	119,34	-0,54567	119,24	-1,09883	119,24	-2,3073
119,34	-1,05196	119,44	-0,839211	119,34	-0,09935	119,44	-0,196815	119,34	-0,197586	119,44	-0,0438004	119,44	-0,264961	119,44	-0,106178	119,44	-0,129097	119,44	-0,391304	119,34	-0,463242	119,44	-0,537666	119,34	-1,08574	119,34	-2,2903
119,44	-1,03729	119,54	-0,831395	119,44	-0,0718079	119,54	-0,192917	119,44	-0,185669	119,54	-0,0477142	119,54	-0,281743	119,54	-0,123764	119,54	-0,14119	119,54	-0,409256	119,44	-0,477875	119,54	-0,548599	119,44	-1,07968	119,44	-2,26666
119,54	-1,05995	119,64	-0,807181	119,54	-0,0827484	119,64	-0,199943	119,54	-0,202469	119,64	-0,0254431	119,64	-0,279807	119,64	-0,113212	119,64	-0,154868	119,64	-0,387778	119,54	-0,506393	119,64	-0,525962	119,54	-1,09142	119,54	-2,26784
119,64	-1,07168	119,74	-0,825141	119,64	-0,0796413	119,74	-0,235489	119,64	-0,187644	119,74	-0,0394964	119,74	-0,300513	119,74	-0,117499	119,74	-0,157211	119,74	-0,419418	119,64	-0,516959	119,74	-0,570472	119,64	-1,09063	119,64	-2,26589
119,74	-1,06425	119,84	-0,821243	119,74	-0,114395	119,84	-0,226517	119,74	-0,189194	119,84	-0,0297394	119,84	-0,301682	119,84	-0,105789	119,84	-0,175583	119,84	-0,414352	119,74	-0,532181	119,84	-0,586105	119,74	-1,10469	119,74	-2,28075
119,84	-1,05449	119,94	-0,828071	119,84	-0,100723	119,94	-0,236457	119,84	-0,195053	119,94	-0,040473	119,94	-0,314368	119,94	-0,124335	119,94	-0,185523	119,94	-0,436011	119,84	-0,516556	119,94	-0,594886	119,84	-1,09883	119,84	-2,30534
119,94	-1,05937	120,04	-0,84525	119,94	-0,143509	120,04	-0,247787	119,94	-0,223373	120,04	-0,0713348	120,04	-0,349126	120,04	-0,137619	120,04	-0,181229	120,04	-0,457108	119,94	-0,54097	120,04	-0,603104	119,94	-1,092	119,94	-2,31804
120,04	-1,06093	120,14	-0,830441	120,04	-0,177475	120,14	-0,24194	120,04	-0,246414	120,14	-0,0487022	120,14	-0,317898	120,14	-0,122799	120,14	-0,175381	120,14	-0,431728	120,04	-0,552292	120,14	-0,586697	120,04	-1,12871	120,04	-2,30006
120,14	-1,03634	120,24	-0,82731	120,14	-0,173571	120,24	-0,239212	120,14	-0,232754	120,24	-0,0600061	120,24	-0,329995	120,24	-0,138009	120,24	-0,185532	120,24	-0,426254	120,14	-0,5238	120,24	-0,604653	120,14	-1,11975	120,14	-2,27468
120,24	-1,04961	120,34	-0,801712	120,24	-0,173965	120,34	-0,231583	120,24	-0,201889	120,34	-0,0668488	120,34	-0,332932	120,34	-0,158524	120,34	-0,182602	120,34	-0,428024	120,24	-0,519485	120,34	-0,580246	120,24	-1,11739	120,24	-2,28288
120,34	-1,04668	120,44	-0,789011	120,34	-0,153458	120,44	-0,218882	120,34	-0,189987	120,44	-0,0795383	120,44	-0,336649	120,44	-0,186838	120,44	-0,171854	120,44	-0,447733	120,34	-0,510696	120,44	-0,581217	120,34	-1,10469	120,34	-2,28191
120,44	-1,04179	120,54	-0,808353	120,44	-0,140762	120,54	-0,237442	120,44	-0,205795	120,54	-0,0902863	120,54	-0,348545	120,54	-0,210098	120,54	-0,177536	120,54	-0,462387	120,44	-0,513626	120,54	-0,60173	120,44	-1,11739	120,44	-2,30125
120,54	-1,0291	120,64	-0,82418	120,54	-0,178848	120,64	-0,242332	120,54	-0,220444	120,64	-0,083457	120,64	-0,339774	120,64	-0,220054	120,64	-0,171103	120,64	-0,453605	120,54	-0,489212	120,64	-0,60076	120,54	-1,13673	120,54	-2,31511
120,64	-1,03399	120,74	-0,827677	120,64	-0,166956	120,74	-0,239975	120,64	-0,22338	120,74	-0,0869541	120,74	-0,345224	120,74	-0,239176	120,74	-0,158585	120,74	-0,451248	120,64	-0,48043	120,74	-0,615976	120,64	-1,13888	120,64	-2,32
120,74	-1,0414	120,84	-0,831985	120,74	-0,155991	120,84	-0,236465	120,74	-0,227676	120,84	-0,0744781	120,84	-0,345627	120,84	-0,231766	120,84	-0,156235	120,84	-0,43602	120,74	-0,480026	120,84	-0,596848	120,74	-1,11894	120,74	-2,3196
120,84	-1,05626	120,94	-0,842716	120,84	-0,150528	120,94	-0,27338	120,84	-0,248764	120,94	-0,0746498	120,94	-0,338779	120,94	-0,24445	120,94	-0,153294	120,94	-0,458469	120,84	-0,475357	120,94	-0,604465	120,84	-1,11348	120,84	-2,31023
120,94	-1,10136	121,04	-0,849556	120,94	-0,172989	121,04	-0,308731	120,94	-0,273178	121,04	-0,0814972	121,04	-0,3339	121,04	-0,255997	121,04	-0,142563	121,04	-0,471176	120,94	-0,504837	121,04	-0,589035	120,94	-1,12617	120,94	-2,31316
121,04	-1,11015	121,14	-0,830216	121,04	-0,156387	121,14	-0,289384	121,04	-0,268295	121,14	-0,0406656	121,14	-0,316514	121,14	-0,25734	121,14	-0,1447	121,14	-0,467454	121,04	-0,498001	121,14	-0,593125	121,04	-1,15254	121,04	-2,31102
121,14	-1,10722	121,24	-0,832956	121,14	-0,150712	121,24	-0,278458	121,14	-0,241136	121,24	-0,0629368	121,24	-0,337626	121,24	-0,26594	121,24	-0,139633	121,24	-0,462387	121,14	-0,486466	121,24	-0,593912	121,14	-1,13515	121,14	-2,32213
121,24	-1,13847	121,34	-0,844498	121,24	-0,149551	121,34	-0,2892	121,24	-0,247787	121,34	-0,0697784	121,34	-0,345627	121,34	-0,266922	121,34	-0,13475	121,34	-0,480942	121,24	-0,497025	121,34	-0,567551	121,24	-1,1086	121,24	-2,32683
121,34	-1,1414	121,44	-0,844687	121,34	-0,157181	121,44	-0,274557	121,34	-0,261276	121,44	-0,0512295	121,44	-0,327078	121,44	-0,254232	121,44	-0,129873	121,44	-0,478811	121,34	-0,484329	121,44	-0,558767	121,34	-1,08888	121,34	-2,33171
121,44	-1,12675	121,54	-0,854045	121,44	-0,13588	121,54	-0,276108	121,44	-0,249741	121,54	-0,0418549	121,54	-0,324718	121,54	-0,246017	121,54	-0,14003	121,54	-0,465897	121,44	-0,457962	121,54	-0,54274	121,44	-1,07735	121,44	-2,32487
121,54	-1,1244	121,64	-0,834921	121,54	-0,160873	121,64	-0,268698	121,54	-0,251297	121,64	-0,0473232	121,64	-0,3095	121,64	-0,232748	121,64	-0,122061	121,64	-0,448721	121,54	-0,450546	121,64	-0,513845	121,54	-1,05275	121,54	-2,32838
121,64	-1,12285	121,74	-0,843706	121,64	-0,133927	121,74	-0,267715	121,64	-0,247793	121,74	-0,032671	121,74	-0,283129	121,74	-0,236467	121,74	-0,113266	121,74	-0,432114	121,64	-0,463827	121,74	-0,509752	121,64	-0,997274	121,64	-2,29949
121,74	-1,09727	121,84	-0,859329	121,74	-0,119278	121,84	-0,267715	121,74	-0,235092	121,84	-0,0385284	121,84	-0,293686	121,84	-0,239578	121,84	-0,0956879	121,84	-0,441879	121,74	-0,456985	121,84	-0,518723	121,74	-0,991226	121,74	-2,2946
121,84	-1,10234	121,94	-0,860117	121,84	-0,136856	121,94	-0,268503	121,84	-0,22728	121,94	-0,0490818	121,94	-0,306559	121,94	-0,243479	121,94	-0,109354	121,94	-0,44578	121,84	-0,460892	121,94	-0,512857	121,84	-1,0041	121,84	-2,28874
121,94	-1,09648	122,04	-0,864791	121,94	-0,136856	122,04	-0,267319	121,94	-0,22142	122,04	-0,0771942	122,04	-0,315932	122,04	-0,241135	122,04	-0,121475	122,04	-0,443436	121,94	-0,47731	122,04	-0,504654	121,94	-1,00801	121,94	-2,28288
