Cycle: 15  SMARTA2-9V  195 nM_X	Cycle: 15  SMARTA2-9V  195 nM_Y	Cycle: 16  SMARTA2-9V  390 nM_X	Cycle: 16  SMARTA2-9V  390 nM_Y	Cycle: 17  SMARTA2-9V  780 nM_X	Cycle: 17  SMARTA2-9V  780 nM_Y	Cycle: 18  SMARTA2-9V  1560 nM_X	Cycle: 18  SMARTA2-9V  1560 nM_Y	Cycle: 19  SMARTA2-9V  3125 nM_X	Cycle: 19  SMARTA2-9V  3125 nM_Y	Cycle: 20  SMARTA2-9V  6250 nM_X	Cycle: 20  SMARTA2-9V  6250 nM_Y	Cycle: 21  SMARTA2-9V  12500 nM_X	Cycle: 21  SMARTA2-9V  12500 nM_Y	Cycle: 22  SMARTA2-9V  25000 nM_X	Cycle: 22  SMARTA2-9V  25000 nM_Y	Cycle: 23  SMARTA2-9V  50000 nM_X	Cycle: 23  SMARTA2-9V  50000 nM_Y	Cycle: 24  SMARTA2-9V  100000 nM_X	Cycle: 24  SMARTA2-9V  100000 nM_Y
200,44	-0,348328	200,44	-0,401672	200,44	-0,499817	200,44	-0,223328	200,44	0,142929	200,44	2,10345	200,44	2,63922	200,44	2,68437	200,44	1,78473	200,44	-3,97528
200,54	-0,358795	200,54	-0,419983	200,54	-0,508331	200,54	-0,227966	200,54	0,138275	200,54	2,09296	200,54	2,63461	200,54	2,67972	200,54	1,78403	200,54	-4,00409
200,64	-0,389343	200,64	-0,451721	200,64	-0,531067	200,64	-0,233093	200,64	0,11554	200,64	2,05267	200,64	2,63727	200,64	2,67339	200,64	1,74957	200,64	-4,00922
200,74	-0,369812	200,74	-0,42511	200,74	-0,538879	200,74	-0,217468	200,74	0,13707	200,74	2,06244	200,74	2,65289	200,74	2,69609	200,74	1,74957	200,74	-4,02094
200,84	-0,354187	200,84	-0,42511	200,84	-0,525208	200,84	-0,201843	200,84	0,152649	200,84	2,06244	200,84	2,66266	200,84	2,69019	200,84	1,7691	200,84	-4,01508
200,94	-0,365906	200,94	-0,434875	200,94	-0,525208	200,94	-0,213562	200,94	0,152695	200,94	2,05658	200,94	2,66656	200,94	2,69414	200,94	1,74371	200,94	-4,0163
201,04	-0,358063	201,04	-0,434875	201,04	-0,515411	201,04	-0,207703	201,04	0,152679	201,04	2,05853	201,04	2,66855	201,04	2,7117	201,04	1,7496	201,04	-4,00922
201,14	-0,381531	201,14	-0,436829	201,14	-0,509583	201,14	-0,208923	201,14	0,156555	201,14	2,02142	201,14	2,66071	201,14	2,67851	201,14	1,72882	201,14	-4,02484
201,24	-0,362	201,24	-0,438782	201,24	-0,484192	201,24	-0,170593	201,24	0,148788	201,24	2,02338	201,24	2,67316	201,24	2,69023	201,24	1,74176	201,24	-4,01312
201,34	-0,365906	201,34	-0,442688	201,34	-0,472473	201,34	-0,1745	201,34	0,135071	201,34	2,02142	201,34	2,67633	201,34	2,68237	201,34	1,75739	201,34	-3,9975
201,44	-0,391296	201,44	-0,446594	201,44	-0,476379	201,44	-0,178406	201,44	0,121445	201,44	2,02142	201,44	2,66266	201,44	2,68828	201,44	1,75934	201,44	-4,00531
201,54	-0,401016	201,54	-0,471985	201,54	-0,481461	201,54	-0,194031	201,54	0,121445	201,54	2,00653	201,54	2,65685	201,54	2,68437	201,54	1,75743	201,54	-4,00653
201,64	-0,388611	201,64	-0,465393	201,64	-0,456848	201,64	-0,192078	201,64	0,121399	201,64	2,01947	201,64	2,63922	201,64	2,69096	201,64	1,77887	201,64	-3,99359
201,74	-0,378357	201,74	-0,445374	201,74	-0,447815	201,74	-0,198669	201,74	0,121445	201,74	2,02264	201,74	2,6131	201,74	2,67583	201,74	1,77423	201,74	-4,00018
201,84	-0,385437	201,84	-0,45636	201,84	-0,450989	201,84	-0,194031	201,84	0,111633	201,84	2,01556	201,84	2,58649	201,84	2,65308	201,84	1,77179	201,84	-3,98773
201,94	-0,395203	201,94	-0,430969	201,94	-0,431458	201,94	-0,164734	201,94	0,10582	201,94	2,02533	201,94	2,61578	201,94	2,64922	201,94	1,78668	201,94	-3,97797
202,04	-0,402969	202,04	-0,446594	202,04	-0,429459	202,04	-0,162781	202,04	0,0882416	202,04	2,02142	202,04	2,62169	202,04	2,64922	202,04	1,81017	202,04	-3,96552
202,14	-0,408875	202,14	-0,446594	202,14	-0,419739	202,14	-0,158875	202,14	0,0921021	202,14	2,02728	202,14	2,63141	202,14	2,66093	202,14	1,81989	202,14	-3,95062
202,24	-0,395203	202,24	-0,42511	202,24	-0,409973	202,24	-0,145203	202,24	0,101913	202,24	2,05658	202,24	2,64581	202,24	2,67461	202,24	1,83356	202,24	-3,91547
202,34	-0,39325	202,34	-0,415344	202,34	-0,419739	202,34	-0,158142	202,34	0,101868	202,34	2,0683	202,34	2,66266	202,34	2,69019	202,34	1,82965	202,34	-3,89984
202,44	-0,420593	202,44	-0,42511	202,44	-0,429504	202,44	-0,147156	202,44	0,107773	202,44	2,06244	202,44	2,66266	202,44	2,69023	202,44	1,82965	202,44	-3,88934
202,54	-0,404922	202,54	-0,401672	202,54	-0,400162	202,54	-0,127625	202,54	0,125351	202,54	2,06244	202,54	2,67442	202,54	2,7039	202,54	1,8441	202,54	-3,86859
202,64	-0,388611	202,64	-0,395813	202,64	-0,394348	202,64	-0,13739	202,64	0,133118	202,64	2,04291	202,64	2,65289	202,64	2,71562	202,64	1,8316	202,64	-3,87836
202,74	-0,410828	202,74	-0,389954	202,74	-0,40802	202,74	-0,127625	202,74	0,117538	202,74	2,04291	202,74	2,66461	202,74	2,70464	202,74	1,84528	202,74	-3,8725
202,84	-0,412781	202,84	-0,381409	202,84	-0,400208	202,84	-0,117859	202,84	0,11554	202,84	2,04291	202,84	2,68805	202,84	2,74487	202,84	1,87457	202,84	-3,86469
202,94	-0,416687	202,94	-0,374329	202,94	-0,417786	202,94	-0,125671	202,94	0,119476	202,94	2,02924	202,94	2,69391	202,94	2,741	202,94	1,8609	202,94	-3,87054
203,04	-0,440811	203,04	-0,400452	203,04	-0,426285	203,04	-0,149841	203,04	0,110947	203,04	2,02142	203,04	2,67174	203,04	2,73833	203,04	1,82896	203,04	-3,88617
203,14	-0,414734	203,14	-0,391907	203,14	-0,435364	203,14	-0,139343	203,14	0,125305	203,14	2,04681	203,14	2,68219	203,14	2,75468	203,14	1,82184	203,14	-3,85492
203,24	-0,410828	203,24	-0,407532	203,24	-0,447083	203,24	-0,145203	203,24	0,119492	203,24	2,04095	203,24	2,66534	203,24	2,73125	203,24	1,81012	203,24	-3,86273
203,34	-0,410828	203,34	-0,407532	203,34	-0,436584	203,34	-0,133484	203,34	0,125305	203,34	2,06049	203,34	2,68219	203,34	2,75659	203,34	1,82648	203,34	-3,86273
203,44	-0,410828	203,44	-0,407532	203,44	-0,43927	203,44	-0,129578	203,44	0,129974	203,44	2,05658	203,44	2,68219	203,44	2,74759	203,44	1,83942	203,44	-3,8764
203,54	-0,420547	203,54	-0,403625	203,54	-0,464615	203,54	-0,139343	203,54	0,10582	203,54	2,05658	203,54	2,67638	203,54	2,74101	203,54	1,80235	203,54	-3,89716
203,64	-0,420593	203,64	-0,407532	203,64	-0,464661	203,64	-0,148376	203,64	0,107727	203,64	2,06244	203,64	2,67828	203,64	2,72929	203,64	1,7984	203,64	-3,90375
203,74	-0,429626	203,74	-0,411438	203,74	-0,458801	203,74	-0,131531	203,74	0,0921478	203,74	2,05853	203,74	2,67242	203,74	2,73125	203,74	1,81207	203,74	-3,91351
203,84	-0,414734	203,84	-0,413391	203,84	-0,450989	203,84	-0,133484	203,84	0,0921021	203,84	2,04681	203,84	2,66656	203,84	2,71362	203,84	1,81207	203,84	-3,9057
203,94	-0,39325	203,94	-0,411438	203,94	-0,43927	203,94	-0,127625	203,94	0,111679	203,94	2,0722	203,94	2,67242	203,94	2,7	203,94	1,81793	203,94	-3,89008
204,04	-0,369766	204,04	-0,416565	204,04	-0,439224	204,04	-0,117859	204,04	0,13121	204,04	2,07806	204,04	2,6627	204,04	2,70976	204,04	1,80894	204,04	-3,88422
204,14	-0,379578	204,14	-0,401672	204,14	-0,429504	204,14	-0,127625	204,14	0,111633	204,14	2,06635	204,14	2,6673	204,14	2,7	204,14	1,82379	204,14	-3,87958
204,24	-0,377625	204,24	-0,405579	204,24	-0,427551	204,24	-0,13739	204,24	0,0921478	204,24	2,05853	204,24	2,67438	204,24	2,68047	204,24	1,81012	204,24	-3,89984
204,34	-0,381531	204,34	-0,407532	204,34	-0,433411	204,34	-0,147156	204,34	0,0979614	204,34	2,04364	204,34	2,67047	204,34	2,68042	204,34	1,83356	204,34	-3,89398
204,44	-0,39325	204,44	-0,41925	204,44	-0,43927	204,44	-0,153015	204,44	0,0667419	204,44	2,02533	204,44	2,64899	204,44	2,66483	204,44	1,83551	204,44	-3,90375
204,54	-0,404907	204,54	-0,421204	204,54	-0,450928	204,54	-0,1745	204,54	0,0355225	204,54	1,99799	204,54	2,6178	204,54	2,6441	204,54	1,81213	204,54	-3,89984
204,64	-0,372498	204,64	-0,398499	204,64	-0,428284	204,64	-0,16156	204,64	0,0679321	204,64	2,02069	204,64	2,64435	204,64	2,65237	204,64	1,85504	204,64	-3,87909
204,74	-0,381531	204,74	-0,407532	204,74	-0,466614	204,74	-0,179626	204,74	0,0257416	204,74	2,00775	204,74	2,62164	204,74	2,62968	204,74	1,85895	204,74	-3,8913
204,84	-0,371765	204,84	-0,388	204,84	-0,466614	204,84	-0,178406	204,84	0,0296021	204,84	2,01556	204,84	2,63531	204,84	2,61401	204,84	1,85699	204,84	-3,88031
204,94	-0,360046	204,94	-0,388	204,94	-0,465881	204,94	-0,178406	204,94	0,0401306	204,94	2,01752	204,94	2,6568	204,94	2,6199	204,94	1,86871	204,94	-3,88422
205,04	-0,373672	205,04	-0,389954	205,04	-0,488052	205,04	-0,182312	205,04	0,031601	205,04	2,00189	205,04	2,65294	205,04	2,61015	205,04	1,85899	205,04	-3,87054
205,14	-0,379578	205,14	-0,395813	205,14	-0,478333	205,14	-0,197937	205,14	0,0315552	205,14	2,00189	205,14	2,66266	205,14	2,60039	205,14	1,87262	205,14	-3,86469
205,24	-0,36908	205,24	-0,395081	205,24	-0,484192	205,24	-0,178406	205,24	0,0374603	205,24	2,02924	205,24	2,67316	205,24	2,61992	205,24	1,87848	205,24	-3,85492
205,34	-0,371765	205,34	-0,397766	205,34	-0,484192	205,34	-0,192078	205,34	0,0315552	205,34	2,01166	205,34	2,67438	205,34	2,63037	205,34	1,89288	205,34	-3,86005
205,44	-0,383484	205,44	-0,409485	205,44	-0,493958	205,44	-0,203796	205,44	0,0218506	205,44	2,00775	205,44	2,65875	205,44	2,62579	205,44	1,87457	205,44	-3,86469
205,54	-0,371719	205,54	-0,388	205,54	-0,464615	205,54	-0,178406	205,54	0,062851	205,54	2,02142	205,54	2,67052	205,54	2,63164	205,54	1,87071	205,54	-3,82367
205,64	-0,373718	205,64	-0,399719	205,64	-0,484192	205,64	-0,166687	205,64	0,0960083	205,64	2,02142	205,64	2,67828	205,64	2,65508	205,64	1,87848	205,64	-3,82953
205,74	-0,372498	205,74	-0,394592	205,74	-0,475159	205,74	-0,177185	205,74	0,0972748	205,74	2,02338	205,74	2,68341	205,74	2,66606	205,74	1,8797	205,74	-3,8244
205,84	-0,389343	205,84	-0,399719	205,84	-0,47052	205,84	-0,158875	205,84	0,0999146	205,84	2,01166	205,84	2,67242	205,84	2,67847	205,84	1,87457	205,84	-3,82098
205,94	-0,379578	205,94	-0,411438	205,94	-0,472473	205,94	-0,158875	205,94	0,094101	205,94	2,01556	205,94	2,66656	205,94	2,68242	205,94	1,87262	205,94	-3,82562
206,04	-0,404922	206,04	-0,411438	206,04	-0,482193	206,04	-0,164734	206,04	0,0948334	206,04	2,01361	206,04	2,65685	206,04	2,69414	206,04	1,86754	206,04	-3,82953
206,14	-0,39325	206,14	-0,409485	206,14	-0,454895	206,14	-0,162781	206,14	0,101868	206,14	2,01361	206,14	2,65167	206,14	2,71953	206,14	1,88043	206,14	-3,82953
206,24	-0,399109	206,24	-0,415344	206,24	-0,458801	206,24	-0,158142	206,24	0,111664	206,24	2,01361	206,24	2,65485	206,24	2,70584	206,24	1,88043	206,24	-3,83344
206,34	-0,399109	206,34	-0,415344	206,34	-0,474426	206,34	-0,160828	206,34	0,113586	206,34	2,00385	206,34	2,64117	206,34	2,68115	206,34	1,87067	206,34	-3,85492
206,44	-0,389343	206,44	-0,405579	206,44	-0,469788	206,44	-0,153015	206,44	0,13707	206,44	2,02728	206,44	2,6275	206,44	2,70586	206,44	1,88824	206,44	-3,83661
206,54	-0,391266	206,54	-0,417297	206,54	-0,478302	206,54	-0,153015	206,54	0,137054	206,54	2,02142	206,54	2,64706	206,54	2,70975	206,54	1,89413	206,54	-3,84125
206,64	-0,420593	206,64	-0,436829	206,64	-0,509583	206,64	-0,184265	206,64	0,11554	206,64	2,02142	206,64	2,63336	206,64	2,7	206,64	1,87262	206,64	-3,85492
206,74	-0,410095	206,74	-0,436096	206,74	-0,497864	206,74	-0,178406	206,74	0,101913	206,74	2,04095	206,74	2,64313	206,74	2,69023	206,74	1,87921	206,74	-3,86078
206,84	-0,422546	206,84	-0,434875	206,84	-0,493958	206,84	-0,170593	206,84	0,0921021	206,84	2,03705	206,84	2,63336	206,84	2,69995	206,84	1,8902	206,84	-3,84711
206,94	-0,404968	206,94	-0,444641	206,94	-0,480286	206,94	-0,1745	206,94	0,101913	206,94	2,04559	206,94	2,64313	206,94	2,7039	206,94	1,88824	206,94	-3,83539
207,04	-0,413467	207,04	-0,445374	207,04	-0,484879	207,04	-0,177185	207,04	0,101181	207,04	2,05389	207,04	2,63268	207,04	2,70903	207,04	1,88951	207,04	-3,84589
207,14	-0,41864	207,14	-0,452454	207,14	-0,486145	207,14	-0,195984	207,14	0,0947876	207,14	2,05658	207,14	2,62164	207,14	2,68829	207,14	1,89215	207,14	-3,84052
207,24	-0,416687	207,24	-0,432922	207,24	-0,472473	207,24	-0,16864	207,24	0,115585	207,24	2,08197	207,24	2,63605	207,24	2,69218	207,24	1,92145	207,24	-3,82953
207,34	-0,408875	207,34	-0,440735	207,34	-0,490051	207,34	-0,188171	207,34	0,0784302	207,34	2,0722	207,34	2,65289	207,34	2,68823	207,34	1,92145	207,34	-3,82953
207,44	-0,428406	207,44	-0,452454	207,44	-0,50177	207,44	-0,197937	207,44	0,0765228	207,44	2,07611	207,44	2,64703	207,44	2,68828	207,44	1,91241	207,44	-3,83929
207,54	-0,440079	207,54	-0,452454	207,54	-0,507584	207,54	-0,208923	207,54	0,0511322	207,54	2,05072	207,54	2,64122	207,54	2,66753	207,54	1,91759	207,54	-3,83539
207,64	-0,432312	207,64	-0,446594	207,64	-0,473694	207,64	-0,190125	207,64	0,0628052	207,64	2,0722	207,64	2,63922	207,64	2,68047	207,64	1,92926	207,64	-3,83344
207,74	-0,414734	207,74	-0,432922	207,74	-0,452942	207,74	-0,172546	207,74	0,0726166	207,74	2,06244	207,74	2,64703	207,74	2,69414	207,74	1,94489	207,74	-3,82489
207,84	-0,41864	207,84	-0,420471	207,84	-0,449036	207,84	-0,176453	207,84	0,0549927	207,84	2,06635	207,84	2,66266	207,84	2,69995	207,84	1,94293	207,84	-3,81976
207,94	-0,408875	207,94	-0,407532	207,94	-0,456848	207,94	-0,176453	207,94	0,0726166	207,94	2,06317	207,94	2,67828	207,94	2,69023	207,94	1,94879	207,94	-3,81
208,04	-0,404922	208,04	-0,395813	208,04	-0,454849	208,04	-0,16864	208,04	0,0569916	208,04	2,0722	208,04	2,67833	208,04	2,68828	208,04	1,9586	208,04	-3,80414
208,14	-0,416687	208,14	-0,401672	208,14	-0,47052	208,14	-0,16864	208,14	0,0647583	208,14	2,07611	208,14	2,70563	208,14	2,68243	208,14	1,9527	208,14	-3,78656
208,24	-0,39325	208,24	-0,388	208,24	-0,456848	208,24	-0,156921	208,24	0,0733337	208,24	2,08392	208,24	2,71344	208,24	2,69608	208,24	1,95929	208,24	-3,76312
208,34	-0,406189	208,34	-0,401672	208,34	-0,47052	208,34	-0,154968	208,34	0,0628052	208,34	2,07611	208,34	2,71613	208,34	2,68237	208,34	1,95465	208,34	-3,7663
208,44	-0,412781	208,44	-0,405579	208,44	-0,454895	208,44	-0,14325	208,44	0,062851	208,44	2,08197	208,44	2,7193	208,44	2,7	208,44	1,94879	208,44	-3,77289
208,54	-0,395157	208,54	-0,395813	208,54	-0,450943	208,54	-0,145203	208,54	0,0569916	208,54	2,07611	208,54	2,72716	208,54	2,69292	208,54	1,96446	208,54	-3,75922
208,64	-0,408875	208,64	-0,415344	208,64	-0,449036	208,64	-0,162781	208,64	0,0588989	208,64	2,08197	208,64	2,72321	208,64	2,70193	208,64	1,95074	208,64	-3,78265
208,74	-0,419373	208,74	-0,435608	208,74	-0,475159	208,74	-0,198669	208,74	0,0425873	208,74	2,06757	208,74	2,71271	208,74	2,69145	208,74	1,94025	208,74	-3,78925
208,84	-0,420593	208,84	-0,446594	208,84	-0,481506	208,84	-0,190125	208,84	0,0452271	208,84	2,07489	208,84	2,69196	208,84	2,69409	208,84	1,93121	208,84	-3,79242
208,94	-0,412781	208,94	-0,446594	208,94	-0,464661	208,94	-0,199158	208,94	0,0608978	208,94	2,06244	208,94	2,70172	208,94	2,7	208,94	1,94879	208,94	-3,76508
209,04	-0,404922	209,04	-0,441956	209,04	-0,464615	209,04	-0,1745	209,04	0,0706635	209,04	2,08197	209,04	2,71153	209,04	2,7039	209,04	1,95348	209,04	-3,75067
209,14	-0,39325	209,14	-0,448547	209,14	-0,464661	209,14	-0,182312	209,14	0,0803833	209,14	2,0722	209,14	2,72321	209,14	2,70976	209,14	1,94879	209,14	-3,74945
209,24	-0,389343	209,24	-0,444641	209,24	-0,454895	209,24	-0,188171	209,24	0,0706635	209,24	2,0722	209,24	2,69196	209,24	2,70586	209,24	1,9566	209,24	-3,73383
209,34	-0,39325	209,34	-0,444641	209,34	-0,435364	209,34	-0,188171	209,34	0,0811157	209,34	2,09369	209,34	2,70172	209,34	2,70972	209,34	1,95074	209,34	-3,73969
209,44	-0,385437	209,44	-0,434875	209,44	-0,435364	209,44	-0,194031	209,44	0,0921478	209,44	2,09369	209,44	2,69196	209,44	2,7144	209,44	1,95465	209,44	-3,72992
209,54	-0,360001	209,54	-0,42511	209,54	-0,433365	209,54	-0,180359	209,54	0,113632	209,54	2,08392	209,54	2,68297	209,54	2,69804	209,54	1,96446	209,54	-3,71942
209,64	-0,363953	209,64	-0,409485	209,64	-0,423645	209,64	-0,190125	209,64	0,123352	209,64	2,09369	209,64	2,68414	209,64	2,69609	209,64	1,9566	209,64	-3,72211
209,74	-0,348328	209,74	-0,413391	209,74	-0,427551	209,74	-0,186218	209,74	0,113632	209,74	2,09369	209,74	2,69391	209,74	2,69804	209,74	1,95074	209,74	-3,72211
209,84	-0,348328	209,84	-0,409485	209,84	-0,43927	209,84	-0,172546	209,84	0,107727	209,84	2,09369	209,84	2,69977	209,84	2,68628	209,84	1,93512	209,84	-3,73383
209,94	-0,360046	209,94	-0,410217	209,94	-0,459534	209,94	-0,179138	209,94	0,110931	209,94	2,08124	209,94	2,69904	209,94	2,66995	209,94	1,93829	209,94	-3,72479
210,04	-0,360001	210,04	-0,417297	210,04	-0,486099	210,04	-0,180359	210,04	0,0999603	210,04	2,09052	210,04	2,692	210,04	2,65508	210,04	1,90855	210,04	-3,74945
210,14	-0,365906	210,14	-0,427063	210,14	-0,486145	210,14	-0,185486	210,14	0,0999146	210,14	2,08588	210,14	2,67242	210,14	2,64336	210,14	1,91364	210,14	-3,76703
210,24	-0,373718	210,24	-0,446594	210,24	-0,485413	210,24	-0,182312	210,24	0,0999451	210,24	2,09174	210,24	2,66266	210,24	2,6492	210,24	1,91364	210,24	-3,76508
210,34	-0,399109	210,34	-0,466125	210,34	-0,484192	210,34	-0,188171	210,34	0,107727	210,34	2,09174	210,34	2,67242	210,34	2,64917	210,34	1,90973	210,34	-3,78387
210,44	-0,412781	210,44	-0,460266	210,44	-0,484192	210,44	-0,176453	210,44	0,101913	210,44	2,08197	210,44	2,66852	210,44	2,62968	210,44	1,91949	210,44	-3,78265
210,54	-0,408829	210,54	-0,475159	210,54	-0,484146	210,54	-0,176453	210,54	0,0980072	210,54	2,08197	210,54	2,68224	210,54	2,64995	210,54	1,90001	210,54	-3,77289
210,64	-0,414734	210,64	-0,483704	210,64	-0,493958	210,64	-0,172546	210,64	0,0869751	210,64	2,08197	210,64	2,68683	210,64	2,67459	210,64	1,90387	210,64	-3,75531
210,74	-0,444031	210,74	-0,505188	210,74	-0,515442	210,74	-0,192078	210,74	0,0823822	210,74	2,0722	210,74	2,66266	210,74	2,64922	210,74	1,88898	210,74	-3,76508
210,84	-0,445984	210,84	-0,505188	210,84	-0,50177	210,84	-0,194031	210,84	0,0823364	210,84	2,08588	210,84	2,66266	210,84	2,66479	210,84	1,8941	210,84	-3,73773
210,94	-0,44989	210,94	-0,495422	210,94	-0,486145	210,94	-0,182312	210,94	0,0921478	210,94	2,0976	210,94	2,66266	210,94	2,6707	210,94	1,89996	210,94	-3,71552
211,04	-0,415909	211,04	-0,462219	211,04	-0,472427	211,04	-0,1745	211,04	0,10582	211,04	2,1015	211,04	2,6881	211,04	2,68047	211,04	1,92345	211,04	-3,69672
211,14	-0,413513	211,14	-0,457092	211,14	-0,471252	211,14	-0,159607	211,14	0,097229	211,14	2,09174	211,14	2,67755	211,14	2,6895	211,14	1,92853	211,14	-3,6701
211,24	-0,416687	211,24	-0,454407	211,24	-0,473694	211,24	-0,160828	211,24	0,0843201	211,24	2,09564	211,24	2,6861	211,24	2,68631	211,24	1,94098	211,24	-3,65179
211,34	-0,430359	211,34	-0,460266	211,34	-0,495911	211,34	-0,169861	211,34	0,0706177	211,34	2,0976	211,34	2,66266	211,34	2,68896	211,34	1,92731	211,34	-3,6557
211,44	-0,426453	211,44	-0,48761	211,44	-0,515442	211,44	-0,188171	211,44	0,0608978	211,44	2,09564	211,44	2,6568	211,44	2,67461	211,44	1,93121	211,44	-3,66156
211,54	-0,444	211,54	-0,497375	211,54	-0,538849	211,54	-0,188171	211,54	0,0472107	211,54	2,10345	211,54	2,6373	211,54	2,67654	211,54	1,92221	211,54	-3,6745
211,64	-0,459656	211,64	-0,495422	211,64	-0,56427	211,64	-0,186218	211,64	0,0315552	211,64	2,09369	211,64	2,6236	211,64	2,66093	211,64	1,92926	211,64	-3,6889
211,74	-0,440125	211,74	-0,470032	211,74	-0,538879	211,74	-0,180359	211,74	0,0413666	211,74	2,11322	211,74	2,62164	211,74	2,6707	211,74	1,94098	211,74	-3,66937
211,84	-0,408875	211,84	-0,461487	211,84	-0,519348	211,84	-0,172546	211,84	0,0608521	211,84	2,12689	211,84	2,64313	211,84	2,69409	211,84	1,95465	211,84	-3,64008
211,94	-0,41864	211,94	-0,468079	211,94	-0,513489	211,94	-0,156921	211,94	0,0713959	211,94	2,12885	211,94	2,65363	211,94	2,68633	211,94	1,96051	211,94	-3,64398
212,04	-0,412735	212,04	-0,473938	212,04	-0,523209	212,04	-0,170593	212,04	0,0687103	212,04	2,11322	212,04	2,66466	212,04	2,6707	212,04	1,97032	212,04	-3,68304
212,14	-0,434265	212,14	-0,479797	212,14	-0,53302	212,14	-0,172546	212,14	0,0686646	212,14	2,11786	212,14	2,62555	212,14	2,66875	212,14	1,96442	212,14	-3,6889
212,24	-0,419861	212,24	-0,479797	212,24	-0,525208	212,24	-0,172546	212,24	0,0686951	212,24	2,12299	212,24	2,6236	212,24	2,67459	212,24	1,96832	212,24	-3,69208
212,34	-0,451843	212,34	-0,495422	212,34	-0,529114	212,34	-0,188171	212,34	0,0725708	212,34	2,10345	212,34	2,61383	212,34	2,66943	212,34	1,95343	212,34	-3,71429
212,44	-0,444031	212,44	-0,485657	212,44	-0,50177	212,44	-0,188171	212,44	0,0862885	212,44	2,11322	212,44	2,63336	212,44	2,68437	212,44	1,97418	212,44	-3,71039
212,54	-0,424438	212,54	-0,471985	212,54	-0,486084	212,54	-0,184265	212,54	0,0921631	212,54	2,11127	212,54	2,63733	212,54	2,69415	212,54	1,97424	212,54	-3,70062
212,64	-0,378357	212,64	-0,445374	212,64	-0,443176	212,64	-0,156921	212,64	0,112854	212,64	2,14374	212,64	2,68341	212,64	2,72073	212,64	1,99103	212,64	-3,66034
212,74	-0,381531	212,74	-0,452454	212,74	-0,449036	212,74	-0,178406	212,74	0,109726	212,74	2,1308	212,74	2,66071	212,74	2,69804	212,74	1,98395	212,74	-3,66278
212,84	-0,410828	212,84	-0,473938	212,84	-0,480286	212,84	-0,1745	212,84	0,123352	212,84	2,12103	212,84	2,67438	212,84	2,69214	212,84	1,9527	212,84	-3,64984
212,94	-0,440125	212,94	-0,475891	212,94	-0,497864	212,94	-0,188171	212,94	0,0960388	212,94	2,1015	212,94	2,6568	212,94	2,66873	212,94	1,94879	212,94	-3,65961
213,04	-0,449844	213,04	-0,479797	213,04	-0,513443	213,04	-0,217468	213,04	0,0804291	213,04	2,08197	213,04	2,64195	213,04	2,65508	213,04	1,92931	213,04	-3,66351
213,14	-0,445984	213,14	-0,471252	213,14	-0,509583	213,14	-0,203796	213,14	0,085022	213,14	2,0722	213,14	2,65875	213,14	2,64336	213,14	1,92413	213,14	-3,63031
213,24	-0,440125	213,24	-0,468079	213,24	-0,474426	213,24	-0,207703	213,24	0,0882416	213,24	2,0683	213,24	2,66071	213,24	2,64922	213,24	1,92145	213,24	-3,62054
213,34	-0,453796	213,34	-0,477844	213,34	-0,478333	213,34	-0,197937	213,34	0,0901489	213,34	2,07294	213,34	2,67438	213,34	2,62573	213,34	1,92145	213,34	-3,60419
213,44	-0,458923	213,44	-0,483704	213,44	-0,513489	213,44	-0,207703	213,44	0,0647888	213,44	2,08002	213,44	2,66461	213,44	2,6011	213,44	1,91168	213,44	-3,59906
213,54	-0,479141	213,54	-0,511047	213,54	-0,534927	213,54	-0,209656	213,54	0,0355072	213,54	2,05658	213,54	2,63731	213,54	2,59453	213,54	1,89415	213,54	-3,61078
213,64	-0,488953	213,64	-0,505188	213,64	-0,544739	213,64	-0,208923	213,64	0,0491333	213,64	2,06244	213,64	2,64899	213,64	2,61015	213,64	1,90973	213,64	-3,60297
213,74	-0,504578	213,74	-0,495422	213,74	-0,550598	213,74	-0,211609	213,74	0,015976	213,74	2,0683	213,74	2,61774	213,74	2,61406	213,74	1,90778	213,74	-3,60883
213,84	-0,503357	213,84	-0,496155	213,84	-0,545471	213,84	-0,206482	213,84	1,52588e-3	213,84	2,07343	213,84	2,63263	213,84	2,61523	213,84	1,91949	213,84	-3,61542
213,94	-0,510437	213,94	-0,505188	213,94	-0,570129	213,94	-0,221375	213,94	-0,0328522	213,94	2,05267	213,94	2,61188	213,94	2,60039	213,94	1,89996	213,94	-3,65179
214,04	-0,498672	214,04	-0,513	214,04	-0,575943	214,04	-0,213562	214,04	-0,015274	214,04	2,06635	214,04	2,61656	214,04	2,60429	214,04	1,90392	214,04	-3,66083
214,14	-0,498718	214,14	-0,511047	214,14	-0,555725	214,14	-0,197937	214,14	-9,46045e-3	214,14	2,06244	214,14	2,62946	214,14	2,61992	214,14	1,91949	214,14	-3,66351
214,24	-0,487	214,24	-0,548157	214,24	-0,540833	214,24	-0,195984	214,24	-0,0269928	214,24	2,05072	214,24	2,60602	214,24	2,63164	214,24	1,90192	214,24	-3,68109
214,34	-0,490906	214,34	-0,567688	214,34	-0,558411	214,34	-0,203796	214,34	-0,0231323	214,34	2,05145	214,34	2,61188	214,34	2,62842	214,34	1,90778	214,34	-3,69086
214,44	-0,510437	214,44	-0,563782	214,44	-0,560364	214,44	-0,215515	214,44	-0,0504303	214,44	2,04681	214,44	2,60602	214,44	2,65508	214,44	1,90192	214,44	-3,70062
