Cycle: 15  SMARTA2-9V  195 nM_X	Cycle: 15  SMARTA2-9V  195 nM_Y	Cycle: 16  SMARTA2-9V  390 nM_X	Cycle: 16  SMARTA2-9V  390 nM_Y	Cycle: 17  SMARTA2-9V  780 nM_X	Cycle: 17  SMARTA2-9V  780 nM_Y	Cycle: 18  SMARTA2-9V  1560 nM_X	Cycle: 18  SMARTA2-9V  1560 nM_Y	Cycle: 19  SMARTA2-9V  3125 nM_X	Cycle: 19  SMARTA2-9V  3125 nM_Y	Cycle: 20  SMARTA2-9V  6250 nM_X	Cycle: 20  SMARTA2-9V  6250 nM_Y	Cycle: 21  SMARTA2-9V  12500 nM_X	Cycle: 21  SMARTA2-9V  12500 nM_Y	Cycle: 22  SMARTA2-9V  25000 nM_X	Cycle: 22  SMARTA2-9V  25000 nM_Y	Cycle: 23  SMARTA2-9V  50000 nM_X	Cycle: 23  SMARTA2-9V  50000 nM_Y	Cycle: 24  SMARTA2-9V  100000 nM_X	Cycle: 24  SMARTA2-9V  100000 nM_Y
2,14001	2,41339	2,14001	5,12292	2,14001	10,4533	2,14001	20,6353	2,14001	39,4847	2,14001	72,2285	2,14001	123,429	2,14008	193,848	2,14001	262,871	2,14001	310,467
2,23999	2,50128	2,23999	5,27997	2,23999	10,7521	2,23999	21,2318	2,24005	40,5746	2,23999	74,0097	2,23999	125,954	2,24005	196,615	2,23999	265,076	2,23999	312,089
2,34003	2,55127	2,34003	5,41589	2,34003	11,0424	2,34003	21,8032	2,34003	41,6187	2,34003	75,7257	2,34003	128,313	2,34003	199,179	2,34003	267,087	2,34003	313,532
2,44	2,61066	2,44	5,57294	2,44	11,3146	2,44	22,3333	2,44006	42,6078	2,44	77,3339	2,44	130,544	2,44006	201,545	2,44	268,666	2,44	314,804
2,54004	2,683	2,53998	5,71942	2,54004	11,5862	2,53998	22,8587	2,54004	43,5609	2,53998	78,8527	2,54004	132,646	2,54004	203,508	2,54004	270,374	2,53998	315,725
2,64001	2,75323	2,64001	5,862	2,64001	11,8439	2,64001	23,3763	2,64001	44,4925	2,64001	80,3046	2,64001	134,655	2,64008	205,604	2,64001	271,939	2,64001	316,766
2,73999	2,82159	2,73999	5,98309	2,73999	12,0959	2,73999	23,886	2,74005	45,3843	2,73999	81,7343	2,73999	136,551	2,74005	207,561	2,73999	273,403	2,73999	317,738
2,84003	2,87433	2,84003	6,09637	2,84003	12,3381	2,84003	24,3685	2,84003	46,2308	2,84003	83,0773	2,84003	138,361	2,84003	209,379	2,84003	274,749	2,84003	318,626
2,94	2,94464	2,94	6,23114	2,94	12,5998	2,94	24,8372	2,94006	47,0726	2,94	84,3867	2,94	140,1	2,94006	211,118	2,94	276,018	2,94	319,434
3,04004	2,99744	3,03998	6,34833	3,04004	12,844	3,03998	25,2786	3,04004	47,891	3,03998	85,6445	3,04004	141,725	3,04004	212,736	3,04004	277,182	3,03998	320,188
3,14001	3,03448	3,14001	6,44208	3,14001	13,0607	3,14001	25,681	3,14001	48,6702	3,14001	86,8417	3,14001	143,286	3,14008	214,249	3,14001	278,259	3,14001	320,849
3,23999	3,0755	3,23999	6,54248	3,23999	13,2502	3,23999	26,0833	3,24005	49,4066	3,23999	87,9824	3,23999	144,75	3,24005	215,66	3,23999	279,247	3,23999	321,435
3,34003	3,11066	3,34003	6,62567	3,34003	13,4494	3,34003	26,4778	3,34003	50,1312	3,34003	89,0722	3,34003	146,139	3,34003	216,975	3,34003	280,175	3,34003	321,981
3,44	3,13995	3,44	6,73114	3,44	13,6408	3,44	26,8646	3,44006	50,8168	3,44	90,1445	3,44	147,461	3,44006	218,25	3,44	281,053	3,44	322,508
3,54004	3,18298	3,53998	6,82294	3,54004	13,8381	3,53998	27,222	3,54004	51,4965	3,53998	91,1484	3,54004	148,741	3,54004	219,44	3,54004	281,856	3,53998	323,009
3,64001	3,21027	3,64001	6,93036	3,64001	14,0197	3,64001	27,5775	3,64001	52,1175	3,64001	92,1347	3,64001	149,941	3,64008	220,568	3,64001	282,616	3,64001	323,452
3,73999	3,24622	3,73999	7,03387	3,73999	14,2092	3,73999	27,9329	3,74005	52,7523	3,73999	93,0937	3,73999	151,094	3,74005	221,651	3,73999	283,376	3,73999	323,905
3,84003	3,29816	3,84003	7,1452	3,84003	14,4103	3,84003	28,2884	3,84003	53,3675	3,84003	93,9999	3,84003	152,231	3,84003	222,67	3,84003	284,089	3,84003	324,306
3,94	3,33252	3,94	7,22058	3,94	14,5764	3,94	28,6196	3,94006	53,9586	3,94	94,8761	3,94	153,287	3,94006	223,621	3,94	284,734	3,94	324,67
4,04004	3,37439	4,03998	7,29755	4,04004	14,7288	4,03998	28,931	4,04004	54,5179	4,03998	95,7226	4,04004	154,281	4,04004	224,52	4,04004	285,327	4,03998	325,009
4,14001	3,41925	4,14001	7,38348	4,14001	14,8908	4,14001	29,2669	4,14001	55,0667	4,14001	96,5449	4,14001	155,253	4,14008	225,374	4,14001	285,891	4,14001	325,311
4,23999	3,47003	4,23999	7,50262	4,23999	15,0705	4,23999	29,6068	4,24005	55,6254	4,23999	97,3476	4,23999	156,215	4,24005	226,219	4,23999	286,47	4,23999	325,636
4,34003	3,52081	4,34003	7,59326	4,34003	15,2248	4,34003	29,9212	4,34003	56,1663	4,34003	98,1249	4,34003	157,11	4,34003	227,032	4,34003	287,012	4,34003	325,954
4,44	3,56378	4,44	7,68817	4,44	15,383	4,44	30,2298	4,44006	56,6801	4,44	98,8468	4,44	157,973	4,44006	227,782	4,44	287,52	4,44	326,226
4,54004	3,60486	4,53998	7,77411	4,54004	15,5295	4,53998	30,5208	4,54004	57,1859	4,53998	99,541	4,54004	158,814	4,54004	228,508	4,54004	287,991	4,53998	326,466
4,64001	3,64581	4,64001	7,86395	4,64001	15,6896	4,64001	30,8021	4,64001	57,6761	4,64001	100,236	4,64001	159,59	4,64008	229,188	4,64001	288,436	4,64001	326,697
4,73999	3,66925	4,73999	7,92059	4,73999	15,8146	4,73999	31,0872	4,74005	58,1371	4,73999	100,877	4,73999	160,364	4,74005	229,832	4,73999	288,862	4,73999	326,921
4,84003	3,71106	4,84003	7,96552	4,84003	15,9553	4,84003	31,3411	4,84003	58,5882	4,84003	101,514	4,84003	161,092	4,84003	230,464	4,84003	289,247	4,84003	327,116
4,94	3,75519	4,94	8,05341	4,94	16,0842	4,94	31,6204	4,94006	59,0414	4,94	102,152	4,94	161,795	4,94006	231,089	4,94	289,64	4,94	327,339
5,04004	3,81189	5,03998	8,13544	5,04004	16,2346	5,03998	31,888	5,04004	59,4984	5,03998	102,779	5,04004	162,486	5,04004	231,701	5,04004	290,014	5,03998	327,543
5,14001	3,84113	5,14001	8,18427	5,14001	16,3447	5,14001	32,1321	5,14001	59,9105	5,14001	103,338	5,14001	163,133	5,14008	232,251	5,14001	290,344	5,14001	327,712
5,23999	3,88135	5,23999	8,25964	5,23999	16,4818	5,23999	32,3774	5,24005	60,3277	5,23999	103,898	5,23999	163,804	5,24005	232,814	5,23999	290,691	5,23999	327,912
5,34003	3,91339	5,34003	8,31708	5,34003	16,5822	5,34003	32,5911	5,34003	60,7042	5,34003	104,441	5,34003	164,393	5,34003	233,303	5,34003	290,997	5,34003	328,056
5,44	3,93878	5,44	8,38153	5,44	16,7131	5,44	32,8146	5,44006	61,0804	5,44	104,98	5,44	164,987	5,44006	233,78	5,44	291,296	5,44	328,208
5,54004	3,96033	5,53998	8,44873	5,54004	16,8245	5,53998	33,0384	5,54004	61,4691	5,53998	105,494	5,54004	165,551	5,54004	234,277	5,54004	291,591	5,53998	328,355
5,64001	4,01379	5,64001	8,52997	5,64001	16,9338	5,64001	33,261	5,64001	61,8187	5,64001	106,008	5,64001	166,103	5,64008	234,733	5,64001	291,876	5,64001	328,507
5,73999	4,05597	5,73999	8,60028	5,73999	17,0783	5,73999	33,4876	5,74005	62,1625	5,73999	106,521	5,73999	166,655	5,74005	235,175	5,73999	292,177	5,73999	328,655
5,84003	4,07159	5,84003	8,6452	5,84003	17,1701	5,84003	33,6575	5,84003	62,4925	5,84003	106,969	5,84003	167,141	5,84003	235,574	5,84003	292,413	5,84003	328,763
5,94	4,06573	5,94	8,69403	5,94	17,2639	5,94	33,8626	5,94006	62,8285	5,94	107,428	5,94	167,624	5,94006	235,964	5,94	292,656	5,94	328,851
6,04004	4,09704	6,03998	8,74677	6,04004	17,3772	6,03998	34,0521	6,04004	63,1605	6,03998	107,857	6,04004	168,114	6,04004	236,322	6,04004	292,888	6,03998	328,95
6,14001	4,10089	6,14001	8,79559	6,14001	17,4854	6,14001	34,2337	6,14001	63,4437	6,14001	108,283	6,14001	168,557	6,14008	236,675	6,14001	293,108	6,14001	329,048
6,23999	4,11066	6,23999	8,85419	6,23999	17,5861	6,23999	34,3978	6,24005	63,7484	6,23999	108,695	6,23999	169,011	6,24005	237,02	6,23999	293,339	6,23999	329,102
6,34003	4,13409	6,34003	8,90302	6,34003	17,6857	6,34003	34,5814	6,34003	64,0276	6,34003	109,107	6,34003	169,415	6,34003	237,334	6,34003	293,522	6,34003	329,191
6,44	4,15247	6,44	8,96161	6,44	17,7834	6,44	34,763	6,44006	64,3226	6,44	109,5	6,44	169,836	6,44006	237,684	6,44	293,729	6,44	329,27
6,54004	4,18689	6,53998	8,99872	6,54004	17,885	6,53998	34,9466	6,54004	64,6019	6,53998	109,873	6,54004	170,235	6,54004	238,008	6,54004	293,911	6,53998	329,339
6,64001	4,21533	6,64001	9,03894	6,64001	17,9799	6,64001	35,1157	6,64001	64,8667	6,64001	110,257	6,64001	170,635	6,64008	238,313	6,64001	294,082	6,64001	329,412
6,73999	4,2337	6,73999	9,06787	6,73999	18,0724	6,73999	35,2755	6,74005	65,1254	6,73999	110,611	6,73999	171,015	6,74005	238,614	6,73999	294,261	6,73999	329,479
6,84003	4,27863	6,84003	9,12372	6,84003	18,2033	6,84003	35,4583	6,84003	65,4163	6,84003	110,967	6,84003	171,383	6,84003	238,934	6,84003	294,45	6,84003	329,578
6,94	4,29425	6,94	9,1745	6,94	18,2853	6,94	35,6341	6,94006	65,6683	6,94	111,318	6,94	171,751	6,94006	239,229	6,94	294,622	6,94	329,643
7,04004	4,32049	7,03998	9,20966	7,04004	18,3741	7,03998	35,7923	7,04004	65,932	7,03998	111,664	7,04004	172,114	7,04004	239,514	7,04004	294,796	7,03998	329,716
7,14001	4,31183	7,14001	9,23309	7,14001	18,4357	7,14001	35,9212	7,14001	66,1468	7,14001	111,969	7,14001	172,42	7,14008	239,782	7,14001	294,936	7,14001	329,779
7,23999	4,32159	7,23999	9,2663	7,23999	18,5158	7,23999	36,0794	7,24005	66,389	7,23999	112,289	7,23999	172,747	7,24005	240,042	7,23999	295,082	7,23999	329,827
7,34003	4,34894	7,34003	9,2995	7,34003	18,5998	7,34003	36,2064	7,34003	66,6351	7,34003	112,613	7,34003	173,08	7,34003	240,275	7,34003	295,237	7,34003	329,905
7,44	4,38995	7,44	9,34442	7,44	18,7053	7,44	36,3724	7,44006	66,8715	7,44	112,928	7,44	173,405	7,44006	240,52	7,44	295,397	7,44	329,96
7,54004	4,40564	7,53998	9,38544	7,54004	18,7952	7,53998	36,5032	7,54004	67,1078	7,53998	113,23	7,54004	173,731	7,54004	240,762	7,54004	295,538	7,53998	330,006
7,64001	4,39972	7,64001	9,41003	7,64001	18,8685	7,64001	36,6313	7,64001	67,3413	7,64001	113,519	7,64001	174,025	7,64008	240,971	7,64001	295,666	7,64001	330,039
7,73999	4,41925	7,73999	9,43311	7,73999	18,9396	7,73999	36,7501	7,74005	67,5598	7,73999	113,781	7,73999	174,299	7,74005	241,189	7,73999	295,806	7,73999	330,074
7,84003	4,43097	7,84003	9,48505	7,84003	19,0049	7,84003	36,8821	7,84003	67,7874	7,84003	114,078	7,84003	174,594	7,84003	241,409	7,84003	295,928	7,84003	330,108
7,94	4,44464	7,94	9,51825	7,94	19,0588	7,94	36,9857	7,94006	67,9828	7,94	114,322	7,94	174,87	7,94006	241,607	7,94	296,038	7,94	330,106
8,04004	4,474	8,03998	9,55341	8,04004	19,135	8,03998	37,1321	8,04004	68,1918	8,03998	114,598	8,04004	175,131	8,04004	241,813	8,04004	296,153	8,03998	330,145
8,14001	4,51495	8,14001	9,59052	8,14001	19,2053	8,14001	37,2532	8,14001	68,3831	8,14001	114,848	8,14001	175,364	8,14008	242,018	8,14001	296,247	8,14001	330,161
8,23999	4,51886	8,23999	9,62372	8,23999	19,2697	8,23999	37,3724	8,24005	68,5824	8,23999	115,088	8,23999	175,61	8,24005	242,203	8,23999	296,36	8,23999	330,172
8,34003	4,54309	8,34003	9,65302	8,34003	19,3439	8,34003	37,4818	8,34003	68,7718	8,34003	115,297	8,34003	175,854	8,34003	242,374	8,34003	296,475	8,34003	330,196
8,44	4,56183	8,44	9,69403	8,44	19,4064	8,44	37,5931	8,44006	68,9496	8,44	115,519	8,44	176,073	8,44006	242,565	8,44	296,595	8,44	330,224
8,54004	4,56108	8,53998	9,74011	8,54004	19,4709	8,53998	37,7173	8,54004	69,1265	8,53998	115,737	8,54004	176,302	8,54004	242,759	8,54004	296,713	8,53998	330,246
8,64001	4,55988	8,64001	9,76318	8,64001	19,4943	8,64001	37,8107	8,64001	69,2757	8,64001	115,937	8,64001	176,512	8,64008	242,899	8,64001	296,794	8,64001	330,245
8,73999	4,56769	8,73999	9,79559	8,73999	19,551	8,73999	37,8978	8,74005	69,4164	8,73999	116,162	8,73999	176,719	8,74005	243,059	8,73999	296,902	8,73999	330,256
8,84003	4,58997	8,84003	9,83466	8,84003	19,6193	8,84003	38,0325	8,84003	69,6097	8,84003	116,383	8,84003	176,963	8,84003	243,233	8,84003	297,01	8,84003	330,286
8,94	4,59113	8,94	9,84442	8,94	19,6642	8,94	38,1224	8,94006	69,7707	8,94	116,557	8,94	177,139	8,94006	243,388	8,94	297,096	8,94	330,274
9,04004	4,59119	9,03998	9,86591	9,04004	19,7092	9,03998	38,2239	9,04004	69,9203	9,03998	116,764	9,04004	177,337	9,04004	243,531	9,04004	297,179	9,03998	330,292
9,14001	4,61456	9,14001	9,90497	9,14001	19,7853	9,14001	38,3314	9,14001	70,0726	9,14001	116,978	9,14001	177,551	9,14008	243,694	9,14001	297,26	9,14001	330,293
9,23999	4,64386	9,23999	9,92841	9,23999	19,8498	9,23999	38,4466	9,24005	70,2211	9,23999	117,187	9,23999	177,764	9,24005	243,854	9,23999	297,357	9,23999	330,311
9,34003	4,65167	9,34003	9,95184	9,34003	19,8857	9,34003	38,5364	9,34003	70,3597	9,34003	117,393	9,34003	177,946	9,34003	244,006	9,34003	297,428	9,34003	330,313
9,44	4,65363	9,44	9,96863	9,44	19,9388	9,44	38,6372	9,44006	70,5113	9,44	117,587	9,44	178,131	9,44006	244,17	9,44	297,502	9,44	330,301
9,54004	4,65955	9,53998	9,9917	9,54004	19,9944	9,53998	38,7208	9,54004	70,6508	9,53998	117,775	9,54004	178,313	9,54004	244,293	9,54004	297,561	9,53998	330,29
9,64001	4,68488	9,64001	10,0046	9,64001	20,0451	9,64001	38,8235	9,64001	70,8011	9,64001	117,969	9,64001	178,481	9,64008	244,423	9,64001	297,614	9,64001	330,299
9,73999	4,69073	9,73999	10,0085	9,73999	20,0783	9,73999	38,9036	9,74005	70,9105	9,73999	118,143	9,73999	178,635	9,74005	244,538	9,73999	297,643	9,73999	330,286
9,84003	4,71417	9,84003	10,0436	9,84003	20,1545	9,84003	39,0013	9,84003	71,0765	9,84003	118,336	9,84003	178,824	9,84003	244,694	9,84003	297,712	9,84003	330,292
9,94	4,7298	9,94	10,0886	9,94	20,2061	9,94	39,1028	9,94006	71,2113	9,94	118,529	9,94	178,981	9,94006	244,822	9,94	297,764	9,94	330,268
10,04	4,72481	10,04	10,1237	10,04	20,2464	10,04	39,1888	10,04	71,343	10,04	118,714	10,04	179,145	10,04	244,934	10,04	297,798	10,04	330,241
10,14	4,763	10,14	10,1558	10,14	20,3264	10,14	39,2825	10,14	71,5003	10,14	118,91	10,14	179,327	10,1401	245,09	10,14	297,873	10,14	330,267
10,24	4,76416	10,24	10,1796	10,24	20,3549	10,24	39,3618	10,2401	71,6129	10,24	119,06	10,24	179,492	10,2401	245,189	10,24	297,918	10,24	330,276
10,34	4,75909	10,34	10,2331	10,34	20,3947	10,34	39,4552	10,34	71,7601	10,34	119,232	10,34	179,655	10,34	245,303	10,34	297,989	10,34	330,278
10,44	4,77472	10,44	10,2741	10,44	20,4689	10,44	39,5599	10,4401	71,889	10,44	119,389	10,44	179,814	10,4401	245,434	10,44	298,063	10,44	330,275
10,54	4,79901	10,54	10,3132	10,54	20,5237	10,54	39,6321	10,54	72,0121	10,54	119,568	10,54	179,973	10,54	245,54	10,54	298,116	10,54	330,274
10,64	4,80011	10,64	10,3464	10,64	20,5732	10,64	39,7122	10,64	72,1116	10,64	119,711	10,64	180,104	10,6401	245,623	10,64	298,156	10,64	330,255
10,74	4,7923	10,74	10,3745	10,74	20,6213	10,74	39,7923	10,7401	72,2289	10,74	119,859	10,74	180,254	10,7401	245,704	10,74	298,202	10,74	330,222
10,84	4,79425	10,84	10,3952	10,84	20,676	10,84	39,8724	10,84	72,3519	10,84	119,998	10,84	180,405	10,84	245,821	10,84	298,272	10,84	330,2
10,94	4,78448	10,94	10,4186	10,94	20,6955	10,94	39,9349	10,9401	72,4515	10,94	120,119	10,94	180,524	10,9401	245,895	10,94	298,311	10,94	330,187
11,04	4,80134	11,04	10,4296	11,04	20,7358	11,04	40,0083	11,04	72,5718	11,04	120,243	11,04	180,642	11,04	245,984	11,04	298,354	11,04	330,19
11,14	4,82239	11,14	10,4518	11,14	20,7736	11,14	40,0794	11,14	72,6898	11,14	120,387	11,14	180,783	11,1401	246,088	11,14	298,382	11,14	330,177
11,24	4,82159	11,24	10,4675	11,24	20,8185	11,24	40,1517	11,2401	72,807	11,24	120,523	11,24	180,895	11,2401	246,163	11,24	298,421	11,24	330,157
11,34	4,83527	11,34	10,4976	11,34	20,8643	11,34	40,2325	11,34	72,9015	11,34	120,639	11,34	181,014	11,34	246,255	11,34	298,454	11,34	330,13
11,44	4,87042	11,44	10,5046	11,44	20,8986	11,44	40,3021	11,4401	73,0121	11,44	120,758	11,44	181,129	11,4401	246,334	11,44	298,477	11,44	330,101
11,54	4,88416	11,54	10,5182	11,54	20,9241	11,54	40,3724	11,54	73,1215	11,54	120,881	11,54	181,235	11,54	246,417	11,54	298,52	11,54	330,061
11,64	4,89581	11,64	10,5515	11,64	20,9611	11,64	40,429	11,64	73,2288	11,64	121,014	11,64	181,362	11,6401	246,516	11,64	298,546	11,64	330,04
11,74	4,91418	11,74	10,5671	11,74	20,9885	11,74	40,4915	11,7401	73,3519	11,74	121,129	11,74	181,471	11,7401	246,594	11,74	298,567	11,74	330,01
11,84	4,92706	11,84	10,5698	11,84	21,0244	11,84	40,5579	11,84	73,4476	11,84	121,238	11,84	181,592	11,84	246,678	11,84	298,593	11,84	329,999
11,94	4,93018	11,94	10,5956	11,94	21,0619	11,94	40,604	11,9401	73,5582	11,94	121,364	11,94	181,681	11,9401	246,761	11,94	298,618	11,94	329,972
12,04	4,94862	12,04	10,6061	12,04	21,0842	12,04	40,6634	12,04	73,6605	12,04	121,477	12,04	181,784	12,04	246,833	12,04	298,647	12,04	329,935
12,14	4,97003	12,14	10,6179	12,14	21,1057	12,14	40,7376	12,14	73,7511	12,14	121,602	12,14	181,905	12,1401	246,925	12,14	298,706	12,14	329,897
12,24	4,97473	12,24	10,6432	12,24	21,1486	12,24	40,8146	12,2401	73,8715	12,24	121,717	12,24	182,024	12,2401	246,994	12,24	298,747	12,24	329,859
12,34	4,97784	12,34	10,6616	12,34	21,1564	12,34	40,8704	12,34	73,9554	12,34	121,814	12,34	182,128	12,34	247,061	12,34	298,779	12,34	329,823
12,44	4,98175	12,44	10,6706	12,44	21,1748	12,44	40,9134	12,4401	74,0238	12,44	121,903	12,44	182,231	12,4401	247,126	12,44	298,809	12,44	329,772
12,54	4,96345	12,54	10,6874	12,54	21,2104	12,54	40,9575	12,54	74,1168	12,54	122,019	12,54	182,336	12,54	247,187	12,54	298,826	12,54	329,733
12,64	4,98956	12,64	10,7136	12,64	21,2658	12,64	41,0169	12,64	74,2073	12,64	122,125	12,64	182,451	12,6401	247,272	12,64	298,868	12,64	329,726
12,74	4,9798	12,74	10,7136	12,74	21,2736	12,74	41,0657	12,7401	74,2914	12,74	122,203	12,74	182,524	12,7401	247,343	12,74	298,87	12,74	329,665
12,84	4,99426	12,84	10,728	12,84	21,3244	12,84	41,1497	12,84	74,3694	12,84	122,309	12,84	182,624	12,84	247,412	12,84	298,9	12,84	329,638
12,94	5,03058	12,94	10,7897	12,94	21,3889	12,94	41,2111	12,9401	74,4711	12,94	122,434	12,94	182,741	12,9401	247,503	12,94	298,938	12,94	329,63
13,04	5,04431	13,04	10,8073	13,04	21,4151	13,04	41,263	13,04	74,5609	13,04	122,549	13,04	182,825	13,04	247,577	13,04	298,948	13,04	329,595
13,14	5,05597	13,14	10,8288	13,14	21,4514	13,14	41,3235	13,14	74,6273	13,14	122,644	13,14	182,917	13,1401	247,645	13,14	298,964	13,14	329,548
13,24	5,0708	13,24	10,8436	13,24	21,476	13,24	41,3618	13,2401	74,6918	13,24	122,739	13,24	182,981	13,2401	247,698	13,24	298,953	13,24	329,494
13,34	5,05792	13,34	10,8569	13,34	21,5139	13,34	41,4212	13,34	74,762	13,34	122,828	13,34	183,063	13,34	247,762	13,34	298,964	13,34	329,461
13,44	5,06458	13,44	10,8796	13,44	21,5451	13,44	41,472	13,4401	74,8324	13,44	122,922	13,44	183,145	13,4401	247,825	13,44	298,998	13,44	329,415
13,54	5,07166	13,54	10,8972	13,54	21,5784	13,54	41,5325	13,54	74,891	13,54	123,021	13,54	183,235	13,54	247,889	13,54	298,997	13,54	329,383
13,64	5,09308	13,64	10,9167	13,64	21,6084	13,64	41,5911	13,64	74,9808	13,64	123,127	13,64	183,335	13,6401	247,952	13,64	299,034	13,64	329,36
13,74	5,09113	13,74	10,9253	13,74	21,6369	13,74	41,6419	13,7401	75,0531	13,74	123,209	13,74	183,417	13,7401	248,018	13,74	299,066	13,74	329,324
13,84	5,1048	13,84	10,9499	13,84	21,6896	13,84	41,7052	13,84	75,1409	13,84	123,318	13,84	183,526	13,84	248,098	13,84	299,112	13,84	329,319
13,94	5,10364	13,94	10,9538	13,94	21,6935	13,94	41,7513	13,9401	75,2211	13,94	123,402	13,94	183,616	13,9401	248,153	13,94	299,118	13,94	329,288
14,04	5,11267	14,04	10,9597	14,04	21,719	14,04	41,8138	14,04	75,2816	14,04	123,498	14,04	183,717	14,04	248,216	14,04	299,138	14,04	329,261
14,14	5,10986	14,14	10,9686	14,14	21,7404	14,14	41,8677	14,14	75,353	14,14	123,597	14,14	183,8	14,1401	248,269	14,14	299,146	14,14	329,211
14,24	5,09503	14,24	10,9772	14,24	21,756	14,24	41,9017	14,2401	75,4113	14,24	123,678	14,24	183,874	14,2401	248,309	14,24	299,152	14,24	329,159
14,34	5,11847	14,34	11,0171	14,34	21,799	14,34	41,9857	14,34	75,4925	14,34	123,777	14,34	183,993	14,34	248,378	14,34	299,186	14,34	329,138
14,44	5,12512	14,44	11,0456	14,44	21,8303	14,44	42,0216	14,4401	75,5824	14,44	123,874	14,44	184,081	14,4401	248,436	14,44	299,198	14,44	329,106
14,54	5,14782	14,54	11,0749	14,54	21,885	14,54	42,0696	14,54	75,6586	14,54	123,959	14,54	184,161	14,54	248,493	14,54	299,214	14,54	329,076
14,64	5,13409	14,64	11,0847	14,64	21,9142	14,64	42,0833	14,64	75,7112	14,64	124,039	14,64	184,235	14,6401	248,534	14,64	299,224	14,64	329,026
14,74	5,14502	14,74	11,1151	14,74	21,9357	14,74	42,1274	14,7401	75,7711	14,74	124,114	14,74	184,297	14,7401	248,585	14,74	299,232	14,74	328,981
14,84	5,14972	14,84	11,1218	14,84	21,9592	14,84	42,181	14,84	75,8499	14,84	124,182	14,84	184,365	14,84	248,626	14,84	299,241	14,84	328,923
14,94	5,17395	14,94	11,1362	14,94	21,9748	14,94	42,2239	14,9401	75,9203	14,94	124,268	14,94	184,432	14,9401	248,673	14,94	299,241	14,94	328,851
15,04	5,17126	15,04	11,1452	15,04	22,0002	15,04	42,2755	15,04	75,9816	15,04	124,344	15,04	184,491	15,04	248,71	15,04	299,231	15,04	328,793
15,14	5,17511	15,14	11,1452	15,14	22,0256	15,14	42,3118	15,14	76,0316	15,14	124,422	15,14	184,545	15,1401	248,754	15,14	299,242	15,14	328,768
15,24	5,18488	15,24	11,153	15,24	22,0646	15,24	42,3411	15,2401	76,0961	15,24	124,488	15,24	184,622	15,2401	248,784	15,24	299,251	15,24	328,728
15,34	5,19659	15,34	11,155	15,34	22,0752	15,34	42,3802	15,34	76,1585	15,34	124,549	15,34	184,692	15,34	248,828	15,34	299,249	15,34	328,686
15,44	5,18488	15,44	11,1542	15,44	22,0853	15,44	42,4067	15,4401	76,1929	15,44	124,609	15,44	184,745	15,4401	248,838	15,44	299,251	15,44	328,622
15,54	5,20838	15,54	11,1812	15,54	22,1174	15,54	42,4837	15,54	76,2836	15,54	124,67	15,54	184,827	15,54	248,893	15,54	299,264	15,54	328,597
15,64	5,20636	15,64	11,1804	15,64	22,1057	15,64	42,5267	15,64	76,348	15,64	124,744	15,64	184,891	15,6401	248,934	15,64	299,274	15,64	328,556
15,74	5,20831	15,74	11,1725	15,74	22,1291	15,74	42,5665	15,7401	76,3957	15,74	124,807	15,74	184,958	15,7401	248,958	15,74	299,27	15,74	328,52
15,84	5,2337	15,84	11,1921	15,84	22,174	15,84	42,6224	15,84	76,471	15,84	124,896	15,84	185,049	15,84	249,022	15,84	299,292	15,84	328,489
15,94	5,23645	15,94	11,2038	15,94	22,1924	15,94	42,6497	15,9401	76,5297	15,94	124,955	15,94	185,102	15,9401	249,061	15,94	299,277	15,94	328,453
16,04	5,21619	16,04	11,2233	16,04	22,1956	16,04	42,6673	16,04	76,5824	16,04	125,021	16,04	185,167	16,04	249,095	16,04	299,264	16,04	328,419
16,14	5,22394	16,14	11,2339	16,14	22,2092	16,14	42,7025	16,14	76,6312	16,14	125,078	16,14	185,225	16,1401	249,124	16,14	299,243	16,14	328,371
16,24	5,25519	16,24	11,2663	16,24	22,256	16,24	42,7571	16,2401	76,7132	16,24	125,153	16,24	185,293	16,2401	249,176	16,24	299,255	16,24	328,337
16,34	5,25439	16,34	11,2694	16,34	22,2689	16,34	42,7864	16,34	76,771	16,34	125,21	16,34	185,334	16,34	249,184	16,34	299,242	16,34	328,27
16,44	5,26965	16,44	11,28	16,44	22,301	16,44	42,8489	16,4401	76,8168	16,44	125,266	16,44	185,397	16,4401	249,221	16,44	299,249	16,44	328,236
16,54	5,29822	16,54	11,2878	16,54	22,3284	16,54	42,8763	16,54	76,8754	16,54	125,344	16,54	185,448	16,54	249,247	16,54	299,235	16,54	328,192
16,64	5,31378	16,64	11,2975	16,64	22,3486	16,64	42,886	16,64	76,9163	16,64	125,383	16,64	185,51	16,6401	249,284	16,64	299,23	16,64	328,135
16,74	5,30011	16,74	11,2995	16,74	22,3849	16,74	42,9017	16,7401	76,9406	16,74	125,418	16,74	185,525	16,7401	249,303	16,74	299,208	16,74	328,06
16,84	5,29034	16,84	11,3198	16,84	22,3967	16,84	42,9376	16,84	76,9925	16,84	125,494	16,84	185,575	16,84	249,354	16,84	299,212	16,84	328,007
16,94	5,30481	16,94	11,3347	16,94	22,3947	16,94	42,9642	16,9401	77,0433	16,94	125,549	16,94	185,631	16,9401	249,389	16,94	299,218	16,94	327,957
17,04	5,31579	17,04	11,3444	17,04	22,4299	17,04	43,0032	17,04	77,0882	17,04	125,603	17,04	185,684	17,04	249,424	17,04	299,221	17,04	327,899
