Cycle: 15  SMARTA2-9V  98 nM_X	Cycle: 15  SMARTA2-9V  98 nM_Y	Cycle: 16  SMARTA2-9V  195 nM_X	Cycle: 16  SMARTA2-9V  195 nM_Y	Cycle: 17  SMARTA2-9V  390 nM_X	Cycle: 17  SMARTA2-9V  390 nM_Y	Cycle: 18  SMARTA2-9V  780 nM_X	Cycle: 18  SMARTA2-9V  780 nM_Y	Cycle: 19  SMARTA2-9V  1560 nM_X	Cycle: 19  SMARTA2-9V  1560 nM_Y	Cycle: 20  SMARTA2-9V  3125 nM_X	Cycle: 20  SMARTA2-9V  3125 nM_Y	Cycle: 21  SMARTA2-9V  6250 nM_X	Cycle: 21  SMARTA2-9V  6250 nM_Y	Cycle: 22  SMARTA2-9V  12500 nM_X	Cycle: 22  SMARTA2-9V  12500 nM_Y	Cycle: 23  SMARTA2-9V  25000 nM_X	Cycle: 23  SMARTA2-9V  25000 nM_Y	Cycle: 24  SMARTA2-9V  50000 nM_X	Cycle: 24  SMARTA2-9V  50000 nM_Y	Cycle: 25  SMARTA2-9V  100000 nM_X	Cycle: 25  SMARTA2-9V  100000 nM_Y
147,84	-0,544678	147,74	-0,759644	147,74	-0,219727	147,74	1,20801	147,84	4,12573	147,74	9,49829	147,74	15,0581	147,84	19,2927	147,74	20,8265	147,74	19,8691	147,84	17,0604
147,94	-0,544724	147,84	-0,759644	147,84	-0,229492	147,84	1,20215	147,94	4,12642	147,84	9,49512	147,84	15,0549	147,94	19,2848	147,84	20,8135	147,84	19,8594	147,94	17,0557
148,04	-0,568115	147,94	-0,771362	147,94	-0,235352	147,94	1,19897	148,04	4,12183	147,94	9,49048	147,94	15,0522	148,04	19,2704	147,94	20,8135	147,94	19,8867	148,04	17,0534
148,14	-0,570068	148,04	-0,790894	148,04	-0,229492	148,04	1,18457	148,14	4,12573	148,04	9,48657	148,04	15,0452	148,14	19,2868	148,04	20,8214	148,04	19,8867	148,14	17,0753
148,24	-0,554489	148,14	-0,786987	148,14	-0,235352	148,14	1,22368	148,24	4,1167	148,14	9,49712	148,14	15,0386	148,24	19,2946	148,14	20,8246	148,14	19,8946	148,24	17,0584
148,34	-0,570068	148,24	-0,780396	148,24	-0,234619	148,24	1,22363	148,34	4,12183	148,24	9,51587	148,24	15,0491	148,34	19,3122	148,24	20,8272	148,24	19,9016	148,34	17,0741
148,44	-0,549362	148,34	-0,785034	148,34	-0,233398	148,34	1,2373	148,44	4,14253	148,34	9,51465	148,34	15,0667	148,44	19,3283	148,34	20,8233	148,34	19,8906	148,44	17,1007
148,54	-0,556396	148,44	-0,779907	148,44	-0,218506	148,44	1,24829	148,54	4,14014	148,44	9,55029	148,44	15,075	148,54	19,3454	148,44	20,8343	148,44	19,9055	148,54	17,0897
148,64	-0,526367	148,54	-0,771362	148,54	-0,200195	148,54	1,24194	148,64	4,1355	148,54	9,55762	148,54	15,0725	148,64	19,3649	148,54	20,8331	148,54	19,9199	148,64	17,0948
148,74	-0,531052	148,64	-0,761597	148,64	-0,19043	148,64	1,26274	148,74	4,14917	148,64	9,55498	148,64	15,103	148,74	19,3766	148,64	20,8421	148,64	19,9349	148,74	17,0975
148,84	-0,525146	148,74	-0,75769	148,74	-0,194336	148,74	1,27246	148,84	4,15186	148,74	9,57324	148,74	15,1077	148,84	19,3864	148,74	20,8389	148,74	19,9414	148,84	17,1073
148,94	-0,521286	148,84	-0,745972	148,84	-0,181885	148,84	1,28223	148,94	4,15303	148,84	9,5647	148,84	15,1069	148,94	19,3934	148,84	20,8565	148,84	19,9336	148,94	17,1229
149,04	-0,519287	148,94	-0,75769	148,94	-0,174805	148,94	1,28223	149,04	4,17065	148,94	9,55371	148,94	15,0979	149,04	19,3922	148,94	20,8604	148,94	19,9531	149,04	17,1307
149,14	-0,505615	149,04	-0,761597	149,04	-0,168945	149,04	1,28296	149,14	4,18506	149,04	9,55884	149,04	15,0874	149,14	19,3962	149,04	20,8636	149,04	19,9446	149,14	17,1456
149,24	-0,499802	149,14	-0,751099	149,14	-0,166992	149,14	1,29399	149,24	4,18237	149,14	9,56084	149,14	15,1038	149,24	19,3895	149,14	20,8858	149,14	19,959	149,24	17,1424
149,34	-0,505615	149,24	-0,740112	149,24	-0,170898	149,24	1,27246	149,34	4,17651	149,24	9,5498	149,24	15,0972	149,34	19,3923	149,24	20,8604	149,24	19,959	149,34	17,1737
149,44	-0,499802	149,34	-0,730347	149,34	-0,18457	149,34	1,2627	149,44	4,196	149,34	9,55493	149,34	15,0901	149,44	19,3883	149,34	20,8401	149,34	19,9551	149,44	17,1756
149,54	-0,504395	149,44	-0,736206	149,44	-0,192383	149,44	1,26343	149,54	4,18628	149,44	9,56348	149,44	15,0796	149,54	19,3888	149,44	20,8467	149,44	19,9434	149,54	17,1749
149,64	-0,512695	149,54	-0,75061	149,54	-0,200928	149,54	1,24438	149,64	4,19995	149,54	9,56201	149,54	15,0776	149,64	19,3727	149,54	20,846	149,54	19,9446	149,64	17,1847
149,74	-0,503708	149,64	-0,75769	149,64	-0,207275	149,64	1,25298	149,74	4,21631	149,64	9,54326	149,64	15,0815	149,74	19,3688	149,64	20,8468	149,64	19,9427	149,74	17,1893
149,84	-0,505615	149,74	-0,751831	149,74	-0,209961	149,74	1,25293	149,84	4,23511	149,74	9,55371	149,74	15,0881	149,84	19,3681	149,74	20,8597	149,74	19,9473	149,84	17,1932
149,94	-0,515411	149,84	-0,742065	149,84	-0,206055	149,84	1,2627	149,94	4,23117	149,84	9,55884	149,84	15,0933	149,94	19,3727	149,84	20,8682	149,84	19,9473	149,94	17,1854
150,04	-0,503662	149,94	-0,765503	149,94	-0,219727	149,94	1,23926	150,04	4,2312	149,94	9,56934	149,94	15,0569	150,04	19,3759	149,94	20,8311	149,94	19,9316	150,04	17,2049
150,14	-0,48999	150,04	-0,760864	150,04	-0,229492	150,04	1,2439	150,14	4,23389	150,04	9,58032	150,04	15,0776	150,14	19,3825	150,04	20,8155	150,04	19,9102	150,14	17,2186
150,24	-0,490036	150,14	-0,755737	150,14	-0,233398	150,14	1,25298	150,24	4,24292	150,14	9,58818	150,14	15,0823	150,24	19,4	150,14	20,8246	150,14	19,9134	150,24	17,2257
150,34	-0,476318	150,24	-0,740112	150,24	-0,230713	150,24	1,25293	150,34	4,25464	150,24	9,59863	150,24	15,0894	150,34	19,4267	150,24	20,8272	150,24	19,918	150,34	17,2303
150,44	-0,489288	150,34	-0,745972	150,34	-0,225586	150,34	1,2666	150,44	4,228	150,34	9,62329	150,34	15,092	150,44	19,4059	150,34	20,8585	150,34	19,9297	150,44	17,2127
150,54	-0,499756	150,44	-0,76355	150,44	-0,239258	150,44	1,27441	150,54	4,2019	150,44	9,61621	150,44	15,0854	150,54	19,3883	150,44	20,8565	150,44	19,9219	150,54	17,1905
150,64	-0,503662	150,54	-0,785034	150,54	-0,245117	150,54	1,25757	150,64	4,20386	150,54	9,59009	150,54	15,0569	150,64	19,3994	150,54	20,8206	150,54	19,9082	150,64	17,1854
150,74	-0,492722	150,64	-0,779175	150,64	-0,245117	150,64	1,25493	150,74	4,19141	150,64	9,5811	150,64	15,0686	150,74	19,4032	150,64	20,8351	150,64	19,9231	150,74	17,1886
150,84	-0,49585	150,74	-0,779907	150,74	-0,249756	150,74	1,25415	150,84	4,20459	150,74	9,58936	150,74	15,0691	150,84	19,4059	150,74	20,8304	150,74	19,9192	150,84	17,2128
150,94	-0,493927	150,84	-0,767456	150,84	-0,242432	150,84	1,27246	150,94	4,17648	150,84	9,58887	150,84	15,0706	150,94	19,4079	150,84	20,8272	150,84	19,9473	150,94	17,2049
151,04	-0,48999	150,94	-0,796021	150,94	-0,258789	150,94	1,2439	151,04	4,17651	150,94	9,56079	150,94	15,0491	151,04	19,4267	150,94	20,8389	150,94	19,9395	151,04	17,2108
151,14	-0,493896	151,04	-0,779175	151,04	-0,254883	151,04	1,25488	151,14	4,17529	151,04	9,57324	151,04	15,0737	151,14	19,4411	151,04	20,8682	151,04	19,9668	151,14	17,2042
151,24	-0,507614	151,14	-0,779175	151,14	-0,254883	151,14	1,25493	151,24	4,17651	151,14	9,58427	151,14	15,0881	151,24	19,4567	151,14	20,8949	151,14	19,9766	151,24	17,1991
151,34	-0,525146	151,24	-0,769409	151,24	-0,258789	151,24	1,24316	151,34	4,17065	151,24	9,59082	151,24	15,0894	151,34	19,4411	151,24	20,8956	151,24	19,9797	151,34	17,2128
151,44	-0,513474	151,34	-0,781128	151,34	-0,250977	151,34	1,25293	151,44	4,17256	151,34	9,58813	151,34	15,0667	151,44	19,4462	151,34	20,876	151,34	19,9648	151,44	17,2303
151,54	-0,503662	151,44	-0,779175	151,44	-0,249023	151,44	1,24902	151,54	4,19678	151,44	9,59595	151,44	15,0901	151,54	19,4528	151,44	20,8675	151,44	19,9707	151,54	17,244
151,64	-0,512695	151,54	-0,755737	151,54	-0,234619	151,54	1,2478	151,64	4,18823	151,54	9,58887	151,54	15,1069	151,64	19,4587	151,54	20,8546	151,54	19,9883	151,64	17,2714
151,74	-0,509567	151,64	-0,749878	151,64	-0,243164	151,64	1,24516	151,74	4,21753	151,64	9,61552	151,64	15,1233	151,74	19,484	151,64	20,8761	151,64	20,0215	151,74	17,2811
151,84	-0,513428	151,74	-0,735474	151,74	-0,213867	151,74	1,26855	151,84	4,20654	151,74	9,6377	151,74	15,1487	151,84	19,4755	151,74	20,8799	151,74	20,0208	151,84	17,2811
151,94	-0,514191	151,84	-0,738159	151,84	-0,217773	151,84	1,26465	151,94	4,19528	151,84	9,66113	151,84	15,1362	151,94	19,4755	151,84	20,8987	151,84	20,0293	151,94	17,2562
152,04	-0,525146	151,94	-0,770142	151,94	-0,236084	151,94	1,23926	152,04	4,2019	151,94	9,65576	151,94	15,1167	152,04	19,4743	151,94	20,8968	151,94	20,0149	152,04	17,2576
152,14	-0,515381	152,04	-0,759644	152,04	-0,209961	152,04	1,25098	152,14	4,22021	152,04	9,66626	152,04	15,1284	152,14	19,4833	152,04	20,921	152,04	20,0391	152,14	17,2733
152,24	-0,525192	152,14	-0,745972	152,14	-0,195557	152,14	1,24712	152,24	4,22729	152,14	9,67876	152,14	15,1428	152,24	19,486	152,14	20,9386	152,14	20,0606	152,24	17,2908
152,34	-0,525146	152,24	-0,759644	152,24	-0,188477	152,24	1,25293	152,34	4,23315	152,24	9,67212	152,24	15,1389	152,34	19,4938	152,24	20,9495	152,24	20,0742	152,34	17,2753
152,44	-0,556427	152,34	-0,749878	152,34	-0,18457	152,34	1,25293	152,44	4,19992	152,34	9,67017	152,34	15,1401	152,44	19,4821	152,34	20,9542	152,34	20,095	152,44	17,2655
152,54	-0,571289	152,44	-0,771362	152,44	-0,200195	152,44	1,23804	152,54	4,19873	152,44	9,64941	152,44	15,1409	152,54	19,4723	152,44	20,9366	152,44	20,0898	152,54	17,2733
152,64	-0,577881	152,54	-0,766724	152,54	-0,21582	152,54	1,22363	152,64	4,19604	152,54	9,65649	152,54	15,1409	152,64	19,4833	152,54	20,9464	152,54	20,0781	152,64	17,2843
152,74	-0,583786	152,64	-0,769409	152,64	-0,21582	152,64	1,23344	152,74	4,20654	152,64	9,66508	152,64	15,1479	152,74	19,4801	152,64	20,964	152,64	20,0716	152,74	17,2948
152,84	-0,603271	152,74	-0,78894	152,74	-0,240479	152,74	1,2334	152,84	4,18823	152,74	9,64673	152,74	15,1389	152,84	19,4599	152,74	20,9796	152,74	20,0449	152,84	17,2909
152,94	-0,613815	152,84	-0,798706	152,84	-0,249023	152,84	1,22949	152,94	4,18159	152,84	9,62524	152,84	15,1245	152,94	19,4599	152,84	20,9612	152,84	20,0352	152,94	17,2803
153,04	-0,630615	152,94	-0,809204	152,94	-0,269287	152,94	1,2229	153,04	4,18433	152,94	9,61938	152,94	15,1382	153,04	19,4528	152,94	20,9632	152,94	20,0403	153,04	17,2889
153,14	-0,634521	153,04	-0,796753	153,04	-0,24707	153,04	1,24585	153,14	4,18506	153,04	9,61938	153,04	15,1409	153,14	19,456	153,04	20,96	153,04	20,043	153,14	17,3058
153,24	-0,654083	153,14	-0,767456	153,14	-0,270508	153,14	1,24319	153,24	4,17651	153,14	9,61429	153,14	15,1616	153,24	19,4333	153,14	20,9503	153,14	20,0442	153,24	17,285
153,34	-0,661865	153,24	-0,781128	153,24	-0,280273	153,24	1,21973	153,34	4,16675	153,24	9,60571	153,24	15,1331	153,34	19,4326	153,24	20,9437	153,24	20,0156	153,34	17,2987
153,44	-0,624069	153,34	-0,781128	153,34	-0,291992	153,34	1,21777	153,44	4,18501	153,34	9,61426	153,34	15,1565	153,44	19,445	153,34	20,9581	153,34	20,0098	153,44	17,326
153,54	-0,613037	153,44	-0,780396	153,44	-0,280273	153,44	1,23926	153,54	4,2019	153,44	9,6311	153,44	15,189	153,54	19,4391	153,44	20,96	153,44	20,0098	153,54	17,3214
153,64	-0,636475	153,54	-0,769409	153,54	-0,289307	153,54	1,2439	153,64	4,19604	153,54	9,65454	153,54	15,2092	153,64	19,4345	153,54	20,9776	153,54	20,0247	153,64	17,3007
153,74	-0,628708	153,64	-0,775269	153,64	-0,28418	153,64	1,24516	153,74	4,22021	153,64	9,64555	153,64	15,2241	153,74	19,4684	153,64	20,9886	153,64	20,0293	153,74	17,3084
153,84	-0,622803	153,74	-0,765503	153,74	-0,270508	153,74	1,24707	153,84	4,23315	153,74	9,67017	153,74	15,2424	153,84	19,4665	153,74	21,003	153,74	20,0371	153,84	17,3163
153,94	-0,626755	153,84	-0,76355	153,84	-0,233398	153,84	1,25488	153,94	4,22725	153,84	9,68188	153,84	15,2417	153,94	19,4638	153,84	21,003	153,84	20,0508	153,94	17,3201
154,04	-0,628662	153,94	-0,773315	153,94	-0,254883	153,94	1,2439	154,04	4,23779	153,94	9,67676	153,94	15,2288	154,04	19,4743	153,94	20,9913	153,94	20,0449	154,04	17,3397
154,14	-0,633301	154,04	-0,775269	154,04	-0,234619	154,04	1,24512	154,14	4,23633	154,04	9,67407	154,04	15,2339	154,14	19,4736	154,04	20,9769	154,04	20,041	154,14	17,3422
154,24	-0,615036	154,14	-0,775269	154,14	-0,247803	154,14	1,24443	154,24	4,25073	154,14	9,69365	154,14	15,228	154,24	19,4735	154,14	20,9808	154,14	20,0357	154,24	17,3377
154,34	-0,611084	154,24	-0,7948	154,24	-0,225586	154,24	1,24902	154,34	4,28076	154,24	9,70923	154,24	15,2424	154,34	19,486	154,24	20,9886	154,24	20,043	154,34	17,3573
154,44	-0,618942	154,34	-0,792847	154,34	-0,211914	154,34	1,25684	154,44	4,28584	154,34	9,71387	154,34	15,2515	154,44	19,4938	154,34	20,9991	154,34	20,0625	154,44	17,3241
154,54	-0,65332	154,44	-0,800659	154,44	-0,219727	154,44	1,25293	154,54	4,27222	154,44	9,69946	154,44	15,2346	154,54	19,4879	154,44	20,9835	154,44	20,0547	154,54	17,3182
154,64	-0,665771	154,54	-0,824097	154,54	-0,229492	154,54	1,23413	154,64	4,26904	154,54	9,68066	154,54	15,2144	154,64	19,5068	154,54	20,9769	154,54	20,0469	154,64	17,3182
154,74	-0,669724	154,64	-0,828003	154,64	-0,226807	154,64	1,23735	154,74	4,25269	154,64	9,68779	154,64	15,2014	154,74	19,5075	154,64	20,962	154,64	20,052	154,74	17,3389
154,84	-0,687256	154,74	-0,837769	154,74	-0,249023	154,74	1,22949	154,84	4,23706	154,74	9,6748	154,74	15,1877	154,84	19,4704	154,74	20,9522	154,74	20,0547	154,84	17,3241
154,94	-0,695114	154,84	-0,85144	154,84	-0,268555	154,84	1,19238	154,94	4,25655	154,84	9,65454	154,84	15,144	154,94	19,4774	154,84	20,9542	154,84	20,0391	154,94	17,3299
155,04	-0,704834	154,94	-0,840942	154,94	-0,268555	154,94	1,20288	155,04	4,26514	154,94	9,67603	154,94	15,1526	155,04	19,4977	154,94	20,9854	154,94	20,0352	155,04	17,3201
155,14	-0,724365	155,04	-0,859253	155,04	-0,270508	155,04	1,19434	155,14	4,24683	155,04	9,67285	155,04	15,1675	155,14	19,4684	155,04	20,9796	155,04	20,05	155,14	17,3175
155,24	-0,710739	155,14	-0,878784	155,14	-0,290039	155,14	1,18462	155,24	4,27026	155,14	9,67021	155,14	15,1584	155,24	19,4938	155,14	20,9796	155,14	20,0411	155,24	17,3123
155,34	-0,698975	155,24	-0,865112	155,24	-0,286133	155,24	1,19824	155,34	4,27686	155,24	9,6709	155,24	15,1838	155,34	19,499	155,24	20,9964	155,24	20,0508	155,34	17,3397
155,44	-0,684128	155,34	-0,855347	155,34	-0,286133	155,34	1,21387	155,44	4,25386	155,34	9,67993	155,34	15,1929	155,44	19,5028	155,34	20,9991	155,34	20,0605	155,44	17,3507
155,54	-0,669678	155,44	-0,859985	155,44	-0,299805	155,44	1,21387	155,54	4,24097	155,44	9,69556	155,44	15,1948	155,54	19,5133	155,44	20,9964	155,44	20,0806	155,54	17,3514
155,64	-0,670898	155,54	-0,855347	155,54	-0,299805	155,54	1,2334	155,64	4,23511	155,54	9,71509	155,54	15,1968	155,64	19,5068	155,54	20,9808	155,54	20,084	155,64	17,3593
155,74	-0,663864	155,64	-0,8573	155,64	-0,301758	155,64	1,23344	155,74	4,23584	155,64	9,73271	155,64	15,1877	155,74	19,5192	155,64	20,9913	155,64	20,086	155,74	17,3507
155,84	-0,634521	155,74	-0,837769	155,74	-0,299805	155,74	1,2334	155,84	4,26245	155,74	9,74316	155,74	15,1772	155,84	19,5427	155,74	21,0089	155,74	20,0754	155,84	17,3495
155,94	-0,620895	155,84	-0,822144	155,84	-0,286133	155,84	1,24902	155,94	4,27022	155,84	9,77563	155,84	15,2073	155,94	19,5438	155,84	21,0316	155,84	20,0996	155,94	17,3651
156,04	-0,609131	155,94	-0,827271	155,94	-0,266602	155,94	1,25684	156,04	4,29443	155,94	9,78223	155,94	15,2229	156,04	19,5524	155,94	21,0186	155,94	20,1133	156,04	17,3748
156,14	-0,61499	156,04	-0,810425	156,04	-0,256104	156,04	1,27905	156,14	4,29175	156,04	9,79907	156,04	15,2437	156,14	19,5427	156,04	21,0264	156,04	20,1348	156,14	17,3859
156,24	-0,591614	156,14	-0,800659	156,14	-0,258789	156,14	1,26471	156,24	4,32495	156,14	9,79596	156,14	15,2249	156,24	19,5575	156,14	21,0355	156,14	20,1263	156,24	17,3983
156,34	-0,575928	156,24	-0,777222	156,24	-0,235352	156,24	1,28809	156,34	4,33081	156,24	9,82056	156,24	15,2476	156,34	19,572	156,24	21,0596	156,24	20,1387	156,34	17,41
156,44	-0,585739	156,34	-0,771362	156,34	-0,225586	156,34	1,28809	156,44	4,32564	156,34	9,83423	156,34	15,2659	156,44	19,5661	156,34	21,0687	156,34	20,1523	156,44	17,4041
156,54	-0,59082	156,44	-0,761597	156,44	-0,229492	156,44	1,27246	156,54	4,33667	156,44	9,82129	156,44	15,2632	156,54	19,57	156,44	21,0792	156,44	20,1602	156,54	17,4158
156,64	-0,594238	156,54	-0,75769	156,54	-0,225586	156,54	1,26343	156,64	4,33203	156,54	9,81079	156,54	15,2483	156,64	19,5588	156,54	21,0772	156,54	20,1602	156,64	17,4242
156,74	-0,581833	156,64	-0,762329	156,64	-0,209961	156,64	1,26396	156,74	4,35498	156,64	9,79448	156,64	15,2468	156,74	19,5856	156,64	21,0882	156,64	20,1724	156,74	17,4334
156,84	-0,5896	156,74	-0,737427	156,74	-0,202148	156,74	1,27637	156,84	4,36597	156,74	9,78809	156,74	15,262	156,84	19,5954	156,74	21,0987	156,74	20,1953	156,84	17,4432
156,94	-0,575974	156,84	-0,730347	156,84	-0,200195	156,84	1,28809	156,94	4,39131	156,84	9,77368	156,84	15,2815	156,94	19,6024	156,84	21,1065	156,84	20,207	156,94	17,4451
157,04	-0,568115	156,94	-0,710815	156,94	-0,200195	156,94	1,28223	157,04	4,37378	156,94	9,76855	156,94	15,3003	157,04	19,6149	156,94	21,1116	156,94	20,207	157,04	17,4327
157,14	-0,556396	157,04	-0,697144	157,04	-0,204102	157,04	1,29272	157,14	4,36084	157,04	9,77954	157,04	15,301	157,14	19,5993	157,04	21,0967	157,04	20,2051	157,14	17,453
157,24	-0,570099	157,14	-0,691284	157,14	-0,202148	157,14	1,27249	157,24	4,34644	157,14	9,78934	157,14	15,2905	157,24	19,5888	157,14	21,089	157,14	20,2032	157,24	17,4393
157,34	-0,595459	157,24	-0,70105	157,24	-0,22168	157,24	1,27441	157,34	4,323	157,24	9,78418	157,24	15,2632	157,34	19,57	157,24	21,0843	157,24	20,2043	157,34	17,4257
157,44	-0,601364	157,34	-0,724487	157,34	-0,236572	157,34	1,24902	157,44	4,33662	157,34	9,74634	157,34	15,2444	157,44	19,568	157,34	21,0538	157,34	20,1895	157,44	17,4354
157,54	-0,616211	157,44	-0,72644	157,44	-0,231445	157,44	1,25684	157,54	4,32568	157,44	9,75024	157,44	15,2437	157,54	19,5497	157,44	21,0577	157,44	20,1855	157,54	17,4249
157,64	-0,603271	157,54	-0,751831	157,54	-0,241211	157,54	1,2373	157,64	4,32886	157,54	9,73145	157,54	15,2366	157,64	19,5505	157,54	21,0303	157,54	20,1699	157,64	17,4257
157,74	-0,599411	157,64	-0,73938	157,64	-0,229492	157,64	1,25371	157,74	4,36206	157,64	9,76591	157,64	15,2502	157,74	19,5582	157,64	21,0375	157,64	20,1817	157,74	17,4393
157,84	-0,581787	157,74	-0,724487	157,74	-0,211914	157,74	1,25879	157,84	4,37451	157,74	9,79395	157,74	15,2886	157,84	19,5654	157,74	21,0518	157,74	20,2004	157,84	17,4608
157,94	-0,594269	157,84	-0,728394	157,84	-0,187744	157,84	1,27441	157,94	4,34177	157,84	9,81665	157,84	15,2952	157,94	19,5478	157,84	21,0518	157,84	20,207	157,94	17,464
158,04	-0,595459	157,94	-0,75061	157,94	-0,20874	157,94	1,26196	158,04	4,33472	157,94	9,82446	157,94	15,2683	158,04	19,5477	157,94	21,0191	157,94	20,1985	158,04	17,4588
158,14	-0,575928	158,04	-0,765503	158,04	-0,200195	158,04	1,2771	158,14	4,35425	158,04	9,83032	158,04	15,2659	158,14	19,5505	158,04	21,0167	158,04	20,1992	158,14	17,4874
158,24	-0,585739	158,14	-0,75769	158,14	-0,172852	158,14	1,28618	158,24	4,35498	158,14	9,82841	158,14	15,2776	158,24	19,5621	158,14	21,0597	158,14	20,2168	158,24	17,494
158,34	-0,564209	158,24	-0,767456	158,24	-0,180664	158,24	1,29785	158,34	4,38354	158,24	9,8291	158,24	15,2866	158,34	19,6005	158,24	21,0753	158,24	20,2336	158,34	17,5057
158,44	-0,553757	158,34	-0,749878	158,34	-0,15918	158,34	1,30371	158,44	4,38545	158,34	9,84985	158,34	15,3049	158,44	19,6129	158,34	21,0714	158,34	20,25	158,44	17,5291
158,54	-0,562256	158,44	-0,744019	158,44	-0,15918	158,44	1,31934	158,54	4,37256	158,44	9,87134	158,44	15,314	158,54	19,611	158,44	21,0889	158,44	20,2656	158,54	17,5186
158,64	-0,542725	158,54	-0,759644	158,54	-0,158447	158,54	1,30444	158,64	4,36401	158,54	9,84082	158,54	15,3323	158,64	19,6337	158,54	21,0882	158,54	20,2578	158,64	17,5155
158,74	-0,538864	158,64	-0,749146	158,64	-0,157227	158,64	1,30571	158,74	4,37183	158,64	9,86162	158,64	15,3499	158,74	19,6422	158,64	21,0948	158,64	20,2474	158,74	17,5291
158,84	-0,534912	158,74	-0,744019	158,74	-0,15918	158,74	1,30566	158,84	4,37183	158,74	9,83691	158,74	15,3726	158,84	19,652	158,74	21,1085	158,74	20,2539	158,84	17,535
158,94	-0,53569	158,84	-0,749878	158,84	-0,168945	158,84	1,30371	158,94	4,3503	158,84	9,84595	158,84	15,3967	158,94	19,6388	158,84	21,085	158,84	20,2402	158,94	17,5303
159,04	-0,538818	158,94	-0,740845	158,94	-0,191162	158,94	1,3186	159,04	4,35815	158,94	9,83936	158,94	15,4038	159,04	19,6383	158,94	21,1077	158,94	20,2251	159,04	17,5174
159,14	-0,514648	159,04	-0,738159	159,04	-0,18457	159,04	1,31543	159,14	4,41479	159,04	9,82324	159,04	15,3901	159,14	19,6657	159,04	21,126	159,04	20,2363	159,14	17,5604
159,24	-0,531036	159,14	-0,710815	159,14	-0,161133	159,14	1,31815	159,24	4,40381	159,14	9,83621	159,14	15,4182	159,24	19,6493	159,14	21,1566	159,14	20,2852	159,24	17,5675
159,34	-0,534912	159,24	-0,708862	159,24	-0,174072	159,24	1,31738	159,34	4,40503	159,24	9,82129	159,24	15,4214	159,34	19,652	159,24	21,128	159,24	20,2734	159,34	17,5468
159,44	-0,536911	159,34	-0,703003	159,34	-0,170898	159,34	1,3252	159,44	4,42256	159,34	9,83423	159,34	15,4182	159,44	19,6598	159,34	21,1378	159,34	20,2688	159,44	17,5858
159,54	-0,554443	159,44	-0,690552	159,44	-0,174805	159,44	1,34277	159,54	4,41553	159,44	9,84595	159,44	15,4253	159,54	19,6559	159,44	21,1605	159,44	20,2949	159,54	17,576
159,64	-0,529053	159,54	-0,691284	159,54	-0,170898	159,54	1,32788	159,64	4,43433	159,54	9,83887	159,54	15,4202	159,64	19,6884	159,54	21,1651	159,54	20,2734	159,64	17,5956
159,74	-0,529099	159,64	-0,6698	159,64	-0,155273	159,64	1,36821	159,74	4,43042	159,64	9,88115	159,64	15,4299	159,74	19,6969	159,64	21,171	159,64	20,2911	159,74	17,6163
159,84	-0,525146	159,74	-0,675659	159,74	-0,154541	159,74	1,39746	159,84	4,4519	159,74	9,87524	159,74	15,4331	159,84	19,738	159,74	21,1859	159,74	20,3137	159,84	17,621
159,94	-0,523239	159,84	-0,6698	159,84	-0,147461	159,84	1,41309	159,94	4,43697	159,84	9,89941	159,84	15,426	159,94	19,7379	159,84	21,2139	159,84	20,332	159,94	17,6229
160,04	-0,530273	159,94	-0,693237	159,94	-0,124023	159,94	1,42358	160,04	4,43823	159,94	9,88696	159,94	15,4233	160,04	19,7594	159,94	21,2374	159,94	20,334	160,04	17,6405
160,14	-0,512207	160,04	-0,704956	160,04	-0,137695	160,04	1,42871	160,14	4,42188	160,04	9,87012	160,04	15,4202	160,14	19,7599	160,04	21,2452	160,04	20,3496	160,14	17,6469
160,24	-0,503708	160,14	-0,699829	160,14	-0,124756	160,14	1,43779	160,24	4,41089	160,14	9,88432	160,14	15,4382	160,24	19,7594	160,14	21,232	160,14	20,3606	160,24	17,6502
160,34	-0,507568	160,24	-0,696411	160,24	-0,139648	160,24	1,44824	160,34	4,40186	160,24	9,89941	160,24	15,4397	160,34	19,7744	160,24	21,2256	160,24	20,3594	160,34	17,6503
160,44	-0,51152	160,34	-0,703003	160,34	-0,139648	160,34	1,44312	160,44	4,40889	160,34	9,90649	160,34	15,4155	160,44	19,7711	160,34	21,2354	160,34	20,3809	160,44	17,6639
160,54	-0,515381	160,44	-0,697144	160,44	-0,127197	160,44	1,46582	160,54	4,42456	160,44	9,91309	160,44	15,4202	160,54	19,7633	160,44	21,2386	160,44	20,3879	160,54	17,6651
160,64	-0,525146	160,54	-0,70105	160,54	-0,125977	160,54	1,48145	160,64	4,44092	160,54	9,90454	160,54	15,4272	160,64	19,7587	160,54	21,2335	160,54	20,3828	160,64	17,6581
160,74	-0,525192	160,64	-0,70105	160,64	-0,129883	160,64	1,49126	160,74	4,4519	160,64	9,90459	160,64	15,4319	160,74	19,7653	160,64	21,2101	160,64	20,4082	160,74	17,6639
160,84	-0,534912	160,74	-0,70105	160,74	-0,135742	160,74	1,46777	160,84	4,43237	160,74	9,89941	160,74	15,4377	160,84	19,747	160,74	21,2191	160,74	20,4297	160,84	17,6405
160,94	-0,514694	160,84	-0,714722	160,84	-0,149414	160,84	1,44312	160,94	4,44209	160,84	9,91431	160,84	15,4448	160,94	19,7555	160,84	21,2139	160,84	20,425	160,94	17,6417
