Cycle: 15  SMARTA2-9V  98 nM_X	Cycle: 15  SMARTA2-9V  98 nM_Y	Cycle: 16  SMARTA2-9V  195 nM_X	Cycle: 16  SMARTA2-9V  195 nM_Y	Cycle: 17  SMARTA2-9V  390 nM_X	Cycle: 17  SMARTA2-9V  390 nM_Y	Cycle: 18  SMARTA2-9V  780 nM_X	Cycle: 18  SMARTA2-9V  780 nM_Y	Cycle: 19  SMARTA2-9V  1560 nM_X	Cycle: 19  SMARTA2-9V  1560 nM_Y	Cycle: 20  SMARTA2-9V  3125 nM_X	Cycle: 20  SMARTA2-9V  3125 nM_Y	Cycle: 21  SMARTA2-9V  6250 nM_X	Cycle: 21  SMARTA2-9V  6250 nM_Y	Cycle: 22  SMARTA2-9V  12500 nM_X	Cycle: 22  SMARTA2-9V  12500 nM_Y	Cycle: 23  SMARTA2-9V  25000 nM_X	Cycle: 23  SMARTA2-9V  25000 nM_Y	Cycle: 24  SMARTA2-9V  50000 nM_X	Cycle: 24  SMARTA2-9V  50000 nM_Y	Cycle: 25  SMARTA2-9V  100000 nM_X	Cycle: 25  SMARTA2-9V  100000 nM_Y
0,0400391	0,029541	-0,0599365	0,55603	-0,0599365	0,8479	-0,0599365	1,58459	0,0400391	-2,23053	-0,0599365	-4,05713	-0,0599365	-4,79108	0,039978	2,35196	-0,0599365	-19,286	-0,0599365	-34,6542	0,039978	-85,1444
0,140015	0,0861816	0,0400391	-0,559265	0,0400391	0,371277	0,0400391	-1,22247	0,140015	0,446838	0,0400391	-2,13062	0,0400391	-1,20282	0,140015	15,1134	0,0400391	0,702271	0,0400391	-15,3284	0,140015	-16,2141
0,23999	0,253884	0,140015	-0,711975	0,140015	-0,37677	0,140076	-0,709329	0,240051	2,46283	0,140076	1,74154	0,140015	5,45343	0,23999	28,7135	0,140076	25,8244	0,140076	28,2401	0,23999	51,3633
0,340027	0,431458	0,240051	-0,311218	0,240051	0,0325928	0,240051	1,06348	0,340027	4,55109	0,240051	5,65143	0,240051	13,3499	0,340027	40,1329	0,240051	48,4351	0,240051	67,5559	0,340027	102,529
0,440002	0,626294	0,340027	0,130981	0,340027	0,99353	0,340027	2,08417	0,440002	6,20454	0,340027	9,76508	0,340027	19,3237	0,440002	49,9516	0,340027	66,2917	0,340027	99,1246	0,440002	141,61
0,540039	0,647888	0,440063	0,436829	0,440063	1,41309	0,440063	2,82324	0,540039	7,89294	0,440063	13,2221	0,440063	25,2804	0,539978	57,9825	0,440063	82,9233	0,440063	124,076	0,539978	172,206
0,640015	0,717041	0,540039	0,724365	0,540039	1,60687	0,540039	3,79474	0,640015	9,14996	0,540039	15,7819	0,540039	30,735	0,640015	65,8818	0,540039	97,3909	0,540039	142,9	0,640015	195,553
0,73999	0,76581	0,640015	0,945862	0,640015	2,12756	0,640076	4,42291	0,740051	10,4613	0,640076	18,5253	0,640015	35,6593	0,73999	73,1724	0,640076	109,758	0,640076	160,834	0,73999	214,224
0,840027	0,802979	0,740051	1,11652	0,740051	2,48187	0,740051	5,11621	0,840027	11,4836	0,740051	21,0842	0,740051	39,6027	0,840027	79,8915	0,740051	120,734	0,740051	176,046	0,840027	227,498
0,940002	0,841977	0,840027	1,27472	0,840027	2,79828	0,840027	5,76233	0,940002	12,6807	0,840027	23,0378	0,840027	43,7769	0,940002	85,9102	0,840027	130,528	0,840027	188,252	0,940002	239,898
1,04004	0,917419	0,940063	1,44659	0,940063	3,12439	0,940063	6,37286	1,04004	13,8097	0,940063	25,2178	0,940063	47,5237	1,03998	91,4712	0,940063	138,035	0,940063	198,521	1,03998	249,808
1,14001	0,97406	1,04004	1,62238	1,04004	3,4408	1,04004	6,99396	1,14001	14,8945	1,04004	27,2975	1,04004	51,0968	1,14001	95,9376	1,04004	145,717	1,04004	207,199	1,14001	257,738
1,23999	1,01268	1,14001	1,76886	1,14001	3,72595	1,14008	7,52607	1,24005	15,8914	1,14008	28,9812	1,14001	54,0487	1,23999	100,543	1,14008	152,592	1,14008	214,713	1,23999	264,492
1,34003	1,05804	1,24005	1,91144	1,24005	3,98846	1,24005	8,03577	1,34003	16,8398	1,24005	30,8245	1,24005	57,1725	1,34003	104,81	1,24005	158,472	1,24005	221,118	1,34003	270,286
1,44	1,13492	1,34003	2,00909	1,34003	4,224	1,34003	8,49084	1,44	17,7909	1,34003	32,5678	1,34003	60,1081	1,44	108,77	1,34003	163,819	1,34003	225,496	1,44	274,557
1,54004	1,18304	1,44006	2,12823	1,44006	4,47791	1,44006	8,97327	1,54004	18,6484	1,44006	34,267	1,44006	62,9011	1,53998	112,458	1,44006	168,699	1,44006	230,05	1,53998	278,065
1,64001	1,21118	1,54004	2,23956	1,54004	4,7326	1,54004	9,41272	1,64001	19,4636	1,54004	35,8686	1,54004	65,5319	1,64001	115,859	1,54004	172,93	1,54004	233,966	1,64001	280,104
1,73999	1,22204	1,64001	2,34113	1,64001	4,95251	1,64008	9,83856	1,74005	20,2488	1,64008	37,3558	1,64001	67,7378	1,73999	118,668	1,64008	176,27	1,64008	237,358	1,73999	282,63
1,84003	1,24048	1,74005	2,422	1,74005	5,14978	1,74005	10,2233	1,84003	20,9941	1,74005	38,7495	1,74005	70,0581	1,84003	121,623	1,74005	179,749	1,74005	240,426	1,84003	284,793
1,94	1,29039	1,84003	2,49933	1,84003	5,3244	1,84003	10,608	1,94	21,7057	1,84003	40,1135	1,84003	72,2612	1,94	124,388	1,84003	182,904	1,84003	243,192	1,94	286,688
2,04004	1,32056	1,94006	2,59308	1,94006	5,52478	1,94006	10,9896	2,04004	22,3816	1,94006	41,4143	1,94006	74,355	2,03998	126,99	1,94006	185,77	1,94006	244,94	2,03998	288,362
2,14001	1,33929	2,04004	2,67511	2,04004	5,70721	2,04004	11,3561	2,14001	23,0429	2,04004	42,6467	2,04004	76,3472	2,14001	129,396	2,04004	188,405	2,04004	246,979	2,14001	290,05
2,23999	1,37518	2,14001	2,74738	2,14001	5,8783	2,14008	11,694	2,24005	23,6863	2,14008	43,8167	2,14001	78,2112	2,23999	131,636	2,14008	190,791	2,14008	248,787	2,23999	291,696
2,34003	1,42407	2,24005	2,82629	2,24005	6,04315	2,24005	12,028	2,34003	24,3132	2,24005	44,9514	2,24005	79,9956	2,34003	133,512	2,24005	192,651	2,24005	250,395	2,34003	292,888
2,44	1,46618	2,34003	2,91144	2,34003	6,21814	2,34003	12,3724	2,44	24,9284	2,34003	46,0608	2,34003	81,6956	2,44	135,515	2,34003	194,692	2,34003	251,844	2,44	293,985
2,54004	1,51392	2,44006	2,99933	2,44006	6,37128	2,44006	12,692	2,54004	25,491	2,44006	47,1135	2,44006	83,3323	2,53998	137,418	2,44006	196,575	2,44006	253,145	2,53998	294,449
2,64001	1,54437	2,54004	3,08606	2,54004	6,52362	2,54004	12,9889	2,64001	26,0632	2,54004	48,1163	2,54004	84,8538	2,64001	139,191	2,54004	198,325	2,54004	254,321	2,64001	295,386
2,73999	1,58727	2,64001	3,15088	2,64001	6,67242	2,64008	13,317	2,74005	26,6249	2,64008	49,0737	2,64001	86,312	2,73999	140,862	2,64008	199,923	2,64008	255,039	2,73999	296,252
2,84003	1,6311	2,74005	3,2298	2,74005	6,83221	2,74005	13,5905	2,84003	27,1461	2,74005	50,0225	2,74005	87,6917	2,84003	142,42	2,74005	201,412	2,74005	256,063	2,84003	297,085
2,94	1,66815	2,84003	3,30286	2,84003	6,96503	2,84003	13,8705	2,94	27,6444	2,84003	50,9202	2,84003	89,0472	2,94	143,904	2,84003	202,528	2,84003	256,994	2,94	297,853
3,04004	1,69867	2,94006	3,37433	2,94006	7,10486	2,94006	14,1451	3,04004	28,1324	2,94006	51,7913	2,94006	90,3136	3,03998	145,308	2,94006	203,816	2,94006	257,855	3,03998	298,568
3,14001	1,72485	3,04004	3,43567	3,04004	7,24628	3,04004	14,4108	3,14001	28,6257	3,04004	52,6339	3,04004	91,5609	3,14001	146,656	3,04004	205,039	3,04004	258,675	3,14001	299,376
3,23999	1,75329	3,14001	3,50909	3,14001	7,37714	3,14008	14,6655	3,24005	29,0945	3,14008	53,4476	3,14001	92,7316	3,23999	147,925	3,14008	206,157	3,14008	259,548	3,23999	300,171
3,34003	1,80688	3,24005	3,5755	3,24005	7,50134	3,24005	14,8951	3,34003	29,5437	3,24005	54,2178	3,24005	93,8312	3,34003	149,124	3,24005	207,207	3,24005	260,418	3,34003	300,749
3,44	1,84783	3,34003	3,65247	3,34003	7,63495	3,34003	15,1342	3,44	29,9753	3,34003	54,9905	3,34003	94,8948	3,44	150,25	3,34003	208,209	3,34003	261,068	3,44	300,942
3,54004	1,87329	3,44006	3,72784	3,44006	7,758	3,44006	15,3658	3,54004	30,3835	3,44006	55,712	3,44006	95,921	3,53998	151,332	3,44006	209,141	3,44006	261,686	3,53998	301,461
3,64001	1,88031	3,54004	3,78528	3,54004	7,88104	3,54004	15,5924	3,64001	30,7664	3,54004	56,4045	3,54004	96,8702	3,64001	152,334	3,54004	210,001	3,54004	262,247	3,64001	301,919
3,73999	1,91229	3,64001	3,81573	3,64001	7,97791	3,64008	15,8041	3,74005	31,1328	3,64008	57,0628	3,64001	97,7843	3,73999	153,293	3,64008	210,8	3,64008	262,771	3,73999	302,382
3,84003	1,91937	3,74005	3,87903	3,74005	8,07635	3,74005	16,0092	3,84003	31,4734	3,74005	57,7061	3,74005	98,6808	3,84003	154,185	3,74005	211,549	3,74005	263,023	3,84003	302,82
3,94	1,96307	3,84003	3,90167	3,84003	8,14667	3,84003	16,2115	3,94	31,8464	3,84003	58,2932	3,84003	99,5343	3,94	155,041	3,84003	212,229	3,84003	263,506	3,94	303,363
4,04004	1,97876	3,94006	3,9505	3,94006	8,26306	3,94006	16,4115	4,04004	32,2007	3,94006	58,8819	3,94006	100,347	4,03998	155,868	3,94006	212,901	3,94006	263,988	4,03998	303,937
4,14001	1,98578	4,04004	4,00598	4,04004	8,3576	4,04004	16,6022	4,14001	32,5312	4,04004	59,4612	4,04004	101,157	4,14001	156,629	4,04004	213,535	4,04004	264,438	4,14001	304,298
4,23999	2,00329	4,14001	4,0423	4,14001	8,44861	4,14008	16,7585	4,24005	32,8542	4,14008	60,0265	4,14001	101,898	4,23999	157,373	4,14008	214,116	4,14008	264,835	4,23999	304,384
4,34003	2,01782	4,24005	4,09308	4,24005	8,54236	4,24005	16,9361	4,34003	33,1804	4,24005	60,5569	4,24005	102,608	4,34003	158,099	4,24005	214,666	4,24005	265,241	4,34003	304,717
4,44	2,01777	4,34003	4,12823	4,34003	8,61542	4,34003	17,1237	4,44	33,4831	4,34003	61,0948	4,34003	103,323	4,44	158,753	4,34003	215,19	4,34003	265,623	4,44	305,011
4,54004	2,03656	4,44006	4,15948	4,44006	8,70135	4,44006	17,2982	4,54004	33,8035	4,44006	61,5803	4,44006	103,982	4,53998	159,412	4,44006	215,658	4,44006	265,991	4,53998	305,329
4,64001	2,04321	4,54004	4,21497	4,54004	8,7912	4,54004	17,476	4,64001	34,0769	4,54004	62,0655	4,54004	104,641	4,64001	160,006	4,54004	216,141	4,54004	266,372	4,64001	305,594
4,73999	2,09312	4,64001	4,23956	4,64001	8,87634	4,64008	17,6381	4,74005	34,3902	4,64008	62,5148	4,64001	105,257	4,73999	160,601	4,64008	216,574	4,64008	266,72	4,73999	305,872
4,84003	2,09009	4,74005	4,30011	4,74005	9,00409	4,74005	17,8209	4,84003	34,7019	4,74005	62,9991	4,74005	105,855	4,84003	161,165	4,74005	217,022	4,74005	267,091	4,84003	306,121
4,94	2,10955	4,84003	4,32239	4,84003	9,09003	4,84003	17,9662	4,94	34,9792	4,84003	63,4405	4,84003	106,437	4,94	161,715	4,84003	217,416	4,84003	267,406	4,94	306,368
5,04004	2,12836	4,94006	4,37433	4,94006	9,17712	4,94006	18,1256	5,04004	35,2351	4,94006	63,8741	4,94006	106,98	5,03998	162,225	4,94006	217,847	4,94006	267,747	5,03998	306,618
5,14001	2,16547	5,04004	4,42395	5,04004	9,26581	5,04004	18,2943	5,14001	35,489	5,04004	64,3057	5,04004	107,519	5,14001	162,73	5,04004	218,239	5,04004	268,04	5,14001	306,85
5,23999	2,19549	5,14001	4,47705	5,14001	9,35876	5,14008	18,453	5,24005	35,7507	5,14008	64,7347	5,14001	108,046	5,23999	163,204	5,14008	218,605	5,14008	268,337	5,23999	307,058
5,34003	2,22876	5,24005	4,51184	5,24005	9,41425	5,24005	18,5873	5,34003	36,0222	5,24005	65,1272	5,24005	108,523	5,34003	163,651	5,24005	218,972	5,24005	268,636	5,34003	307,278
5,44	2,28258	5,34003	4,56183	5,34003	9,49548	5,34003	18,7311	5,44	36,2866	5,34003	65,4952	5,34003	109,024	5,44	164,071	5,34003	219,319	5,34003	268,915	5,44	307,505
5,54004	2,33228	5,44006	4,6087	5,44006	9,58612	5,44006	18,8705	5,54004	36,5203	5,44006	65,8721	5,44006	109,484	5,53998	164,495	5,44006	219,653	5,44006	269,216	5,53998	307,724
5,64001	2,34399	5,54004	4,64465	5,54004	9,64276	5,54004	19,0006	5,64001	36,7234	5,54004	66,2374	5,54004	109,918	5,64001	164,911	5,54004	219,985	5,54004	269,488	5,64001	307,903
5,73999	2,39977	5,64001	4,67511	5,64001	9,6908	5,64008	19,1069	5,74005	36,9695	5,64008	66,5968	5,64001	110,322	5,73999	165,314	5,64008	220,291	5,64008	269,748	5,73999	308,122
5,84003	2,39282	5,74005	4,71692	5,74005	9,77167	5,74005	19,2369	5,84003	37,148	5,74005	66,9444	5,74005	110,762	5,84003	165,663	5,74005	220,603	5,74005	269,985	5,84003	308,281
5,94	2,42401	5,84003	4,7337	5,84003	9,79315	5,84003	19,3353	5,94	37,3581	5,84003	67,2284	5,84003	111,133	5,94	166,031	5,84003	220,87	5,84003	270,195	5,94	308,476
6,04004	2,44281	5,94006	4,78528	5,94006	9,84784	5,94006	19,4674	6,04004	37,5468	5,94006	67,5577	5,94006	111,512	6,03998	166,362	5,94006	221,142	5,94006	270,442	6,03998	308,64
6,14001	2,47211	6,04004	4,79541	6,04004	9,90485	6,04004	19,5298	6,14001	37,7515	6,04004	67,8733	6,04004	111,849	6,14001	166,74	6,04004	221,398	6,04004	270,662	6,14001	308,808
6,23999	2,47285	6,14001	4,84973	6,14001	9,97089	6,14008	19,6354	6,24005	37,9265	6,14008	68,1769	6,14001	112,219	6,23999	167,063	6,14008	221,682	6,14008	270,895	6,23999	308,94
6,34003	2,48071	6,24005	4,86847	6,24005	9,99823	6,24005	19,724	6,34003	38,0789	6,24005	68,4288	6,24005	112,53	6,34003	167,387	6,24005	221,895	6,24005	271,098	6,34003	309,076
6,44	2,48065	6,34003	4,8927	6,34003	10,0471	6,34003	19,8295	6,44	38,2409	6,34003	68,6866	6,34003	112,846	6,44	167,684	6,34003	222,124	6,34003	271,297	6,44	309,226
6,54004	2,47015	6,44006	4,89777	6,44006	10,097	6,44006	19,9467	6,54004	38,4019	6,44006	68,9678	6,44006	113,144	6,53998	167,991	6,44006	222,357	6,44006	271,491	6,53998	309,342
6,64001	2,47681	6,54004	4,90558	6,54004	10,1486	6,54004	20,0358	6,64001	38,573	6,54004	69,2147	6,54004	113,446	6,64001	168,272	6,54004	222,582	6,54004	271,674	6,64001	309,469
6,73999	2,48572	6,64001	4,9259	6,64001	10,2092	6,64008	20,1401	6,74005	38,739	6,64008	69,4757	6,64001	113,755	6,73999	168,539	6,64008	222,805	6,64008	271,874	6,73999	309,589
6,84003	2,46234	6,74005	4,96143	6,74005	10,2728	6,74005	20,2369	6,84003	38,8718	6,74005	69,717	6,74005	114,053	6,84003	168,786	6,74005	223,013	6,74005	272,059	6,84003	309,678
6,94	2,4787	6,84003	4,97473	6,84003	10,2951	6,84003	20,3112	6,94	39,0444	6,84003	69,9464	6,84003	114,29	6,94	169,05	6,84003	223,191	6,84003	272,246	6,94	309,778
7,04004	2,47485	6,94006	4,99347	6,94006	10,3459	6,94006	20,3978	7,04004	39,1941	6,94006	70,1639	6,94006	114,581	7,03998	169,272	6,94006	223,403	6,94006	272,424	7,03998	309,871
7,14001	2,47601	7,04004	5,01965	7,04004	10,3861	7,04004	20,4818	7,14001	39,3386	7,04004	70,3721	7,04004	114,844	7,14001	169,504	7,04004	223,591	7,04004	272,579	7,14001	310
7,23999	2,46699	7,14001	5,0423	7,14001	10,4416	7,14008	20,6003	7,24005	39,4664	7,14008	70,5859	7,14001	115,105	7,23999	169,715	7,14008	223,783	7,14008	272,755	7,23999	310,074
7,34003	2,47992	7,24005	5,04504	7,24005	10,467	7,24005	20,6986	7,34003	39,6375	7,24005	70,7862	7,24005	115,358	7,34003	169,945	7,24005	223,934	7,24005	272,925	7,34003	310,184
7,44	2,49237	7,34003	5,07275	7,34003	10,517	7,34003	20,7994	7,44	39,7819	7,34003	70,9885	7,34003	115,602	7,44	170,142	7,34003	224,125	7,34003	273,103	7,44	310,259
7,54004	2,5022	7,44006	5,08527	7,44006	10,5607	7,44006	20,8658	7,54004	39,9351	7,44006	71,1807	7,44006	115,827	7,53998	170,377	7,44006	224,306	7,44006	273,251	7,53998	310,346
7,64001	2,49359	7,54004	5,10754	7,54004	10,6213	7,54004	20,9486	7,64001	40,073	7,54004	71,3651	7,54004	116,085	7,64001	170,567	7,54004	224,491	7,54004	273,434	7,64001	310,45
7,73999	2,52166	7,64001	5,12628	7,64001	10,6537	7,64008	21,0268	7,74005	40,2222	7,64008	71,5519	7,64001	116,307	7,73999	170,8	7,64008	224,657	7,64008	273,607	7,73999	310,555
7,84003	2,53149	7,74005	5,15442	7,74005	10,7131	7,74005	21,1119	7,84003	40,3445	7,74005	71,7589	7,74005	116,517	7,84003	170,972	7,74005	224,852	7,74005	273,773	7,84003	310,652
7,94	2,5404	7,84003	5,15753	7,84003	10,7736	7,84003	21,1927	7,94	40,4929	7,84003	71,9374	7,84003	116,714	7,94	171,177	7,84003	225,002	7,84003	273,913	7,94	310,74
8,04004	2,53265	7,94006	5,18488	7,94006	10,8099	7,94006	21,2596	8,04004	40,6023	7,94006	72,1096	7,94006	116,92	8,03998	171,364	7,94006	225,177	7,94006	274,058	8,03998	310,859
8,14001	2,55298	8,04004	5,21222	8,04004	10,8654	8,04004	21,3431	8,14001	40,7156	8,04004	72,3104	8,04004	117,095	8,14001	171,571	8,04004	225,335	8,04004	274,226	8,14001	310,948
8,23999	2,56268	8,14001	5,25208	8,14001	10,9064	8,14008	21,4194	8,24005	40,8316	8,14008	72,4933	8,14001	117,291	8,23999	171,759	8,14008	225,503	8,14008	274,365	8,23999	311,009
8,34003	2,59009	8,24005	5,27863	8,24005	10,9494	8,24005	21,4655	8,34003	40,9343	8,24005	72,6483	8,24005	117,474	8,34003	171,92	8,24005	225,673	8,24005	274,518	8,34003	311,083
8,44	2,58534	8,34003	5,29895	8,34003	10,9896	8,34003	21,5228	8,44	41,0073	8,34003	72,8096	8,34003	117,626	8,44	172,061	8,34003	225,832	8,34003	274,66	8,44	311,144
8,54004	2,58618	8,44006	5,28058	8,44006	11,0002	8,44006	21,5638	8,54004	41,1316	8,44006	72,9589	8,44006	117,791	8,53998	172,226	8,44006	225,968	8,44006	274,791	8,53998	311,238
8,64001	2,57837	8,54004	5,30481	8,54004	11,0432	8,54004	21,6315	8,64001	41,2359	8,54004	73,1171	8,54004	117,958	8,64001	172,39	8,54004	226,117	8,54004	274,923	8,64001	311,302
8,73999	2,60096	8,64001	5,30988	8,64001	11,0764	8,64008	21,6889	8,74005	41,3437	8,64008	73,2765	8,64001	118,117	8,73999	172,553	8,64008	226,25	8,64008	275,037	8,73999	311,37
8,84003	2,58344	8,74005	5,32745	8,74005	11,097	8,74005	21,7564	8,84003	41,4175	8,74005	73,4268	8,74005	118,266	8,84003	172,671	8,74005	226,384	8,74005	275,178	8,84003	311,421
8,94	2,61151	8,84003	5,32941	8,84003	11,1127	8,84003	21,8131	8,94	41,5163	8,84003	73,5565	8,84003	118,419	8,94	172,838	8,84003	226,491	8,84003	275,271	8,94	311,487
9,04004	2,62329	8,94006	5,3595	8,94006	11,131	8,94006	21,8724	9,04004	41,6168	8,94006	73,6971	8,94006	118,584	9,03998	172,98	8,94006	226,63	8,94006	275,416	9,03998	311,555
9,14001	2,61157	9,04004	5,38019	9,04004	11,1701	9,04004	21,9506	9,14001	41,7019	9,04004	73,8389	9,04004	118,751	9,14001	173,109	9,04004	226,78	9,04004	275,538	9,14001	311,575
9,23999	2,62439	9,14001	5,38684	9,14001	11,2033	9,14008	21,9819	9,24005	41,7964	9,14008	73,9472	9,14001	118,905	9,23999	173,232	9,14008	226,905	9,14008	275,633	9,23999	311,641
9,34003	2,64984	9,24005	5,39386	9,24005	11,2307	9,24005	22,0299	9,34003	41,8867	9,24005	74,0819	9,24005	119,039	9,34003	173,385	9,24005	227,012	9,24005	275,75	9,34003	311,722
9,44	2,62909	9,34003	5,43683	9,34003	11,2779	9,34003	22,106	9,44	41,9917	9,34003	74,2335	9,34003	119,205	9,44	173,522	9,34003	227,136	9,34003	275,887	9,44	311,774
9,54004	2,6225	9,44006	5,43097	9,44006	11,3049	9,44006	22,1459	9,54004	42,075	9,44006	74,3331	9,44006	119,337	9,53998	173,666	9,44006	227,26	9,44006	275,994	9,53998	311,812
9,64001	2,61157	9,54004	5,45325	9,54004	11,3283	9,54004	22,1881	9,64001	42,1304	9,54004	74,455	9,54004	119,463	9,64001	173,766	9,54004	227,391	9,54004	276,097	9,64001	311,842
9,73999	2,64276	9,64001	5,46808	9,64001	11,342	9,64008	22,2182	9,74005	42,2117	9,64008	74,5429	9,64001	119,586	9,73999	173,901	9,64008	227,503	9,64008	276,203	9,73999	311,907
9,84003	2,63306	9,74005	5,47083	9,74005	11,3713	9,74005	22,2689	9,84003	42,2652	9,74005	74,6522	9,74005	119,728	9,84003	174,01	9,74005	227,665	9,74005	276,32	9,84003	311,95
9,94	2,64783	9,84003	5,48956	9,84003	11,4025	9,84003	22,3256	9,94	42,3464	9,84003	74,7616	9,84003	119,855	9,94	174,127	9,84003	227,777	9,84003	276,413	9,94	311,987
10,04	2,63422	9,94006	5,50714	9,94006	11,4271	9,94006	22,3768	10,04	42,405	9,94006	74,8839	9,94006	119,982	10,04	174,245	9,94006	227,92	9,94006	276,548	10,04	312,052
10,14	2,65259	10,04	5,51886	10,04	11,4408	10,04	22,4115	10,14	42,4703	10,04	74,9862	10,04	120,095	10,14	174,354	10,04	228,05	10,04	276,64	10,14	312,109
10,24	2,6623	10,14	5,52551	10,14	11,4709	10,1401	22,4362	10,2401	42,5406	10,1401	75,1007	10,14	120,201	10,24	174,48	10,1401	228,174	10,1401	276,735	10,24	312,142
10,34	2,68384	10,2401	5,53448	10,2401	11,5021	10,2401	22,4545	10,34	42,6277	10,2401	75,1991	10,2401	120,303	10,34	174,624	10,2401	228,316	10,2401	276,834	10,34	312,228
10,44	2,69745	10,34	5,55872	10,34	11,5373	10,34	22,515	10,44	42,6968	10,34	75,3065	10,34	120,434	10,44	174,744	10,34	228,469	10,34	276,96	10,44	312,288
10,54	2,71429	10,4401	5,5755	10,4401	11,5471	10,4401	22,5729	10,54	42,7683	10,4401	75,3983	10,4401	120,548	10,54	174,863	10,4401	228,612	10,4401	277,06	10,54	312,34
10,64	2,72797	10,54	5,58606	10,54	11,5873	10,54	22,64	10,64	42,8445	10,54	75,5175	10,54	120,67	10,64	174,969	10,54	228,733	10,54	277,18	10,64	312,393
10,74	2,73651	10,64	5,59033	10,64	11,601	10,6401	22,692	10,7401	42,9234	10,6401	75,63	10,64	120,787	10,74	175,097	10,6401	228,859	10,6401	277,288	10,74	312,457
10,84	2,74048	10,7401	5,61926	10,7401	11,6291	10,7401	22,7572	10,84	42,9851	10,7401	75,7382	10,7401	120,897	10,84	175,208	10,7401	228,978	10,7401	277,401	10,84	312,492
10,94	2,75329	10,84	5,61456	10,84	11,6525	10,84	22,7943	10,94	43,0503	10,84	75,8339	10,84	120,997	10,94	175,322	10,84	229,085	10,84	277,489	10,94	312,533
11,04	2,77368	10,9401	5,62512	10,9401	11,6701	10,9401	22,8236	11,04	43,105	10,9401	75,9198	10,9401	121,092	11,04	175,422	10,9401	229,224	10,9401	277,586	11,04	312,611
11,14	2,77954	11,04	5,66534	11,04	11,6974	11,04	22,8639	11,14	43,1824	11,04	75,9921	11,04	121,182	11,14	175,534	11,04	229,357	11,04	277,686	11,14	312,641
11,24	2,78454	11,14	5,68567	11,14	11,726	11,1401	22,9233	11,2401	43,2488	11,1401	76,0859	11,14	121,284	11,24	175,659	11,1401	229,484	11,1401	277,779	11,24	312,669
11,34	2,79321	11,2401	5,6958	11,2401	11,7455	11,2401	22,9791	11,34	43,3257	11,2401	76,1807	11,2401	121,385	11,34	175,762	11,2401	229,609	11,2401	277,877	11,34	312,707
11,44	2,80408	11,34	5,71497	11,34	11,756	11,34	23,0228	11,44	43,3854	11,34	76,2772	11,34	121,489	11,44	175,866	11,34	229,715	11,34	277,977	11,44	312,735
11,54	2,79321	11,4401	5,72003	11,4401	11,7678	11,4401	23,0756	11,54	43,4332	11,4401	76,3541	11,4401	121,578	11,54	175,959	11,4401	229,827	11,4401	278,038	11,54	312,758
11,64	2,78931	11,54	5,72083	11,54	11,8049	11,54	23,0846	11,64	43,48	11,54	76,4452	11,54	121,671	11,64	176,063	11,54	229,941	11,54	278,094	11,64	312,807
11,74	2,78846	11,64	5,7298	11,64	11,8283	11,6401	23,1225	11,7401	43,532	11,6401	76,5195	11,64	121,755	11,74	176,168	11,6401	230,055	11,6401	278,158	11,74	312,842
11,84	2,79828	11,7401	5,7298	11,7401	11,8295	11,7401	23,1646	11,84	43,5554	11,7401	76,5889	11,7401	121,83	11,84	176,243	11,7401	230,16	11,7401	278,221	11,84	312,865
11,94	2,80878	11,84	5,72003	11,84	11,842	11,84	23,1849	11,94	43,603	11,84	76,6835	11,84	121,901	11,94	176,331	11,84	230,276	11,84	278,303	11,94	312,917
12,04	2,81274	11,9401	5,71887	11,9401	11,8451	11,9401	23,2103	12,04	43,6773	11,9401	76,7623	11,9401	121,986	12,04	176,418	11,9401	230,392	11,9401	278,369	12,04	312,962
12,14	2,80493	12,04	5,72784	12,04	11,8537	12,04	23,2389	12,14	43,7476	12,04	76,8436	12,04	122,073	12,14	176,517	12,04	230,498	12,04	278,43	12,14	313,016
12,24	2,81074	12,14	5,73645	12,14	11,8635	12,1401	23,2768	12,2401	43,7847	12,1401	76,914	12,14	122,168	12,24	176,591	12,1401	230,593	12,1401	278,502	12,24	313,045
12,34	2,79749	12,2401	5,75519	12,2401	11,8674	12,2401	23,2767	12,34	43,8359	12,2401	76,985	12,2401	122,244	12,34	176,654	12,2401	230,671	12,2401	278,575	12,34	313,081
12,44	2,81073	12,34	5,75909	12,34	11,8568	12,34	23,3013	12,44	43,853	12,34	77,0245	12,34	122,305	12,44	176,726	12,34	230,757	12,34	278,642	12,44	313,162
12,54	2,79907	12,4401	5,77277	12,4401	11,8752	12,4401	23,3431	12,54	43,9	12,4401	77,0956	12,4401	122,369	12,54	176,8	12,4401	230,86	12,4401	278,718	12,54	313,197
12,64	2,81274	12,54	5,75598	12,54	11,8822	12,54	23,3607	12,64	43,9586	12,54	77,1776	12,54	122,452	12,64	176,883	12,54	230,972	12,54	278,79	12,64	313,247
12,74	2,82049	12,64	5,76495	12,64	11,8947	12,6401	23,3991	12,7401	44,0222	12,6401	77,2565	12,64	122,525	12,74	176,966	12,6401	231,078	12,6401	278,878	12,74	313,296
12,84	2,83734	12,7401	5,78723	12,7401	11,9162	12,7401	23,4252	12,84	44,0621	12,7401	77,3339	12,7401	122,614	12,84	177,042	12,7401	231,2	12,7401	278,968	12,84	313,337
12,94	2,849	12,84	5,7962	12,84	11,9514	12,84	23,4271	12,94	44,1472	12,84	77,3866	12,84	122,697	12,94	177,132	12,84	231,301	12,84	279,056	12,94	313,394
