Cycle: 3  SMARTA2-9C  98 nM_X	Cycle: 3  SMARTA2-9C  98 nM_Y	Cycle: 4  SMARTA2-9C  195 nM_X	Cycle: 4  SMARTA2-9C  195 nM_Y	Cycle: 5  SMARTA2-9C  390 nM_X	Cycle: 5  SMARTA2-9C  390 nM_Y	Cycle: 6  SMARTA2-9C  780 nM_X	Cycle: 6  SMARTA2-9C  780 nM_Y	Cycle: 7  SMARTA2-9C  1560 nM_X	Cycle: 7  SMARTA2-9C  1560 nM_Y	Cycle: 8  SMARTA2-9C  3125 nM_X	Cycle: 8  SMARTA2-9C  3125 nM_Y	Cycle: 9  SMARTA2-9C  6250 nM_X	Cycle: 9  SMARTA2-9C  6250 nM_Y	Cycle: 10  SMARTA2-9C  12500 nM_X	Cycle: 10  SMARTA2-9C  12500 nM_Y	Cycle: 11  SMARTA2-9C  25000 nM_X	Cycle: 11  SMARTA2-9C  25000 nM_Y	Cycle: 12  SMARTA2-9C  50000 nM_X	Cycle: 12  SMARTA2-9C  50000 nM_Y	Cycle: 13  SMARTA2-9C  100000 nM_X	Cycle: 13  SMARTA2-9C  100000 nM_Y
-16,96	0,0160589	-16,96	0,0147161	-16,96	7,514e-3	-16,96	-9,39274e-3	-16,96	-0,0265436	-16,96	-6,34098e-3	-16,96	-0,0215387	-16,96	-0,0920954	-16,96	-0,154972	-16,96	-0,12835	-16,96	-0,233097
-16,86	0,0237989	-16,86	0,0263624	-16,86	3,53527e-3	-16,86	4,20666e-3	-16,86	-0,0168505	-16,86	-0,0103197	-16,8599	-0,0254574	-16,86	-0,0863085	-16,86	-0,147161	-16,86	-0,136235	-16,86	-0,205754
-16,7599	3,36933e-3	-16,7599	-9,69219e-3	-16,7599	2,63691e-3	-16,7599	-0,0338011	-16,76	-0,0334463	-16,7599	-0,0112181	-16,7599	-0,0264158	-16,76	-0,106811	-16,76	-0,15985	-16,7599	-0,137134	-16,76	-0,206725
-16,66	0,0306702	-16,66	3,05176e-5	-16,66	-7,17163e-3	-16,66	-0,0240784	-16,66	-0,0256042	-16,66	-0,011261	-16,66	-0,0284119	-16,66	-0,0872498	-16,66	-0,150055	-16,66	-0,119598	-16,66	-0,187164
-16,5599	0,0355811	-16,56	-9,81331e-4	-16,5599	-4,21381e-3	-16,5599	-0,028933	-16,56	-7,08485e-3	-16,5599	-0,0180688	-16,5599	-0,0137353	-16,56	-0,0843554	-16,56	-0,139348	-16,56	-0,101079	-16,56	-0,162786
-16,46	0,0199738	-16,46	-0,0165253	-16,46	-2,89917e-4	-16,46	-0,0250092	-16,46	2,76184e-3	-16,46	-0,0239105	-16,46	-0,0391083	-16,46	-0,080368	-16,46	-0,153012	-16,46	-0,100998	-16,46	-0,17059
-16,36	0,0286832	-16,36	-1,95646e-3	-16,36	0,0103726	-16,36	-0,0260653	-16,36	0,02319	-16,36	-0,0230136	-16,3599	-0,0400996	-16,36	-0,0501742	-16,36	-0,142276	-16,36	-0,10596	-16,36	-0,16962
-16,2599	0,0160575	-16,2599	-6,76966e-3	-16,2599	7,51257e-3	-16,2599	-0,0250192	-16,26	0,0183105	-16,2599	-0,0278268	-16,2599	-0,0469308	-16,26	-0,0531006	-16,26	-0,154968	-16,2599	-0,120539	-16,26	-0,1745
-16,16	0,0150452	-16,16	-7,78198e-3	-16,16	4,54712e-3	-16,16	-0,0221252	-16,16	0,0271301	-16,16	-0,0386047	-16,16	-0,0538025	-16,16	-0,0559998	-16,16	-0,136383	-16,16	-0,105927	-16,16	-0,171539
-16,0599	0,0140891	-16,06	-0,0166097	-16,0599	0,0153098	-16,0599	-0,0113626	-16,06	0,0475993	-16,0599	-0,0395608	-16,0599	-0,0508523	-16,06	-0,0550618	-16,06	-0,113961	-16,06	-0,0952229	-16,06	-0,154976
-15,96	1,40715e-3	-15,96	-0,02142	-15,96	0,0123935	-15,96	-0,0240445	-15,96	0,0349765	-15,96	-0,0620084	-15,96	-0,0576749	-15,96	-0,057919	-15,96	-0,11102	-15,96	-0,119565	-15,96	-0,167661
-15,86	-7,44915e-3	-15,86	-0,0205107	-15,86	0,0172091	-15,86	-0,0329008	-15,86	0,0339327	-15,86	-0,0708647	-15,8599	-0,0664721	-15,86	-0,0570097	-15,86	-0,110049	-15,86	-0,118655	-15,86	-0,178409
-15,7599	-5,45502e-4	-15,7599	-0,0331383	-15,7599	0,0260658	-15,7599	-0,0377159	-15,76	0,0212402	-15,7599	-0,0737267	-15,7599	-0,0811119	-15,76	-0,0618896	-15,76	-0,112976	-15,7599	-0,121517	-15,76	-0,200867
-15,66	-0,0152283	-15,66	-6,80542e-3	-15,66	9,42993e-3	-15,66	-0,0309143	-15,66	0,0183411	-15,66	-0,0884094	-15,66	-0,0938416	-15,66	-0,0745544	-15,66	-0,096344	-15,66	-0,122528	-15,66	-0,194
-15,5599	-0,0151978	-15,56	-6,83594e-3	-15,5599	5,5542e-3	-15,5599	-0,0308838	-15,56	0,0183105	-15,5599	-0,0786133	-15,5599	-0,10553	-15,56	-0,0804443	-15,56	-0,0768433	-15,56	-0,116699	-15,56	-0,192078
-15,46	-0,0269198	-15,46	-8,73137e-3	-15,46	-6,16789e-3	-15,46	-0,0269809	-15,46	0,0203214	-15,46	-0,068851	-15,46	-0,115299	-15,46	-0,0764804	-15,46	-0,0846586	-15,46	-0,140079	-15,46	-0,186221
-15,36	-0,0367432	-15,36	-0,0283203	-15,36	-0,0159912	-15,36	-0,0328979	-15,36	0,0163574	-15,36	-0,0759277	-15,3599	-0,105533	-15,36	-0,105835	-15,36	-0,0787964	-15,36	-0,13623	-15,36	-0,195984
-15,2599	-0,0513315	-15,2599	-0,0429087	-15,2599	-0,0305796	-15,2599	-0,0572519	-15,26	5,61523e-3	-15,2599	-0,0784311	-15,2599	-0,106507	-15,26	-0,110718	-15,26	-0,0934448	-15,2599	-0,127381	-15,26	-0,191101
-15,16	-0,0621033	-15,16	-0,0458679	-15,16	-0,0393982	-15,16	-0,0680237	-15,16	8,57544e-3	-15,16	-0,071991	-15,16	-0,11142	-15,16	-0,123383	-15,16	-0,0846252	-15,16	-0,134247	-15,16	-0,19986
-15,0599	-0,0450721	-15,06	-0,0308576	-15,0599	-0,037992	-15,0599	-0,0548987	-15,06	0,0138202	-15,0599	-0,0498939	-15,0599	-0,10806	-15,06	-0,118138	-15,06	-0,0813336	-15,06	-0,129002	-15,06	-0,17899
-14,96	-0,0380521	-14,96	-0,0159574	-14,96	-0,0329251	-14,96	-0,0537381	-14,96	5,28288e-3	-14,96	-0,0487332	-14,96	-0,0971341	-14,96	-0,11691	-14,96	-0,0899363	-14,96	-0,118008	-14,96	-0,168061
-14,86	-0,0308847	-14,86	-0,0126963	-14,86	-0,0413828	-14,86	-0,0563364	-14,86	0,0124502	-14,86	-0,0318003	-14,8599	-0,0898995	-14,86	-0,121461	-14,86	-0,0827036	-14,86	-0,12256	-14,86	-0,156129
-14,7599	-0,0376568	-14,7599	-9,70268e-3	-14,7599	-0,050108	-14,7599	-0,0416241	-14,76	0,0114708	-14,7599	-0,0112286	-14,7599	-0,0791607	-14,76	-0,116581	-14,76	-0,0817299	-14,7599	-0,127378	-14,76	-0,138371
-14,66	-0,0513611	-14,66	-0,0273132	-14,66	-0,0520935	-14,66	-0,0377502	-14,66	0,0115051	-14,66	-0,0132141	-14,66	-0,0811462	-14,66	-0,100922	-14,66	-0,0797424	-14,66	-0,111786	-14,66	-0,118805
-14,5599	-0,0405951	-14,56	-0,0283232	-14,5599	-0,0471869	-14,5599	-0,0269842	-14,56	0,0222139	-14,5599	-0,0122137	-14,5599	-0,0606146	-14,56	-0,0902128	-14,56	-0,0534086	-14,56	-0,122561	-14,56	-0,119815
-14,46	-0,0366802	-14,46	-0,0302105	-14,46	-0,0471783	-14,46	-0,032835	-14,46	0,0183735	-14,46	-0,0239239	-14,46	-0,052	-14,46	-0,103819	-14,46	-0,0788002	-14,46	-0,114683	-14,46	-0,125675
-14,36	-0,0445576	-14,36	-0,040041	-14,36	-0,0472431	-14,36	-0,019228	-14,36	0,024168	-14,36	-0,0103168	-14,3599	-0,0352154	-14,36	-0,10779	-14,36	-0,0709858	-14,36	-0,0893574	-14,36	-0,135439
-14,2599	-0,0415516	-14,2599	-0,0233631	-14,2599	-0,0258656	-14,2599	-0,0181751	-14,26	0,0212421	-14,2599	-0,0131702	-14,2599	-0,0381336	-14,26	-0,10095	-14,26	-0,0836773	-14,2599	-0,0922108	-14,26	-0,130552
-14,16	-0,033783	-14,16	9,79614e-3	-14,16	-0,0110779	-14,16	5,21851e-3	-14,16	0,0310364	-14,16	-3,44849e-3	-14,16	-0,0205994	-14,16	-0,102875	-14,16	-0,0543518	-14,16	-0,0942078	-14,16	-0,107086
-14,0599	-0,0464458	-14,06	9,73701e-4	-14,0599	-0,0237408	-14,0599	8,18062e-3	-14,06	6,58894e-3	-14,0599	-0,0278301	-14,0599	-0,0234966	-14,06	-0,101932	-14,06	-0,0573149	-14,06	-0,102237	-14,06	-0,0944242
-13,96	-0,0445008	-13,96	8,8439e-3	-13,96	-0,0120301	-13,96	6,21939e-3	-13,96	0,0144591	-13,96	-0,0258851	-13,96	-0,011786	-13,96	-0,088202	-13,96	-0,0495043	-13,96	-0,0775819	-13,96	-0,102239
-13,86	-0,0523701	-13,86	-0,0126972	-13,86	-0,0101337	-13,86	-0,0172749	-13,86	7,38335e-3	-13,86	-0,0415668	-13,8599	-0,0273972	-13,86	-0,0902119	-13,86	-0,048708	-13,86	-0,0795918	-13,86	-0,110048
-13,7599	-0,046452	-13,7599	-8,73232e-3	-13,7599	5,54991e-3	-13,7599	3,1085e-3	-13,76	0,0183077	-13,7599	-6,35195e-3	-13,7599	-0,0195966	-13,76	-0,0863066	-13,76	-0,0358305	-13,7599	-0,0639081	-13,76	-0,113955
-13,66	-0,0484314	-13,66	-0,0107117	-13,66	3,57056e-3	-13,66	8,14819e-3	-13,66	-3,14331e-3	-13,66	-0,02005	-13,66	-0,0157166	-13,66	-0,0882263	-13,66	-0,0377502	-13,66	-0,0561218	-13,66	-0,10611
-13,5599	-0,0532742	-13,56	-1,94883e-3	-13,5599	-1,2722e-3	-13,5599	-0,0181789	-13,56	-8,05235e-3	-13,5599	-0,0209866	-13,5599	-0,0205593	-13,56	-0,102901	-13,56	-0,0524249	-13,56	-0,0688434	-13,56	-0,128597
-13,46	-0,0397892	-13,46	2,99644e-3	-13,46	-0,0100651	-13,46	-5,48744e-3	-13,46	-0,0206852	-13,46	-6,34193e-3	-13,46	-0,0176334	-13,46	-0,0940495	-13,46	-0,0553575	-13,46	-0,0541325	-13,46	-0,104186
-13,36	-0,056674	-13,36	0,0248079	-13,36	3,14045e-3	-13,36	7,71809e-3	-13,36	-0,0231047	-13,36	-8,76141e-3	-13,3599	-0,0356162	-13,36	-0,0886564	-13,36	-0,0577116	-13,36	-0,0526457	-13,36	-0,0870085
-13,2599	-0,0552354	-13,2599	0,0332656	-13,2599	-5,18656e-3	-13,2599	-0,0123277	-13,26	-0,0490723	-13,2599	-9,27591e-3	-13,2599	-0,0537705	-13,26	-0,083374	-13,26	-0,0563354	-13,2599	-0,0668321	-13,26	-0,0953979
-13,16	-0,042572	-13,16	0,014679	-13,16	-0,0433044	-13,16	-0,0191956	-13,16	-0,0402527	-13,16	-0,0220032	-13,16	-0,0625916	-13,16	-0,0745544	-13,16	-0,0709534	-13,16	-0,0639343	-13,16	-0,0787659
-13,0599	-0,0483949	-13,06	-0,0107408	-13,0599	-0,0686586	-13,0599	-0,0211122	-13,06	-0,0461411	-13,0599	-0,0219667	-13,0599	-0,0938051	-13,06	-0,0472398	-13,06	-0,0807481	-13,06	-0,0698228	-13,06	-0,100279
-12,96	-0,0386314	-12,96	-0,0302086	-12,96	-0,056942	-12,96	-7,44247e-3	-12,96	-0,0480309	-12,96	-4,39072e-3	-12,96	-0,0703697	-12,96	-0,0335045	-12,96	-0,0827026	-12,96	-0,0619469	-12,96	-0,102234
-12,86	-0,0260038	-12,86	-0,0273466	-12,86	-0,0560331	-12,86	-0,012393	-12,86	-0,0529814	-12,86	-0,0191069	-12,8599	-0,0752606	-12,86	-0,0365019	-12,86	-0,0661039	-12,86	-0,0668974	-12,86	-0,10126
-12,7599	-0,0181265	-12,7599	-0,0292349	-12,7599	-0,067687	-12,7599	5,24998e-3	-12,76	-0,0646973	-12,7599	-0,0112295	-12,7599	-0,0869741	-12,76	-0,0404053	-12,76	-0,0895386	-12,7599	-0,0883169	-12,76	-0,0973511
-12,66	-0,0162048	-12,66	-0,0292664	-12,66	-0,0618591	-12,66	1,31226e-3	-12,66	-0,084198	-12,66	-0,0386047	-12,66	-0,0811462	-12,66	-0,0540466	-12,66	-0,0836487	-12,66	-0,0961609	-12,66	-0,0973206
-12,5599	-9,33313e-3	-12,56	-0,0419962	-12,5599	-0,0608468	-12,5599	4,27771e-3	-12,56	-0,0773966	-12,5599	-0,0434518	-12,5599	-0,0586495	-12,56	-0,0413859	-12,56	-0,0612223	-12,56	-0,0913126	-12,56	-0,100285
-12,46	4,32563e-3	-12,46	-0,0458453	-12,46	-0,0647662	-12,46	0,0296552	-12,46	-0,07148	-12,46	-0,0434649	-12,46	-0,0547564	-12,46	-0,0257037	-12,46	-0,0358341	-12,46	-0,0853961	-12,46	-0,0846622
-12,36	6,22702e-3	-12,36	-0,0595689	-12,36	-0,066771	-12,36	0,0159316	-12,36	-0,0734849	-12,36	-0,0396104	-12,3599	-0,0566938	-12,36	-0,0394273	-12,36	-0,0377793	-12,36	-0,106932	-12,36	-0,09442
-12,2599	0,0228915	-12,2599	-0,0780606	-12,2599	-0,0676847	-12,2599	0,0169711	-12,26	-0,0744669	-12,2599	-0,040524	-12,2599	-0,0322843	-12,26	-0,0150187	-12,26	-0,0192301	-12,2599	-0,10394	-12,26	-0,0680583
-12,16	0,035553	-12,16	-0,0732117	-12,16	-0,0511169	-12,16	0,0296326	-12,16	-0,0519714	-12,16	-0,0376282	-12,16	-0,0235291	-12,16	3,57056e-3	-12,16	-0,0123596	-12,16	-0,0756531	-12,16	-0,0553284
-12,0599	0,0482848	-12,06	-0,0644548	-12,0599	-0,0325258	-12,0599	0,036505	-12,06	-0,0451677	-12,0599	-0,034662	-12,0599	8,73399e-3	-12,06	6,46806e-3	-12,06	0,0354598	-12,06	-0,0825212	-12,06	-0,0485246
-11,96	0,0492654	-11,96	-0,0516868	-11,96	-0,0198264	-11,96	0,043345	-11,96	-0,0363059	-11,96	-0,0200095	-11,96	0,0253396	-11,96	2,45142e-3	-11,96	0,0481586	-11,96	-0,0775657	-11,96	-0,0299664
-11,86	0,0628598	-11,86	-0,0283267	-11,86	-0,0159976	-11,86	0,0569394	-11,86	-0,0441959	-11,86	-0,0103214	-11,8599	0,0233686	-11,86	0,0328305	-11,86	0,0520566	-11,86	-0,0483463	-11,86	-0,0280216
-11,7599	0,0551281	-11,7599	-0,0301991	-11,7599	-0,0198231	-11,7599	0,0453014	-11,76	-0,0559081	-11,7599	-8,28743e-3	-11,7599	0,0214367	-11,76	0,0152589	-11,76	0,0325319	-11,7599	-0,0697498	-11,76	-0,0397338
-11,66	0,0615234	-11,66	-0,0159912	-11,66	-0,017334	-11,66	0,0497437	-11,66	-0,0201416	-11,66	9,82666e-3	-11,66	0,0239258	-11,66	0,0314941	-11,66	0,0702515	-11,66	-0,024292	-11,66	-0,0129395
-11,5599	0,0473025	-11,56	-0,0146497	-11,5599	-8,11744e-3	-11,5599	0,0413821	-11,56	-0,0188001	-11,5599	0,0131838	-11,5599	0,022217	-11,56	0,0269762	-11,56	0,0754992	-11,56	-0,0229505	-11,56	3,23355e-3
-11,46	0,0404739	-11,46	-0,0116501	-11,46	-0,0110397	-11,46	0,0443192	-11,46	-0,0177536	-11,46	2,44904e-3	-11,46	0,0126419	-11,46	0,0143509	-11,46	0,0471803	-11,46	-0,021904	-11,46	0,0100709
-11,36	0,0452834	-11,36	2,92504e-3	-11,36	1,58226e-3	-11,36	0,0452224	-11,36	-1,22535e-3	-11,36	0,0228835	-11,3599	0,0136065	-11,36	0,0211135	-11,36	0,0442458	-11,36	4,83632e-4	-11,36	3,23021e-3
-11,2599	0,0424223	-11,2599	9,82952e-3	-11,2599	-7,13825e-3	-11,2599	0,0306425	-11,26	-0,0139177	-11,2599	0,0200224	-11,2599	-4,94099e-3	-11,26	0,0162337	-11,26	0,0413191	-11,2599	5,43499e-3	-11,26	-1,64962e-3
-11,16	0,0502014	-11,16	0,0273743	-11,16	-5,21851e-3	-11,16	0,0227966	-11,16	-6,073e-3	-11,16	0,0160828	-11,16	-3,02124e-3	-11,16	0,0201721	-11,16	0,0276794	-11,16	0,0190735	-11,16	-9,42993e-3
-11,0599	0,028751	-11,06	0,0117189	-11,0599	-1,27828e-3	-11,0599	0,0325962	-11,06	-4,15027e-3	-11,0599	-3,41451e-3	-11,0599	-8,84664e-3	-11,06	0,0220948	-11,06	0,0217897	-11,06	-4,88162e-4	-11,06	-0,019226
-10,96	0,0287397	-10,96	0,0273969	-10,96	4,56977e-3	-10,96	0,018913	-10,96	-0,0119097	-10,96	2,43354e-3	-10,96	-0,0186236	-10,96	0,0280073	-10,96	0,0139724	-10,96	0,0132368	-10,96	-0,0192307
-10,86	0,0198958	-10,86	0,0165999	-10,86	4,33183e-3	-10,86	8,11601e-3	-10,86	-0,0168474	-10,86	-4,45724e-3	-10,8599	-0,0391209	-10,86	0,028929	-10,86	-2,62618e-3	-10,86	2,43974e-3	-10,86	-0,0202043
-10,7599	2,76566e-5	-10,7599	0,0240755	-10,7599	0,0188265	-10,7599	-3,33786e-5	-10,76	-0,0113859	-10,7599	-0,0165129	-10,7599	-0,0180387	-10,76	0,0187654	-10,76	-4,97723e-3	-10,7599	-3,75652e-3	-10,76	-8,88348e-3
-10,66	-3,50952e-3	-10,66	0,0185852	-10,66	0,0113831	-10,66	3,35693e-4	-10,66	-0,0109558	-10,66	-0,0114441	-10,66	-0,0118103	-10,66	0,0152893	-10,66	-0,0260315	-10,66	-6,40869e-4	-10,66	7,17163e-3
-10,5599	-0,0269166	-10,56	9,77874e-4	-10,5599	0,0153197	-10,5599	-1,58703e-3	-10,56	-9,03189e-3	-10,5599	-0,0161134	-10,5599	-0,013733	-10,56	7,4476e-3	-10,56	-0,0534045	-10,56	4,39584e-3	-10,56	-4,57633e-3
-10,46	-0,0190952	-10,46	-0,0106724	-10,46	-2,24951e-3	-10,46	-0,01525	-10,46	-5,05713e-3	-10,46	-0,0258701	-10,46	-2,00537e-3	-10,46	0,0114224	-10,46	-0,0709796	-10,46	-3,34814e-3	-10,46	-2,62022e-3
-10,36	-0,0113506	-10,36	-2,92778e-3	-10,36	0,0113544	-10,36	-0,022337	-10,36	6,5937e-3	-10,36	-0,0220318	-10,3599	1,89674e-3	-10,36	0,0172138	-10,36	-0,0534039	-10,36	4,90189e-4	-10,36	9,09615e-3
-10,2599	-0,0122581	-10,2599	2,02417e-3	-10,2599	0,0143533	-10,2599	-0,0201316	-10,26	-4,15325e-3	-10,2599	-0,0170798	-10,2599	0,0165505	-10,26	0,0267916	-10,26	-0,0485258	-10,2599	-0,012136	-10,26	0,0139742
-10,16	0,0248108	-10,16	0,0262146	-10,16	0,0455627	-10,16	-6,50024e-3	-10,16	0,0271301	-10,16	-3,44849e-3	-10,16	0,0301819	-10,16	0,0455627	-10,16	-0,0223083	-10,16	5,40161e-3	-10,16	0,0589294
-10,0599	0,013132	-10,06	0,0136768	-10,0599	0,0299777	-10,0599	-0,0103665	-10,06	7,57326e-3	-10,0599	2,45085e-3	-10,0599	0,01655	-10,06	0,0299121	-10,06	-0,0348462	-10,06	-4,38963e-3	-10,06	0,0549976
-9,95996	1,40009e-3	-9,95996	0,0215417	-9,95996	0,0241052	-9,95996	-0,0318641	-9,95996	0,0103723	-9,95996	0,0200158	-9,95996	0,0341149	-9,95996	0,0319177	-9,96002	-0,0289934	-9,95996	1,52216e-3	-9,96002	0,0628035
-9,85999	-6,65091e-3	-9,85999	0,0322285	-9,85999	9,40134e-3	-9,85999	-0,032896	-9,85999	2,68747e-3	-9,85999	7,26511e-3	-9,85992	0,0233865	-9,85999	0,0289326	-9,85999	-0,0416851	-9,85999	-7,3223e-3	-9,85999	0,0637837
-9,75995	0,0238551	-9,75995	0,0400904	-9,75995	3,5914e-3	-9,75995	-0,023081	-9,76001	6,58236e-3	-9,75995	0,015127	-9,75995	0,042898	-9,76001	0,0367337	-9,76001	-0,0280246	-9,75995	0,0122584	-9,76001	0,0813504
-9,65997	0,0335999	-9,65997	0,0400696	-9,65997	-4,24194e-3	-9,65997	-0,0328674	-9,65997	0,0105286	-9,65997	0,0287781	-9,65997	0,0233459	-9,65997	0,0426331	-9,65997	-0,0279846	-9,65997	0,0259094	-9,65997	0,0763245
-9,55994	0,0316896	-9,56	0,0302753	-9,55994	-2,2459e-3	-9,55994	-0,0445433	-9,56	0,0144062	-9,55994	0,0190554	-9,55994	1,90449e-3	-9,56	0,0269794	-9,56	-0,0280132	-9,56	0,0102558	-9,56	0,069643
-9,45996	0,0648785	-9,45996	0,0537701	-9,45996	0,0153179	-9,45996	-0,0211201	-9,45996	0,0281353	-9,45996	0,0327129	-9,45996	0,0253277	-9,45996	0,0289898	-9,46002	-6,5372e-3	-9,45996	0,0142193	-9,46002	0,0754941
-9,35999	0,0667696	-9,35999	0,0654268	-9,35999	0,0367403	-9,35999	-0,0231352	-9,35999	0,0358858	-9,35999	0,0443697	-9,35992	0,023374	-9,35999	0,0465059	-9,35999	0,0208101	-9,35999	0,025876	-9,35999	0,0872164
-9,25995	0,0638995	-9,25995	0,0606036	-9,25995	0,0338702	-9,25995	-0,022099	-9,26001	0,0310042	-9,25995	0,0395465	-9,25995	0,028255	-9,26001	0,0513899	-9,26001	0,0120223	-9,25995	0,0210528	-9,26001	0,0842879
-9,15997	0,0482483	-9,15997	0,0371399	-9,15997	-1,31226e-3	-9,15997	-0,0221252	-9,15997	0,0310364	-9,15997	0,0160828	-9,15997	0,0282288	-9,15997	0,0416565	-9,15997	2,28882e-3	-9,15997	0,0307922	-9,15997	0,0745544
-9,05994	6,28805e-3	-9,06	0,0126954	-9,05994	-0,019835	-9,05994	-0,0211167	-9,06	0,0183107	-9,05994	0,0170913	-9,05994	0,0350966	-9,06	0,0250245	-9,06	-6,53064e-3	-9,06	0,0336915	-9,06	0,065735
-8,95996	0,0107743	-8,95996	9,43148e-3	-8,95996	-0,0133957	-8,95996	-0,0185837	-8,95996	0,0150467	-8,95996	0,013765	-8,95996	0,0278641	-8,95996	0,0256668	-8,96002	-9,0003e-5	-8,95996	0,0409867	-8,96002	0,0389725
-8,85999	0,0169671	-8,85999	5,85866e-3	-8,85999	-0,0130622	-8,85999	-0,0182502	-8,85999	0,0310051	-8,85999	-1,52659e-3	-8,85992	0,0329628	-8,85999	0,0299065	-8,85999	6,16384e-3	-8,85999	0,0483391	-8,85999	0,0315545
-8,75995	5,31292e-3	-8,75995	0,0117826	-8,75995	-5,18513e-3	-8,75995	-0,0162325	-8,76001	0,0427212	-8,75995	2,44427e-3	-8,75995	0,0477934	-8,76001	0,0279506	-8,76001	4,20797e-3	-8,75995	0,0444975	-8,76001	0,0452236
-8,65997	8,20923e-3	-8,65997	0,0127258	-8,65997	0,0152893	-8,65997	-1,61743e-3	-8,65997	0,0574036	-8,65997	0,0112	-8,65997	0,0370178	-8,65997	0,0328674	-8,65997	7,17163e-3	-8,65997	0,0649719	-8,65997	0,0462341
-8,55994	-5,39899e-4	-8,56	-0,0117139	-8,55994	4,58705e-3	-8,55994	-6,46031e-3	-8,56	0,0427295	-8,55994	-8,47447e-3	-8,55994	0,0458468	-8,56	0,0228931	-8,56	0,0178882	-8,56	0,0405322	-8,56	0,0452319
-8,45996	0,020927	-8,45996	5,29289e-5	-8,45996	0,0162883	-8,45996	1,33467e-3	-8,45996	0,0232463	-8,45996	-3,42607e-3	-8,45996	0,0595012	-8,45996	0,028007	-8,46002	0,0256971	-8,45996	0,0483928	-8,46002	0,0628065
-8,35999	1,9275e-3	-8,35999	-0,011134	-8,35999	-0,0183362	-8,35999	-0,0332898	-8,35999	0,0140125	-8,35999	-0,0165662	-8,35992	0,044469	-8,35999	5,10132e-3	-8,35999	0,0145618	-8,35999	0,0372058	-8,35999	0,0516711
-8,25995	-0,0151985	-8,25995	-6,77562e-3	-8,25995	-0,0276496	-8,25995	-0,023072	-8,26001	4,63641e-3	-8,25995	-0,0102546	-8,25995	0,0448601	-8,26001	1,58465e-3	-8,26001	0,0110451	-8,25995	0,022033	-8,26001	0,0462013
-8,15997	-0,0162048	-8,15997	1,98364e-3	-8,15997	-0,0110779	-8,15997	-0,018219	-8,15997	7,59888e-3	-8,15997	-0,0132141	-8,15997	0,0399475	-8,15997	-1,31226e-3	-8,15997	0,0257263	-8,15997	0,0288391	-8,15997	0,0550232
-8,05994	-0,011294	-8,06	0,0126966	-8,05994	5,5517e-3	-8,05994	-0,011355	-8,06	0,0124525	-8,05994	-6,35016e-3	-8,05994	0,0370458	-8,06	-4,27115e-3	-8,06	0,0227674	-8,06	0,0356458	-8,06	0,0442518
-7,95996	-1,51181e-3	-7,95996	0,0108173	-7,95996	0,0192401	-7,95996	-7,43222e-3	-7,95996	0,0203388	-7,95996	-0,0200055	-7,95996	0,031203	-7,95996	-8,10361e-3	-7,96002	7,14302e-3	-7,95996	0,0396259	-7,96002	0,0286274
-7,85999	0,0189114	-7,85999	0,0351467	-7,85999	0,0377102	-7,85999	7,13158e-3	-7,85999	0,0212307	-7,85999	0,0160427	-7,85992	0,0301979	-7,85999	-1,35231e-3	-7,85999	0,0276394	-7,85999	0,0580959	-7,85999	0,0491238
-7,75995	4,15373e-3	-7,75995	0,0313144	-7,75995	0,0346713	-7,75995	5,25236e-3	-7,76001	3,6664e-3	-7,75995	0,0122104	-7,75995	0,0165439	-7,76001	-9,15098e-3	-7,76001	0,0120282	-7,75995	0,0542636	-7,76001	0,0452313
-7,65997	0,019928	-7,65997	0,0166321	-7,65997	0,0406799	-7,65997	6,98853e-3	-7,65997	-0,0187683	-7,65997	7,2937e-3	-7,65997	0,0213928	-7,65997	-0,0179138	-7,65997	0,0267029	-7,65997	0,0591125	-7,65997	0,0384216
-7,55994	0,0170381	-7,56	0,029304	-7,55994	0,0436494	-7,55994	0,0122774	-7,56	-0,0306935	-7,55994	-1,45555e-3	-7,55994	0,034128	-7,56	-9,14812e-3	-7,56	0,0237498	-7,56	0,0522532	-7,56	0,0510936
-7,45996	0,0150683	-7,45996	0,0332568	-7,45996	0,047539	-7,45996	-5,68366e-3	-7,45996	-0,0412061	-7,45996	-0,013191	-7,45996	0,0516894	-7,45996	-0,014961	-7,46002	0,0120223	-7,45996	0,0483935	-7,46002	0,039366
-7,35999	-0,023067	-7,35999	0,0173993	-7,35999	0,0367475	-7,35999	-0,0192218	-7,35999	-0,0363727	-7,35999	-6,4044e-3	-7,35992	0,0272892	-7,35999	-4,26817e-3	-7,35999	3,23915e-3	-7,35999	0,0493207	-7,35999	0,0266767
-7,25995	-0,0366817	-7,25995	8,85057e-3	-7,25995	0,0407109	-7,25995	-0,0113521	-7,26001	-0,036381	-7,25995	-2,44093e-3	-7,25995	0,0311894	-7,26001	9,39536e-3	-7,26001	7,13706e-3	-7,25995	0,0591435	-7,26001	0,0403402
-7,15997	-0,0328064	-7,15997	0,0166321	-7,15997	0,0523987	-7,15997	2,28882e-3	-7,15997	-0,0343933	-7,15997	9,24683e-3	-7,15997	0,0194397	-7,15997	0,0309143	-7,15997	0,0149841	-7,15997	0,0766907	-7,15997	0,0411682
