Cycle: 3  SMARTA2-9C  98 nM_X	Cycle: 3  SMARTA2-9C  98 nM_Y	Cycle: 4  SMARTA2-9C  195 nM_X	Cycle: 4  SMARTA2-9C  195 nM_Y	Cycle: 5  SMARTA2-9C  390 nM_X	Cycle: 5  SMARTA2-9C  390 nM_Y	Cycle: 6  SMARTA2-9C  780 nM_X	Cycle: 6  SMARTA2-9C  780 nM_Y	Cycle: 7  SMARTA2-9C  1560 nM_X	Cycle: 7  SMARTA2-9C  1560 nM_Y	Cycle: 8  SMARTA2-9C  3125 nM_X	Cycle: 8  SMARTA2-9C  3125 nM_Y	Cycle: 9  SMARTA2-9C  6250 nM_X	Cycle: 9  SMARTA2-9C  6250 nM_Y	Cycle: 10  SMARTA2-9C  12500 nM_X	Cycle: 10  SMARTA2-9C  12500 nM_Y	Cycle: 11  SMARTA2-9C  25000 nM_X	Cycle: 11  SMARTA2-9C  25000 nM_Y	Cycle: 12  SMARTA2-9C  50000 nM_X	Cycle: 12  SMARTA2-9C  50000 nM_Y	Cycle: 13  SMARTA2-9C  100000 nM_X	Cycle: 13  SMARTA2-9C  100000 nM_Y
286,44	-0,050354	286,44	-0,332993	286,44	-0,0413208	286,44	0,514038	286,44	1,83278	286,44	4,85498	286,44	9,41473	286,44	14,0739	286,44	17,6693	286,44	19,2251	286,44	19,2552
286,54	-0,034729	286,54	-0,330994	286,54	-0,0249634	286,54	0,500366	286,54	1,84259	286,54	4,86279	286,54	9,40033	286,54	14,0825	286,54	17,6895	286,54	19,2298	286,54	19,2579
286,64	-0,0279388	286,64	-0,324203	286,64	-0,0149994	286,64	0,511063	286,64	1,85915	286,64	4,86836	286,64	9,4267	286,64	14,0885	286,64	17,7178	286,64	19,2476	286,64	19,2562
286,74	-0,0122986	286,74	-0,318329	286,74	-0,0110779	286,74	0,530609	286,74	1,8728	286,74	4,88913	286,74	9,43716	286,74	14,099	286,74	17,7191	286,74	19,262	286,74	19,2686
286,84	-0,0185242	286,84	-0,310883	286,84	-0,0173035	286,84	0,518524	286,84	1,88492	286,84	4,87314	286,84	9,43021	286,84	14,0999	286,84	17,7155	286,84	19,2577	286,84	19,2715
286,94	-8,37708e-3	286,94	-0,296875	286,94	-0,0227814	286,94	0,536484	286,94	1,90015	286,94	4,87743	286,94	9,42473	286,94	14,0873	286,94	17,7249	286,94	19,271	286,94	19,2862
287,04	8,23975e-3	287,04	-0,286072	287,04	-4,21143e-3	287,04	0,544067	287,04	1,9129	287,04	4,87524	287,04	9,43817	287,04	14,0915	287,04	17,7403	287,04	19,2806	287,04	19,2774
287,14	0,0218506	287,14	-0,290039	287,14	0,0133057	287,14	0,570618	287,14	1,93823	287,14	4,89398	287,14	9,45694	287,14	14,1188	287,14	17,7532	287,14	19,2974	287,14	19,3021
287,24	7,87354e-3	287,24	-0,304016	287,24	0,0130005	287,24	0,566406	287,24	1,92616	287,24	4,90344	287,24	9,44098	287,24	14,1035	287,24	17,7321	287,24	19,2939	287,24	19,2888
287,34	5,0354e-3	287,34	-0,307587	287,34	0,0309143	287,34	0,558929	287,34	1,93826	287,34	4,90646	287,34	9,43423	287,34	14,1169	287,34	17,7396	287,34	19,2962	287,34	19,297
287,44	0,012146	287,44	-0,311508	287,44	0,0250854	287,44	0,549194	287,44	1,94801	287,44	4,91748	287,44	9,43549	287,44	14,1176	287,44	17,7403	287,44	19,315	287,44	19,2982
287,54	-5,64575e-4	287,54	-0,302689	287,54	0,0494843	287,54	0,563828	287,54	1,95171	287,54	4,93016	287,54	9,43913	287,54	14,1198	287,54	17,7386	287,54	19,3343	287,54	19,3018
287,64	-0,029892	287,64	-0,316391	287,64	0,0260162	287,64	0,563797	287,64	1,93727	287,64	4,92232	287,64	9,45012	287,64	14,1068	287,64	17,7237	287,64	19,3413	287,64	19,2874
287,74	-0,0415802	287,74	-0,323441	287,74	0,0182343	287,74	0,572372	287,74	1,9314	287,74	4,93016	287,74	9,4384	287,74	14,11	287,74	17,7139	287,74	19,3401	287,74	19,2921
287,84	-0,018158	287,84	-0,310516	287,84	0,0345764	287,84	0,559906	287,84	1,94119	287,84	4,91525	287,84	9,45987	287,84	14,1264	287,84	17,7406	287,84	19,3374	287,84	19,2816
287,94	-0,0279083	287,94	-0,339828	287,94	0,029953	287,94	0,556015	287,94	1,94899	287,94	4,9243	287,94	9,45085	287,94	14,1334	287,94	17,7413	287,94	19,3421	287,94	19,2843
288,04	-0,042572	288,04	-0,344696	288,04	0,0191956	288,04	0,551117	288,04	1,94095	288,04	4,92917	288,04	9,44717	288,04	14,1488	288,04	17,7415	288,04	19,3228	288,04	19,2884
288,14	-0,0400391	288,14	-0,361694	288,14	0,0119629	288,14	0,549744	288,14	1,93884	288,14	4,93561	288,14	9,44463	288,14	14,1467	288,14	17,7448	288,14	19,33	288,14	19,2839
288,24	-0,0425568	288,24	-0,352493	288,24	-0,0100861	288,24	0,547226	288,24	1,93628	288,24	4,92992	288,24	9,44524	288,24	14,1605	288,24	17,7493	288,24	19,3404	288,24	19,2852
288,34	-0,0279236	288,34	-0,347626	288,34	4,54712e-3	288,34	0,577484	288,34	1,95682	288,34	4,92624	288,34	9,46378	288,34	14,1862	288,34	17,7647	288,34	19,3538	288,34	19,3206
288,44	-0,0203247	288,44	-0,352524	288,44	-3,05176e-4	288,44	0,582397	288,44	1,96559	288,44	4,94092	288,44	9,47919	288,44	14,1898	288,44	17,7943	288,44	19,3501	288,44	19,3243
288,54	-0,0185242	288,54	-0,338226	288,54	4,18091e-3	288,54	0,582977	288,54	1,96622	288,54	4,92587	288,54	9,50052	288,54	14,2093	288,54	17,8249	288,54	19,3554	288,54	19,3542
288,64	-0,0191498	288,64	-0,375961	288,64	-0,0140228	288,64	0,563553	288,64	1,95192	288,64	4,9084	288,64	9,4765	288,64	14,2067	288,64	17,8099	288,64	19,3294	288,64	19,3431
288,74	-4,48608e-3	288,74	-0,376923	288,74	-0,0149841	288,74	0,585297	288,74	1,95166	288,74	4,91257	288,74	9,47549	288,74	14,2162	288,74	17,8253	288,74	19,3316	288,74	19,3292
288,84	0,0140686	288,84	-0,37912	288,84	-0,0159607	288,84	0,578461	288,84	1,94608	288,84	4,92526	288,84	9,49283	288,84	14,1911	288,84	17,8275	288,84	19,3294	288,84	19,3158
288,94	4,11987e-4	288,94	-0,407211	288,94	-0,0249786	288,94	0,56871	288,94	1,93825	288,94	4,92528	288,94	9,4843	288,94	14,1957	288,94	17,8009	288,94	19,3306	288,94	19,3009
289,04	3,34167e-3	289,04	-0,398392	289,04	-0,0384064	289,04	0,567734	289,04	1,92754	289,04	4,92503	289,04	9,47942	289,04	14,2194	289,04	17,805	289,04	19,3343	289,04	19,3011
289,14	0,0140381	289,14	-0,391602	289,14	-0,043335	289,14	0,57843	289,14	1,9519	289,14	4,92719	289,14	9,50456	289,14	14,2465	289,14	17,8145	289,14	19,3364	289,14	19,3067
289,24	0,0296936	289,24	-0,381805	289,24	-0,0198669	289,24	0,592133	289,24	1,96167	289,24	4,94089	289,24	9,52921	289,24	14,2809	289,24	17,8333	289,24	19,3606	289,24	19,3301
289,34	0,0169983	289,34	-0,380829	289,34	-0,0227966	289,34	0,591156	289,34	1,95755	289,34	4,95163	289,34	9,53018	289,34	14,269	289,34	17,8311	289,34	19,3667	289,34	19,3343
289,44	0,028717	289,44	-0,353516	289,44	-0,0188904	289,44	0,593842	289,44	1,97241	289,44	4,96017	289,44	9,54459	289,44	14,2604	289,44	17,8304	289,44	19,3752	289,44	19,3467
289,54	0,0218964	289,54	-0,3564	289,54	-0,0315704	289,54	0,601913	289,54	1,95976	289,54	4,94872	289,54	9,52336	289,54	14,2778	289,54	17,8067	289,54	19,3782	289,54	19,3646
289,64	0,0216217	289,64	-0,373032	289,64	-0,0364838	289,64	0,587234	289,64	1,96071	289,64	4,9438	289,64	9,50287	289,64	14,2702	289,64	17,807	289,64	19,3843	289,64	19,3585
289,74	0,023468	289,74	-0,354828	289,74	-0,0260925	289,74	0,582001	289,74	1,98474	289,74	4,96201	289,74	9,51321	289,74	14,2942	289,74	17,8474	289,74	19,4071	289,74	19,3701
289,84	0,0283508	289,84	-0,355804	289,84	-0,0329285	289,84	0,581024	289,84	2,00015	289,84	4,96762	289,84	9,51688	289,84	14,2979	289,84	17,8515	289,84	19,4191	289,84	19,3737
289,94	0,0257874	289,94	-0,342773	289,94	-0,0159607	289,94	0,588226	289,94	2,02222	289,94	4,97604	289,94	9,5253	289,94	14,3219	289,94	17,8751	289,94	19,4172	289,94	19,3782
290,04	0,0199432	290,04	-0,338089	290,04	-0,0249786	290,04	0,57457	290,04	2,02031	290,04	4,96825	290,04	9,50774	290,04	14,2895	290,04	17,8704	290,04	19,4224	290,04	19,379
290,14	0,0228424	290,14	-0,347641	290,14	-0,0189056	290,14	0,577469	290,14	2,03102	290,14	4,97505	290,14	9,5114	290,14	14,2897	290,14	17,8643	290,14	19,4241	290,14	19,4132
290,24	0,0326385	290,24	-0,339798	290,24	-3,25012e-3	290,24	0,565781	290,24	2,02516	290,24	4,97386	290,24	9,50676	290,24	14,2963	290,24	17,8734	290,24	19,4332	290,24	19,4144
290,34	0,0248108	290,34	-0,357391	290,34	-0,0149841	290,34	0,537201	290,34	2,00174	290,34	4,95749	290,34	9,49698	290,34	14,276	290,34	17,8683	290,34	19,4202	290,34	19,4151
290,44	0,0140686	290,44	-0,348633	290,44	-0,0140076	290,44	0,539398	290,44	2,00732	290,44	4,95651	290,44	9,50259	290,44	14,2758	290,44	17,8685	290,44	19,4087	290,44	19,431
290,54	-2,5177e-3	290,54	-0,339798	290,54	-1,297e-3	290,54	0,536484	290,54	2,00566	290,54	4,9536	290,54	9,49113	290,54	14,2995	290,54	17,876	290,54	19,4261	290,54	19,4444
290,64	0,02771	290,64	-0,313477	290,64	0,019165	290,64	0,543274	290,64	2,02222	290,64	4,99042	290,64	9,5136	290,64	14,3102	290,64	17,9141	290,64	19,4504	290,64	19,4708
290,74	0,0355682	290,74	-0,301712	290,74	0,0250702	290,74	0,549179	290,74	2,00856	290,74	5,00731	290,74	9,52409	290,74	14,3226	290,74	17,9173	290,74	19,4517	290,74	19,4876
290,84	0,0414124	290,84	-0,311493	290,84	0,0328674	290,84	0,545258	290,84	2,00858	290,84	5,01706	290,84	9,53116	290,84	14,3141	290,84	17,8966	290,84	19,4544	290,84	19,4884
290,94	0,0365295	290,94	-0,300781	290,94	0,0377502	290,94	0,546234	290,94	1,9939	290,94	5,02194	290,94	9,51065	290,94	14,3217	290,94	17,9163	290,94	19,4565	290,94	19,5081
291,04	0,0365448	291,04	-0,304642	291,04	0,0221405	291,04	0,556015	291,04	1,98418	291,04	5,03246	291,04	9,52116	291,04	14,319	291,04	17,919	291,04	19,4671	291,04	19,5323
291,14	0,0163727	291,14	-0,305283	291,14	0,0422516	291,14	0,56636	291,14	1,96986	291,14	5,04988	291,14	9,53668	291,14	14,3418	291,14	17,9072	291,14	19,4826	291,14	19,5446
291,24	0,0238342	291,24	-0,301727	291,24	0,0328674	291,24	0,561615	291,24	1,97144	291,24	5,06589	291,24	9,53775	291,24	14,3512	291,24	17,9083	291,24	19,5052	291,24	19,5618
291,34	0,0189514	291,34	-0,312469	291,34	0,0189514	291,34	0,573578	291,34	1,95682	291,34	5,04147	291,34	9,53018	291,34	14,3315	291,34	17,9007	291,34	19,5061	291,34	19,5518
291,44	0,0150757	291,44	-0,318344	291,44	4,57764e-3	291,44	0,579468	291,44	1,96071	291,44	5,05005	291,44	9,53802	291,44	14,3366	291,44	17,8995	291,44	19,5034	291,44	19,5316
291,54	0,0244598	291,54	-0,306961	291,54	0,0159149	291,54	0,579086	291,54	1,96037	291,54	5,04698	291,54	9,52861	291,54	14,3558	291,54	17,9043	291,54	19,5155	291,54	19,5202
291,64	0,0267487	291,64	-0,330063	291,64	-7,18689e-3	291,64	0,56575	291,64	1,94386	291,64	5,04341	291,64	9,52629	291,64	14,3392	291,64	17,8995	291,64	19,5034	291,64	19,5179
291,74	3,34167e-3	291,74	-0,337845	291,74	4,56238e-3	291,74	0,557968	291,74	1,94118	291,74	5,02	291,74	9,54387	291,74	14,3248	291,74	17,9046	291,74	19,4905	291,74	19,4971
291,84	-7,41577e-3	291,84	-0,36618	291,84	-8,14819e-3	291,84	0,549164	291,84	1,94022	291,84	5,01779	291,84	9,53189	291,84	14,3168	291,84	17,8868	291,84	19,4908	291,84	19,4915
291,94	-0,0161896	291,94	-0,369141	291,94	-0,0149689	291,94	0,546249	291,94	1,94116	291,94	5,00633	291,94	9,5341	291,94	14,3151	291,94	17,8948	291,94	19,4944	291,94	19,5049
292,04	4,11987e-4	292,04	-0,372025	292,04	-8,13293e-3	292,04	0,555038	292,04	1,94804	292,04	5,01707	292,04	9,56438	292,04	14,3363	292,04	17,9044	292,04	19,4966	292,04	19,511
292,14	3,2959e-3	292,14	-0,359375	292,14	4,5166e-3	292,14	0,548889	292,14	1,94702	292,14	5,01215	292,14	9,58366	292,14	14,3561	292,14	17,9241	292,14	19,5061	292,14	19,5206
292,24	0,0189514	292,24	-0,346893	292,24	0,0143127	292,24	0,55014	292,24	1,97632	292,24	5,02658	292,24	9,58878	292,24	14,351	292,24	17,9444	292,24	19,5093	292,24	19,5421
292,34	0,0209045	292,34	-0,363251	292,34	0,0162659	292,34	0,556	292,34	1,96341	292,34	5,01413	292,34	9,60635	292,34	14,362	292,34	17,9456	292,34	19,4925	292,34	19,5374
292,44	0,0365448	292,44	-0,339844	292,44	0,0416718	292,44	0,556015	292,44	1,98999	292,44	5,03954	292,44	9,63445	292,44	14,3939	292,44	17,962	292,44	19,5034	292,44	19,5596
292,54	0,0310364	292,54	-0,340179	292,54	0,0517883	292,54	0,565399	292,54	1,99551	292,54	5,04306	292,54	9,647	292,54	14,4085	292,54	17,9824	292,54	19,5136	292,54	19,5742
292,64	0,0296631	292,64	-0,356445	292,64	0,0465088	292,64	0,572571	292,64	2,01636	292,64	5,04047	292,64	9,66861	292,64	14,4	292,64	17,9844	292,64	19,5103	292,64	19,5821
292,74	0,0248108	292,74	-0,363251	292,74	0,049469	292,74	0,563812	292,74	2,02124	292,74	5,04025	292,74	9,66495	292,74	14,3998	292,74	17,9827	292,74	19,5198	292,74	19,5726
292,84	0,0257874	292,84	-0,358368	292,84	0,0348206	292,84	0,568695	292,84	2,00662	292,84	5,05612	292,84	9,64444	292,84	14,3922	292,84	17,9845	292,84	19,5025	292,84	19,5821
292,94	0,0296936	292,94	-0,336914	292,94	0,0504456	292,94	0,578461	292,94	2,021	292,94	5,05026	292,94	9,64444	292,94	14,3773	292,94	17,9896	292,94	19,5012	292,94	19,595
293,04	0,0254364	293,04	-0,333328	293,04	0,0598602	293,04	0,572983	293,04	2,02385	293,04	5,0714	293,04	9,64482	293,04	14,3919	293,04	17,9802	293,04	19,506	293,04	19,5915
293,14	0,023819	293,14	-0,338852	293,14	0,0601959	293,14	0,558914	293,14	2,00856	293,14	5,05489	293,14	9,64445	293,14	14,3949	293,14	17,9779	293,14	19,5208	293,14	19,5775
293,24	3,34167e-3	293,24	-0,355423	293,24	0,0377655	293,24	0,563828	293,24	2,0154	293,24	5,06102	293,24	9,62785	293,24	14,4069	293,24	17,9678	293,24	19,5328	293,24	19,5753
293,34	-5,79834e-4	293,34	-0,357391	293,34	0,0279846	293,34	0,554047	293,34	1,99197	293,34	5,03757	293,34	9,63443	293,34	14,403	293,34	17,9593	293,34	19,5296	293,34	19,5694
293,44	-8,37708e-3	293,44	-0,351547	293,44	0,0319061	293,44	0,556015	293,44	1,99391	293,44	5,04735	293,44	9,6259	293,44	14,3978	293,44	17,962	293,44	19,5562	293,44	19,5882
293,54	-0,0122986	293,54	-0,355438	293,54	0,0377502	293,54	0,556	293,54	1,99393	293,54	5,04929	293,54	9,61221	293,54	14,403	293,54	17,9776	293,54	19,5628	293,54	19,5987
293,64	3,2959e-3	293,64	-0,339111	293,64	0,0345459	293,64	0,567688	293,64	1,99072	293,64	5,04608	293,64	9,60318	293,64	14,4115	293,64	17,9886	293,64	19,5745	293,64	19,6019
293,74	4,3335e-3	293,74	-0,340759	293,74	7,50732e-3	293,74	0,574585	293,74	1,99294	293,74	5,06201	293,74	9,59955	293,74	14,4059	293,74	18,0098	293,74	19,5904	293,74	19,5977
293,84	3,96729e-4	293,84	-0,327118	293,84	-4,24194e-3	293,84	0,58432	293,84	1,99881	293,84	5,08151	293,84	9,59952	293,84	14,4125	293,84	17,9955	293,84	19,593	293,84	19,5912
293,94	0,0105286	293,94	-0,331421	293,94	0,0110168	293,94	0,593719	293,94	1,99451	293,94	5,08115	293,94	9,59525	293,94	14,4211	293,94	18,0016	293,94	19,6122	293,94	19,6071
294,04	-9,33838e-3	294,04	-0,342712	294,04	3,60107e-3	294,04	0,596802	294,04	1,98712	294,04	5,07373	294,04	9,5827	294,04	14,436	294,04	18,0091	294,04	19,6041	294,04	19,595
294,14	-9,39941e-3	294,14	-0,336914	294,14	1,58691e-3	294,14	0,60968	294,14	1,98706	294,14	5,0705	294,14	9,59563	294,14	14,4371	294,14	18,045	294,14	19,6301	294,14	19,6153
294,24	-7,76672e-3	294,24	-0,325516	294,24	-6,54602e-3	294,24	0,64061	294,24	1,99841	294,24	5,06749	294,24	9,59917	294,24	14,4329	294,24	18,0634	294,24	19,6369	294,24	19,613
294,34	-9,3689e-3	294,34	-0,301727	294,34	0,0113831	294,34	0,644867	294,34	2,03275	294,34	5,06198	294,34	9,60611	294,34	14,432	294,34	18,0724	294,34	19,6399	294,34	19,6322
294,44	-6,43921e-3	294,44	-0,300781	294,44	2,59399e-3	294,44	0,639984	294,44	2,03491	294,44	5,06296	294,44	9,59659	294,44	14,4576	294,44	18,0667	294,44	19,6526	294,44	19,6534
294,54	-0,0181274	294,54	-0,312439	294,54	-0,0188599	294,54	0,643921	294,54	2,0545	294,54	5,052	294,54	9,60052	294,54	14,4819	294,54	18,0714	294,54	19,6461	294,54	19,6429
294,64	-3,52478e-3	294,64	-0,299789	294,64	-0,0140228	294,64	0,660477	294,64	2,05934	294,64	5,06392	294,64	9,61589	294,64	14,4977	294,64	18,0716	294,64	19,6477	294,64	19,6427
294,74	-0,0161896	294,74	-0,328079	294,74	-0,0208282	294,74	0,638779	294,74	2,04079	294,74	5,06688	294,74	9,61028	294,74	14,487	294,74	18,0596	294,74	19,6265	294,74	19,6514
294,84	-8,39233e-3	294,84	-0,314423	294,84	-0,0169373	294,84	0,638031	294,84	2,03494	294,84	5,04343	294,84	9,60245	294,84	14,4936	294,84	18,0628	294,84	19,6272	294,84	19,6664
294,94	-0,0122986	294,94	-0,313721	294,94	4,54712e-3	294,94	0,634125	294,94	2,02588	294,94	5,05124	294,94	9,6188	294,94	14,5006	294,94	18,0792	294,94	19,6499	294,94	19,6807
295,04	-1,54114e-3	295,04	-0,305618	295,04	-1,54114e-3	295,04	0,633163	295,04	2,04179	295,04	5,0471	295,04	9,63469	295,04	14,5238	295,04	18,0833	295,04	19,6595	295,04	19,6849
295,14	5,24902e-3	295,14	-0,310547	295,14	0,0123291	295,14	0,634094	295,14	2,04858	295,14	5,05316	295,14	9,64346	295,14	14,5475	295,14	18,0948	295,14	19,6519	295,14	19,6905
295,24	0,0157928	295,24	-0,318314	295,24	4,56238e-3	295,24	0,63414	295,24	2,04079	295,24	5,05907	295,24	9,65593	295,24	14,5482	295,24	18,0882	295,24	19,6546	295,24	19,6768
295,34	0,0179749	295,34	-0,329071	295,34	0,0270081	295,34	0,631195	295,34	2,04959	295,34	5,05807	295,34	9,65616	295,34	14,568	295,34	18,086	295,34	19,649	295,34	19,7025
295,44	0,0117645	295,44	-0,347031	295,44	0,0227509	295,44	0,619858	295,44	2,0226	295,44	5,06554	295,44	9,66435	295,44	14,543	295,44	18,0654	295,44	19,6513	295,44	19,6853
295,54	-3,479e-3	295,54	-0,36615	295,54	0,0270386	295,54	0,598022	295,54	1,99689	295,54	5,05688	295,54	9,66595	295,54	14,527	295,54	18,0528	295,54	19,6373	295,54	19,6739
295,64	-0,0123291	295,64	-0,353516	295,64	0,0513916	295,64	0,596985	295,64	1,99976	295,64	5,08441	295,64	9,66104	295,64	14,5189	295,64	18,0569	295,64	19,6526	295,64	19,6976
295,74	-0,0171814	295,74	-0,368134	295,74	0,0641174	295,74	0,588226	295,74	2,00073	295,74	5,07565	295,74	9,67252	295,74	14,4957	295,74	18,0606	295,74	19,6451	295,74	19,6993
295,84	-0,0214539	295,84	-0,36264	295,84	0,0559387	295,84	0,583954	295,84	2,02188	295,84	5,07138	295,84	9,67923	295,84	14,502	295,84	18,0556	295,84	19,6454	295,84	19,697
295,94	-0,0406036	295,94	-0,374008	295,94	0,0426483	295,94	0,576523	295,94	2,02028	295,94	5,07445	295,94	9,68742	295,94	14,4977	295,94	18,047	295,94	19,645	295,94	19,679
296,04	-0,0562286	296,04	-0,393509	296,04	0,0328827	296,04	0,57457	296,04	2,0164	296,04	5,062	296,04	9,69206	296,04	14,5043	296,04	18,054	296,04	19,6282	296,04	19,6661
296,14	-0,0640869	296,14	-0,397461	296,14	0,0308838	296,14	0,564758	296,14	2,00342	296,14	5,05804	296,14	9,69524	296,14	14,5035	296,14	18,0606	296,14	19,6274	296,14	19,6673
296,24	-0,0396423	296,24	-0,380829	296,24	0,0326233	296,24	0,565765	296,24	2,02905	296,24	5,06296	296,24	9,69034	296,24	14,4928	296,24	18,0882	296,24	19,6468	296,24	19,6846
296,34	-0,0552673	296,34	-0,376923	296,34	0,0221252	296,34	0,563812	296,34	2,01736	296,34	5,04221	296,34	9,67349	296,34	14,4701	296,34	18,0811	296,34	19,6331	296,34	19,682
296,44	-0,0515747	296,44	-0,39476	296,44	5,5542e-3	296,44	0,566772	296,44	2,00075	296,44	5,05029	296,44	9,68158	296,44	14,4684	296,44	18,0697	296,44	19,6294	296,44	19,6895
296,54	-0,0200958	296,54	-0,376907	296,54	6,56128e-4	296,54	0,562607	296,54	2,01616	296,54	5,06102	296,54	9,69499	296,54	14,4955	296,54	18,0648	296,54	19,639	296,54	19,7112
296,64	-0,0123291	296,64	-0,369141	296,64	-7,20215e-3	296,64	0,5755	296,64	2,04468	296,64	5,06293	296,64	9,70206	296,64	14,5026	296,64	18,0753	296,64	19,6675	296,64	19,7296
296,74	3,96729e-4	296,74	-0,375946	296,74	-0,0140076	296,74	0,574554	296,74	2,03198	296,74	5,03659	296,74	9,69913	296,74	14,5101	296,74	18,0794	296,74	19,6595	296,74	19,7122
296,84	-4,48608e-3	296,84	-0,367157	296,84	-0,0247498	296,84	0,569672	296,84	2,03299	296,84	5,00705	296,84	9,67862	296,84	14,526	296,84	18,0714	296,84	19,6695	296,84	19,7218
296,94	9,20105e-3	296,94	-0,373047	296,94	-0,0208282	296,94	0,583359	296,94	2,03296	296,94	5,01219	296,94	9,67741	296,94	14,5365	296,94	18,0772	296,94	19,6956	296,94	19,7171
297,04	0,0254211	297,04	-0,356781	297,04	-0,0143738	297,04	0,593719	297,04	2,03751	297,04	5,01083	297,04	9,66946	297,04	14,5423	297,04	18,1005	297,04	19,7189	297,04	19,736
297,14	0,020874	297,14	-0,369141	297,14	-0,0169678	297,14	0,589172	297,14	2,02979	297,14	5,0141	297,14	9,66177	297,14	14,5494	297,14	18,1124	297,14	19,7288	297,14	19,7444
297,24	0,0342102	297,24	-0,367523	297,24	-0,0153503	297,24	0,604462	297,24	2,02869	297,24	5,02621	297,24	9,67435	297,24	14,5615	297,24	18,1191	297,24	19,7199	297,24	19,7604
297,34	0,0189514	297,34	-0,378876	297,34	-0,0162048	297,34	0,597748	297,34	2,00955	297,34	5,02975	297,34	9,68253	297,34	14,5612	297,34	18,1143	297,34	19,7288	297,34	19,7796
297,44	0,0150452	297,44	-0,371094	297,44	-3,26538e-3	297,44	0,614594	297,44	2,02319	297,44	5,04733	297,44	9,70084	297,44	14,5826	297,44	18,1155	297,44	19,7502	297,44	19,7979
297,54	4,0741e-3	297,54	-0,359329	297,54	-5,20325e-3	297,54	0,608749	297,54	2,01738	297,54	5,06102	297,54	9,69426	297,54	14,5717	297,54	18,1339	297,54	19,7593	297,54	19,8011
297,64	4,27246e-3	297,64	-0,348633	297,64	-0,0101318	297,64	0,617493	297,64	2,021	297,64	5,05487	297,64	9,69914	297,64	14,5739	297,64	18,1575	297,64	19,7688	297,64	19,8047
297,74	3,34167e-3	297,74	-0,349564	297,74	-1,297e-3	297,74	0,620468	297,74	2,02126	297,74	5,05907	297,74	9,71574	297,74	14,5912	297,74	18,1632	297,74	19,7925	297,74	19,8136
297,84	-0,0103455	297,84	-0,367157	297,84	-3,26538e-3	297,84	0,624359	297,84	2,01736	297,84	5,06491	297,84	9,70474	297,84	14,6178	297,84	18,1644	297,84	19,7913	297,84	19,807
297,94	1,40381e-3	297,94	-0,362534	297,94	-0,0188599	297,94	0,643921	297,94	2,01344	297,94	5,08057	297,94	9,69623	297,94	14,5971	297,94	18,171	297,94	19,7757	297,94	19,8272
298,04	0,0140839	298,04	-0,358353	298,04	-0,0159454	298,04	0,642929	298,04	2,00664	298,04	5,09593	298,04	9,69328	298,04	14,6012	298,04	18,179	298,04	19,7798	298,04	19,8411
298,14	0,0355377	298,14	-0,352524	298,14	5,50842e-3	298,14	0,643631	298,14	2,02614	298,14	5,13228	298,14	9,71941	298,14	14,6168	298,14	18,1954	298,14	19,7778	298,14	19,8516
298,24	0,0258026	298,24	-0,338821	298,24	7,49207e-3	298,24	0,63121	298,24	2,04443	298,24	5,14207	298,24	9,72649	298,24	14,6136	298,24	18,1868	298,24	19,7669	298,24	19,8626
298,34	0,0371399	298,34	-0,329437	298,34	0,0364075	298,34	0,652313	298,34	2,07071	298,34	5,15732	298,34	9,74173	298,34	14,6087	298,34	18,2068	298,34	19,799	298,34	19,8786
298,44	0,0322723	298,44	-0,346054	298,44	0,0354462	298,44	0,645493	298,44	2,07362	298,44	5,15709	298,44	9,72588	298,44	14,5986	298,44	18,1972	298,44	19,787	298,44	19,873
298,54	0,0365601	298,54	-0,359314	298,54	0,0241089	298,54	0,641968	298,54	2,07013	298,54	5,14893	298,54	9,72748	298,54	14,5944	298,54	18,2081	298,54	19,7933	298,54	19,8643
298,64	0,0579834	298,64	-0,34375	298,64	0,0286865	298,64	0,651672	298,64	2,07983	298,64	5,14886	298,64	9,75089	298,64	14,6088	298,64	18,1995	298,64	19,8101	298,64	19,8741
298,74	0,0511932	298,74	-0,346634	298,74	0,0465546	298,74	0,639023	298,74	2,07179	298,74	5,15575	298,74	9,75066	298,74	14,6032	298,74	18,1856	298,74	19,8072	298,74	19,8783
298,84	0,0411682	298,84	-0,345673	298,84	0,0416565	298,84	0,624359	298,84	2,07596	298,84	5,15939	298,84	9,73721	298,84	14,6022	298,84	18,1859	298,84	19,8128	298,84	19,8741
298,94	0,0560608	298,94	-0,34375	298,94	0,0553284	298,94	0,632904	298,94	2,08765	298,94	5,17624	298,94	9,76456	298,94	14,6029	298,94	18,21	298,94	19,8315	298,94	19,8968
299,04	0,044342	299,04	-0,353485	299,04	0,0553284	299,04	0,6185	299,04	2,09744	299,04	5,186	299,04	9,7587	299,04	14,5827	299,04	18,2288	299,04	19,8304	299,04	19,9034
299,14	0,0355377	299,14	-0,35643	299,14	0,0660553	299,14	0,59993	299,14	2,08864	299,14	5,16743	299,14	9,75456	299,14	14,5778	299,14	18,2423	299,14	19,813	299,14	19,8763
299,24	0,0199432	299,24	-0,352493	299,24	0,0602264	299,24	0,584335	299,24	2,09059	299,24	5,15648	299,24	9,75383	299,24	14,5805	299,24	18,2493	299,24	19,8196	299,24	19,8868
299,34	0,0101624	299,34	-0,363495	299,34	0,0387268	299,34	0,588226	299,34	2,09061	299,34	5,15182	299,34	9,76822	299,34	14,5758	299,34	18,254	299,34	19,8208	299,34	19,8665
