Cycle: 3  SMARTA2-9C  195 nM_X	Cycle: 3  SMARTA2-9C  195 nM_Y	Cycle: 4  SMARTA2-9C  390 nM_X	Cycle: 4  SMARTA2-9C  390 nM_Y	Cycle: 5  SMARTA2-9C  780 nM_X	Cycle: 5  SMARTA2-9C  780 nM_Y	Cycle: 6  SMARTA2-9C  1560 nM_X	Cycle: 6  SMARTA2-9C  1560 nM_Y	Cycle: 7  SMARTA2-9C  3125 nM_X	Cycle: 7  SMARTA2-9C  3125 nM_Y	Cycle: 8  SMARTA2-9C  6250 nM_X	Cycle: 8  SMARTA2-9C  6250 nM_Y	Cycle: 9  SMARTA2-9C  12500 nM_X	Cycle: 9  SMARTA2-9C  12500 nM_Y	Cycle: 10  SMARTA2-9C  25000 nM_X	Cycle: 10  SMARTA2-9C  25000 nM_Y	Cycle: 11  SMARTA2-9C  50000 nM_X	Cycle: 11  SMARTA2-9C  50000 nM_Y	Cycle: 12  SMARTA2-9C  100000 nM_X	Cycle: 12  SMARTA2-9C  100000 nM_Y
57,34	1,08191	57,34	2,66956	57,44	6,00999	57,44	12,612	57,34	24,5599	57,34	45,6094	57,44	78,6379	57,34	124,681	57,34	173,005	57,34	205,877
57,44	1,06956	57,44	2,66697	57,54	5,98555	57,54	12,5954	57,44	24,5503	57,44	45,5717	57,54	78,6173	57,4401	124,663	57,4401	172,958	57,4401	205,815
57,54	1,05493	57,54	2,65039	57,64	5,98948	57,64	12,5758	57,54	24,5466	57,54	45,561	57,64	78,5978	57,54	124,642	57,54	172,905	57,54	205,734
57,64	1,04392	57,64	2,64524	57,74	5,99728	57,74	12,5915	57,64	24,5407	57,64	45,5512	57,74	78,6095	57,6401	124,626	57,64	172,863	57,6401	205,692
57,7401	1,05106	57,74	2,64841	57,84	5,99829	57,84	12,6022	57,74	24,5388	57,7401	45,5532	57,84	78,5949	57,7401	124,607	57,7401	172,834	57,7401	205,659
57,84	1,05396	57,84	2,64355	57,94	6,00974	57,94	12,6012	57,84	24,5398	57,84	45,5588	57,94	78,5783	57,84	124,608	57,84	172,806	57,84	205,62
57,94	1,05099	57,94	2,64645	58,04	6,02228	58,04	12,5918	57,94	24,531	57,94	45,5434	58,04	78,5759	57,9401	124,597	57,9401	172,773	57,9401	205,594
58,04	1,06433	58,04	2,64417	58,14	6,03049	58,14	12,5973	58,04	24,5287	58,04	45,5547	58,14	78,5568	58,04	124,585	58,04	172,738	58,04	205,548
58,14	1,06662	58,14	2,63669	58,24	6,03305	58,24	12,5843	58,14	24,531	58,14	45,5473	58,24	78,5301	58,1401	124,556	58,14	172,733	58,1401	205,497
58,2401	1,05362	58,24	2,6373	58,34	6,03833	58,34	12,5778	58,24	24,5335	58,2401	45,5382	58,34	78,5353	58,2401	124,52	58,2401	172,72	58,2401	205,461
58,34	1,05103	58,34	2,64258	58,44	6,02756	58,44	12,5924	58,34	24,5447	58,34	45,5336	58,44	78,5128	58,34	124,498	58,34	172,698	58,34	205,411
58,44	1,05661	58,44	2,6384	58,54	6,00702	58,54	12,5875	58,44	24,5562	58,44	45,519	58,54	78,5236	58,4401	124,503	58,4401	172,669	58,4401	205,352
58,54	1,05884	58,54	2,61914	58,64	5,99765	58,64	12,595	58,54	24,5662	58,54	45,5297	58,64	78,4978	58,54	124,484	58,54	172,651	58,54	205,301
58,64	1,05453	58,64	2,62656	58,74	6,01877	58,74	12,5954	58,64	24,5755	58,64	45,4922	58,74	78,4982	58,6401	124,468	58,64	172,612	58,6401	205,257
58,7401	1,05495	58,74	2,62692	58,84	6,01196	58,84	12,5815	58,74	24,6052	58,7401	45,5063	58,84	78,4758	58,7401	124,468	58,7401	172,582	58,7401	205,2
58,84	1,03833	58,84	2,62402	58,94	5,98813	58,94	12,5647	58,84	24,5789	58,84	45,4846	58,94	78,4676	58,84	124,444	58,84	172,54	58,84	205,122
58,94	1,04062	58,94	2,61972	59,04	5,97675	59,04	12,5631	58,94	24,5617	58,94	45,4776	59,04	78,4738	58,9401	124,43	58,9401	172,511	58,9401	205,079
59,04	1,0481	59,04	2,6084	59,14	5,96774	59,14	12,5807	59,04	24,5652	59,04	45,5092	59,14	78,4503	59,04	124,413	59,04	172,479	59,04	205,036
59,14	1,01877	59,14	2,60251	59,24	5,95786	59,24	12,554	59,14	24,5612	59,14	45,4721	59,24	78,4439	59,1401	124,409	59,14	172,47	59,1401	204,982
59,2401	1,00185	59,24	2,57382	59,34	5,95959	59,34	12,5381	59,24	24,5247	59,2401	45,4747	59,34	78,4149	59,2401	124,384	59,2401	172,443	59,2401	204,921
59,34	0,999634	59,34	2,54822	59,44	5,97252	59,44	12,5296	59,34	24,5109	59,34	45,4815	59,44	78,3641	59,34	124,36	59,34	172,386	59,34	204,859
59,44	0,977402	59,44	2,57555	59,54	5,98042	59,54	12,5153	59,44	24,5043	59,44	45,4452	59,54	78,3634	59,4401	124,36	59,4401	172,319	59,4401	204,778
59,54	1,0155	59,54	2,58667	59,64	5,92529	59,64	12,4636	59,54	24,5056	59,54	45,4516	59,64	78,311	59,54	124,359	59,54	172,28	59,54	204,733
59,64	0,878654	59,64	2,05566	59,74	5,95627	59,74	12,4485	59,64	24,4422	59,64	45,3659	59,74	78,2779	59,6401	124,301	59,64	172,221	59,6401	204,63
59,7401	0,88781	59,74	1,29648	59,84	3,65863	59,84	11,8064	59,74	24,4142	59,7401	45,3395	59,84	77,8682	59,7401	124,275	59,7401	172,202	59,7401	204,508
59,84	0,32843	59,84	0,700012	59,94	1,26105	59,94	10,4861	59,84	23,9986	59,84	44,9742	59,94	76,9385	59,84	123,769	59,84	171,722	59,84	204,011
59,94	0,0147095	59,94	0,803894	60,04	2,79684	60,04	8,76247	59,94	23,4568	59,94	42,6399	60,04	51,7551	59,9401	122,545	59,9401	170,299	59,9401	191,896
60,04	0,0983276	60,04	1,37299	60,14	6,20135	60,14	9,6361	60,04	13,8513	60,04	19,1301	60,14	51,4014	60,04	73,4266	60,04	86,2476	60,04	-93,9296
60,14	0,276543	60,14	1,97588	60,24	7,83488	60,24	12,0119	60,14	19,0854	60,14	47,1626	60,24	92,7429	60,1401	63,2979	60,14	66,8735	60,1401	46,0327
60,2401	0,427719	60,24	2,56535	60,34	7,37579	60,34	14,818	60,24	28,3979	60,2401	52,3982	60,34	87,9369	60,2401	153,814	60,2401	245,262	60,2401	336,166
60,34	1,01971	60,34	3,55426	60,44	6,56948	60,44	13,0676	60,34	26,7224	60,34	47,3754	60,44	77,7501	60,34	146,105	60,34	228,936	60,34	306,992
60,44	1,26113	60,44	3,75503	60,54	6,04897	60,54	11,9318	60,44	24,2614	60,44	43,0789	60,54	70,6363	60,4401	127,42	60,4401	192,648	60,4401	248,152
60,54	1,2785	60,54	3,13263	60,64	5,27625	60,64	11,1337	60,54	22,4066	60,54	39,0678	60,64	64,5033	60,54	112,805	60,54	164,977	60,54	205,708
60,64	1,14673	60,64	2,62769	60,74	4,86426	60,74	10,0792	60,64	20,381	60,64	36,8082	60,74	60,1562	60,6401	103,812	60,64	146,921	60,6401	179,177
60,7401	0,947998	60,74	2,31812	60,84	4,57776	60,84	9,50629	60,74	19,1428	60,7401	34,188	60,84	57,1056	60,7401	95,9111	60,7401	136,197	60,7401	161,729
60,84	0,769287	60,84	1,99951	60,94	4,20934	60,94	8,81023	60,84	17,7825	60,84	32,6152	60,94	54,1451	60,84	90,1465	60,84	126,725	60,84	151,231
60,94	0,625603	60,94	1,78161	61,04	3,91526	61,04	8,48087	60,94	17,029	60,94	30,9394	61,04	52,1963	60,9401	86,0637	60,9401	119,722	60,9401	141,627
61,04	0,547119	61,04	1,62695	61,14	3,70506	61,14	8,02971	61,04	16,1869	61,04	29,9329	61,14	50,0149	61,04	82,0551	61,04	114,794	61,04	134,433
61,14	0,456039	61,14	1,50072	61,24	3,52659	61,24	7,67033	61,14	15,6692	61,14	28,7312	61,24	48,5486	61,1401	78,8133	61,14	109,918	61,1401	129,207
61,2401	0,413109	61,24	1,42649	61,34	3,38379	61,34	7,36591	61,24	15,0505	61,2401	27,9075	61,34	46,8809	61,2401	76,3106	61,2401	105,61	61,2401	124,027
61,34	0,380127	61,34	1,35059	61,44	3,26486	61,44	7,12662	61,34	14,5034	61,34	26,9467	61,44	45,3916	61,34	73,7549	61,34	102,425	61,34	119,476
61,44	0,37326	61,44	1,3027	61,54	3,1861	61,54	6,91699	61,44	14,0427	61,44	26,0969	61,54	44,2679	61,4401	71,8071	61,4401	99,1746	61,4401	115,992
61,54	0,376587	61,54	1,26111	61,64	3,06271	61,64	6,67642	61,54	13,6202	61,54	25,3279	61,64	42,9894	61,54	69,6697	61,54	96,2279	61,54	112,246
61,64	0,333221	61,64	1,2009	61,74	2,95627	61,74	6,46841	61,64	13,2182	61,64	24,6232	61,74	41,8193	61,6401	67,6987	61,64	93,8556	61,6401	108,939
61,7401	0,303001	61,74	1,16013	61,84	2,8645	61,84	6,30243	61,74	12,8493	61,7401	23,979	61,84	40,7678	61,7401	66,1508	61,7401	91,3242	61,7401	105,913
61,84	0,299072	61,84	1,11914	61,94	2,79318	61,94	6,14713	61,84	12,5212	61,84	23,3696	61,94	39,7726	61,84	64,4575	61,84	89,0109	61,84	103,472
61,94	0,278534	61,94	1,08884	62,04	2,71308	62,04	5,99549	61,94	12,2312	61,94	22,8315	62,04	38,8808	61,9401	62,9225	61,9401	86,8537	61,9401	100,825
62,04	0,262939	62,04	1,04785	62,14	2,64182	62,14	5,83755	62,04	11,9312	62,04	22,3303	62,14	38,0314	62,04	61,4858	62,04	85,1213	62,04	98,38
62,14	0,244354	62,14	0,99411	62,24	2,57443	62,24	5,71158	62,14	11,6579	62,14	21,8461	62,24	37,2746	62,1401	60,1481	62,14	83,2191	62,1401	96,1009
62,2401	0,25515	62,24	0,961884	62,34	2,52856	62,34	5,58173	62,24	11,4167	62,2401	21,437	62,34	36,549	62,2401	58,9213	62,2401	81,5139	62,2401	94,2394
62,34	0,25415	62,34	0,914063	62,44	2,49631	62,44	5,47916	62,34	11,1697	62,34	21,0239	62,44	35,8828	62,34	57,7789	62,34	79,8957	62,34	92,22
62,44	0,260956	62,44	0,907196	62,54	2,456	62,54	5,36781	62,44	10,9753	62,44	20,6518	62,54	35,2296	62,4401	56,7202	62,4401	78,3979	62,4401	90,3491
62,54	0,267578	62,54	0,887695	62,64	2,41818	62,64	5,27798	62,54	10,7703	62,54	20,2846	62,64	34,632	62,54	55,7057	62,54	76,9787	62,54	88,5941
62,64	0,262909	62,64	0,863007	62,74	2,37094	62,74	5,20145	62,64	10,5769	62,64	19,9377	62,74	34,075	62,6401	54,7663	62,64	75,638	62,6401	86,9359
62,7401	0,250877	62,74	0,84433	62,84	2,32446	62,84	5,12177	62,74	10,4144	62,7401	19,6026	62,84	33,5547	62,7401	53,8635	62,7401	74,4022	62,7401	85,3574
62,84	0,235596	62,84	0,821289	62,94	2,29221	62,94	5,05118	62,84	10,2495	62,84	19,3002	62,94	33,0548	62,84	53,017	62,84	73,2123	62,84	83,8745
62,94	0,220917	62,94	0,808563	63,04	2,2414	63,04	4,9762	62,94	10,0837	62,94	19,018	63,04	32,5743	62,9401	52,2262	62,9401	72,0883	62,9401	82,4935
63,04	0,215088	63,04	0,78125	63,14	2,18772	63,14	4,88541	63,04	9,92749	63,04	18,7211	63,14	32,0871	63,04	51,4567	63,04	71,0383	63,04	81,1653
63,14	0,194557	63,14	0,760719	63,24	2,15158	63,24	4,8024	63,14	9,76633	63,14	18,4467	63,24	31,6525	63,1401	50,7272	63,14	70,0091	63,1401	79,8941
63,2401	0,195572	63,24	0,728485	63,34	2,1145	63,34	4,71649	63,24	9,64621	63,2401	18,1958	63,34	31,2072	63,2401	50,0504	63,2401	69,0375	63,2401	78,6849
63,34	0,164307	63,34	0,701172	63,44	2,08322	63,44	4,65787	63,34	9,49585	63,34	17,9406	63,44	30,8087	63,34	49,3727	63,34	68,0883	63,34	77,5024
63,44	0,152557	63,44	0,693329	63,54	2,04487	63,54	4,61488	63,44	9,3884	63,44	17,7035	63,54	30,4298	63,4401	48,7622	63,4401	67,1887	63,4401	76,3775
63,54	0,135742	63,54	0,669922	63,64	2,00218	63,64	4,53972	63,54	9,27979	63,54	17,4711	63,64	30,0715	63,54	48,1442	63,54	66,3344	63,54	75,3196
63,64	0,120346	63,64	0,655258	63,74	1,96078	63,74	4,46902	63,64	9,1472	63,64	17,2377	63,74	29,7312	63,6401	47,5358	63,64	65,4837	63,6401	74,271
63,7401	0,110252	63,74	0,654877	63,84	1,94556	63,84	4,38348	63,74	9,03159	63,7401	17,0265	63,84	29,3848	63,7401	46,9788	63,7401	64,6729	63,7401	73,2714
63,84	0,10083	63,84	0,640381	63,94	1,91819	63,94	4,33659	63,84	8,90503	63,84	16,8295	63,94	29,0539	63,84	46,4283	63,84	63,8783	63,84	72,3101
63,94	0,0871353	63,94	0,635719	64,04	1,88947	64,04	4,26954	63,94	8,80344	63,94	16,6283	64,04	28,7302	63,9401	45,9069	63,9401	63,1194	63,9401	71,3921
64,04	0,0955811	64,04	0,624634	64,14	1,86838	64,14	4,2106	64,04	8,71423	64,04	16,4337	64,14	28,4064	64,04	45,3926	64,04	62,418	64,04	70,4794
64,14	0,0881042	64,14	0,634735	64,24	1,85764	64,24	4,17252	64,14	8,62863	64,14	16,255	64,24	28,0988	64,1401	44,8844	64,14	61,7074	64,1401	69,604
64,2401	0,0871811	64,24	0,633759	64,34	1,82349	64,34	4,14032	64,24	8,53781	64,2401	16,0756	64,34	27,8068	64,2401	44,3971	64,2401	61,0365	64,2401	68,7699
64,34	0,0744629	64,34	0,650391	64,44	1,76488	64,44	4,08562	64,34	8,44507	64,34	15,9008	64,44	27,506	64,34	43,9293	64,34	60,3578	64,34	67,936
64,44	0,0654144	64,44	0,64061	64,54	1,73945	64,54	4,04456	64,44	8,32982	64,44	15,7309	64,54	27,215	64,4401	43,4723	64,4401	59,7024	64,4401	67,1255
64,54	0,060791	64,54	0,646484	64,64	1,707	64,64	3,97623	64,54	8,21924	64,54	15,561	64,64	26,9474	64,54	43,0289	64,54	59,0824	64,54	66,345
64,64	0,0666199	64,64	0,632782	64,74	1,68771	64,74	3,93619	64,64	8,13449	64,64	15,4125	64,74	26,6815	64,6401	42,6001	64,64	58,4847	64,6401	65,5884
64,7401	0,0676498	64,74	0,612274	64,84	1,6897	64,84	3,89008	64,74	8,0632	64,7401	15,2534	64,84	26,4308	64,7401	42,1823	64,7401	57,9057	64,7401	64,8433
64,84	0,0793457	64,84	0,61499	64,94	1,66525	64,94	3,86295	64,84	7,97534	64,84	15,0952	64,94	26,1779	64,84	41,7545	64,84	57,3264	64,84	64,1038
64,94	0,0861511	64,94	0,613251	65,04	1,63008	65,04	3,8102	64,94	7,90012	64,94	14,9516	65,04	25,9122	64,9401	41,3454	64,9401	56,7641	64,9401	63,397
65,04	0,0666504	65,04	0,585938	65,14	1,61057	65,14	3,78091	65,04	7,8064	65,04	14,7961	65,14	25,6818	65,04	40,9235	65,04	56,1879	65,04	62,6665
65,14	0,0588074	65,14	0,562469	65,24	1,59006	65,24	3,73502	65,14	7,71066	65,14	14,6625	65,24	25,4367	65,1401	40,5387	65,14	55,6234	65,1401	61,9701
65,2401	0,0539703	65,24	0,540009	65,34	1,56592	65,34	3,68158	65,24	7,63547	65,2401	14,521	65,34	25,1821	65,2401	40,1491	65,2401	55,0822	65,2401	61,3023
65,34	0,027832	65,34	0,521729	65,44	1,56174	65,44	3,64615	65,34	7,55347	65,34	14,3581	65,44	24,9462	65,34	39,7604	65,34	54,5182	65,34	60,6023
65,44	0,0158386	65,44	0,511688	65,54	1,58782	65,54	3,61877	65,44	7,48801	65,44	14,2211	65,54	24,7716	65,4401	39,3903	65,4401	53,9945	65,4401	59,9662
65,54	0,0490723	65,54	0,53125	65,64	1,57443	65,64	3,59244	65,54	7,43921	65,54	14,1059	65,64	24,5461	65,54	39,0485	65,54	53,514	65,54	59,3599
65,64	0,0480652	65,64	0,52829	65,74	1,56858	65,74	3,57755	65,64	7,37375	65,64	13,9799	65,74	24,3429	65,6401	38,6979	65,64	53,0013	65,6401	58,7398
65,7401	0,0371399	65,74	0,532936	65,84	1,55005	65,84	3,5368	65,74	7,30735	65,7401	13,853	65,84	24,1174	65,7401	38,3522	65,7401	52,5053	65,7401	58,1136
65,84	0,0119629	65,84	0,513672	65,94	1,51974	65,94	3,49478	65,84	7,22046	65,84	13,725	65,94	23,8957	65,84	38,0082	65,84	52,0051	65,84	57,4985
65,94	-7,62939e-4	65,94	0,489227	66,04	1,47871	66,04	3,4596	65,94	7,14328	65,94	13,5998	66,04	23,6808	65,9401	37,6588	65,9401	51,5131	65,9401	56,8902
66,04	-0,010498	66,04	0,495117	66,14	1,4631	66,14	3,4147	66,04	7,07886	66,04	13,4623	66,14	23,464	66,04	37,3287	66,04	51,0482	66,04	56,3003
66,14	-7,62939e-4	66,14	0,504852	66,24	1,41721	66,24	3,37467	66,14	7,00339	66,14	13,3295	66,24	23,2384	66,1401	37,0084	66,14	50,5814	66,1401	55,7093
66,2401	-1,67084e-3	66,24	0,464821	66,34	1,40063	66,34	3,32489	66,24	6,91575	66,2401	13,2055	66,34	23,0507	66,2401	36,6715	66,2401	50,1067	66,2401	55,1294
66,34	-4,63867e-3	66,34	0,459961	66,44	1,36935	66,44	3,31119	66,34	6,84644	66,34	13,0815	66,44	22,8625	66,34	36,358	66,34	49,6498	66,34	54,562
66,44	-0,0242004	66,44	0,456024	66,54	1,3603	66,54	3,28968	66,44	6,77219	66,44	12,976	66,54	22,6515	66,4401	36,0581	66,4401	49,1986	66,4401	54,012
66,54	-0,0202637	66,54	0,446289	66,64	1,33713	66,64	3,26529	66,54	6,70581	66,54	12,8803	66,64	22,4416	66,54	35,7662	66,54	48,7592	66,54	53,4585
66,64	-0,0349426	66,64	0,423798	66,74	1,32248	66,74	3,21744	66,64	6,65598	66,64	12,7816	66,74	22,2531	66,6401	35,4508	66,64	48,2992	66,6401	52,8833
66,7401	-0,0280533	66,74	0,413055	66,84	1,33386	66,84	3,1839	66,74	6,58273	66,7401	12,6682	66,84	22,0535	66,7401	35,1276	66,7401	47,8596	66,7401	52,3335
66,84	-0,0257568	66,84	0,39978	66,94	1,31528	66,94	3,15433	66,84	6,5199	66,84	12,5714	66,94	21,856	66,84	34,8225	66,84	47,4229	66,84	51,791
66,94	-0,0138245	66,94	0,401947	67,04	1,29218	67,04	3,13831	66,94	6,4642	66,94	12,4512	67,04	21,6583	66,9401	34,5286	66,9401	47	66,9401	51,2521
67,04	-0,0134277	67,04	0,382813	67,14	1,29807	67,14	3,12466	67,04	6,40601	67,04	12,3422	67,14	21,4709	67,04	34,234	67,04	46,5746	67,04	50,7231
67,14	-0,0154114	67,14	0,374969	67,24	1,29025	67,24	3,09537	67,14	6,35788	67,14	12,2445	67,24	21,3009	67,1401	33,9516	67,14	46,1566	67,1401	50,2154
67,2401	-0,0290375	67,24	0,365204	67,34	1,29028	67,34	3,06024	67,24	6,32199	67,2401	12,1469	67,34	21,1115	67,2401	33,6559	67,2401	45,7473	67,2401	49,7064
67,34	-0,0407715	67,34	0,365234	67,44	1,27658	67,44	3,03873	67,34	6,27124	67,34	12,0258	67,44	20,9201	67,34	33,359	67,34	45,3558	67,34	49,188
67,44	-0,0368958	67,44	0,363251	67,54	1,26753	67,54	2,9977	67,44	6,22824	67,44	11,9242	67,54	20,7189	67,4401	33,0817	67,4401	44,9574	67,4401	48,6685
67,54	-0,0427246	67,54	0,353516	67,64	1,25607	67,64	2,95377	67,54	6,17944	67,54	11,8032	67,64	20,5558	67,54	32,7867	67,54	44,5668	67,54	48,1556
67,64	-0,0456848	67,64	0,346649	67,74	1,26389	67,74	2,94278	67,64	6,1218	67,64	11,7013	67,74	20,373	67,6401	32,5085	67,64	44,1595	67,6401	47,6538
67,7401	-0,0417328	67,74	0,347382	67,84	1,24597	67,84	2,92023	67,74	6,07297	67,7401	11,6049	67,84	20,1942	67,7401	32,2299	67,7401	43,7767	67,7401	47,1948
67,84	-0,0675049	67,84	0,328735	67,94	1,23264	67,94	2,87759	67,84	6,01208	67,84	11,4835	67,94	20,0187	67,84	31,9475	67,84	43,3807	67,84	46,7081
67,94	-0,0742493	67,94	0,30954	68,04	1,21698	68,04	2,87756	67,94	5,95578	67,94	11,3822	68,04	19,8683	67,9401	31,6608	67,9401	42,9955	67,9401	46,2386
68,04	-0,0632324	68,04	0,313477	68,14	1,19749	68,14	2,84831	68,04	5,89136	68,04	11,2924	68,14	19,7004	68,04	31,3912	68,04	42,6205	68,04	45,7729
68,14	-0,0710602	68,14	0,315414	68,24	1,17697	68,24	2,82779	68,14	5,82957	68,14	11,1947	68,24	19,5334	68,1401	31,1061	68,14	42,2318	68,1401	45,2984
68,2401	-0,0856628	68,24	0,283173	68,34	1,18811	68,34	2,81866	68,24	5,77902	68,2401	11,104	68,34	19,368	68,2401	30,8317	68,2401	41,8559	68,2401	44,8306
68,34	-0,0714111	68,34	0,303345	68,44	1,17404	68,44	2,79361	68,34	5,71521	68,34	11,0225	68,44	19,214	68,34	30,5752	68,34	41,492	68,34	44,3886
68,44	-0,0554504	68,44	0,299774	68,54	1,16523	68,54	2,77503	68,44	5,66476	68,44	10,9396	68,54	19,0653	68,4401	30,319	68,4401	41,1127	68,4401	43,9409
68,54	-0,0661621	68,54	0,289063	68,64	1,14572	68,64	2,74063	68,54	5,60913	68,54	10,8305	68,64	18,9259	68,54	30,0699	68,54	40,7426	68,54	43,5259
68,64	-0,0544739	68,64	0,276093	68,74	1,13303	68,74	2,73306	68,64	5,57004	68,64	10,7523	68,74	18,7746	68,6401	29,8278	68,64	40,3812	68,6401	43,097
68,7401	-0,0573502	68,74	0,276337	68,84	1,12292	68,84	2,69366	68,74	5,53391	68,7401	10,6694	68,84	18,6238	68,7401	29,5768	68,7401	40,0658	68,7401	42,6812
68,84	-0,0714111	68,84	0,279907	68,94	1,11349	68,94	2,694	68,84	5,47302	68,84	10,5831	68,94	18,466	68,84	29,3362	68,84	39,7068	68,84	42,2433
68,94	-0,0769348	68,94	0,299774	69,04	1,09589	69,04	2,67639	68,94	5,44016	68,94	10,517	69,04	18,337	68,9401	29,0983	68,9401	39,3627	68,9401	41,8316
69,04	-0,0554199	69,04	0,311523	69,14	1,09592	69,14	2,63345	69,04	5,40576	69,04	10,4526	69,14	18,1886	69,04	28,8646	69,04	39,0306	69,04	41,4026
69,14	-0,0527649	69,14	0,30954	69,24	1,09274	69,24	2,61392	69,14	5,36789	69,14	10,3822	69,24	18,0448	69,1401	28,6628	69,14	38,7044	69,1401	41,0093
69,2401	-0,0456238	69,24	0,30954	69,34	1,09009	69,34	2,5827	69,24	5,32492	69,2401	10,3081	69,34	17,9152	69,2401	28,442	69,2401	38,3803	69,2401	40,5992
69,34	-0,0476074	69,34	0,319336	69,44	1,06174	69,44	2,56021	69,34	5,28394	69,34	10,2287	69,44	17,7736	69,34	28,2213	69,34	38,0471	69,34	40,2034
69,44	-0,0622864	69,44	0,316376	69,54	1,06366	69,54	2,5719	69,44	5,24191	69,44	10,1391	69,54	17,6349	69,4401	28,0055	69,4401	37,7406	69,4401	39,7993
69,54	-0,0661621	69,54	0,318359	69,64	1,04088	69,64	2,55962	69,54	5,22437	69,54	10,0688	69,64	17,491	69,54	27,7972	69,54	37,4418	69,54	39,4146
69,64	-0,0694733	69,64	0,305283	69,74	1,04709	69,74	2,55923	69,64	5,17027	69,64	9,97563	69,74	17,3683	69,6401	27,5647	69,64	37,1377	69,6401	38,9961
69,7401	-0,0827484	69,74	0,307587	69,84	1,03735	69,84	2,53387	69,74	5,13742	69,7401	9,894	69,84	17,218	69,7401	27,3366	69,7401	36,8217	69,7401	38,6109
69,84	-0,0866699	69,84	0,292725	69,94	1,03146	69,94	2,5065	69,84	5,08667	69,84	9,79437	69,94	17,0871	69,84	27,1256	69,84	36,4963	69,84	38,1987
69,94	-0,0613098	69,94	0,282196	70,04	0,994339	70,04	2,46547	69,94	5,04636	69,94	9,72012	70,04	16,9569	69,9401	26,9088	69,9401	36,1908	69,9401	37,8316
70,04	-0,0690918	70,04	0,250977	70,14	0,996918	70,14	2,44852	70,04	4,97729	70,04	9,63031	70,14	16,8299	70,04	26,6998	70,04	35,8705	70,04	37,4214
70,14	-0,0716858	70,14	0,243744	70,24	0,967018	70,24	2,4069	70,14	4,95834	70,14	9,53323	70,24	16,6691	70,1401	26,4922	70,14	35,5664	70,1401	37,0478
70,2401	-0,0710144	70,24	0,219704	70,34	0,948486	70,34	2,37274	70,24	4,89915	70,2401	9,44357	70,34	16,5334	70,2401	26,2428	70,2401	35,2416	70,2401	36,6597
70,34	-0,0778809	70,34	0,199219	70,44	0,926735	70,44	2,32682	70,34	4,85327	70,34	9,3598	70,44	16,3937	70,34	26,0074	70,34	34,9261	70,34	36,2759
70,44	-0,0710678	70,44	0,163063	70,54	0,929878	70,54	2,29041	70,44	4,80735	70,44	9,26505	70,54	16,2804	70,4401	25,7858	70,4401	34,6205	70,4401	35,885
70,54	-0,0710449	70,54	0,174805	70,64	0,920746	70,64	2,25516	70,54	4,74878	70,54	9,185	70,64	16,1541	70,54	25,5846	70,54	34,3282	70,54	35,5308
70,64	-0,0763245	70,64	0,15976	70,74	0,905487	70,74	2,22427	70,64	4,69467	70,64	9,10941	70,74	16,0158	70,6401	25,3587	70,64	34,0332	70,6401	35,172
70,7401	-0,0661392	70,74	0,149139	70,84	0,895752	70,84	2,20673	70,74	4,66452	70,7401	9,04928	70,84	15,8732	70,7401	25,1579	70,7401	33,7387	70,7401	34,8111
70,84	-0,0739746	70,84	0,166016	70,94	0,90451	70,94	2,19009	70,84	4,62671	70,84	8,99652	70,94	15,746	70,84	24,9489	70,84	33,4535	70,84	34,4329
70,94	-0,0644836	70,94	0,170868	71,04	0,874832	71,04	2,16042	70,94	4,57297	70,94	8,94156	71,04	15,6101	70,9401	24,7299	70,9401	33,1576	70,9401	34,0933
71,04	-0,0792236	71,04	0,160767	71,14	0,856667	71,14	2,12272	71,04	4,5199	71,04	8,85065	71,14	15,4845	71,04	24,5198	71,04	32,8591	71,04	33,7218
71,14	-0,097435	71,14	0,167946	71,24	0,845917	71,24	2,09634	71,14	4,48215	71,14	8,77384	71,24	15,3488	71,1401	24,2809	71,14	32,5804	71,1401	33,3736
71,2401	-0,121811	71,24	0,15329	71,34	0,836182	71,34	2,05804	71,24	4,42648	71,2401	8,69283	71,34	15,2277	71,2401	24,0807	71,2401	32,3119	71,2401	33,053
71,34	-0,143311	71,34	0,137695	71,44	0,824188	71,44	2,04459	71,34	4,35815	71,34	8,59906	71,44	15,0939	71,34	23,8717	71,34	32,0345	71,34	32,6948
71,44	-0,12674	71,44	0,128876	71,54	0,81073	71,54	2,05139	71,44	4,3298	71,44	8,51993	71,54	14,9816	71,4401	23,6774	71,4401	31,768	71,4401	32,3618
71,54	-0,129639	71,54	0,14624	71,64	0,784401	71,64	2,03483	71,54	4,28979	71,54	8,46625	71,64	14,8544	71,54	23,5045	71,54	31,4982	71,54	32,0073
71,64	-0,126732	71,64	0,130836	71,74	0,765846	71,74	1,9987	71,64	4,2739	71,64	8,38908	71,74	14,7199	71,6401	23,307	71,64	31,2289	71,6401	31,6751
71,7401	-0,141327	71,74	0,125954	71,84	0,742432	71,84	1,98309	71,74	4,22923	71,7401	8,31784	71,84	14,6144	71,7401	23,1139	71,7401	30,9643	71,7401	31,3394
71,84	-0,139404	71,84	0,118164	71,94	0,728371	71,94	1,96708	71,84	4,18042	71,84	8,25336	71,94	14,4988	71,84	22,9264	71,84	30,7103	71,84	31,0093
71,94	-0,126122	71,94	0,100197	72,04	0,705887	72,04	1,93678	71,94	4,15269	71,94	8,18339	72,04	14,3728	71,9401	22,7659	71,9401	30,4522	71,9401	30,6718
