Cycle: 3  SMARTA2-9C  195 nM_X	Cycle: 3  SMARTA2-9C  195 nM_Y	Cycle: 4  SMARTA2-9C  390 nM_X	Cycle: 4  SMARTA2-9C  390 nM_Y	Cycle: 5  SMARTA2-9C  780 nM_X	Cycle: 5  SMARTA2-9C  780 nM_Y	Cycle: 6  SMARTA2-9C  1560 nM_X	Cycle: 6  SMARTA2-9C  1560 nM_Y	Cycle: 7  SMARTA2-9C  3125 nM_X	Cycle: 7  SMARTA2-9C  3125 nM_Y	Cycle: 8  SMARTA2-9C  6250 nM_X	Cycle: 8  SMARTA2-9C  6250 nM_Y	Cycle: 9  SMARTA2-9C  12500 nM_X	Cycle: 9  SMARTA2-9C  12500 nM_Y	Cycle: 10  SMARTA2-9C  25000 nM_X	Cycle: 10  SMARTA2-9C  25000 nM_Y	Cycle: 11  SMARTA2-9C  50000 nM_X	Cycle: 11  SMARTA2-9C  50000 nM_Y	Cycle: 12  SMARTA2-9C  100000 nM_X	Cycle: 12  SMARTA2-9C  100000 nM_Y
141,04	-0,0544434	141,04	-0,169922	141,14	-0,137848	141,14	-0,316376	141,04	-0,425293	141,04	-0,478088	141,14	-0,365448	141,04	-0,810913	141,04	-2,71057	141,04	-10,0972
141,14	-0,037262	141,14	-0,152008	141,24	-0,155304	141,24	-0,304047	141,14	-0,416656	141,14	-0,480438	141,24	-0,35434	141,14	-0,822983	141,14	-2,70242	141,14	-10,0956
141,24	-0,0358734	141,24	-0,149445	141,34	-0,168091	141,34	-0,323914	141,24	-0,415314	141,24	-0,469284	141,34	-0,358582	141,24	-0,792343	141,24	-2,71153	141,24	-10,1091
141,34	-0,0491943	141,34	-0,182983	141,44	-0,16481	141,44	-0,336258	141,34	-0,40979	141,34	-0,463806	141,44	-0,365067	141,34	-0,805664	141,34	-2,71582	141,34	-10,1063
141,44	-0,044693	141,44	-0,189468	141,54	-0,168762	141,54	-0,324585	141,44	-0,416275	141,44	-0,460526	141,54	-0,347534	141,44	-0,820633	141,44	-2,73201	141,44	-10,1127
141,54	-0,0368652	141,54	-0,177734	141,64	-0,192154	141,64	-0,347977	141,54	-0,408447	141,54	-0,452698	141,64	-0,357254	141,54	-0,822632	141,54	-2,73401	141,54	-10,1108
141,64	-0,0466461	141,64	-0,20314	141,74	-0,18631	141,74	-0,346039	141,64	-0,422134	141,64	-0,462479	141,74	-0,345551	141,64	-0,81868	141,64	-2,77309	141,64	-10,1206
141,74	-0,0407562	141,74	-0,186798	141,84	-0,188232	141,84	-0,361633	141,74	-0,41629	141,74	-0,431198	141,84	-0,356506	141,74	-0,801132	141,74	-2,76134	141,74	-10,1023
141,84	-0,0681152	141,84	-0,191406	141,94	-0,200958	141,94	-0,370453	141,84	-0,427979	141,84	-0,451965	141,94	-0,377777	141,84	-0,834351	141,84	-2,78479	141,84	-10,1108
141,94	-0,0769348	141,94	-0,194366	142,04	-0,217575	142,04	-0,376572	141,94	-0,444611	141,94	-0,46347	142,04	-0,394394	141,94	-0,847031	141,94	-2,79674	141,94	-10,1274
142,04	-0,0817871	142,04	-0,207031	142,14	-0,225372	142,14	-0,392914	142,04	-0,437012	142,04	-0,480042	142,14	-0,411957	142,04	-0,872681	142,04	-2,82776	142,04	-10,1597
142,14	-0,0954895	142,14	-0,228546	142,24	-0,222076	142,24	-0,39035	142,14	-0,4534	142,14	-0,482025	142,24	-0,421112	142,14	-0,869492	142,14	-2,82974	142,14	-10,1616
142,24	-0,0928802	142,24	-0,235748	142,34	-0,2052	142,34	-0,38446	142,24	-0,450836	142,24	-0,47551	142,34	-0,434753	142,24	-0,876694	142,24	-2,8369	142,24	-10,1688
142,34	-0,0960693	142,34	-0,251343	142,44	-0,204865	142,44	-0,374359	142,34	-0,464478	142,34	-0,479431	142,44	-0,434418	142,34	-0,89624	142,34	-2,85254	142,34	-10,1583
142,44	-0,0808411	142,44	-0,251007	142,54	-0,222458	142,54	-0,376328	142,44	-0,473907	142,44	-0,498627	142,54	-0,442245	142,44	-0,891953	142,44	-2,85216	142,44	-10,1606
142,54	-0,0827637	142,54	-0,258057	142,64	-0,240997	142,64	-0,398773	142,54	-0,481689	142,54	-0,508362	142,64	-0,447113	142,54	-0,909546	142,54	-2,88928	142,54	-10,1763
142,64	-0,0779114	142,64	-0,257843	142,74	-0,244904	142,74	-0,39682	142,64	-0,488556	142,64	-0,50351	142,74	-0,444427	142,64	-0,894882	142,64	-2,8942	142,64	-10,185
142,74	-0,0759125	142,74	-0,259796	142,84	-0,239014	142,84	-0,39093	142,74	-0,486603	142,74	-0,489059	142,84	-0,437317	142,74	-0,902695	142,74	-2,911	142,74	-10,2085
142,84	-0,079834	142,84	-0,267578	142,94	-0,252716	142,94	-0,392181	142,84	-0,468262	142,84	-0,503479	142,94	-0,429535	142,84	-0,905884	142,84	-2,91174	142,84	-10,2183
142,94	-0,0622864	142,94	-0,271515	143,04	-0,233215	143,04	-0,390991	142,94	-0,463165	142,94	-0,509369	143,04	-0,410034	142,94	-0,906586	142,94	-2,92734	142,94	-10,2155
143,04	-0,0615234	143,04	-0,265625	143,14	-0,212921	143,14	-0,375336	143,04	-0,449463	143,04	-0,481995	143,14	-0,410004	143,04	-0,896851	143,04	-2,92737	143,04	-10,1987
143,14	-0,0505676	143,14	-0,251251	143,24	-0,236847	143,24	-0,377045	143,14	-0,455353	143,14	-0,476166	143,24	-0,415619	143,14	-0,896835	143,14	-2,9274	143,14	-10,185
143,24	-0,0561371	143,24	-0,25174	143,34	-0,251709	143,34	-0,372375	143,24	-0,466827	143,24	-0,47197	143,34	-0,401184	143,24	-0,902451	143,24	-2,95055	143,24	-10,1848
143,34	-0,0612793	143,34	-0,245117	143,44	-0,256622	143,44	-0,377289	143,34	-0,481689	143,34	-0,486877	143,44	-0,406097	143,34	-0,897827	143,34	-2,96863	143,34	-10,1958
143,44	-0,056427	143,44	-0,251984	143,54	-0,251755	143,54	-0,362656	143,44	-0,467072	143,44	-0,501556	143,54	-0,400497	143,44	-0,902695	143,44	-2,97227	143,44	-10,2038
143,54	-0,0632324	143,54	-0,237305	143,64	-0,238068	143,64	-0,3685	143,54	-0,471924	143,54	-0,486145	143,64	-0,389496	143,54	-0,897827	143,54	-2,96741	143,54	-10,1978
143,64	-0,0495911	143,64	-0,233429	143,74	-0,241974	143,74	-0,358734	143,64	-0,468048	143,64	-0,471283	143,74	-0,409027	143,64	-0,893173	143,64	-2,9733	143,64	-10,1938
143,74	-0,0632172	143,74	-0,22757	143,84	-0,237061	143,84	-0,342102	143,74	-0,462189	143,74	-0,484909	143,84	-0,404114	143,74	-0,907578	143,74	-2,99864	143,74	-10,1938
143,84	-0,0673828	143,84	-0,218018	143,94	-0,234406	143,94	-0,335541	143,84	-0,467041	143,84	-0,499573	143,94	-0,427582	143,84	-0,912476	143,84	-3,00354	143,84	-10,2046
143,94	-0,0447083	143,94	-0,212921	144,04	-0,229294	144,04	-0,346054	143,94	-0,47879	143,94	-0,483978	144,04	-0,425644	143,94	-0,920273	143,94	-3,0211	143,94	-10,2085
144,04	-0,0563965	144,04	-0,216797	144,14	-0,253082	144,14	-0,344452	144,04	-0,48584	144,04	-0,474182	144,14	-0,443573	144,04	-0,932007	144,04	-3,01331	144,04	-10,2039
144,14	-0,0646057	144,14	-0,209381	144,24	-0,256622	144,24	-0,359711	144,14	-0,483063	144,14	-0,496063	144,24	-0,429535	144,14	-0,949936	144,14	-3,02078	144,14	-10,2206
144,24	-0,0700378	144,24	-0,210968	144,34	-0,223755	144,34	-0,342468	144,24	-0,47879	144,24	-0,476105	144,34	-0,422058	144,24	-0,935883	144,24	-3,01132	144,24	-10,226
144,34	-0,0528564	144,34	-0,197632	144,44	-0,243927	144,44	-0,352875	144,34	-0,461548	144,34	-0,472595	144,44	-0,432465	144,34	-0,940186	144,34	-2,98828	144,34	-10,2499
144,44	-0,0632629	144,44	-0,198273	144,54	-0,257614	144,54	-0,372421	144,44	-0,462189	144,44	-0,478363	144,54	-0,445419	144,44	-0,940048	144,44	-2,99864	144,44	-10,2466
144,54	-0,0671387	144,54	-0,202148	144,64	-0,253693	144,64	-0,395844	144,54	-0,456299	144,54	-0,471252	144,64	-0,459808	144,54	-0,942749	144,54	-2,9928	144,54	-10,2544
144,64	-0,0788879	144,64	-0,199493	144,74	-0,258575	144,74	-0,37851	144,64	-0,448517	144,64	-0,473236	144,74	-0,466644	144,64	-0,964218	144,64	-3,01041	144,64	-10,272
144,74	-0,0986023	144,74	-0,195343	144,84	-0,230225	144,84	-0,368469	144,74	-0,457306	144,74	-0,481964	144,84	-0,457825	144,74	-0,953461	144,74	-3,00082	144,74	-10,2741
144,84	-0,088623	144,84	-0,211914	144,94	-0,247101	144,94	-0,395844	144,84	-0,447754	144,84	-0,467346	144,94	-0,475433	144,84	-0,940796	144,84	-2,97327	144,84	-10,2915
144,94	-0,0769348	144,94	-0,22171	145,04	-0,23613	145,04	-0,395859	144,94	-0,444611	144,94	-0,481049	145,04	-0,455917	144,94	-0,942734	144,94	-2,98302	144,94	-10,2895
145,04	-0,106201	145,04	-0,227539	145,14	-0,237091	145,14	-0,377289	145,04	-0,446533	145,04	-0,481018	145,14	-0,447113	145,04	-0,942749	145,04	-2,97327	145,04	-10,2935
145,14	-0,087677	145,14	-0,212921	145,24	-0,225739	145,24	-0,36203	145,14	-0,457306	145,14	-0,491791	145,24	-0,451385	145,14	-0,933945	145,14	-2,97037	145,14	-10,3022
145,24	-0,0723724	145,24	-0,217194	145,34	-0,233154	145,34	-0,357727	145,24	-0,447906	145,24	-0,499924	145,34	-0,452942	145,24	-0,937485	145,24	-2,95897	145,24	-10,2999
145,34	-0,0544434	145,34	-0,208252	145,44	-0,222809	145,44	-0,392303	145,34	-0,437744	145,34	-0,49762	145,44	-0,456268	145,34	-0,949585	145,34	-2,96057	145,34	-10,3003
145,44	-0,0636292	145,44	-0,206451	145,54	-0,208786	145,54	-0,397812	145,44	-0,443024	145,44	-0,513885	145,54	-0,467636	145,44	-0,958725	145,44	-2,96898	145,44	-10,3055
145,54	-0,0585938	145,54	-0,202148	145,64	-0,199005	145,64	-0,397064	145,54	-0,458252	145,54	-0,502502	145,64	-0,471527	145,54	-0,954468	145,54	-2,95959	145,54	-10,3013
145,64	-0,0671692	145,64	-0,211945	145,74	-0,21463	145,74	-0,389984	145,64	-0,477081	145,64	-0,522064	145,74	-0,45517	145,64	-0,960297	145,64	-2,9733	145,64	-10,3149
145,74	-0,0593109	145,74	-0,223663	145,84	-0,222412	145,84	-0,380188	145,74	-0,454376	145,74	-0,50444	145,84	-0,463684	145,74	-0,936874	145,74	-2,9752	145,74	-10,3071
145,84	-0,0612793	145,84	-0,235352	145,94	-0,226593	145,94	-0,387054	145,84	-0,450439	145,84	-0,516174	145,94	-0,464691	145,84	-0,948608	145,84	-2,97717	145,84	-10,3044
145,94	-0,0759583	145,94	-0,230499	146,04	-0,19902	146,04	-0,374374	145,94	-0,465118	145,94	-0,530853	146,04	-0,452011	145,94	-0,957382	145,94	-2,98204	145,94	-10,3139
146,04	-0,0808105	146,04	-0,230713	146,14	-0,200958	146,14	-0,391937	146,04	-0,460205	146,04	-0,523987	146,14	-0,459808	146,04	-0,965454	146,04	-2,9823	146,04	-10,3169
146,14	-0,0730286	146,14	-0,225616	146,24	-0,194122	146,24	-0,400726	146,14	-0,471954	146,14	-0,515472	146,24	-0,462738	146,14	-0,962265	146,14	-2,96744	146,14	-10,3188
146,24	-0,0758972	146,24	-0,228546	146,34	-0,167114	146,34	-0,38739	146,24	-0,474884	146,24	-0,497589	146,34	-0,439636	146,24	-0,95932	146,24	-2,9664	146,24	-10,3178
146,34	-0,0775146	146,34	-0,211304	146,44	-0,160919	146,44	-0,390961	146,34	-0,467407	146,34	-0,49408	146,44	-0,458832	146,34	-0,942139	146,34	-2,96289	146,34	-10,3104
146,44	-0,0798645	146,44	-0,214874	146,54	-0,166199	146,54	-0,361084	146,44	-0,474884	146,44	-0,50351	146,54	-0,454346	146,44	-0,935883	146,44	-2,98593	146,44	-10,3171
146,54	-0,0811768	146,54	-0,200562	146,64	-0,15799	146,64	-0,358002	146,54	-0,461792	146,54	-0,498962	146,64	-0,457855	146,54	-0,931396	146,54	-2,99316	146,54	-10,3075
146,64	-0,0769348	146,64	-0,22171	146,74	-0,160172	146,74	-0,359695	146,64	-0,446564	146,64	-0,50058	146,74	-0,464676	146,64	-0,932968	146,64	-3,00455	146,64	-10,3013
146,74	-0,0700378	146,74	-0,210953	146,84	-0,141357	146,84	-0,361633	146,74	-0,459244	146,74	-0,497589	146,84	-0,471741	146,74	-0,946869	146,74	-3,00742	146,74	-10,3178
146,84	-0,0622559	146,84	-0,196533	146,94	-0,153091	146,94	-0,379227	146,84	-0,461182	146,84	-0,507385	146,94	-0,478348	146,84	-0,947632	146,84	-3,01843	146,84	-10,3394
146,94	-0,0700836	146,94	-0,193375	147,04	-0,156067	147,04	-0,366577	146,94	-0,469009	146,94	-0,503494	147,04	-0,475464	146,94	-0,965164	146,94	-3,01521	146,94	-10,3522
147,04	-0,0476074	147,04	-0,176758	147,14	-0,178497	147,14	-0,367523	147,04	-0,436768	147,04	-0,481018	147,14	-0,486176	147,04	-0,956421	147,04	-3,00256	147,04	-10,3325
147,14	-0,0478821	147,14	-0,181671	147,24	-0,167755	147,24	-0,366547	147,14	-0,437775	147,14	-0,493744	147,24	-0,485199	147,14	-0,963242	147,14	-3,01334	147,14	-10,3452
147,24	-0,0397797	147,24	-0,19046	147,34	-0,179443	147,34	-0,374329	147,24	-0,430939	147,24	-0,491989	147,34	-0,496887	147,24	-0,962265	147,24	-3,03185	147,24	-10,3403
147,34	-0,0534668	147,34	-0,200195	147,44	-0,207779	147,44	-0,38826	147,34	-0,443848	147,34	-0,508362	147,44	-0,536942	147,34	-0,979858	147,34	-3,02991	147,34	-10,3423
147,44	-0,075943	147,44	-0,232437	147,54	-0,235519	147,54	-0,38353	147,44	-0,465103	147,44	-0,530838	147,54	-0,535385	147,44	-0,982758	147,44	-3,04062	147,44	-10,3549
147,54	-0,0743408	147,54	-0,249634	147,64	-0,241364	147,64	-0,379608	147,54	-0,47522	147,54	-0,533142	147,64	-0,541229	147,54	-0,977295	147,54	-3,04224	147,54	-10,3585
147,64	-0,0704651	147,64	-0,273834	147,74	-0,232208	147,74	-0,372406	147,64	-0,490875	147,64	-0,544891	147,74	-0,531342	147,64	-0,981171	147,64	-3,04691	147,64	-10,367
147,74	-0,0729828	147,74	-0,260773	147,84	-0,232178	147,84	-0,35675	147,74	-0,491486	147,74	-0,525925	147,84	-0,539856	147,74	-0,977158	147,74	-3,02794	147,74	-10,3579
147,84	-0,0593262	147,84	-0,266602	147,94	-0,235382	147,94	-0,345062	147,84	-0,477783	147,84	-0,531799	147,94	-0,543793	147,84	-0,983765	147,84	-3,03381	147,84	-10,3501
147,94	-0,0671692	147,94	-0,266632	148,04	-0,240036	148,04	-0,335312	147,94	-0,475861	147,94	-0,543549	148,04	-0,537949	147,94	-0,987656	147,94	-3,03185	147,94	-10,3325
148,04	-0,0612793	148,04	-0,270508	148,14	-0,236115	148,14	-0,327484	148,04	-0,47583	148,04	-0,549377	148,14	-0,53598	148,04	-0,981812	148,04	-3,04163	148,04	-10,3228
148,14	-0,0586243	148,14	-0,272491	148,24	-0,24295	148,24	-0,331635	148,14	-0,48172	148,14	-0,541595	148,24	-0,550629	148,14	-0,987656	148,14	-3,04361	148,14	-10,3306
148,24	-0,0622406	148,24	-0,276642	148,34	-0,229248	148,34	-0,306946	148,24	-0,49173	148,24	-0,552292	148,34	-0,556458	148,24	-1,01402	148,24	-3,03868	148,24	-10,3406
148,34	-0,0681152	148,34	-0,261719	148,44	-0,241974	148,44	-0,315765	148,34	-0,486572	148,34	-0,563293	148,44	-0,549652	148,34	-1,02576	148,34	-3,03406	148,34	-10,3354
148,44	-0,0769348	148,44	-0,256866	148,54	-0,230286	148,54	-0,300171	148,44	-0,475861	148,44	-0,551361	148,54	-0,537964	148,44	-1,03842	148,44	-3,03769	148,44	-10,3403
148,54	-0,0495605	148,54	-0,213867	148,64	-0,22049	148,64	-0,290375	148,54	-0,462158	148,54	-0,514221	148,64	-0,537933	148,54	-1,04553	148,54	-3,01624	148,54	-10,3267
148,64	-0,0398254	148,64	-0,213898	148,74	-0,209747	148,74	-0,295258	148,64	-0,489532	148,64	-0,524017	148,74	-0,523285	148,64	-1,05406	148,64	-3,00455	148,64	-10,3364
148,74	-0,0681	148,74	-0,218781	148,84	-0,217896	148,84	-0,311218	148,74	-0,48465	148,74	-0,522995	148,84	-0,525574	148,74	-1,06871	148,74	-2,99962	148,74	-10,3374
148,84	-0,0665283	148,84	-0,221069	148,94	-0,221466	148,94	-0,320648	148,84	-0,496704	148,84	-0,531189	148,94	-0,528412	148,84	-1,08667	148,84	-3,01367	148,84	-10,3448
148,94	-0,0818176	148,94	-0,214874	149,04	-0,220749	149,04	-0,320663	148,94	-0,500275	148,94	-0,524994	149,04	-0,517441	148,94	-1,10582	148,94	-3,00743	148,94	-10,3472
149,04	-0,0595703	149,04	-0,235596	149,14	-0,221832	149,14	-0,322968	149,04	-0,490479	149,04	-0,52887	149,14	-0,519745	149,04	-1,09607	149,04	-3,00745	149,04	-10,3569
149,14	-0,0606995	149,14	-0,236725	149,24	-0,243927	149,24	-0,345062	149,14	-0,483063	149,14	-0,537079	149,24	-0,508636	149,14	-1,09837	149,14	-3,01883	149,14	-10,369
149,24	-0,0710297	149,24	-0,245148	149,34	-0,254639	149,34	-0,355042	149,24	-0,500519	149,24	-0,53569	149,34	-0,517395	149,24	-1,09703	149,24	-3,02599	149,24	-10,3833
149,34	-0,0700684	149,34	-0,246094	149,44	-0,260529	149,44	-0,357758	149,34	-0,517822	149,34	-0,53009	149,44	-0,515472	149,34	-1,10193	149,34	-3,05042	149,34	-10,3823
149,44	-0,0525208	149,44	-0,222687	149,54	-0,244919	149,54	-0,344101	149,44	-0,529572	149,44	-0,524994	149,54	-0,515488	149,44	-1,07384	149,44	-3,04259	149,44	-10,3843
149,54	-0,0349121	149,54	-0,210938	149,64	-0,241974	149,64	-0,36264	149,54	-0,533447	149,54	-0,509338	149,64	-0,51059	149,54	-1,07068	149,54	-3,05237	149,54	-10,3835
149,64	-0,0359192	149,64	-0,217804	149,74	-0,22049	149,74	-0,341156	149,64	-0,542267	149,64	-0,52597	149,74	-0,500824	149,64	-1,08725	149,64	-3,05923	149,64	-10,3891
149,74	-0,030014	149,74	-0,215118	149,84	-0,228271	149,84	-0,313782	149,74	-0,499298	149,74	-0,514206	149,84	-0,484436	149,74	-1,06969	149,74	-3,07677	149,74	-10,3774
149,84	-4,63867e-3	149,84	-0,208008	149,94	-0,24527	149,94	-0,315155	149,84	-0,493408	149,84	-0,512268	149,94	-0,502167	149,84	-1,0697	149,84	-3,09045	149,84	-10,3677
149,94	5,70679e-3	149,94	-0,203522	150,04	-0,211716	150,04	-0,322617	149,94	-0,477203	149,94	-0,507782	150,04	-0,486191	149,94	-1,05931	149,94	-3,06956	149,94	-10,3671
150,04	2,92969e-3	150,04	-0,191406	150,14	-0,21756	150,14	-0,308929	150,04	-0,467041	150,04	-0,49176	150,14	-0,495941	150,04	-1,04724	150,04	-3,09338	150,04	-10,355
150,14	0,0138855	150,14	-0,181671	150,24	-0,199249	150,24	-0,290619	150,14	-0,467072	150,14	-0,482025	150,24	-0,497894	150,14	-1,05307	150,14	-3,07388	150,14	-10,3452
150,24	0,0100403	150,24	-0,169952	150,34	-0,173584	150,34	-0,274719	150,24	-0,463165	150,24	-0,468292	150,34	-0,500793	150,24	-1,05502	150,24	-3,06601	150,24	-10,3464
150,34	0,0305176	150,34	-0,12915	150,44	-0,165192	150,44	-0,262421	150,34	-0,44458	150,34	-0,449768	150,44	-0,484589	150,34	-1,04041	150,34	-3,06116	150,34	-10,3169
150,44	0,0174255	150,44	-0,135162	150,54	-0,159958	150,54	-0,270859	150,44	-0,421783	150,44	-0,447235	150,54	-0,500839	150,44	-1,02806	150,44	-3,05858	150,44	-10,3182
150,54	9,0332e-3	150,54	-0,15332	150,64	-0,181427	150,64	-0,266937	150,54	-0,409424	150,54	-0,445129	150,64	-0,502045	150,54	-1,04041	150,54	-3,07678	150,54	-10,3267
150,64	7,04956e-3	150,64	-0,167023	150,74	-0,182404	150,74	-0,264008	150,64	-0,395782	150,64	-0,449799	150,74	-0,511566	150,64	-1,02794	150,64	-3,069	150,64	-10,3306
150,74	0,0119781	150,74	-0,177765	150,84	-0,197998	150,84	-0,281555	150,74	-0,383087	150,74	-0,456589	150,84	-0,525208	150,74	-1,01402	150,74	-3,05943	150,74	-10,3413
150,84	2,19727e-3	150,84	-0,185547	150,94	-0,216583	150,94	-0,311859	150,84	-0,406494	150,84	-0,470276	150,94	-0,530121	150,84	-1,03552	150,84	-3,06213	150,84	-10,355
150,94	-0,0222473	150,94	-0,186554	151,04	-0,208786	151,04	-0,307968	150,94	-0,415314	150,94	-0,475189	151,04	-0,516464	150,94	-1,03648	150,94	-3,0631	150,94	-10,3747
151,04	-0,0175781	151,04	-0,192383	151,14	-0,22049	151,14	-0,30014	151,04	-0,436768	151,04	-0,481018	151,14	-0,524261	151,04	-1,03259	151,04	-3,05725	151,04	-10,3735
151,14	-0,0281067	151,14	-0,194366	151,24	-0,220856	151,24	-0,290009	151,14	-0,462189	151,14	-0,498627	151,24	-0,509003	151,14	-1,04625	151,14	-3,05533	151,14	-10,3716
151,24	-0,0284424	151,24	-0,194733	151,34	-0,24292	151,34	-0,310852	151,24	-0,454742	151,24	-0,514587	151,34	-0,521301	151,24	-1,03687	151,24	-3,06543	151,24	-10,3778
151,34	-0,0407715	151,34	-0,202393	151,44	-0,272491	151,44	-0,321625	151,34	-0,470947	151,34	-0,536682	151,44	-0,51767	151,34	-1,06873	151,34	-3,08948	151,34	-10,396
151,44	-0,0515442	151,44	-0,211945	151,54	-0,271286	151,54	-0,311874	151,44	-0,471954	151,44	-0,547455	151,54	-0,524277	151,44	-1,07945	151,44	-3,07872	151,44	-10,4158
151,54	-0,0534668	151,54	-0,196289	151,64	-0,252106	151,64	-0,2966	151,54	-0,477783	151,54	-0,55719	151,64	-0,516815	151,54	-1,07874	151,54	-3,078	151,54	-10,4048
151,64	-0,0636292	151,64	-0,177155	151,74	-0,24588	151,74	-0,286469	151,64	-0,483307	151,64	-0,551727	151,74	-0,514496	151,64	-1,05833	151,64	-3,06741	151,64	-10,3895
151,74	-0,0671082	151,74	-0,170929	151,84	-0,236084	151,84	-0,266907	151,74	-0,489532	151,74	-0,570099	151,84	-0,508606	151,74	-1,07162	151,74	-3,06894	151,74	-10,3989
151,84	-0,0612793	151,84	-0,170898	151,94	-0,237091	151,94	-0,27182	151,84	-0,491455	151,84	-0,539612	151,94	-0,515472	151,84	-1,08142	151,84	-3,05334	151,84	-10,3833
151,94	-0,0779114	151,94	-0,181671	152,04	-0,243942	152,04	-0,272812	151,94	-0,480743	151,94	-0,524994	152,04	-0,522324	151,94	-1,06285	151,94	-3,06407	151,94	-10,4057
152,04	-0,0820313	152,04	-0,172119	152,14	-0,250763	152,14	-0,260101	152,04	-0,491455	152,04	-0,535706	152,14	-0,529144	152,04	-1,06775	152,04	-3,06897	152,04	-10,4106
152,14	-0,109161	152,14	-0,164093	152,24	-0,25235	152,24	-0,270233	152,14	-0,472931	152,14	-0,532806	152,24	-0,525604	152,14	-1,0648	152,14	-3,0856	152,14	-10,4265
152,24	-0,0840912	152,24	-0,170319	152,34	-0,254639	152,34	-0,27179	152,24	-0,465485	152,24	-0,529221	152,34	-0,5401	152,24	-1,06517	152,24	-3,07152	152,24	-10,4374
152,34	-0,079834	152,34	-0,171875	152,44	-0,247833	152,44	-0,272797	152,34	-0,480713	152,34	-0,534729	152,44	-0,539886	152,34	-1,06213	152,34	-3,06604	152,34	-10,437
152,44	-0,0691223	152,44	-0,167023	152,54	-0,215622	152,54	-0,25621	152,44	-0,491486	152,44	-0,510345	152,54	-0,538925	152,44	-1,03062	152,44	-3,0631	152,44	-10,4282
152,54	-0,0661621	152,54	-0,166016	152,64	-0,219513	152,64	-0,267914	152,54	-0,484619	152,54	-0,515198	152,64	-0,531097	152,54	-1,04529	152,54	-3,03674	152,54	-10,4292
152,64	-0,0642395	152,64	-0,177032	152,74	-0,224396	152,74	-0,283783	152,64	-0,482697	152,64	-0,507416	152,74	-0,54184	152,64	-1,03746	152,64	-3,0192	152,64	-10,4311
152,74	-0,0534515	152,74	-0,206085	152,84	-0,222412	152,84	-0,296204	152,74	-0,473907	152,74	-0,497849	152,84	-0,53595	152,74	-1,05797	152,74	-3,03966	152,74	-10,4372
152,84	-0,0476074	152,84	-0,211914	152,94	-0,240021	152,94	-0,311859	152,84	-0,477051	152,84	-0,510315	152,94	-0,537933	152,84	-1,06384	152,84	-3,03381	152,84	-10,4438
152,94	-0,039093	152,94	-0,204132	153,04	-0,230881	153,04	-0,319077	152,94	-0,477814	152,94	-0,516205	153,04	-0,529526	152,94	-1,05602	152,94	-3,03502	152,94	-10,4419
153,04	-0,0294189	153,04	-0,211304	153,14	-0,206818	153,14	-0,311859	153,04	-0,479126	153,04	-0,523376	153,14	-0,505951	153,04	-1,05737	153,04	-3,02539	153,04	-10,4276
153,14	-6,62231e-3	153,14	-0,202179	153,24	-0,218536	153,24	-0,315765	153,14	-0,446564	153,14	-0,50058	153,24	-0,512543	153,14	-1,0443	153,14	-3,01236	153,14	-10,4145
153,24	5,14221e-3	153,24	-0,209991	153,34	-0,21167	153,34	-0,312805	153,24	-0,454376	153,24	-0,508347	153,34	-0,513489	153,24	-1,0377	153,24	-3,02989	153,24	-10,4028
153,34	-1,70898e-3	153,34	-0,216797	153,44	-0,194122	153,44	-0,330414	153,34	-0,455322	153,34	-0,499573	153,44	-0,517426	153,34	-1,02771	153,34	-3,0387	153,34	-10,3855
153,44	2,13623e-4	153,44	-0,204376	153,54	-0,195496	153,54	-0,310303	153,44	-0,449493	153,44	-0,493744	153,54	-0,50708	153,44	-1,01596	153,44	-3,04257	153,44	-10,3764
153,54	-1,09863e-3	153,54	-0,188843	153,64	-0,191193	153,64	-0,317719	153,54	-0,429321	153,54	-0,483337	153,64	-0,494965	153,54	-0,999756	153,54	-3,03613	153,54	-10,3524
153,64	1,19019e-3	153,64	-0,19046	153,74	-0,212662	153,74	-0,342361	153,64	-0,436798	153,64	-0,484955	153,74	-0,516434	153,64	-1,00914	153,64	-3,05338	153,64	-10,3345
153,74	-0,023407	153,74	-0,204117	153,84	-0,20874	153,84	-0,333313	153,74	-0,456314	153,74	-0,496613	153,84	-0,512512	153,74	-1,00912	153,74	-3,08969	153,74	-10,3559
153,84	-0,0241699	153,84	-0,188477	153,94	-0,232208	153,94	-0,335297	153,84	-0,465332	153,84	-0,510315	153,94	-0,54184	153,84	-1,01111	153,84	-3,08069	153,84	-10,3423
153,94	-0,0222473	153,94	-0,186554	154,04	-0,219528	154,04	-0,31871	153,94	-0,460236	153,94	-0,522064	154,04	-0,548691	153,94	-1,00914	153,94	-3,12755	153,94	-10,3501
154,04	-0,032959	154,04	-0,19458	154,14	-0,207184	154,14	-0,325897	154,04	-0,459229	154,04	-0,524231	154,14	-0,56955	154,04	-1,01013	154,04	-3,12463	154,04	-10,3464
154,14	-0,0558167	154,14	-0,200592	154,24	-0,200226	154,24	-0,333344	154,14	-0,456696	154,14	-0,520477	154,24	-0,584076	154,14	-1,01854	154,14	-3,14163	154,14	-10,3524
154,24	-0,0593109	154,24	-0,204132	154,34	-0,200928	154,34	-0,33136	154,24	-0,464142	154,24	-0,523972	154,34	-0,578918	154,24	-1,01891	154,24	-3,13536	154,24	-10,3559
