TITLE,no-pep_2
DATA TYPE,CD SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,2024/04/26
TIME,15:56:38
SPECTROMETER/DATA SYSTEM,JASCO Corp., J-1500, Rev. 1.00
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,CD [mdeg]
Y2UNITS,HT [V]
FIRSTX,  260.0000
LASTX,  190.0000
NPOINTS,      71
FIRSTY,    -0.06825
MAXY,    50.77900
MINY,   -36.21316
XYDATA
Channel 1
,25,35,45,55.01,65,75,94.99
260,-0.0682508,-0.0879939,0.325263,0.151504,-0.0388796,0.0209917,-0.0354266
259,0.148808,-0.178769,0.169881,-0.0904679,-0.157158,-0.0533268,-0.044553
258,0.133157,0.0398704,0.134618,-0.0623088,-0.092881,-0.0640091,-0.025216
257,-0.0760968,0.132202,-0.150843,-0.131351,0.00145924,-0.264703,-0.360712
256,-0.165584,-0.00791998,0.0600371,-0.126424,-0.129763,-0.24084,-0.236234
255,-0.118809,-0.0147541,0.182167,-0.14987,-0.0260453,0.00733587,-0.143874
254,0.045526,0.118765,0.0808191,-0.0557795,-0.203556,-0.252867,-0.0682192
253,0.0561159,-0.0863681,-0.00944117,0.179225,-0.0426196,-0.256454,-0.196251
252,-0.0209992,-0.107194,-0.0727668,-0.027549,-0.184591,-0.469539,-0.364021
251,-0.117788,-0.0396198,-0.0460668,-0.151242,-0.0795418,-0.395411,-0.755914
250,-0.231931,-0.102676,-0.0718806,-0.262121,-0.4711,-0.347179,-0.632622
249,-0.287959,-0.0195393,-0.115587,-0.478109,-0.561035,-0.694721,-0.693714
248,-0.246442,-0.021958,-0.459148,-0.580662,-0.459399,-0.752352,-0.759459
247,-0.553455,-0.290394,-0.600737,-0.977441,-0.828639,-0.735566,-1.01404
246,-0.326069,-0.560807,-0.68821,-0.845426,-1.0773,-1.00113,-1.13657
245,-0.33375,-0.9911,-1.09031,-0.933027,-1.32342,-1.51306,-1.50775
244,-0.937188,-0.843131,-1.19493,-1.4772,-1.56559,-2.00606,-1.76171
243,-1.39435,-1.34362,-1.43,-2.0102,-2.03918,-2.2987,-2.34734
242,-1.79913,-2.03705,-2.0661,-2.61227,-2.69895,-2.91683,-3.22271
241,-2.43996,-2.56217,-2.52422,-3.15357,-3.044,-3.61421,-3.77616
