time,absorbance
0.0016666666666666,12.66717910766598
0.0083333333333333,12.931346893310511
0.015,13.195991516113251
0.0216666666666667,13.45682144165036
0.0283333333333333,13.70573043823239
0.035,13.93795013427731
0.0416666666666667,14.157295227050751
0.0483333333333333,14.375209808349581
0.055,14.60075378417965
0.0616666666666667,14.838695526123011
0.0683333333333333,15.0961875915527
0.075,15.381336212158171
0.0816666666666667,15.700817108154261
0.0883333333333333,16.05892181396481
0.095,16.461372375488253
0.101666666666667,16.91532135009762
0.108333333333333,17.42935180664059
0.115,18.01538467407223
0.121666666666667,18.68486404418942
0.128333333333333,19.45257186889645
0.135,20.33472061157223
0.141666666666667,21.3489532470703
0.148333333333333,22.5176811218261
0.155,23.8656997680664
0.161666666666667,25.4263877868652
0.168333333333333,27.241706848144503
0.175,29.3750762939453
0.181666666666667,31.9232940673828
0.188333333333333,35.0475311279297
0.195,39.013385772705
0.201666666666667,44.232368469238196
0.208333333333333,51.2723922729492
0.215,60.7976913452148
0.221666666666667,73.4128952026367
0.228333333333333,89.45894241333
0.235,108.8309288024902
0.241666666666667,130.9084892272947
0.248333333333333,154.6120643615727
0.255,178.5678863525387
0.261666666666667,201.3478279113767
0.268333333333333,221.7168807983397
0.275,238.8072013854977
0.281666666666667,252.1786689758297
0.288333333333333,261.7697715759277
0.295,267.80700683593767
0.301666666666667,270.7095146179197
0.308333333333333,271.0022926330567
0.315,269.25373077392567
0.321666666666667,266.02745056152366
0.328333333333333,261.8484497070317
0.335,257.1630477905277
0.341666666666667,252.3169517517087
0.348333333333333,247.5476264953617
0.355,243.0028915405277
0.361666666666667,238.7547492980957
0.368333333333333,234.8151206970217
0.375,231.1544418334957
0.381666666666667,227.7245521545407
0.388333333333333,224.47490692138672
0.395,221.3606834411617
0.401666666666667,218.34516525268572
0.408333333333333,215.39831161499072
0.415,212.49485015869172
0.421666666666667,209.6157073974607
0.428333333333333,206.7489624023437
0.435,203.8912773132327
0.441666666666667,201.0402679443357
0.448333333333333,198.1983184814457
0.455,195.3649520874027
0.461666666666667,192.53969192504871
0.468333333333333,189.7220611572267
0.475,186.9149208068847
0.481666666666667,184.1211318969727
0.488333333333333,181.3459396362307
0.495,178.5917282104487
0.501666666666667,175.8584976196287
0.508333333333333,173.14434051513672
0.515,170.4502105712887
0.521666666666667,167.7770614624027
0.528333333333333,165.1258468627927
0.535,162.4975204467777
0.541666666666667,159.8911285400387
0.548333333333333,157.3047637939457
0.555,154.7360420227047
0.561666666666667,152.1835327148437
0.568333333333333,149.6467590332027
0.575,147.12524414062472
0.581666666666667,144.6208953857417
0.588333333333333,142.1313285827637
0.595,139.65320587158172
0.601666666666667,137.1846199035647
0.608333333333333,134.7222328186037
0.615,132.2660446166987
0.621666666666667,129.8151016235347
0.628333333333333,127.36892700195271
0.635,124.92465972900371
0.641666666666667,122.47753143310571
0.648333333333333,120.02515792846671
0.655,117.56610870361371
0.661666666666667,115.0999069213867
0.668333333333333,112.6251220703127
0.675,110.140323638916
0.681666666666667,107.64360427856441
0.688333333333333,105.1316261291504
0.695,102.60200500488281
0.701666666666667,100.05521774291991
0.708333333333333,97.49174118041991
0.715,94.912052154541
0.721666666666667,92.3161506652832
0.728333333333333,89.70546722412111
0.735,87.07904815673821
0.741666666666667,84.43927764892571
0.748333333333333,81.787109375
0.755,79.1277885437011
0.761666666666667,76.4665603637695
0.768333333333333,73.8077163696289
0.775,71.1545944213867
0.781666666666667,68.5124397277832
0.788333333333333,65.8788681030273
0.795,63.2462501525879
0.801666666666667,60.6112480163574
0.808333333333333,57.9819679260254
0.815,55.3760528564453
0.821666666666667,52.8068542480468
0.828333333333333,50.29296875
0.835,47.8572845458984
0.841666666666667,45.5160140991211
0.848333333333333,43.2705879211425
0.855,41.1138534545898
0.861666666666667,39.0419960021972
0.868333333333333,37.0526313781738
0.875,35.1452827453613
0.881666666666667,33.3209037780761
0.888333333333333,31.582832336425703
0.895,29.9324989318847
0.901666666666667,28.3684730529785
0.908333333333333,26.8893241882324
0.915,25.4921913146972
0.921666666666667,24.174690246582003
0.928333333333333,22.934436798095703
0.935,21.7690467834472
0.941666666666667,20.67613601684567
0.948333333333333,19.651889801025362
0.955,18.69201660156247
0.961666666666667,17.79270172119137
0.968333333333333,16.95203781127926
0.975,16.16573333740231
0.981666666666667,15.431404113769501
0.988333333333333,14.7452354431152
0.995,14.10531997680661
1.00166666666667,13.50831985473629
1.00833333333333,12.95042037963864
1.015,12.42923736572262
1.02166666666667,11.941909790039029
1.02833333333333,11.487007141113247
1.035,11.062145233154263
1.04166666666667,10.66350936889645
1.04833333333333,10.2901458740234
1.055,9.940624237060511
1.06166666666667,9.61208343505856
1.06833333333333,9.30309295654293
1.075,9.01222229003903
1.08166666666667,8.73851776123043
1.08833333333333,8.48054885864254
1.095,8.23640823364254
1.10166666666667,8.00514221191403
1.10833333333333,7.786750793457001
1.115,7.579326629638641
1.12166666666667,7.382392883300751
1.12833333333333,7.195472717285121
1.135,7.01761245727536
1.14166666666667,6.847858428955041
1.14833333333333,6.685733795165981
1.155,6.5326690673827805
1.16166666666667,6.3877105712890305
1.16833333333333,6.2503814697265305
1.175,6.119728088378871
1.18166666666667,5.99527359008786
1.18833333333333,5.877017974853481
1.195,5.764484405517541
1.20166666666667,5.657672882080041
1.20833333333333,5.5561065673827805
1.215,5.46073913574215
1.22166666666667,5.370140075683561
1.22833333333333,5.283832550048791
1.235,5.200862884521451
1.24166666666667,5.122184753417931
1.24833333333333,5.047798156738251
1.255,4.977226257324181
1.26166666666667,4.909992218017541
1.26833333333333,4.8465728759765305
1.275,4.787921905517541
1.28166666666667,4.732608795165981
1.28833333333333,4.679679870605431
1.295,4.6305656433105105
1.30166666666667,4.58669662475582
1.30833333333333,4.54759597778317
1.315,4.512310028076141
1.32166666666667,4.481315612792931
1.32833333333333,4.4550895690917605
1.335,4.432678222656221
1.34166666666667,4.4116973876952805
1.34833333333333,4.3940544128417605
1.355,4.380226135253871
1.36166666666667,4.3711662292480105
1.36833333333333,4.36782836914059
1.375,4.370689392089811
1.38166666666667,4.38070297241207
1.38833333333333,4.397869110107391
1.395,4.421710968017541
1.40166666666667,4.452705383300751
1.40833333333333,4.491329193115201
1.415,4.539489746093721
1.42166666666667,4.597663879394501
1.42833333333333,4.6687126159667605
1.435,4.755496978759731
1.44166666666667,4.86040115356442
1.44833333333333,4.9891471862792605
1.455,5.149841308593721
1.46166666666667,5.35392761230465
1.46833333333333,5.61666488647457
1.475,5.959510803222621
1.48166666666667,6.412982940673791
1.48833333333333,7.0209503173827805
1.495,7.843017578124971
1.50166666666667,8.96787643432614
1.50833333333333,10.522842407226529
1.515,12.6857757568359
1.52166666666667,15.692710876464812
1.52833333333333,19.834518432617152
1.535,25.4392623901367
1.54166666666667,32.8373908996582
1.54833333333333,42.3188209533691
1.555,54.0857315063476
1.56166666666667,68.2191848754882
1.56833333333333,84.658145904541
1.575,103.1961441040039
1.58166666666667,123.49987030029271
1.58833333333333,145.1444625854487
1.595,167.6621437072757
1.60166666666667,190.5798912048337
1.60833333333333,213.45758438110371
1.615,235.90564727783172
1.62166666666667,257.5945854187007
1.62833333333333,278.2530784606937
1.635,297.66321182250965
1.64166666666667,315.6552314758297
1.64833333333333,332.0975303649907
1.655,346.89903259277366
1.66166666666667,360.00633239746065
1.66833333333333,371.40035629272467
1.675,381.0915946960447
1.68166666666667,389.1167640686037
1.68833333333333,395.5326080322267
1.695,400.4154205322267
1.70166666666667,403.8634300231937
1.70833333333333,406.00204467773466
1.715,406.97956085205067
1.72166666666667,406.9681167602537
1.72833333333333,406.16273880004866
1.735,404.78134155273466
1.74166666666667,403.06234359741165
1.74833333333333,401.26228332519565
1.755,399.65105056762667
1.76166666666667,398.5033035278317
1.76833333333333,398.0860710144047
1.775,398.65016937255865
1.78166666666667,400.41828155517567
1.78833333333333,403.5806655883787
1.795,408.2818031311037
1.80166666666667,414.61324691772467
1.80833333333333,422.60742187499966
1.815,432.2328567504887
1.82166666666667,443.39561462402366
1.82833333333333,455.9431076049807
1.835,469.6726799011227
1.84166666666667,484.33494567871065
1.84833333333333,499.64237213134766
1.855,515.2754783630367
1.86166666666667,530.8980941772458
1.86833333333333,546.1688041687007
1.875,560.7538223266597
1.88166666666667,574.3389129638667
1.88833333333333,586.6370201110838
1.895,597.3949432373047
1.90166666666667,606.3966751098637
1.90833333333333,613.4686470031737
1.915,618.4768676757817
1.92166666666667,621.3293075561527
1.92833333333333,621.9768524169917
1.935,620.4171180725098
1.94166666666667,616.6901588439937
1.94833333333333,610.8660697937007
1.955,603.0440330505368
1.96166666666667,593.3442115783687
1.96833333333333,581.9101333618167
1.975,568.9005851745608
1.98166666666667,554.4853210449218
1.98833333333333,538.8422012329097
1.995,522.1519470214847
2.00166666666667,504.5990943908687
2.00833333333333,486.3591194152827
2.015,467.6012992858887
2.02166666666667,448.48632812499966
2.02833333333333,429.1710853576657
2.035,409.8010063171387
2.04166666666667,390.5081748962407
2.04833333333333,371.41561508178665
2.055,352.6325225830077
2.06166666666667,334.25188064575167
2.06833333333333,316.35379791259766
2.075,299.00598526000965
2.08166666666667,282.2690010070797
2.08833333333333,266.1924362182617
2.095,250.8187294006347
2.10166666666667,236.1788749694827
2.10833333333333,222.2919464111327
2.115,209.1660499572757
2.12166666666667,196.8050003051757
2.12833333333333,185.20689010620072
2.135,174.3621826171877
2.14166666666667,164.2575263977047
2.14833333333333,154.8743247985837
2.155,146.1863517761227
2.16166666666667,138.1626129150387
2.16833333333333,130.7687759399417
2.175,123.9690780639647
2.18166666666667,117.7282333374027
2.18833333333333,112.0085716247557
2.195,106.76908493041991
2.20166666666667,101.968765258789
2.20833333333333,97.5651741027832
2.215,93.51825714111321
2.22166666666667,89.7893905639648
2.22833333333333,86.3409042358398
2.235,83.137035369873
