time,absorbance
0.0016666666666666,10.06937026977539
0.0083333333333333,10.467529296875
0.015,10.8642578125
0.0216666666666667,11.25478744506836
0.0283333333333333,11.63387298583984
0.035,12.00008392333984
0.0416666666666667,12.35818862915039
0.0483333333333333,12.71772384643554
0.055,13.08584213256836
0.0616666666666667,13.46683502197265
0.0683333333333333,13.86356353759765
0.075,14.28174972534179
0.0816666666666667,14.7256851196289
0.0883333333333333,15.201568603515621
0.095,15.71798324584961
0.101666666666667,16.283035278320312
0.108333333333333,16.90816879272461
0.115,17.604827880859368
0.121666666666667,18.387794494628892
0.128333333333333,19.27137374877929
0.135,20.27416229248049
0.141666666666667,21.41904830932619
0.148333333333333,22.732257843017592
0.155,24.24812316894529
0.161666666666667,26.00908279418949
0.168333333333333,28.07426452636719
0.175,30.53522109985349
0.181666666666667,33.54167938232419
0.188333333333333,37.34683990478519
0.195,42.364120483398395
0.201666666666667,49.2134094238281
0.208333333333333,58.697700500488295
0.215,71.650505065918
0.221666666666667,88.6750221252441
0.228333333333333,109.8713874816896
0.235,134.6850395202636
0.241666666666667,161.9210243225096
0.248333333333333,189.91708755493158
0.255,216.8326377868656
0.261666666666667,240.99016189575158
0.268333333333333,261.16085052490257
0.275,276.6909599304196
0.281666666666667,287.4665260314946
0.288333333333333,293.7865257263186
0.295,296.2179183959966
0.301666666666667,295.47071456909157
0.308333333333333,292.3021316528316
0.315,287.4536514282226
0.321666666666667,281.5985679626466
0.328333333333333,275.29478073120157
0.335,268.9518928527836
0.341666666666667,262.8316879272466
0.348333333333333,257.0781707763676
0.355,251.7490386962886
0.361666666666667,246.8419075012206
0.368333333333333,242.3129081726076
0.375,238.0990982055666
0.381666666666667,234.1361045837406
0.388333333333333,230.3671836853026
0.395,226.7446517944336
0.401666666666667,223.2275009155276
0.408333333333333,219.7866439819336
0.415,216.4039611816406
0.421666666666667,213.0675315856936
0.428333333333333,209.7725868225096
0.435,206.5148353576656
0.441666666666667,203.2904624938966
0.448333333333333,200.0975608825686
0.455,196.9370841979976
0.461666666666667,193.8109397888186
0.468333333333333,190.7215118408206
0.475,187.6707077026366
0.481666666666667,184.6594810485836
0.488333333333333,181.6868782043456
0.495,178.7500381469726
0.501666666666667,175.84848403930658
0.508333333333333,172.9831695556636
0.515,170.15457153320358
0.521666666666667,167.3631668090816
0.528333333333333,164.6065711975096
0.535,161.8819236755376
0.541666666666667,159.18540954589858
0.548333333333333,156.5165519714356
0.555,153.8734436035156
0.561666666666667,151.2560844421386
0.568333333333333,148.6620903015136
0.575,146.0886001586916
0.581666666666667,143.5313224792476
0.588333333333333,140.9888267517086
0.595,138.4611129760746
0.601666666666667,135.9477043151856
0.608333333333333,133.4486007690426
0.615,130.95998764038058
0.621666666666667,128.4785270690916
